,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6855091759.01,4583499013.73,2346210512.85,7852536417.15,5688410570.75,3819363671.27,1735510887.11,7193263144.16,5094837984.96,3422141280.22,1718361033.62,5856937609.16,4147891853.27,2765163090.20,1290668834.46,4331513542.49,3148230055.67,2298116779.41,1169795695.95,5010012325.87,3813927206.66,2630678096.87,1242641390.27,5227802390.42,3805104565.10,2542927020.28,1102839271.66,0.00,0.00,0.00,0.00,109006.80,109006.80,109006.80,109006.80,1480358.31,0.00,1096697.82,0,1853970.96,1390478.22,926985.48,463492.74,1699473.38,1235980.64,772487.90,308995.16,1802714.10,1493718.94,875728.62,598429.46,1261613.22,949302.08,578725.94,532511.33,88627699.97,98817419.63,65998815.91,31787219.98,150602159.58,108055306.10,71025508.37,30837114.38,80474210.97,36203437.03,4857319.68,2503158.58,12650616.86,11468380.21,6019393.32,1764065.94,517637144.41,446027422.72,306079759.23,119370500.00,742023382.66,411309160.70,1018262401.68,577905372.37,963660071.00,479585937.07,893514455.47,346069000.00,483120417.85,308283100.00,519356189.97,257807523.31,602431389.12,212368706.00,392106969.56,141480000.00,415074711.70,139240000.00,186000000.00,0.0
2,营业收入,6855091759.01,4583499013.73,2346210512.85,7852536417.15,5688410570.75,3819363671.27,1735510887.11,7193263144.16,5094837984.96,3422141280.22,1718361033.62,5856937609.16,4147891853.27,2765163090.20,1290668834.46,4331513542.49,3148230055.67,2298116779.41,1169795695.95,5010012325.87,3813927206.66,2630678096.87,1242641390.27,5227802390.42,3805104565.10,2542927020.28,1102839271.66,0.00,0.00,0.00,0.00,109006.80,109006.80,109006.80,109006.80,1480358.31,0.00,1096697.82,0,1853970.96,1390478.22,926985.48,463492.74,1699473.38,1235980.64,772487.90,308995.16,1802714.10,1493718.94,875728.62,598429.46,1261613.22,949302.08,578725.94,532511.33,81842030.77,91448298.36,60333903.54,29415365.89,142606802.22,102664818.54,67629196.38,29480868.49,77267774.95,35581649.11,4857319.68,1401085.62,6711824.10,7926645.17,6019393.32,1764065.94,514193221.51,444574813.13,304901905.79,118866500.00,739838601.55,410218876.48,1016658905.44,577512476.65,963280030.81,478931805.01,881872564.90,341441600.00,467504127.22,302311300.00,514701054.18,255405704.91,594500597.82,210583118.50,387142568.20,141480000.00,408685641.59,139240000.00,186000000.00,0.0
3,二、营业总成本,6672110438.82,4426187729.74,2281321599.99,7703740153.86,5553650588.14,3698481792.18,1700204096.48,6843235479.64,4798780179.67,3219413300.68,1634843393.34,5653760933.83,4020070393.20,2660283192.91,1254231106.75,4244525493.33,3043565767.32,2198896859.33,1117588092.64,4822203767.06,3637212388.39,2499481255.39,1171735974.90,5051676313.43,3660924317.16,2441311820.69,1058171726.51,3829015.61,2205885.79,1602457.38,816708.76,7002540.93,8105695.31,8104015.23,815404.53,25487343.82,19995419.50,13503598.70,6503292.62,35920995.79,27844459.35,14396436.79,7126702.65,33353544.79,29093798.42,19702166.55,9886981.77,25554085.23,26612627.28,17015797.25,7979885.41,-9803658.24,-10175200.27,16229830.23,7914144.34,128380780.65,116240643.93,77534084.54,37314970.43,205974035.48,130681975.35,86804390.94,41007052.92,128194473.05,62936340.19,24838540.00,13276999.85,253886801.40,99572360.14,40064831.90,14831270.62,1053200172.31,452657754.43,310156084.02,0,736115654.95,430892491.51,1003848254.77,615030504.65,1133070836.92,588615561.63,972272286.69,0,505398801.01,0,551791177.42,0,601175332.70,0,413087603.10,0,418924403.62,0,0,0.0
4,营业成本,5897096684.72,3924766035.96,2038323140.01,6632869804.86,4821864642.51,3223875322.23,1478363678.86,5861455733.27,4128494708.24,2791183076.09,1411054557.39,4767023080.82,3429866087.88,2279496547.91,1057141110.80,3534515992.49,2572807723.51,1879889071.38,949297700.98,4076191653.31,3099005640.70,2128518486.28,1017507271.02,4271341996.11,3106877887.29,2078906522.69,899124180.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,33353544.79,0,0,0,0,0,0,0,0,0,0,0,70605974.11,78556507.80,52413678.01,25068666.49,126052334.77,91222148.96,60518713.31,27841092.84,63817156.87,25035275.95,1914236.95,1196082.90,1108334.00,5531474.83,5089145.83,269838.00,447609821.66,383751578.04,262728822.70,0,632525210.22,356220014.08,855110087.50,492245135.39,790774965.60,407855463.75,744283301.11,0,369490020.80,0,440393728.15,0,498645096.36,0,328067927.70,0,338425929.36,0,0,0.0
5,营业税金及附加,45694658.42,27398432.01,14502188.22,59451531.72,42229452.79,26135947.80,11807095.22,64276722.10,48640458.36,28492947.84,13926533.92,54249270.95,26055567.52,16857607.66,7924024.21,27178343.30,19755749.36,15090275.94,7673884.70,29436043.76,23462556.06,16305362.97,8344077.63,29416466.62,23363527.01,15645742.47,7157079.79,0,0,0,0,0,61312.74,61312.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33923.77,33923.77,23337.72,11554.88,161794.36,150715.15,137960.40,119437.28,309856.67,229632.35,142770.35,4624.41,349014.89,266268.75,309121.69,91620.71,2561239.28,1577946.94,974164.14,0,3683808.30,880683.28,4857429.51,2913421.09,2407548.92,607877.72,2497982.78,0,3675029.04,0,3321671.27,0,7329265.78,0,5291824.36,0,7548758.29,0,0,0.0
6,销售费用,204630266.38,142165193.84,68471547.70,244923408.20,183056670.70,125735236.46,59926701.56,282894995.11,199522154.27,127605328.30,64025035.66,241743909.54,155507187.46,101881976.92,64670038.58,169623907.15,129020693.66,88552187.65,47863275.20,188545874.32,149550633.39,107066931.09,46971880.73,258349334.55,179245547.79,125905843.37,48285958.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903822.77,3530265.92,2412953.35,1594928.57,6487122.05,4846639.36,3142841.23,1847422.91,3676697.48,1866775.86,218095.06,111180.98,4721431.78,3627862.39,2418674.16,1247718.36,8791797.69,11361780.77,7258536.25,0,8788000.13,9052960.50,49719081.06,45463825.09,74615069.96,29839936.39,48651470.71,0,20942250.10,0,16965635.34,0,15871275.46,0,8890931.32,0,12018938.28,0,0,0.0
7,管理费用,382263614.74,235087585.14,115882184.37,539645764.24,379081802.42,335522089.69,159546081.52,632320399.09,434540941.45,278051312.11,149456109.28,571121436.24,412460119.14,264456303.09,128445783.82,497189906.04,304869838.06,205033099.18,107825035.45,498048641.34,353798557.69,241694913.43,95654096.69,466731786.78,335116775.72,213415063.03,95006590.28,3900885.75,2287888.13,1664849.37,848325.86,7151527.48,8122000.00,8122000.00,813503.57,16596851.74,2162895.99,1615302.00,562516.33,3832126.06,2677035.85,2143618.66,1000367.62,3937771.71,2339433.18,1866139.45,969360.72,3555210.04,3184059.30,2306147.04,729872.03,3309973.21,-31925008.29,1729929.97,664328.82,30274506.93,10558447.91,6964441.95,2679351.89,40727277.91,9150470.83,6315523.71,2855007.13,28198695.71,12081645.50,6985579.80,3181998.41,207728289.47,61175478.80,13430063.44,4042299.35,573787559.39,36496886.68,26426731.36,0,46620777.85,34722721.27,53818680.10,40207751.01,164183358.23,98980773.07,72123926.58,0,62741302.04,0,59745505.35,0,53333033.58,0,44326646.68,0,23286192.33,0,0,0.0
8,财务费用,-9575683.54,-6276399.87,-6166513.74,-16240327.07,-15147180.23,-10065567.59,-7082977.53,-10639908.87,-9418651.00,-8311980.67,-4654872.36,-9787037.59,-8139162.90,-7101587.21,-6847789.83,5921401.76,7151082.59,4720108.41,2263540.92,16531664.48,9840422.29,5598547.48,2971750.83,5448179.81,3652875.16,1954346.69,1293281.53,-71870.14,-82002.34,-62391.99,-31617.10,-147306.47,-77617.43,-77617.43,1900.96,6659901.63,17832523.51,11888296.70,5940776.29,31301996.00,25167423.50,12252818.13,6126335.03,29415773.08,26754365.24,17836027.10,8917621.05,22675168.57,23428567.98,14709650.21,7250013.38,21533570.48,21749808.02,14499900.26,7249815.52,24562553.07,23561498.53,15719673.51,7960468.60,32545506.39,25312001.05,16689352.29,8344092.76,32192066.32,23723010.53,15577857.84,8783113.15,39979731.26,28971275.37,18817826.78,9179794.20,20449754.29,19469562.00,12767829.57,0,42449414.22,30016112.38,40342976.60,34200372.07,101089894.21,51331510.70,104715605.51,0,48550199.03,0,31364637.31,0,25996661.52,0,26510273.04,0,37644585.36,0,0,0.0
