9,研发费用,152000898.10,103046882.66,53161106.14,213964694.64,145296586.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-2852052.71,29125277.27,-2731386.69,-2721236.41,-2356483.15,12927538.94,-2999431.65,2392617.01,1036029.45,29410273.87,4320594.10,4692344.54,2897939.17,10095942.59,9960680.14,5612116.77,2664655.39,13449889.85,1554578.26,297014.14,286898.00,20388549.56,12667704.19,5484302.44,7304635.79,0,0,0,0,-1680.08,0,-1680.08,0,-675690.69,0,0,0,604419.95,0,0,0,0,0,0,0,-676293.38,0,0,0,-34647201.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048444.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906281.14,0,0,0,182453.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,418681630.07,259161339.63,139669312.38,667189530.52,522108707.36,367931796.83,187432932.94,498167932.57,393654987.10,276446700.49,146604022.53,446166427.47,378388325.75,268313549.61,118876573.71,435786437.18,289431886.48,221555746.87,125296694.82,471423568.77,348659578.88,232225378.38,100506800.58,437577036.01,313933695.25,218791731.39,112658755.72,140000.00,0,0,0,201165.00,81165.00,81165.00,0,2866281.14,0,0,0,182453.78,0,0,0,-596264.95,0,0,0,1626114.00,-1443051.09,-1443051.09,0,7234451.66,7260000.00,7260000.00,0,-21291597.96,-1130420.02,-1130420.02,0,-146224.49,2004670.88,302775.17,0,44339336.01,22294515.62,21428192.15,0,-14757537.75,42731797.52,6693520.71,786351.10,-32661024.80,2033861.40,294846.42,-1500000.00,19193134.92,-13960628.57,62682645.69,-14785335.16,-201090018.39,-24641834.15,186509961.87,36919400.00,56566772.65,29691600.00,53108024.01,34882604.55,109657087.05,43928897.58,135785446.38,0,67462647.02,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,418681630.07,259161339.63,139669312.38,632088574.15,487007750.99,332830840.46,152331976.57,498167932.57,393654987.10,276446700.49,146604022.53,443523838.98,378388325.75,268313549.61,118876573.71,419161648.00,289431886.48,221555746.87,125296694.82,471423568.77,348659578.88,232225378.38,100506800.58,437577036.01,313933695.25,218791731.39,112658755.72,0,0,0,0,0,0,0,0,40000.00,0,0,0,0,0,0,0,119735.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,639372882.60,447020660.67,215979329.28,861965096.83,687007298.30,510890231.83,235618971.56,921342798.03,694453318.20,483762434.66,230121662.81,649343102.80,506209785.82,373193446.90,155314301.42,522774486.34,394096174.83,320775666.95,177504298.13,659232127.58,525374397.15,363422219.86,171412215.95,613703113.00,458113943.19,320406930.98,157326300.87,-3689015.61,-2205885.79,-1602457.38,-816708.76,-6692369.13,-7913843.43,-7913843.43,-706397.73,-18234423.23,-19995419.50,-12406900.88,-6503292.62,-33702117.27,-26453981.13,-13469451.31,-6663209.91,-32250336.36,-27857817.78,-18929678.65,-9577986.61,-22125257.13,-26561959.43,-17583119.72,-7381455.95,18299723.12,18384502.35,-8391104.29,-7381633.01,-61044678.64,-18553644.32,-12665688.65,-5527750.45,-55518100.39,-20621998.37,-15476107.40,-10169938.54,-3380926.07,-4438387.54,1446971.83,-10773841.27,-255993722.29,-45372182.41,-27051917.87,-12280853.68,-568160087.70,-4535487.31,-3771555.37,14095800.00,27179037.05,-33447017.54,77096792.60,-51910467.44,-390476873.21,-133671458.71,51113812.03,21621200.00,33631305.84,27111300.00,19626563.40,36694511.76,118348061.81,74164037.85,121536591.78,56940000.00,64736570.87,14900000.00,22270000.00,0.0
16,加:营业外收入,9730789.27,8302715.82,1917150.31,51723029.34,10135658.05,5451660.88,3669392.94,8703866.45,62545315.16,51734903.12,7566911.44,103540829.22,60275470.45,21967843.91,8481992.01,20713210.47,12298596.13,7084759.03,3535200.55,83999244.05,18079167.00,13483899.66,4067353.91,24945957.51,10633552.04,5371212.82,1554962.83,0.00,140000.00,140000.00,140000.00,1462788548.58,1465219962.34,1465219962.34,0.00,34523320.96,1413300.36,0,463492.74,41804852.74,43871336.88,0,0,6529352.00,6529352.00,6479352.00,0,50040.00,1340040.00,1290040.00,0,360538.92,310518.92,310518.92,300000.00,10913500.54,4549419.20,2700.00,1800.00,9459517.88,417708.89,358980.18,384726.34,26211534.17,1827363.06,29362.59,21556.59,191272.51,48407.41,134850.42,10337.33,594377.07,552697.79,539512.00,1296100.00,13932445.90,874618.18,33534953.80,23207266.71,25103065.23,11321423.10,21896670.37,0,14750001.48,0,13858197.39,0,11838226.08,0,803176.82,0,2229179.58,0,0,0.0
17,减：营业外支出,2761783.70,1404219.16,640651.75,11622860.26,3745781.98,2462472.14,330096.27,50601711.79,46408825.28,44609403.53,288913.84,47052725.82,20713324.53,641578.48,82026.04,7332763.94,1016310.36,797245.82,260004.16,40721441.49,3296779.09,616674.51,1172485.68,16613427.23,1196041.24,905448.18,364290.95,0.00,0,0,0,31966.04,31966.04,31966.04,0,405064777.73,0,0,0,0,0,0,0,59467834.68,0,0,0,0,0,0,0,0,0,0,0,2144349.27,38365.98,0,0,1539724.83,63202.98,22690.00,6930.00,10878333.75,2632455.85,359940.24,1748.24,310683135.94,216348173.98,957222.74,915129.32,413775222.38,2202344.89,1157242.26,0,1124065.03,311208.89,19714041.99,11348975.94,21352312.87,8354978.68,15314279.50,0,9492998.58,0,8716295.54,0,6183539.08,0,3266841.21,0,2983106.18,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,18458064.20,17756009.61,0,35455220.47,20233363.07,335666.63,82026.04,416633.09,398450.04,398450.04,0,38559615.95,2640525.85,47153.74,10057.31,12036760.64,253177.84,214008.04,91265.55,0.00,0,0,0,31966.04,31966.04,0,0,28797.49,0,0,0,0,0,0,0,1092408.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,646341888.17,453919157.33,217255827.84,902065265.91,693397174.37,513879420.57,238958268.23,879444952.69,710589808.08,490887934.25,237399660.41,705831206.20,545771931.74,394519712.33,163714267.39,536154932.87,405378460.60,327063180.16,180779494.52,702509930.14,540156785.06,376289445.01,174307084.18,622035643.28,467551453.99,324872695.62,158516972.75,-3689015.61,-2065885.79,-1462457.38,-676708.76,1456064213.41,1457274152.87,1457274152.87,-706397.73,-388775880.00,-18582119.14,-12406900.88,-6039799.88,8102735.47,17417355.75,-13469451.31,-6663209.91,-85188819.04,-21328465.78,-12450326.65,-9577986.61,-22075217.13,-25221919.43,-16293079.72,-7381455.95,18660262.04,18695021.27,-8080585.37,-7081633.01,-52275527.37,-14042591.10,-12662988.65,-5525950.45,-47598307.34,-20267492.46,-15139817.22,-9792142.20,11952274.35,-5243480.33,1116394.18,-10754032.92,-566485585.72,-261671948.98,-27874290.19,-13185645.67,-981340933.01,-6185134.41,-4389285.63,15391900.00,39987417.92,-32883608.25,90917704.41,-40052176.67,-386726120.85,-130705014.29,57696202.90,21621200.00,38888308.74,27111300.00,24768465.25,36694511.76,124002748.81,74164037.85,119072927.39,56940000.00,63982644.27,14900000.00,22270000.00,0.0
20,减：所得税费用,37240605.48,35769767.67,16996639.99,28396671.58,35532313.03,29349054.38,12421050.82,60550017.27,74920697.26,50788966.06,13615255.51,29212114.29,19794041.26,18844212.17,6661210.84,11209227.25,23303362.19,20372103.47,9280169.96,30095680.84,30428371.45,21996931.48,11627001.66,31656586.10,21719604.79,15624023.21,7230240.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009874.17,1167374.17,874874.17,124874.17,-536378.88,310249.84,95781.66,0,6814.76,121601.90,0,0,25645.40,18815.95,3852.64,3808.78,5356020.75,3574811.76,2782215.35,1475500.00,8964819.41,3888281.97,10920769.97,2678046.55,5776247.82,4806865.60,5790859.79,2995300.00,4753720.51,2065100.00,3418549.81,2150652.46,6218292.28,4733652.94,0,0,0,450000.00,1290000.00,0.0
21,五、净利润,609101282.69,418149389.66,200259187.85,873668594.33,657864861.34,484530366.19,226537217.41,818894935.42,635669110.82,440098968.19,223784404.90,676619091.91,525977890.48,375675500.16,157053056.55,524945705.62,382075098.41,306691076.69,171499324.56,672414249.30,509728413.61,354292513.53,162680082.52,590379057.18,445831849.20,309248672.41,151286732.18,-3689015.61,-2065885.79,-1462457.38,-676708.76,1456064213.41,1457274152.87,1457274152.87,-706397.73,-388775880.00,-18582119.14,-12406900.88,-6039799.88,8102735.47,17417355.75,-13469451.31,-6663209.91,-85188819.04,-21328465.78,-12450326.65,-9577986.61,-22075217.13,-25221919.43,-16293079.72,-7381455.95,18660262.04,18695021.27,-8080585.37,-7081633.01,-53285401.54,-15209965.27,-13537862.82,-5650824.62,-47061928.46,-20577742.30,-15235598.88,-9792142.20,11945459.59,-5365082.23,1116394.18,-10754032.92,-566511231.12,-261690764.93,-27878142.83,-13189454.35,-986696953.76,-9759946.17,-7171500.98,-3354500.00,31022598.51,-36771890.22,79996934.44,-42730223.22,-392502368.67,-135511879.89,51905343.11,18625800.00,34134588.23,23659200.00,21349915.44,34543859.30,117784456.53,69430384.91,115404353.83,55780000.00,63982644.27,14450000.00,20980000.00,0.0
22,归属于母公司所有者的净利润,617131640.72,423754627.42,203614495.70,881637741.83,661116424.09,481413971.75,229215579.10,831547593.78,644557835.76,453439794.45,221064864.95,676711738.87,519125517.38,369177580.56,156713000.13,503221359.53,362846695.30,288670384.17,162159931.65,626375268.87,476333659.09,328618527.22,152984308.98,543006376.99,406785453.77,284200151.42,137637374.11,-3689015.61,-2065885.79,-1462457.38,-676708.76,1456064213.41,1457274152.87,1457274152.87,-706397.73,-388775880.00,-18582119.14,-12406900.88,-6039799.88,8102735.47,17417355.75,-13469451.31,-6663209.91,-85188819.04,-21328465.78,-12450326.65,-9577986.61,-22075217.13,-25221919.43,-16293079.72,-7381455.95,18660262.04,18695021.27,-8080585.37,-7081633.01,-57181772.55,-19762729.54,-16846105.50,-7108611.70,-47938995.60,-22180574.35,-16048611.62,-8543629.80,11391186.93,-5479194.75,1022557.76,-10754032.92,-566485166.06,-261690764.93,-27878142.83,-13189454.35,-995379245.69,-19622430.23,-14880550.63,-7451500.00,6471504.22,-47347265.74,50221677.83,-49861439.64,-408208558.55,-142797747.74,43343744.20,13767500.00,28583066.75,23659200.00,20131127.74,34585282.75,117311056.74,69365034.22,115404353.83,55780000.00,63982644.27,14355000.00,20782000.00,0.0
23,少数股东损益,-8030358.03,-5605237.76,-3355307.85,-7969147.50,-3251562.75,3116394.44,-2678361.69,-12652658.36,-8888724.94,-13340826.26,2719539.95,-92646.96,6852373.10,6497919.60,340056.42,21724346.09,19228403.11,18020692.52,9339392.91,46038980.43,33394754.52,25673986.31,9695773.54,47372680.19,39046395.43,25048520.99,13649358.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896371.01,4552764.27,3308242.68,1457787.08,877067.14,1602832.05,813012.74,-1248512.40,554272.66,114112.52,93836.42,0,-26065.06,0,0,0,8682291.93,9862484.06,7709049.65,4097000.00,24551094.29,10575375.52,29775256.61,7131216.42,15706189.88,7285867.85,8561598.91,4858300.00,5551521.48,0,1218787.70,-41423.45,473399.79,65350.69,0,0,0,95000.00,198000.00,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.340900,0.234000,0.112500,0.490000,0.365100,0.370000,0.180000,0.640000,0.500000,0.350000,0.170000,0.520000,0.400000,0.290000,0.120000,0.390000,0.280000,0.220000,0.120000,0.480000,0.370000,0.250000,0.120000,0.440000,0.340000,0.250000,0.140000,-0.012800,-0.007200,-0.005100,-0.002300,5.048400,5.052600,5.050000,-0.002400,-1.348000,-0.064400,-0.040000,-0.020900,0.028100,0.060400,-0.046700,-0.023100,-0.295200,-0.070000,-0.043200,-0.033200,-0.076500,-0.080000,-0.060000,-0.030000,0.064700,0.060000,0.028000,-0.020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.340900,0.234000,0.112500,0.490000,0.365100,0.370000,0.180000,0.640000,0.500000,0.350000,0.170000,0.520000,0.400000,0.290000,0.120000,0.390000,0.280000,0.220000,0.120000,0.480000,0.370000,0.250000,0.120000,0.440000,0.340000,0.250000,0.140000,-0.012800,-0.007200,-0.005100,-0.002300,5.048400,5.052600,5.050000,-0.002400,-1.348000,-0.064400,-0.040000,-0.020900,0.028100,0.060400,-0.046700,-0.023100,-0.295200,-0.070000,-0.043200,-0.033200,-0.076500,-0.080000,-0.060000,-0.030000,0.064700,0.060000,0.028000,-0.030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,3150881.84,3250745.77,597666.88,198143.88,1033007.64,828002.73,-1113.91,-505355.42,-13628.37,-39964.65,-34782.92,267439.34,134842.66,113776.71,5942.70,264547.70,285928.42,1274603.47,17012.46,32463.78,-3871005.79,58753.79,57710.44,-217766.89,-161422.53,-125544.50,-17226.91,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,612252164.53,421400135.43,200856854.73,873866738.21,658897868.98,485358368.92,226536103.50,818389580.00,635655482.45,440059003.54,223749621.98,676886531.25,526112733.14,375789276.87,157058999.25,525210253.32,382361026.83,307965680.16,171516337.02,672446713.08,505857407.82,354351267.32,162737792.96,590161290.29,445670426.67,309123127.91,151269505.27,-3689015.61,-2065885.79,-1462457.38,-676708.76,1456064213.41,1457274152.87,1457274152.87,-706397.73,-388775880.00,-18582119.14,-12406900.88,-6039799.88,8102735.47,17417355.75,-13469451.31,-6663209.91,-85188819.04,-21328465.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,620282522.56,427005373.19,204212162.58,881835885.71,662149431.73,482241974.48,229214465.19,831042238.36,647743633.88,453399829.80,221030082.03,676979178.21,519260360.04,369291357.27,156718942.83,503485907.23,363132623.72,289944987.64,162176944.11,626407732.65,472727253.30,328677281.01,153042019.42,542788610.10,406624031.24,284074606.92,137620147.20,-3689015.61,0,0,-676708.76,1456064213.41,0,0,-706397.73,-388775880.00,-18582119.14,-12406900.88,-6039799.88,8102735.47,17417355.75,-13469451.31,-6663209.91,-85188819.04,-21328465.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,-8030358.03,-5605237.76,-3355307.85,-7969147.50,-3251562.75,3116394.44,-2678361.69,-12652658.36,-12088151.43,-13340826.26,2719539.95,-92646.96,6852373.10,6497919.60,340056.42,21724346.09,19228403.11,18020692.52,9339392.91,46038980.43,33130154.52,25673986.31,9695773.54,47372680.19,39046395.43,25048520.99,13649358.07,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
