,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,37360241068.58,25789003910.99,11891592567.18,46653883970.51,32723039754.70,22122513086.12,10232038758.96,45049611884.31,30710152993.44,21176159889.97,10137104716.53,43205231315.66,31267952792.11,21324819257.42,10285251176.21,46085586326.85,33837241098.33,23710535512.19,9854120307.52,43848970321.09,31026866745.72,20930286646.31,10368936407.42,49494483213.68,36449428980.31,24964525343.15,12266348368.95,44243719566.77,32746880219.63,22030708923.06,11574431747.08,39470896457.61,29855159180.93,19154648391.17,9299615817.50,25614040626.01,19789664993.83,10845719271.93,5060221953.18,18005469828.82,13317886148.74,8615531371.91,15593157645.24,10786762773.72,6993428904.64,2839403738.04,13212103141.85,7240389789.24,9009817865.42,6927329248.76,5349979707.65,0.0
2,营业收入,37336157811.82,25771510584.20,11883525317.03,46619840097.68,32697465789.32,22104547588.94,10223698835.93,44986321696.88,30710152993.44,21176159889.97,10137104716.53,43205231315.66,31267952792.11,21324819257.42,10285251176.21,46085586326.85,33837241098.33,23710535512.19,9854120307.52,43848970321.09,31026866745.72,20930286646.31,10368936407.42,49494483213.68,36449428980.31,24964525343.15,12266348368.95,44243719566.77,32746880219.63,22030708923.06,11574431747.08,39470896457.61,29855159180.93,19154648391.17,9299615817.50,25614040626.01,19789664993.83,10845719271.93,5060221953.18,18005469828.82,13317886148.74,8615531371.91,15593157645.24,10726673639.91,6993428904.64,2839403738.04,13212103141.85,7232504179.56,8998994600.86,6902480248.50,5301077214.15,0.0
3,二、营业总成本,36838152790.41,25327953076.05,11786184082.71,46090432070.78,32405872162.58,21877542468.86,10138690210.38,44561301398.51,30479683640.71,21005046119.11,10081245384.82,42805439183.54,30991032992.71,21096024592.81,10230784774.31,45703222994.46,33556699836.10,23467040758.07,9804696593.57,43705038316.84,30894026080.24,20766562798.88,10310057057.11,49014880973.67,36037921687.99,24683959412.33,12106704372.65,43755528308.04,32290548300.33,21714329581.91,11406824132.01,38888492469.37,29329257288.42,18789973897.59,9145703058.58,25315632762.65,19533189783.28,10685867091.63,4995266756.28,17740208272.67,13127820227.55,8500033035.93,15461147870.99,10614751849.17,6876284904.22,2812952463.14,13060764183.19,7138978873.32,8925658933.85,6882523966.74,5334831860.56,0.0
4,营业成本,35554588617.85,24503135253.51,11317316526.45,44313198941.14,31155300414.36,21028442310.17,9699415982.95,42811005235.53,29181254743.49,20094677786.75,9622074465.19,40673854364.35,29391444089.58,19913110811.89,9471172893.51,42266481805.66,30980436297.26,21609727096.29,8953491928.71,40390649354.14,28519462261.87,19126941325.14,9537811013.85,45842870630.43,33717493914.17,22995150114.64,11320597180.05,41038435121.40,30232124316.95,20238618308.05,10642111299.31,36386996589.95,27542579771.55,17586401802.62,8615066487.38,23824078068.65,18414033162.11,9982335613.31,4689069066.54,16645653079.08,12326004157.70,7969610582.39,14513116113.90,9994402856.14,6463588000.87,2638791674.18,12223657234.63,6662076491.24,8333316271.00,6364656010.36,4932697153.18,0.0
5,营业税金及附加,102361792.93,72650316.99,39391000.84,142512869.74,98015069.72,73538260.23,43698779.34,142868289.16,95025133.49,70825138.16,32418590.92,360706737.29,278082700.18,253817592.73,248748901.31,1229943601.76,917599368.85,637615524.49,264124955.29,1205072908.02,847278017.40,565553701.93,276690336.50,1418306227.88,1071864410.33,754295356.93,382155367.96,1308811101.35,978865886.35,698064435.56,391784430.34,1244800374.73,911313814.45,615494302.31,282783454.30,752420234.29,551224968.96,335386715.26,144193914.89,531595951.98,396819981.67,263523613.11,464784481.70,326229142.58,213826531.91,83992615.83,420633675.05,235460682.12,281543107.91,211619444.14,153038652.04,0.0
6,销售费用,9118604.80,7068015.16,3756307.66,13933989.23,12143190.45,8272391.36,4668245.93,19698612.66,15322351.50,10361062.89,4130848.54,16932765.40,11381298.06,8824440.24,5709772.62,17012986.86,12663013.53,7728484.85,3786361.35,20818030.85,17205662.10,13168756.09,9439160.75,34992291.93,39878548.84,21301935.06,18954900.00,63055630.56,54555280.62,32695958.80,18842493.49,46881491.15,42313870.52,22620924.90,9418370.53,22754841.14,21115450.80,12062656.21,2764076.12,17441347.47,16148695.46,10739842.76,10293248.16,7456681.35,5366043.52,2855049.43,11241625.22,9050139.35,16442463.96,34314041.79,0,0.0
7,管理费用,665183657.91,393740132.83,243828922.29,821808898.92,612838548.67,400080446.36,220390502.87,817395028.61,601319548.21,398322251.60,216942817.69,843979054.76,685095610.04,462825206.16,234660707.58,966750730.93,686387230.65,462374698.73,229824192.22,916913377.78,702599632.79,468634321.49,221728232.09,840528517.69,670827301.67,448619389.58,225920780.73,889761174.52,684189164.73,474078170.50,243999334.89,774719427.46,576762959.37,386249545.18,189959536.64,588609570.69,431013264.19,279176632.36,128322081.38,439757878.62,313019512.48,194900560.53,355150591.11,221607767.99,152700919.23,69843189.93,327673773.06,216178288.47,275797620.74,254957002.49,228165533.83,0.0
8,财务费用,478967177.02,336154900.87,148043695.11,583263195.14,429772296.94,292033575.81,159568215.66,595642140.43,504497664.29,343979461.47,169955740.29,802727307.53,563005063.23,378865621.05,224154979.21,1010453927.42,779935508.65,560079944.34,227652457.09,1112183745.59,782158788.67,487094579.70,223906127.33,582697645.81,354570647.54,277510996.83,113072841.39,369891885.55,262038391.05,184207333.62,94751293.54,350275643.17,196989053.31,142238020.87,48779474.40,107016639.30,92330211.52,56366256.20,31737557.86,89674268.36,91364326.99,61367136.01,96932579.38,65055401.11,40803408.69,17469933.77,58669146.71,16213272.14,18559470.24,16977467.96,20930521.51,0.0
