,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150630,20141231,20140930,20140630,20131231,20130930,20130630,20121231,20111231,20110630,20101231,20100630,20091231,20081231,20071231,20061231,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,1985263415.00,1287144859.79,658206908.16,1649661561.68,1269681023.72,865247992.32,450521007.06,2147620089.37,1571055475.75,842268632.17,423313455.04,2026810960.79,1590365907.83,962723709.87,429450057.60,4004355251.90,2386700521.11,1808216779.12,1141761393.33,585275860.53,1165234691.42,866265144.95,552870900.00,1007875475.42,710025727.79,310828383.92,1345669695.34,509096838.07,1859271324.69,481445081.31,2326535007.05,504822778.62,147930957.18,117669467.86,207825104.70,0.0
2,手续费及佣金净收入,683690379.13,481640879.47,219594698.59,735357326.29,524470337.00,371586324.81,189402747.68,920497725.09,661488001.39,393891620.04,196172016.01,1259619100.49,943256100.37,615438181.65,290377172.61,2716354159.22,1615058802.90,1072655213.61,614320220.06,336688210.34,842354747.41,596052909.35,368276900.00,605830700.56,675298914.50,371807768.97,1121571443.85,512917831.40,1484643891.66,894499096.28,1718522983.96,345040005.59,111875205.45,136514930.99,96171447.26,0.0
3,代理买卖证券业务净收入,430207417.87,300635685.81,155507588.51,433552676.30,311857774.83,221201774.51,119119578.11,544470262.56,436154382.79,258508928.98,134514013.60,715338829.85,564031362.12,387216125.59,203809936.16,2128093353.37,1276577962.48,794863348.77,448545029.10,240486209.21,568232234.70,463443391.62,279877100.00,383343649.82,578873838.98,347252956.18,1034660842.43,470401724.36,1480743534.60,893798099.98,1713206981.62,0,0,0,0,0.0
4,证券承销业务净收入,126191824.87,90042386.45,20959696.50,116558366.14,45432724.98,31909275.38,15569853.72,116649151.16,63488546.21,34874401.59,11303138.01,304410665.01,207732317.13,120227903.43,27335098.54,209363864.17,115802091.32,100757994.55,59669888.86,34117633.61,148613330.50,64657420.17,45097500.00,152033339.64,59554420.98,243887.00,72779475.88,36445913.06,3889146.58,0,772119.40,4061005.31,0,202249.80,80858.50,0.0
5,受托客户资产管理业务净收入,60394386.59,40711328.77,20120214.72,99571561.31,78128797.71,52725239.64,25034164.17,91611726.88,51892933.52,30372318.92,11752979.37,63173935.35,42736098.23,18662284.72,10793779.98,53079392.97,32196076.77,9106315.59,7511892.40,9691883.09,9244699.42,8173054.84,4883200.00,1661615.50,-157673.02,-753843.24,0,0,0,0,0,0,0,1924648.31,0,0.0
6,利息净收入,73401066.82,60314647.70,28323552.78,259733035.86,236509897.07,186433418.78,96870584.84,461017735.56,344631835.13,231423994.75,119414519.98,318306944.02,264170282.66,193127913.75,111488794.29,561575861.59,310464460.15,274986314.16,173785271.72,95291572.91,159223011.95,98831273.72,54846500.00,75357478.84,91328552.59,44347962.81,117616191.16,55757387.01,105891149.83,80539960.61,66147634.99,-12786507.34,-8308501.57,-15707966.14,-12235910.21,0.0
7,其中:利息收入,784009573.36,547137809.41,273682567.76,1291897620.91,1017875088.39,711403196.11,0,1269523349.35,0,594179857.24,0,1148422225.76,0,597420254.13,0,1497719447.57,0,613228993.72,387398100.00,0,286655830.95,0,0,142797800.00,133973500.00,0,149673543.56,0,134021520.32,117674364.99,115515030.59,34427794.92,21031746.05,27529426.39,30530445.20,0.0
8,利息支出,710608506.54,486823161.71,245359014.98,1032164585.05,781365191.32,524969777.33,0,808505613.79,0,362755862.49,0,830115281.74,0,404292340.38,0,936143585.98,0,338242679.56,213612800.00,0,127432819.00,0,0,67440300.00,42645000.00,0,32057352.40,0,28130370.49,37134404.38,49367395.60,12786507.34,8766933.57,25397636.64,12235910.21,0.0
9,投资收益,702796004.79,435401019.13,211494537.12,476463589.98,281430855.64,200716760.47,100963907.47,501967179.81,335116012.91,175490563.10,74424255.94,477944617.68,369430596.91,182223578.22,72813721.14,599018351.30,365853679.51,376441950.15,211376681.25,119797181.88,169597367.64,125662657.33,98997000.00,302281157.66,38297263.11,-16112063.46,94429839.47,-12072045.82,-46880966.20,-61985011.20,341566380.61,132701797.61,15950407.74,-22935630.96,92564205.87,0.0
10,其中:对联营企业和合营企业的投资收益,38227614.35,24941625.76,11624703.59,18017906.79,21400754.92,13697909.51,5798846.35,6566348.88,-524075.05,853032.71,9475992.37,12706868.44,16761688.45,11149352.93,0,1725476.63,1263795.18,-315558.60,-111124.11,50000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动损益,25009541.23,90082423.72,141405272.48,-106413957.06,21981991.14,-26007930.84,-4841453.40,-87055707.88,-20156810.97,-68315446.73,731634.49,-60751105.21,7930546.76,-28807415.28,-46821242.80,56061634.06,93237142.43,73245007.16,133926564.00,29547511.03,-10969915.68,43471187.16,33499500.00,19075306.53,-100441162.10,-90403983.20,8331573.11,-48607164.16,313371711.70,-438999581.05,198251326.82,0,0,0,0,0.0
12,汇兑损益,2349817.44,-115348.84,1586161.33,-2532285.94,-1896093.91,3094935.21,3253955.21,-1290753.60,668013.35,603412.21,-109358.08,-3442833.21,-2497244.01,-2589542.13,-53683.25,62062152.53,-902150.91,3529031.51,4746804.38,1246045.71,-1529392.36,-1990703.97,-5430300.00,-18494.67,-404455.51,-189794.38,-261995.49,-49042.62,-11573.86,-15105.84,0,0,0,0,0,0.0
13,其他业务收入,470169663.05,216587502.54,54675273.46,283220101.28,206784579.70,129025026.81,64871265.26,352489702.63,249308423.94,109174488.80,32680386.70,35134237.02,8075625.14,3330993.66,1645295.61,9283093.20,2988587.03,7359262.53,3605851.92,2705338.66,6558872.46,4237821.36,2681200.00,5349326.50,5946615.20,1378493.18,3982643.24,1149872.26,2257111.56,7405722.51,2046680.67,5439687.84,7840531.51,1958378.08,794916.58,0.0
14,二、营业支出,1572121414.37,934048893.79,391469496.61,1568809460.52,1050864998.62,667825633.65,302101256.17,1474298646.72,1021656144.48,606401785.01,271769790.56,1067838746.83,878638437.30,563738518.85,270886227.95,2093232661.80,1034232791.55,1078677482.41,656228008.23,376841227.69,852963471.80,559796601.54,357117700.00,758369975.37,638635156.58,299908693.17,688904303.06,282567126.99,693103932.29,390994961.43,608987402.67,190090828.21,223625899.48,109804464.24,143447453.18,0.0
15,营业税金及附加,11538211.84,7791335.21,3570918.71,13393745.46,10113612.25,7252692.18,3493928.79,15908568.94,14332286.64,7844774.79,3482655.11,57418589.52,52043982.47,46984586.21,31975929.52,255484062.30,142004719.79,103517886.25,64286133.05,38233355.45,63685423.32,44038779.53,27494800.00,58221962.10,40987316.01,21721432.25,66262619.15,29018922.67,83430796.44,39878191.66,126298000.61,27517398.48,6961125.22,8533054.32,10611125.02,0.0
16,管理费用,941978707.88,633460243.98,329971194.91,1002555662.61,754451279.39,482728313.45,232165568.14,1071767642.98,777867430.90,483299369.96,232365559.11,1009437684.55,819945257.15,512874900.46,237377464.15,1709009930.66,883533928.31,946477300.28,582738125.41,330207474.29,780089936.12,517298963.65,332414800.00,690969834.14,601786388.47,283986529.24,640627889.17,253274050.17,661805171.02,276342734.37,432848759.70,176270122.62,146942943.99,160513178.35,151392329.62,0.0
17,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,资产减值损失,0,0,0,0,743005.30,303443.79,3177775.80,75892177.00,17278933.86,13584251.12,6075229.99,-27005101.48,5687330.97,3223997.28,1102610.88,127631057.07,8232531.62,27716089.32,8523741.98,7943543.84,7938498.65,-2394301.54,-3382500.00,7909309.99,-5088409.02,-6389560.00,-20973394.42,0,-53866705.92,73511168.58,49290240.60,-15318086.46,68986001.63,-59253473.43,-18590871.46,0.0
19,其他业务成本,460193435.61,208519016.75,50467550.31,233284036.43,181579508.40,114375898.25,63263983.44,310730257.80,212177493.08,101673389.14,29846346.35,27987574.24,961866.71,655034.90,430223.40,1107611.77,461611.83,966206.56,680007.79,456854.10,1249613.71,853159.90,590500.00,1268869.14,949861.12,590291.68,2987189.16,274154.15,1734670.75,1262866.82,550401.76,1621393.57,735828.64,11705.00,34870.00,0.0
20,三、营业利润,413142000.63,353095966.00,266737411.55,80852101.16,218816025.10,197422358.67,148419750.89,673321442.65,549399331.27,235866847.16,151543664.48,958972213.96,711727470.53,398985191.02,158563829.65,1911122590.10,1352467729.56,729539296.71,485533385.10,208434632.84,312271219.62,306468543.41,195753200.00,249505500.05,71390571.21,10919690.75,656765392.28,226529711.08,1166167392.40,90450119.88,1717547604.38,314731950.41,-75694942.30,7865003.62,64377651.52,0.0
21,加:营业外收入,4912282.98,1174519.26,666094.56,23139610.19,14372131.96,14204745.27,10208635.27,21917555.02,8244455.99,3097329.16,2032830.58,39621993.23,31714076.56,29131462.06,11853626.13,21225594.03,12777657.14,32364428.98,28971893.11,28895485.45,29425248.05,22491531.67,21919200.00,11733478.05,66560349.06,11724490.77,45550790.28,3115596.99,6594920.95,91912581.81,1552588.75,437056.21,7310689.96,399124.23,347187.95,0.0
22,减:营业外支出,357496.67,118845.31,1478.52,2874430.27,1929577.14,476509.32,21651.06,15130312.36,14354640.52,12518929.21,693576.01,6064619.74,5508767.74,1664464.11,45904.75,6957329.28,14124.10,7132217.08,226279.41,135808.74,3462426.24,926420.24,912600.00,4134610.16,927412.02,638532.95,1186488.62,504920.40,146571.42,36044902.91,1091883.77,3956505.04,7449703.74,5792621.62,1736685.53,0.0
23,四、利润总额,417696786.94,354151639.95,267402027.59,101117281.08,231258579.92,211150594.62,158606735.10,680108685.31,543289146.74,226445247.11,152882919.05,974566629.95,719969821.85,411227455.66,163632173.67,1890969158.71,1365231262.60,754771508.61,514278998.80,237194309.55,338234041.43,328033654.84,216759800.00,257104367.94,137023508.25,22005648.57,701129693.94,229140387.67,1172615741.93,146317798.78,1718008309.36,311212501.58,-75833956.08,2471506.23,62988153.94,0.0
24,减:所得税,90333516.14,73283003.09,59065891.28,5259780.10,50468855.27,53866872.90,38282984.38,158945969.39,132932129.37,58476379.84,38095854.86,227841848.25,156717357.94,96848848.74,38032594.70,488588592.72,350386106.10,204788774.47,132410293.35,64831220.03,99806580.74,90320819.57,59597200.00,73855161.81,44241685.89,5497933.11,187194579.63,57285096.93,306069923.17,37705514.14,634830630.27,114774992.47,0,0,23615534.57,0.0
25,五、净利润,327363270.80,280868636.86,208336136.31,95857500.98,180789724.65,157283721.72,120323750.72,521162715.92,410357017.37,167968867.27,114787064.19,746724781.70,563252463.91,314378606.92,125599578.97,1402380565.99,1014845156.50,549982734.14,381868705.45,172363089.52,238427460.69,237712835.27,157162600.00,183249206.13,92781822.36,16507715.46,513935114.31,171855290.74,866545818.76,108612284.64,1083177679.09,196437509.11,-75833956.08,2471506.23,39372619.37,0.0
26,归属于母公司所有者的净利润,290438427.38,239926940.64,181998974.63,65787558.62,135839684.21,145733849.13,101801687.30,441982592.67,355758026.50,133373517.65,100047305.09,718646243.11,549755798.32,306156189.40,126809927.83,1405500406.97,1012249902.84,562290151.78,394799672.54,179547725.16,252934345.88,246435870.70,163090700.00,182782872.35,92702108.39,16507715.46,513935114.31,171855290.74,866545818.76,108612284.64,1083177679.09,196437509.11,-75833956.08,2471506.23,39372619.37,0.0
