,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6633068516.72,4509531629.02,2676377553.94,1179275063.26,6184367291.09,4139501706.13,2467513209.21,873168759.79,4628165363.60,3190434330.14,2129845752.26,797790451.05,4338515966.61,2709312682.71,1698564836.53,667061080.01,3786434724.68,2633959073.56,1496373517.41,573695986.81,3932908494.57,2678124261.63,1657740838.10,670649340.25,3973767350.30,2369968678.22,1452730345.06,598446529.62,3042843013.78,2037784346.23,1211638449.69,456776735.93,3581268663.36,2556394250.63,1682667069.61,701901796.42,3464218161.51,2356558224.68,1441745870.19,628508219.51,2845780526.80,1929895973.47,1267168794.17,524650491.08,3632240251.80,2691965599.52,1708102800.00,698972669.13,2834872369.43,1869499907.77,1090143303.92,437100531.83,1886127585.66,1220611150.93,727029089.61,329758707.07,1521063232.90,1093822984.67,744975229.30,349382796.67,1576389375.27,1107071489.42,630650665.78,262031659.22,1282357535.59,838704279.48,607038342.64,175201866.95,637583049.76,309952515.77,124534963.64,0.0
2,营业收入,6633068516.72,4509531629.02,2676377553.94,1179275063.26,6184367291.09,4139501706.13,2467513209.21,873168759.79,4628165363.60,3190434330.14,2129845752.26,797790451.05,4338515966.61,2709312682.71,1698564836.53,667061080.01,3786434724.68,2633959073.56,1496373517.41,573695986.81,3932908494.57,2678124261.63,1657740838.10,670649340.25,3973767350.30,2369968678.22,1452730345.06,598446529.62,3042843013.78,2037784346.23,1211638449.69,456776735.93,3581268663.36,2556394250.63,1682667069.61,701901796.42,3464218161.51,2356558224.68,1441745870.19,628508219.51,2845780526.80,1929895973.47,1267168794.17,524650491.08,3632240251.80,2691965599.52,1708102800.00,698972669.13,2834872369.43,1869499907.77,1090143303.92,437100531.83,1878400308.96,1214904758.08,724809593.03,328307582.96,1516264027.40,1089435669.45,742936392.43,349112008.23,1573291634.28,1105120138.68,629343376.42,261515437.37,1280280115.31,837700541.72,607105710.18,175198534.30,636380875.91,309591728.30,124499292.29,0.0
3,二、营业总成本,6172469916.43,4148941352.80,2446904095.05,1072406395.35,5504461545.89,3615914409.19,2050683874.39,718915252.64,3685248266.37,2565184205.23,1700853729.87,645875093.85,3829009066.69,2360106351.92,1430597030.81,621386255.79,3621419094.90,2480407395.26,1438762596.04,553827654.04,3863135984.57,2613624500.41,1626550650.50,658408379.28,3903678558.75,2357351085.62,1446663931.83,597567037.78,3181553766.10,2010007097.26,1181722000.17,437720046.83,3540682824.03,2499537577.93,1652952437.20,687736089.35,3328941236.43,2283120879.56,1386132381.63,611772007.30,2693677887.29,1833654635.47,1216020812.45,517324787.40,3546463655.80,2635273435.04,1674621365.23,689239429.14,2780780931.89,1823172247.32,1068549251.22,431741702.78,1845662995.14,1188885027.78,706257674.45,319649971.89,1448261023.12,1035893465.88,710518871.36,334116038.85,1476150860.86,1040159332.97,598709583.50,250689612.73,1197801119.14,789425289.23,568395453.44,170140608.50,583895970.17,282694583.06,113967864.53,0.0
4,营业成本,5453775261.37,3670566872.78,2145773208.21,939528086.76,4843489061.84,3183443683.64,1765644059.83,605807471.03,3090606203.33,2158451414.06,1433602874.41,528909725.59,3075142470.83,1886089933.72,1125037680.47,475480978.29,2896283034.05,1995021019.41,1148894705.87,439409835.98,3277106315.30,2206584653.15,1373908478.45,551561340.77,3415566353.75,2050392126.03,1256818464.45,513019305.20,2664702427.26,1731773203.43,1012160112.05,359208718.01,3206219206.93,2272524558.65,1506384932.49,609591755.15,3038295462.15,2070330320.17,1239763529.00,541637330.49,2429338924.39,1656964131.48,1095364176.19,457081722.73,3270587450.37,2428636643.82,1536257755.69,620621105.00,2514318798.14,1645498189.37,956945925.74,378505058.35,1609052337.72,1032139924.71,607431887.40,267151793.13,1267209713.04,910642809.21,625686678.07,293920306.29,1316983431.32,924846466.22,526340477.68,218256117.85,1076969433.54,711077878.12,514760608.67,148097626.52,502260751.75,234785257.03,85816911.91,0.0
5,营业税金及附加,39714356.14,25992293.55,15293958.75,8112982.27,39491733.50,27753916.69,17162836.53,9076648.91,37331069.78,28430232.42,21004982.46,10628686.34,55550942.52,8069314.61,2626923.61,10315975.44,74548843.01,45359464.13,24340534.28,11027193.81,56464114.28,34193134.39,21655592.94,7661125.24,70656311.17,27061998.74,15182918.18,5850332.61,36461389.33,27716856.15,16539585.33,6161314.22,45955251.64,33295282.20,17495614.39,7758187.80,39075134.04,27438057.28,18044125.74,7594473.15,30403963.86,20070307.44,13521189.11,3771312.26,28929508.01,24004116.77,16231323.79,6445672.23,32127614.02,18799660.73,13157631.82,6313584.80,22021383.62,12419868.14,7450646.42,3683814.03,15293305.63,9465561.45,5917753.77,2554742.30,16528954.33,10918299.99,5223077.97,1857131.92,20953612.01,15548805.88,12030287.85,4501858.78,18691665.69,8272072.38,5274665.88,0.0
6,销售费用,137119397.75,86257706.23,52352333.82,21821210.68,76880993.32,53665391.49,35247952.43,15836343.38,68758470.92,50117073.18,31512539.85,17047797.25,70131341.33,49420922.92,32827839.36,16570539.43,77783268.91,55171121.07,36445922.10,17135723.92,81230938.66,55342223.47,37203098.52,16370037.31,69427154.82,46914279.28,31270130.93,16386614.18,67981233.72,49428801.36,32609051.44,18279341.02,59631291.82,42340599.27,29286875.65,16430964.47,55892715.29,41236709.79,27350440.90,15078671.12,49079574.41,35373019.90,24293367.76,13360824.18,51523923.78,40157576.31,28138200.21,15426692.73,53080404.93,38102737.43,25271223.22,13059112.83,50102399.18,37231499.82,24934500.32,13886575.73,45384090.08,25711188.59,16037166.80,7813795.71,28643965.01,21382632.32,13064404.68,7008525.23,21969609.42,14400253.66,9724995.31,4506922.08,13927482.00,7930636.02,3303024.08,0.0
7,管理费用,243394864.31,173792323.32,111955665.87,53057756.47,225730310.74,159079291.29,199793853.71,83257754.77,400536839.79,288231562.47,202054090.35,91608924.10,484662466.02,339245925.74,233556272.91,108238562.10,416951028.91,282567820.34,171472665.38,71195364.48,291322197.74,218664132.73,134126235.68,56348219.78,205116470.01,143730679.44,90235719.40,39643471.32,169095574.05,126977855.67,83301614.12,40171604.04,145876072.84,117928468.87,69222055.38,36842350.87,113766132.71,87165618.13,60265034.87,34361904.46,110724965.96,83945752.25,59917216.94,35670944.16,108297841.41,87942204.63,60975876.69,33221069.93,102251451.69,72412279.56,47344276.40,23641762.75,101732520.16,63910825.85,39122408.67,22052718.16,69753622.71,53796795.86,39749923.37,18894528.75,76562884.16,55691352.95,36805306.97,16442054.36,60029518.98,35868693.89,23854965.21,9713095.19,36612482.74,22978668.18,13401544.88,0.0
8,财务费用,46071682.48,36254305.77,21511727.82,14236536.18,50088848.06,33749607.57,21733359.51,8747405.40,38260561.27,32608472.02,21902275.36,11142926.03,82549685.07,66045223.72,42759386.85,21976198.37,123365636.97,94799925.04,62263278.22,34032596.96,125561446.84,91422514.38,61442991.09,33351520.24,116109080.61,88712589.88,59489879.71,29017963.33,107697654.63,81691117.16,48763400.84,25069336.33,52516810.16,28612972.39,26901052.89,13942389.22,66954153.53,50359199.29,37671812.60,17486288.98,61750187.90,46846998.14,31828552.26,15387722.87,85342635.12,66682680.33,43418729.88,20406790.23,70212892.55,50610720.77,34330119.82,16488626.07,62754354.46,43182909.26,27318231.64,12875070.84,50620291.66,36277110.77,23127349.35,10932665.80,37431626.04,27320581.49,17276316.20,7125783.37,17878945.19,12529657.68,8024596.40,3321105.93,12403587.99,8727949.45,6171717.78,0.0
9,研发费用,252394354.38,156077851.15,100017200.58,44258715.30,193728983.89,134062467.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-8608892.31,75051614.54,24160051.24,11101812.38,-3810370.85,49755121.28,7345451.08,-9223032.56,-13462965.46,60972160.92,11235031.21,-6211072.39,-11195997.84,32487283.05,7488045.27,-4654509.81,-18973061.11,31450971.75,7417842.29,-1785746.18,-6883864.06,26803188.39,539412.25,-6333180.84,-6350648.86,135615487.11,-7580736.51,-11651763.61,-11170266.79,30484190.64,4835696.55,3661906.40,3170441.84,14957638.71,6590974.90,3037438.52,-4386660.90,12380270.77,-9545573.74,-8903689.81,-7947738.80,1782297.11,-12149786.82,-10400521.03,-6881900.98,8789770.56,-2251340.54,-8499925.78,-6266442.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18105336.51,-18029714.59,-16800174.56,-12422749.53,18105336.51,19892750.44,8653446.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-15720400.64,-689898.83,2005858.69,-1344630.12,-34069099.49,-15262144.27,-2778629.70,-1635525.56,-40544847.37,-8783468.46,-5586505.73,-2278466.09,-3912452.28,-2427064.17,-539177.79,70717.76,-342065.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27171509.25,385551.79,385551.79,385551.79,0,0,0,0,684733.37,-1567363.51,-192854.75,0,45900.00,0,0,0,-17791.85,-17791.85,-17791.85,-17791.85,4800.99,4800.99,4800.99,4800.99,0,0,0,0,3456785.13,3456785.14,3456785.14,3456785.13,409748.26,307311.20,214095.97,0,425403.00,425403.01,35450.25,0.0
13,其中:对联营企业和合营企业的投资收益,-5572139.64,-689898.83,2005858.69,-1344630.12,-34864187.89,-15262144.27,-2778629.70,-1635525.56,-40544847.37,-8783468.46,-5586505.73,-2278466.09,-4119452.28,-2634064.17,-746177.79,-136282.24,-342065.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,549971974.56,358356139.35,230455768.93,107072890.94,675018487.25,526780144.71,420656348.17,156160173.31,922122524.42,629256311.54,427753855.10,149636891.11,505594447.64,346779266.62,267428627.93,45745541.98,164673563.79,153551678.30,57610921.37,19868332.77,69772510.00,64499761.22,31190187.60,12240960.97,70088791.55,12617592.60,6066413.23,879491.84,-156816088.83,9747534.38,13116274.96,6633939.57,85862685.09,77134974.93,38753630.85,14551258.86,135276925.08,73437345.12,55613488.56,16736212.21,152787372.88,94673974.49,50955126.97,7325703.68,85822496.00,56692164.48,33481434.77,9733239.99,54073645.69,46309868.60,21576260.85,5341037.20,44332391.51,31735924.14,20781216.15,10118536.17,73084584.49,58211893.50,34723732.65,15266757.82,104095299.54,70768941.60,35397867.42,14798831.63,85393868.33,49586301.45,38856985.17,5061258.45,54112482.59,27683335.72,10602549.36,0.0
16,加:营业外收入,2072521.14,5835880.91,1081135.39,769246.18,4656441.12,3790426.05,2484125.60,716084.85,7039520.49,11970950.23,6174495.13,4763832.83,40136281.53,22981153.12,9622543.47,3117078.44,40997212.68,18204946.86,4905345.58,2712012.87,24619589.25,16097453.73,9770260.42,4173146.74,14408243.49,8055593.71,5342783.80,3311046.41,19152657.18,9311444.55,4970626.99,3129136.37,18582150.07,9279211.23,5235810.31,1399564.32,31879822.40,9016309.12,5232801.07,2111778.15,14153200.96,10162797.52,7627547.24,5723906.83,10381877.62,6133071.10,4306158.41,2292850.52,8909461.57,7799528.44,6078889.72,3374045.80,568185.41,251349.46,218404.97,147242.10,966213.14,699941.04,433967.15,128277.94,600334.47,597275.81,430108.11,77683.54,444332.60,417857.36,215574.89,65050.00,160883.76,1902686.61,86.05,0.0
17,减：营业外支出,5276757.71,5757388.83,3755406.56,2137506.50,2953240.27,2587477.32,1614819.88,695791.19,12894272.63,11584807.36,10687846.27,9807262.09,14155584.39,13222428.64,6969497.08,3933351.12,24363774.27,21838151.35,21478318.28,928573.56,1057453.89,860102.16,751646.86,285978.58,977983.35,527273.78,250847.19,195249.27,2997224.57,1308790.44,550259.27,155549.56,8052221.20,2358158.82,1470541.24,435651.36,8786894.89,1078184.77,858815.77,600450.59,14101376.50,10486063.37,7301515.90,896891.73,3163858.44,2637227.46,2127372.74,271454.69,4404815.87,5709492.60,1655069.31,350158.59,6223997.08,1120844.12,642233.74,349762.65,4001022.42,993118.52,588864.24,286811.15,2647529.48,1351265.50,830774.53,412168.96,2907708.16,989893.08,766552.45,205010.36,1679269.55,5787434.53,137951.16,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,377650.07,0,0,8445832.54,8367261.43,7798630.20,5008465.13,4783385.67,4612535.50,3476163.72,662803.80,312910.55,278757.70,35983.57,325885.62,230190.22,171773.19,36023.58,594535.01,174316.40,87735.47,0,924266.49,437965.50,369634.39,138609.01,2504251.82,1072185.10,802927.83,29376.12,7813757.13,147664.92,207701.58,50168.70,2274864.25,562818.98,295135.63,149935.89,848544.10,586076.95,493273.95,196682.76,0,3056723.68,224120.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,546767737.99,358434631.43,227781497.76,105704630.62,676721688.10,527983093.44,421525653.89,156180466.97,916267772.28,629642454.41,423240503.96,144593461.85,531575144.78,356537991.10,270081674.32,44929269.30,181307002.20,149918473.81,41037948.67,21651772.08,93334645.36,79737112.79,40208801.16,16128129.13,83519051.69,20145912.53,11158349.84,3995288.98,-140660656.22,17750188.49,17536642.68,9607526.38,96392613.96,84056027.34,42518899.92,15515171.82,158369852.59,81375469.47,59987473.86,18247539.77,152839197.34,94350708.64,51281158.31,12152718.78,93040515.18,60188008.12,35660220.44,11754635.82,58578291.39,48399904.44,26000081.26,8364924.41,38676579.84,30866429.48,20357387.38,9916015.62,70049775.21,57918716.02,34568835.56,15108224.61,102048104.53,70014951.91,34997201.00,14464346.21,82930492.77,49014265.73,38306007.61,4921298.09,52594096.80,23798587.80,10464684.25,0.0
20,减：所得税费用,66616389.44,47188498.01,17077144.27,9235737.18,102180634.15,99157600.92,70184939.06,26290247.60,153529091.28,92784948.20,64600687.22,25199011.74,91759439.25,56002978.02,47859103.29,8504176.78,37768521.01,26713362.52,8634224.11,7015906.61,19713426.87,15777718.15,7994981.62,5311181.89,17502603.00,-2231978.01,-1528316.73,596466.14,-36361389.96,3472327.40,7225272.46,4611360.27,6694480.66,5565334.63,5311801.78,3669447.01,39931108.15,17483693.29,12909550.28,4602455.88,29523745.90,19503907.90,11022035.26,4457563.82,9454503.97,13869876.38,9817472.81,5084142.03,11640957.73,13453014.72,7699458.03,2763268.39,12975427.64,9304835.58,4933869.31,1873870.54,17616003.07,12765335.61,7451528.38,3809379.53,12028117.00,7214347.48,4178431.18,2976214.22,11221994.72,5383557.70,2346254.15,521617.03,6196791.05,3501431.42,99172.80,0.0
