,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1660935896.71,7373701266.96,5443620252.80,3391554091.97,1775051538.47,5374994708.31,4139630862.56,2749231916.49,1031563760.71,4102261578.10,2647561296.69,1600067646.89,740703904.74,2897439803.34,2191952381.09,1275558385.66,642662818.49,2402089641.31,1717488397.97,1074235551.28,518899249.16,2262304448.98,1356510021.36,876041246.05,445190968.46,2048692281.20,1483790714.24,964330144.54,488865215.02,1761187218.32,1250026871.00,825492930.42,365076480.30,1294589294.77,942872495.50,577421266.80,256810506.50,1165962410.89,858982285.57,551354603.30,246990253.80,1023586791.69,770740307.11,475734235.11,155650720.57,804155550.03,511651786.57,349653760.91,121487125.79,662056599.62,445542149.49,299575043.02,140978787.98,581814667.10,278766955.91,180086711.40,86292421.68,488132969.77,259378554.06,169894603.20,76306960.27,367420196.55,279273536.36,199293653.70,101002759.07,425083325.24,281635795.09,191373539.35,96703316.62,446956362.82,332855169.00,212237809.87,0,421923357.04,172025348.84,346272334.01,149624686.28,332323093.24,140468729.04,313954693.39,124573073.14,157921707.31,65787370.98,168457237.73,90502140.00,136413370.00,114184250.00,42904770.00,0.0
2,营业收入,1660935896.71,7373701266.96,5443620252.80,3391554091.97,1775051538.47,5374994708.31,4139630862.56,2749231916.49,1031563760.71,4102261578.10,2647561296.69,1600067646.89,740703904.74,2897439803.34,2191952381.09,1275558385.66,642662818.49,2402089641.31,1717488397.97,1074235551.28,518899249.16,2262304448.98,1356510021.36,876041246.05,445190968.46,2048692281.20,1483790714.24,964330144.54,488865215.02,1761187218.32,1250026871.00,825492930.42,365076480.30,1294589294.77,942872495.50,577421266.80,256810506.50,1165962410.89,858982285.57,551354603.30,246990253.80,1023586791.69,770740307.11,475734235.11,155650720.57,804155550.03,511651786.57,349653760.91,121487125.79,662056599.62,445542149.49,299575043.02,140978787.98,580454579.47,278348892.19,179794289.97,86185251.52,486854804.51,258667087.27,169444690.18,76054038.61,366492643.19,278655531.32,198910124.42,100839347.96,424125258.66,280585763.37,188967195.04,96436660.58,445802442.39,332050841.00,212170760.38,0,406812622.16,158693941.92,314055672.32,138300816.51,304831836.20,139927144.73,259665070.99,105137980.00,130257434.31,48687429.63,141376822.18,90176890.00,135729410.00,113753630.00,42904770.00,0.0
3,二、营业总成本,961579379.88,4550431059.16,3306607866.84,2173985731.91,1173921249.25,3658406711.74,2703418783.34,1837794437.62,693934636.13,3025759813.90,1802295493.33,1109337570.59,485780194.86,2101779506.69,1558813924.85,908614380.09,433345652.92,1776526656.11,1217233014.21,774069786.82,358853656.19,1726353253.00,1016045605.08,664237705.89,324769125.36,1496657851.84,1070539047.44,709222387.76,377643656.14,1291849999.03,950699613.71,655709642.48,313931803.62,1095505969.94,794454520.20,489196734.23,215447811.55,956262579.26,710201197.69,438127803.60,208251917.77,825400431.64,665530803.81,406532822.49,139283384.97,738828772.40,486018709.15,335815072.95,123160445.89,618761892.30,413788789.35,277941059.15,133953032.48,547430492.44,282045437.96,191760242.13,81209388.67,507192924.21,274649089.33,186767688.20,72532501.27,375667202.25,288706289.78,206917764.20,101910596.86,499388143.57,296293641.26,182893702.76,93389841.81,430542917.45,301829321.00,192603295.86,0,398258057.37,162122988.36,310499847.69,142884762.26,306550385.22,135829348.18,263028154.05,108370325.22,112337544.88,0,126120652.21,782690280.00,103183670.00,98803390.00,35436610.00,0.0
4,营业成本,184392953.37,1091714066.43,765495925.01,560495669.89,322385777.50,800744876.34,608263831.91,438554000.70,109673170.80,740710339.88,316234376.48,203960583.76,91904111.51,596264868.29,497713687.77,246897833.22,134090780.04,520744290.61,360336927.65,227959127.52,118969246.67,530787533.43,216027980.25,138328281.70,78392617.22,384546281.68,276241651.04,183073724.98,95140568.79,317900065.83,214030560.64,159103689.14,50264999.47,223493712.67,147723818.17,96516227.91,39901264.07,278713657.88,222820087.42,142148025.32,66532750.69,254334515.63,212821234.44,136314956.58,25634974.91,268845722.26,164135652.89,129307644.29,35828371.85,247436130.21,169101525.29,110744259.88,52893003.03,264025886.79,65555301.03,43337603.52,21823198.01,236578775.21,65924246.71,44816736.06,20285232.42,101053557.08,74351566.22,54932423.30,28266611.05,123633885.20,81523077.60,54978808.67,38151053.75,146766451.06,90754185.00,60030077.79,0,142987755.60,40845097.58,87777444.51,32039578.29,90264331.46,44221969.04,82263325.34,35584909.84,63734352.62,0,86591198.43,55220600.00,78408200.00,86771760.00,26144890.00,0.0
5,营业税金及附加,22393124.36,157575010.90,116517277.74,89321337.62,42973255.28,99442933.07,81747734.61,63255047.94,10561742.19,102624814.69,31165762.29,20112090.18,8766021.55,101664989.86,80179214.53,45154595.88,29539558.94,89953328.50,62060113.46,38186812.62,21688226.11,83628854.61,18010639.88,16048659.71,10234098.34,81065531.84,50466886.50,36537300.51,19501405.46,71275862.81,37074102.66,32243509.45,4667542.95,50930115.91,32526557.31,17865405.30,4173431.86,42809939.98,33133474.61,18636409.11,6882364.43,33072109.41,21592344.18,14759089.75,3011469.17,35554646.37,21068535.44,17406330.60,2634844.96,20723904.02,10080507.62,6937056.97,3124729.33,16315035.97,3183774.69,2086363.57,1004268.04,12502567.16,3261912.49,2180342.14,957151.96,4850300.47,3554595.04,2484591.93,1259458.36,5574296.64,3901610.83,2374233.80,1428362.95,6266787.04,4331779.00,2903189.06,0,9204613.85,2752640.92,5142251.67,2402958.13,6705215.80,3838566.75,4663777.57,2423266.03,6764584.32,0,7551566.39,4808220.00,6801160.00,4230630.00,1955580.00,0.0
6,销售费用,621260712.41,2522444501.92,1912924308.12,1174103525.49,620429389.75,2094816600.59,1513490789.48,985270103.99,425609940.12,1565495268.17,1103561547.71,668171030.58,287701439.02,947868326.92,666165083.53,405977858.85,176628431.43,796668697.44,549869555.28,344255343.05,146828288.33,772804974.64,557629952.99,358304072.76,175070713.02,745135727.33,541037710.09,362979620.09,191055041.09,680780148.40,497175159.57,323266110.72,185776827.68,564501765.19,447251361.46,266467126.75,126336484.11,420492102.94,325364687.13,189387917.44,94766703.93,334162491.06,292290845.99,165457026.51,76656417.54,231317578.48,175159677.04,99260367.14,44106957.55,186915338.58,126113509.30,83905425.03,47059035.34,137061495.92,113110068.66,72683852.52,35323973.45,146605269.70,116918900.84,76134001.58,33547439.99,145761129.33,115142138.34,76684243.16,46751805.63,186347088.36,100579436.32,52260692.56,25710586.43,162439025.93,107694642.00,65329823.68,30102020.34,147047586.99,68377459.42,148783993.73,71539616.76,117223878.13,54741943.41,94753236.51,37854183.77,1258178.67,0,298873.93,711705400.00,1204910.00,171110.00,31470.00,0.0
7,管理费用,98796672.67,458033454.75,268097896.23,173248540.77,81155314.94,351225146.86,221708719.52,333477217.93,149620395.04,580519234.16,355164610.37,220308646.84,106499666.75,453780778.52,320336905.81,206878261.15,94354724.53,371378011.57,247538140.35,166437991.09,72529359.68,341164829.18,225415542.69,153311355.93,61393756.60,311602216.60,225862436.92,150242595.55,69489455.43,269108278.02,190421852.76,131574361.41,71514285.57,233233107.58,14796929.36,88751125.70,43714693.31,194362438.70,115999096.55,75242606.47,38088266.21,173328103.42,114412231.39,68488955.60,27910626.73,149096117.59,94533019.03,64981908.87,31371105.46,118147289.31,75462597.43,49304459.28,24380525.33,114982995.93,83634639.76,63230627.28,15542869.24,94219991.97,72392369.77,53450574.31,14972731.17,109393079.31,84549349.83,63550028.48,21783663.01,163320040.12,93242220.80,64305269.52,23408836.41,90998843.45,81237098.00,52025040.89,15504755.33,77897660.77,38593815.18,50501920.86,25643021.96,72084342.37,23827902.30,38898935.40,14044519.38,12898546.72,0,13619117.65,5907110.00,9311060.00,3051720.00,3558280.00,0.0
8,财务费用,-14037526.80,-49773587.22,-28236360.30,-17618456.10,-8009510.64,-31814499.12,-5515047.10,-5099183.41,-1527829.61,-9306667.27,-6442812.01,-5700108.25,-2872014.52,-18691346.17,-20444021.84,-7769852.59,-2141566.59,-15305733.98,-8957451.46,-5395737.74,-1161464.60,-3979353.00,-3480374.39,-2892794.79,-322059.82,4217908.58,4991618.74,4450065.77,2457185.37,4964326.39,5287246.42,2822532.38,1708147.95,6791528.24,3924902.20,4471644.95,1321938.20,6156170.96,4974416.89,4803410.17,1981832.51,18660418.94,16672710.72,12565486.04,6069896.62,36392374.95,24798048.52,18535045.82,9219166.07,22156745.59,17575275.73,7554189.20,6495739.45,15045077.83,16561653.82,10421795.24,7515079.93,17286320.17,16151659.52,10186034.11,2769945.73,14609136.06,11108640.35,9266477.33,3849058.81,20512833.25,17047295.71,8974698.21,4691002.27,24071809.97,17811617.00,12315164.44,6227204.42,21120440.16,11553975.26,18294236.92,11259587.12,20194612.70,9198966.68,42448879.23,18463446.20,27681882.55,0,18059895.81,5048950.00,7458340.00,4578170.00,3746390.00,0.0
