,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,22029368.39,6657139.80,4442804.29,1503943.61,42555553.09,22771801.63,22492414.28,14528219.64,65318509.11,41739031.47,33847975.53,9164089.54,65031962.23,32668072.98,19851392.42,7210505.81,53865834.04,47592366.94,43115302.80,13605389.72,111809729.71,73025159.00,47015909.05,24811254.41,115107898.19,48055022.14,20315928.38,10641745.49,60753142.42,38531060.28,14234640.65,9938415.58,138353270.03,9016141.72,4799314.49,2005735.57,61386474.51,11152132.68,3334832.39,2352234.35,23080338.15,13922014.64,3338015.30,2242888.88,21393799.06,8226921.33,3458476.88,1336192.07,41433569.27,14353830.53,6061968.76,2571344.75,31843677.33,13812814.21,3510206.97,664044.07,52781251.30,37246985.85,11680441.75,1315443.50,48090662.78,8028129.90,6165732.69,5294816.97,85376846.80,42845567.83,19874685.63,9253368.03,81463729.83,41112992.55,26199634.82,18271498.29,99106182.64,75354670.94,32862235.09,13954076.04,0.0
2,营业收入,22029368.39,6657139.80,4442804.29,1503943.61,42555553.09,22771801.63,22492414.28,14528219.64,65318509.11,41739031.47,33847975.53,9164089.54,65031962.23,32668072.98,19851392.42,7210505.81,53865834.04,47592366.94,43115302.80,13605389.72,111809729.71,73025159.00,47015909.05,24811254.41,115107898.19,48055022.14,20315928.38,10641745.49,60753142.42,38531060.28,14234640.65,9938415.58,138353270.03,9016141.72,4799314.49,2005735.57,61386474.51,11152132.68,3334832.39,2352234.35,23080338.15,13922014.64,3338015.30,2242888.88,21393799.06,8226921.33,3458476.88,1336192.07,41433569.27,14353830.53,6061968.76,2571344.75,30212280.65,14369510.49,3994252.20,1128611.53,57317580.08,38978805.90,12868163.26,1044673.56,41320129.63,6657318.11,6109022.52,5159043.88,82758836.00,40760410.53,18123634.74,8398671.24,80067105.62,39929151.53,25061007.41,17909072.53,99011673.35,74367556.53,32075902.29,13199836.45,0.0
3,二、营业总成本,28647746.33,10383138.55,7288015.11,2992634.18,56683075.80,29171563.98,27267754.65,15742593.41,73984279.44,46102906.68,36653227.22,10159811.36,72968366.87,36836775.34,22831982.79,8664663.00,66899843.73,51846941.31,44832415.20,15424839.72,131064832.12,80783511.37,54158422.23,26282816.96,118460521.71,53059641.86,24537775.54,12918374.90,74321055.37,44267647.91,19875962.51,11528131.78,134157453.79,17232217.58,9768654.62,4051364.69,58404795.37,16777879.69,8356615.61,4395095.56,38232763.40,26162026.14,11603130.99,5734985.11,139320910.15,55871139.81,11495431.39,5678405.71,67469193.70,24243660.31,13245165.02,6470805.79,40948259.92,27259586.18,13895623.54,5649417.68,82596167.64,59044708.94,28299863.38,6918151.61,61140121.15,14746563.97,11128514.41,4345300.53,68313010.90,35807802.39,17313452.88,8773387.16,64330498.06,33767651.30,21613114.21,16738176.53,73049157.23,53509514.92,17893111.53,7352389.57,0.0
4,营业成本,22333382.14,6891907.68,4339891.93,1746292.20,40982517.22,22172965.43,21762872.85,13793504.53,62101320.36,39943046.11,32065495.24,8647020.70,62983470.19,30610871.15,18796493.23,6533873.60,52420075.50,42457032.54,38286627.19,12703338.26,104863540.40,68877051.28,45376974.30,23989004.60,103313171.67,42614533.43,17288156.25,8608868.79,55387674.61,35973498.85,12500337.35,8094257.97,110219319.71,8581510.83,3659625.19,1147308.39,43761220.44,8497272.31,2450126.96,1220460.43,18233441.76,12257411.10,2399067.03,1320655.45,18310329.02,7536060.89,2663274.50,1446197.17,37990744.91,14592162.92,5759619.12,3217706.01,27995046.80,13040881.49,3768305.54,1364045.55,52439944.47,34147059.91,10695725.66,736926.79,38974151.18,3272273.55,2878973.09,2347874.57,49538220.95,25195366.62,10481461.96,5218860.27,48155062.65,25314223.28,16230926.12,14422016.07,51206226.69,44058227.19,12996745.66,4276612.05,0.0
5,营业税金及附加,589796.20,304502.21,296872.31,8477.10,750992.50,365770.20,357205.10,4787.50,940454.45,521292.37,506178.67,7591.70,600983.99,3403.64,3403.64,163.11,85950.08,15905.38,9267.23,8342.75,2191.75,740.53,360.56,214.30,6896.05,5443.20,4818.32,1625.65,26163.32,18122.29,10522.73,7722.73,2822549.43,371037.72,302488.19,185918.91,1339328.68,437305.78,323504.87,180792.12,500429.85,227994.17,181542.57,90420.17,116535.95,250576.01,190510.05,87370.66,86709.61,235840.30,170866.88,45959.44,127958.03,73226.21,34461.15,18200.49,144545.01,103871.93,92586.23,8002.72,88594.38,37297.55,23748.15,10810.89,1870490.91,72217.52,68609.66,65133.77,1067378.46,234170.04,234170.04,145529.39,1318576.04,1429208.50,643462.60,311482.39,0.0
6,销售费用,1577398.50,1052379.42,601786.84,289305.96,1566727.92,906005.82,585746.73,280595.03,1231759.45,854227.70,539917.54,271983.91,1072128.86,822420.70,565370.77,309137.62,1813219.97,1774818.47,1189394.10,638032.76,3485396.67,2543751.70,1608313.96,840465.08,4506907.70,3561434.27,2626875.29,1796342.14,3583241.89,2204896.62,1892775.18,919193.20,4911208.57,228530.89,182412.33,138206.43,2431959.28,166168.76,75785.51,32115.67,136903.67,87903.39,53427.68,28968.43,197736.67,151469.77,84663.83,46697.07,1242151.15,714579.88,541424.37,345566.91,1741406.98,1646713.94,881710.68,402731.75,7671536.88,4526020.25,3247498.56,1307541.76,3029480.55,2396980.43,1665364.93,230491.73,5060030.41,4366015.87,3229179.29,1297463.98,4753594.45,3174986.44,2109326.80,1238160.40,5655598.90,2039694.13,668772.85,410640.67,0.0
7,管理费用,8228307.66,5052387.42,3167941.66,1595459.52,10069779.88,5576348.35,3724955.79,1732132.50,9560114.54,4826789.22,3448287.71,1639765.05,8887626.98,6401426.76,4431891.27,1829892.85,12086159.07,7426489.77,4960284.67,2090564.66,14447694.20,9634779.30,7012043.19,1768838.66,11760240.06,7822813.01,5184054.91,2350120.06,12357008.13,8104053.35,5509858.39,2431949.20,12290306.96,6756653.89,4720432.61,2240918.32,9727175.94,6799950.16,4816085.39,2025331.83,12963300.97,8330408.48,5627278.60,2583059.98,14859706.12,9568542.45,5796246.76,2400915.41,17679306.66,6710145.05,5114658.96,2204913.48,10726404.36,12657721.96,9479886.74,2933073.34,19587215.65,18087418.82,12596209.61,3564127.55,18310863.17,8365423.98,6310126.27,1940118.44,11552463.32,5667352.16,3687426.81,1649854.71,8929049.65,3960978.77,2604893.36,1192747.47,8157630.27,4148720.95,2386998.28,2353654.46,0.0
8,财务费用,-4081138.17,-2918038.18,-1118477.63,-646900.60,-1053607.60,-941236.06,-254736.06,-68426.15,-228216.52,-211686.65,-75889.87,-41954.66,-266414.63,-196290.46,-160119.67,-8404.18,-377056.67,-260864.20,-46717.34,-15438.71,-1063811.62,-1057613.17,-624071.51,-315627.98,-305559.53,-292299.24,85372.53,161418.26,324041.85,-114299.71,-18907.65,75008.68,1284859.35,951718.30,560795.96,339012.64,1819423.64,1352851.30,1166781.50,936395.51,6060461.27,5287233.53,3370739.64,1711881.08,7748977.82,6003092.22,4508913.78,1697525.40,4323259.72,1762786.04,1430449.57,656659.95,357443.75,-158957.42,-268740.57,931366.55,2752925.63,2180338.03,1667843.32,1301552.79,737031.87,674588.46,250301.97,-183995.10,291805.31,506850.22,-153224.84,542074.43,1425412.85,1083292.77,433797.89,-260276.80,6711125.33,1833664.15,1197132.14,0,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,4366665.88,1091710.24,1091710.24,0.00,378847.16,169237.93,169237.93,-364595.34,-309428.52,-805056.45,-805056.45,0,871495.78,433559.35,433559.35,0,9329820.72,784801.73,784801.73,-77.70,-821134.24,-652282.81,-651501.76,0,2642925.57,-1918623.49,-18623.49,0,2629209.77,342765.95,342900.34,0,-674312.61,-475668.62,-475668.62,0,338225.88,-28924.53,-28924.53,0,98087624.57,32361398.47,-1748177.53,-300.00,6147021.65,228146.12,228146.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,200897.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0.00,0.00,0.00,0.00,7834505.92,609605.83,347271.30,143931.25,12154342.82,2650097.92,2634660.81,1186973.06,-57668.70,284110.83,-63678.12,210251.48,-10893791.10,0,0,0,151476.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39038407.76,0,0,0,1568787.98,1487644.96,0,0,0,0,0,0,271756.98,271756.98,271756.98,271756.98,56646.88,-1986.60,0,0,16706127.43,12256068.36,12256068.36,2511068.36,3000000.00,3000000.00,3000000.00,3000000.00,2333333.33,0,0,0,1297710.35,0,0,0,0.0
