,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980930,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6027576.55,2954350.99,492363.27,13101178.70,4821257.56,2073170.09,1369113.23,30829863.14,27240719.82,20817473.29,6936115.37,36098730.48,25771319.01,18903826.73,11940179.95,129604515.21,129595019.82,98256024.21,34854221.23,30899140.57,10490730.37,5858301.79,2433137.26,67426612.80,62005402.54,55855130.52,49929067.92,130968230.68,123277858.45,115170774.94,111068024.51,389347684.45,379854172.58,259265122.26,20379376.54,9295567.15,6559966.12,4366292.21,1719695.43,14481794.75,9112741.14,6766765.05,4368257.98,138061468.62,132701918.58,152496189.26,62257751.84,744013089.61,661205052.31,483441062.34,197924576.65,734272617.22,618766926.98,417870419.62,249514724.09,1405037557.31,1176619536.12,858451802.54,327226409.31,2082016665.33,1684723720.00,1101232111.00,537613019.29,2420959418.00,1849482391.62,1110187242.25,530461454.00,1684882876.00,1418436959.03,804497105.11,407207564.85,1900528323.00,1003513265.16,1397296430.00,526632909.43,716439511.51,430382078.10,799378815.73,639780366.00,795958647.26,836945040.00,651229097.00,0.0
2,营业收入,6027576.55,2954350.99,492363.27,13101178.70,4821257.56,2073170.09,1369113.23,30829863.14,27240719.82,20817473.29,6936115.37,36098730.48,25771319.01,18903826.73,11940179.95,129604515.21,129595019.82,98256024.21,34854221.23,30899140.57,10490730.37,5858301.79,2433137.26,67426612.80,62005402.54,55855130.52,49929067.92,130968230.68,123277858.45,115170774.94,111068024.51,389347684.45,379854172.58,259265122.26,20379376.54,9295567.15,6559966.12,4366292.21,1719695.43,14481794.75,9112741.14,6766765.05,4368257.98,138061468.62,132701918.58,152496189.26,62257751.84,744013089.61,661205052.31,483441062.34,197924576.65,730463244.30,626419166.60,416054780.46,245270786.38,1390136427.51,1146976972.33,854127460.53,321772585.25,2072879548.83,1685352837.00,1099324495.00,536608308.24,2417097663.00,1839491463.96,1102017633.89,523224110.00,1688343352.00,1370173958.58,802159227.68,406091964.84,1894759527.00,1002140511.51,1394242253.00,521919546.27,690985093.18,421070610.18,796930576.67,637815582.00,793670860.73,835186610.00,649875124.00,0.0
3,二、营业总成本,65981414.36,38909787.33,12008244.31,230660770.89,110610247.77,74631583.11,45461310.60,269737279.94,172258738.63,114012257.03,59819241.74,285438643.32,179296098.76,116903696.35,60793084.84,281743973.95,185310390.44,126898460.70,46119430.35,193620227.24,69325158.51,40540029.07,17259193.56,187346543.05,115788319.16,78312424.63,61082837.02,309480379.13,131936760.06,108174261.09,76623353.45,345511678.73,295269540.50,190285105.01,27478197.16,94101543.23,54519786.08,34934034.18,15508341.61,78830412.48,58908725.24,37145638.04,23622519.06,237781035.85,206727113.11,183968064.63,99324171.08,946117782.22,670109713.22,495228080.35,209269778.02,770283623.90,566706075.80,362722059.83,223751765.70,1428598565.87,1155392137.34,838037929.44,319732901.80,2565351875.79,1641610918.00,1069342237.00,514161366.47,2377599757.00,1762312896.03,1061422962.57,501454044.00,1531603287.00,1277912758.98,706717459.90,366034011.41,1647843621.00,871949035.36,1184673997.03,430811911.84,599709656.83,361951188.94,637853443.70,512479690.00,666598167.00,740647082.00,592643398.00,0.0
4,营业成本,8159982.84,4633700.20,281075.86,12167025.69,6350104.79,4714681.78,2793706.56,29977373.35,24150725.18,17245539.35,8155522.77,31733179.26,21731399.54,17504884.11,8597008.73,98798983.66,98051179.17,73837944.53,23130053.31,28055909.41,7320077.80,4648456.73,1752060.79,40978282.92,30501767.35,26458671.44,21502752.08,66348136.29,59888384.57,52602244.10,50854719.70,208936631.39,208380773.45,134088138.80,9117455.18,6820161.89,6438144.14,3354289.43,1536820.11,10160062.33,5509128.11,3442367.09,4193600.82,125624782.70,119232994.02,111809342.26,57803320.79,633488355.06,509436515.80,374644121.01,159300077.24,619294040.29,474523317.50,297422105.06,185576258.13,1193592373.45,1001012350.93,742823843.16,270546934.93,1827856970.65,1480638517.00,960459182.00,458647836.78,2088928345.00,1585012217.88,946207101.75,452483321.00,1355700873.00,1162255814.30,638632256.81,336799258.98,1491452678.00,802205162.04,1023405955.00,380570413.24,552935537.45,337846558.43,600165110.92,485050303.00,632076587.44,713245970.00,569360568.00,0.0
5,营业税金及附加,552346.90,556827.82,2224.82,6674000.65,4070701.80,457860.59,1338822.79,7647223.47,152523.35,130405.51,48062.55,4803120.79,8130187.10,1380058.84,1013378.50,8977811.12,8898149.54,6669661.17,2577042.84,2314940.64,665584.75,405569.25,174665.67,8723968.82,9209813.78,8504462.89,11828954.92,16486566.48,19500323.59,18877197.92,9547143.08,53758927.33,27969265.84,18126672.76,1643358.39,1395779.07,314958.01,174534.74,65651.89,2501709.01,978611.70,575081.92,476375.06,2354240.09,2545128.82,3068566.31,259304.79,5207669.19,8026895.72,7237524.26,1449933.52,1174677.22,8971852.27,7559720.85,3333070.89,3260633.14,2843917.75,2224279.81,1022159.88,6125521.51,4866228.00,3403124.00,1807695.99,8781561.00,6599634.92,4174355.14,0,0,8245435.22,3027663.04,0,0,410921.76,0,0,0,17784.61,0,0,0,0,0,0.0
6,销售费用,62435.29,24702.10,6443.80,184625.23,144256.75,69884.39,69884.39,2361924.14,309375.14,226903.42,156052.70,2039869.50,1116691.04,284982.34,154523.63,4728966.46,2186188.34,1645320.40,1164207.59,32843500.52,3195920.55,2372473.55,902204.58,12506372.99,7062987.07,1549326.08,148053.55,3743730.52,1067998.75,962687.69,619349.87,4827810.60,4129578.04,3123146.71,828477.12,5643978.25,4380688.88,3427846.05,2240691.29,9881049.01,7939790.51,5244531.75,3008442.13,23480440.58,21971914.74,25719116.97,13385477.76,67065293.95,58880497.78,38274500.84,14956878.08,41594750.66,31382608.40,21046329.58,10610527.73,55916473.42,43192753.40,19674461.43,12367461.81,62405881.44,49133209.00,29960143.00,13909696.60,71769788.00,48542014.44,31078924.94,12475280.00,53481535.00,35354969.69,23778754.46,9228097.84,49468123.00,20212279.97,36147204.00,10308608.51,15649404.48,3298154.18,3809348.97,0,3565548.01,4593219.00,7856892.00,0.0
7,管理费用,35230571.59,24655539.99,12385027.89,88183687.89,63535039.40,41479147.75,23086128.82,119489430.54,79055464.27,46796041.27,26449556.91,125713000.68,78602444.85,51063882.56,30178473.64,113926561.11,56121734.09,37398919.05,20150194.82,95728857.65,49698168.30,29365813.57,14850443.64,80976312.56,48157187.51,29817200.44,21321231.02,81187308.08,48988721.26,35649718.57,15010198.80,77013930.55,55244164.00,35341909.15,15931077.95,83840993.21,46049844.49,28905247.76,12699231.84,53208088.25,37444881.04,25784398.53,13937699.38,83874688.62,72213138.72,47532492.38,26379643.12,166729075.38,89907754.39,81314604.06,30853382.68,92267818.23,67213770.95,37998708.49,22351115.30,145173022.14,87617357.35,64287212.30,29692289.52,623680403.07,99030946.00,70145618.00,36680787.77,167967790.00,97432542.26,62138924.22,31150406.00,122135417.00,73166375.95,44922791.08,21971175.31,94631700.00,37139892.79,86610161.00,29694009.77,39019432.80,19140939.50,29868738.60,25698339.00,26778556.26,17885301.00,15450041.00,0.0
8,财务费用,21976077.74,9039017.22,-666528.06,56116344.50,28057126.01,19456989.58,18172768.04,86836001.56,68590650.69,49613367.48,25010046.81,94503633.71,68966650.21,45921162.48,20849700.34,48043666.14,25778700.17,13072176.42,5747931.79,25333233.32,12407962.50,7710271.36,3310898.28,27154532.41,20856563.45,11982763.78,6281845.45,11786997.34,3995121.17,1586202.09,641943.20,-856389.23,-221641.10,-162162.68,-42171.48,-3324112.66,-2663849.44,-2102221.11,-1034053.52,836384.60,1306024.39,118555.39,2006401.67,6339316.36,3851399.40,782950.18,1496424.62,20434216.83,13235785.62,3135066.27,2709506.50,15952337.50,-15385473.32,-1304804.15,1880793.65,30656063.72,20725757.91,9028132.74,6104055.66,45283099.12,7942018.00,5374170.00,3115349.33,40152273.00,24726486.53,17823656.52,5345037.00,285462.00,-1109836.18,-3644005.49,-1964520.72,12291120.00,11980778.80,33557307.00,9353307.10,-9104880.52,1647752.22,4010245.21,1731048.00,4177475.29,4922592.00,-24103.00,0.0
