,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,12957951687.00,8922199601.00,4287832327.00,16351790239.00,12231790625.00,7792426337.00,3932093811.00,11434948841.00,7910226267.00,4941976922.00,2434199647.00,8565943415.00,6252875047.00,4096412765.00,2004327919.00,7763339982.00,5818520501.00,3835606919.00,1892650277.00,8023421289.00,5986277356.00,3967165098.00,1940287290.00,6831281981.00,4929174842.00,3181354078.00,1461330801.00,5885278617.00,4353708800.00,2775582920.00,1235735236.00,5147848758.00,3647054388.00,2311450599.00,1075326251.00,4026399958.00,2848000427.00,1785904167.00,813017762.00,3245985345.00,2347475020.00,1471579835.00,658678544.00,2621391286.00,2029326550.00,0.0
2,营业收入,12957951687.00,8922199601.00,4287832327.00,16351790239.00,12231790625.00,7792426337.00,3932093811.00,11434948841.00,7910226267.00,4941976922.00,2434199647.00,8565943415.00,6252875047.00,4096412765.00,2004327919.00,7763339982.00,5818520501.00,3835606919.00,1892650277.00,8023421289.00,5986277356.00,3967165098.00,1940287290.00,6831281981.00,4929174842.00,3181354078.00,1461330801.00,5885278617.00,4353708800.00,2775582920.00,1235735236.00,5147848758.00,3647054388.00,2311450599.00,1075326251.00,4026399958.00,2848000427.00,1785904167.00,813017762.00,3245985345.00,2347475020.00,1471579835.00,658678544.00,2621391286.00,2029326550.00,0.0
3,二、营业总成本,12050378043.00,8229136241.00,3946134246.00,15289225132.00,11261731998.00,7056189107.00,3590937845.00,11136139878.00,7443089842.00,4616764420.00,2197467549.00,7913594330.00,5684147487.00,3672499784.00,1775708691.00,7218448816.00,5320556652.00,3412491585.00,1657893279.00,6949593728.00,5056974150.00,3359357600.00,1687376378.00,5684695526.00,3982970829.00,2590827216.00,1237063238.00,4752059741.00,3534566082.00,2281280435.00,1057582137.00,4080395019.00,2873409443.00,1852563002.00,907249175.00,3271991429.00,2340341045.00,1493292774.00,704812217.00,2740429384.00,1993119144.00,1263435726.00,578416045.00,2268282374.00,1782868097.00,0.0
4,营业成本,5105667592.00,3576981295.00,1788011433.00,6612151970.00,4997643318.00,3235123671.00,1654970370.00,5567764890.00,4147561099.00,2735385730.00,1367610341.00,4854665753.00,3655928230.00,2395055109.00,1162918698.00,4505536126.00,3421555615.00,2260649526.00,1109672221.00,4607806540.00,3443390838.00,2297385511.00,1177544493.00,3712055490.00,2668974541.00,1743325019.00,835704897.00,3374228753.00,2538011252.00,1662668132.00,775720710.00,2944996642.00,2033397474.00,1291379496.00,637732213.00,2373501496.00,1709252716.00,1079157650.00,510433114.00,1991066392.00,1448227523.00,929114167.00,430284199.00,1673006487.00,1297556695.00,0.0
5,营业税金及附加,165611618.00,114922226.00,56007748.00,229206598.00,169725309.00,108967655.00,57100157.00,184611624.00,127131509.00,79873142.00,34112184.00,118874479.00,55745659.00,34917968.00,16921985.00,75601000.00,53640386.00,35888520.00,17123039.00,71494637.00,52845082.00,36346655.00,16650193.00,66638406.00,46405072.00,30266978.00,11969879.00,59131232.00,42564961.00,27679796.00,10785761.00,44037393.00,31059996.00,19931706.00,8494646.00,31382046.00,20823699.00,12953612.00,5570544.00,25671908.00,18895354.00,11609707.00,5095496.00,19701337.00,13198119.00,0.0
6,销售费用,4862247879.00,3241122045.00,1458242598.00,5987227180.00,4346707651.00,2575766210.00,1330167223.00,3073854652.00,1704336301.00,862245688.00,351912428.00,1254482776.00,848138326.00,513674864.00,240728870.00,1027936868.00,759799990.00,475971194.00,241650249.00,1048872374.00,792993951.00,516766863.00,248540691.00,887038828.00,626987603.00,406716430.00,191492781.00,696745226.00,528388630.00,330655134.00,154531032.00,692364218.00,520039681.00,362503272.00,184708227.00,592443804.00,438005584.00,277373928.00,133201394.00,500889281.00,377616264.00,227561911.00,100813043.00,394463783.00,311085363.00,0.0
7,管理费用,699125585.00,475999527.00,240738986.00,830412157.00,602887837.00,779938319.00,382640562.00,1450093310.00,980169095.00,643354788.00,345089547.00,1251982426.00,864495345.00,560890132.00,279073543.00,1061016496.00,744383996.00,475305428.00,219814062.00,855345809.00,615676147.00,407805250.00,196061666.00,695188446.00,526659832.00,338093787.00,163756845.00,518868813.00,366707315.00,228966029.00,102201560.00,392151251.00,282033365.00,173614225.00,75472141.00,262997850.00,157181660.00,97136759.00,44684349.00,172115313.00,114706020.00,71987965.00,32633264.00,130631648.00,122377308.00,0.0
8,财务费用,435307421.00,291361911.00,148462442.00,631502893.00,469323170.00,306234651.00,157232784.00,553444177.00,410009931.00,244594980.00,98179668.00,292674143.00,207315238.00,132892187.00,76326508.00,461209237.00,316630368.00,140380002.00,70489507.00,212911685.00,149881463.00,98728333.00,48574025.00,163664500.00,111194770.00,70484226.00,34224063.00,92149521.00,57485610.00,29903030.00,14343074.00,3282309.00,4829206.00,3090775.00,841948.00,7790370.00,13188131.00,24294561.00,10922816.00,46064240.00,30365717.00,19992679.00,9590043.00,46973764.00,30683835.00,0.0
