,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19960331,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,82570110.13,60874611.65,37389036.09,13415608.48,80611255.76,59153830.62,34760796.19,16406772.92,71418431.28,52427015.49,35733857.93,15780200.47,329377964.58,254382950.44,143655716.27,70299784.79,234658487.49,128565690.91,60481853.41,7515508.42,455825898.38,344393229.64,231333519.01,125236154.11,482258450.42,361068385.73,243363851.04,129014863.83,485741294.01,363952618.78,248270720.69,137589440.92,686306710.63,555018845.55,407441597.48,231355082.40,707991002.49,522020831.09,348236635.20,197347559.21,629153649.19,452540366.67,309011725.84,176687093.70,628586641.73,473515485.49,323289784.48,185873105.20,774068085.10,626436722.94,486379826.14,312533859.32,1075277712.95,696448872.56,447867536.61,288174951.58,960592974.05,316048043.03,211107736.81,174242580.54,529090889.54,383483398.80,259840003.38,180728815.09,549632545.21,404808520.11,278907206.45,182600018.18,425416958.09,356792310.31,266462920.76,180396603.02,253682255.11,127473462.43,75400529.63,168896709.66,89084434.65,200089487.62,116317225.30,403316989.28,227445147.59,441709998.64,222063018.88,410117767.57,212466918.31,126278970.00,369530730.00,342527380.00,56626780.00,0.0
2,营业收入,6915252.35,5715708.51,3377321.87,1205229.74,10130860.27,7497486.54,6423469.67,1965935.69,10208897.23,5700165.44,3989319.30,1960957.65,282220836.61,220379460.73,123357782.91,62078203.02,185471129.70,96263432.71,37936447.64,174396.07,430042496.57,344393229.64,231333519.01,125236154.11,482258450.42,361068385.73,243363851.04,129014863.83,485741294.01,363952618.78,248270720.69,137589440.92,686306710.63,555018845.55,407441597.48,231355082.40,707991002.49,522020831.09,348236635.20,197347559.21,629153649.19,452540366.67,309011725.84,176687093.70,628586641.73,473515485.49,323289784.48,185873105.20,774068085.10,626436722.94,486379826.14,312533859.32,1056972610.16,681438089.12,436287745.29,280811480.09,946143762.89,315232531.68,210292225.46,174242580.54,528643610.78,383084499.50,259839943.38,180728755.09,549586894.78,403558425.90,277661925.92,181363200.04,426837626.75,357595097.28,266875137.14,179571603.02,247418791.82,124725454.38,73689698.90,164816901.45,86120951.23,196182159.79,113957449.03,399779275.79,226144339.14,436988706.68,219986662.97,405175984.50,210067453.45,126278970.00,369530730.00,342527380.00,56626780.00,0.0
3,二、营业总成本,42646256.33,28407111.83,18768281.25,8843286.93,50503555.39,33385941.83,23187144.86,12277803.68,47507164.29,31883544.23,22178608.80,11604849.31,358710724.34,295594565.83,198845753.66,92979528.03,239206877.26,141882961.14,64278440.82,10497179.80,429398379.36,325488781.32,220651122.54,118996306.88,447511373.98,335485518.47,226590724.74,121541225.90,449649513.22,345340321.88,239176140.52,135132114.97,631145737.04,528977947.73,392147775.30,224165081.82,671493146.88,507984360.07,343022650.69,193657485.01,609296956.71,445218697.35,304834029.27,172876401.65,602045447.55,455661679.54,313830265.94,179086877.69,796092451.27,659632640.41,498983144.94,323104359.11,1008924171.32,641726397.64,407869414.97,253051744.07,843197687.80,207182207.66,115891317.68,84493933.98,358143513.44,240439569.00,142779483.42,91007391.70,352624939.72,242978471.80,152350813.44,98806809.82,213548248.94,162492182.40,118914565.04,79683705.06,170856655.84,129553666.38,87168744.73,191926644.91,92458617.81,231376254.37,116068487.59,394030163.02,219329677.37,418030547.38,0,383582857.10,0,0,0,0,0,0.0
4,营业成本,50017.44,37513.08,25008.72,12504.36,101098.40,87727.99,73214.07,24085.04,63308.18,15369.76,15369.76,0.00,158038.90,122750.00,92650.00,0.00,334592.00,199280.00,199280.00,102400.00,354685785.48,274197716.53,192819495.47,103602092.20,393350658.13,297669495.33,201371571.71,107644479.60,398244463.27,299501886.69,203746446.61,111074273.48,571625610.23,458312903.48,333545243.53,188023073.22,606078816.60,435492279.27,289523114.53,163670566.46,535721863.26,380574014.41,258562659.12,146516233.48,536085967.18,398926903.30,272423386.41,155195115.22,570734245.94,444056502.49,322399283.91,188874808.99,640270454.40,446458656.33,304063144.05,183438176.61,524828658.04,107116528.26,72258054.58,59560407.15,156562743.82,124810806.65,82084569.13,55454047.95,195293513.06,136903822.68,89446155.79,53346261.26,130230770.09,106595501.72,77736084.54,51936017.72,129343577.07,95650226.24,64835633.88,142076327.55,73586986.01,177937847.43,97431560.01,351342541.88,196012031.06,375003097.19,0,341422003.30,0,0,0,0,0,0.0
5,营业税金及附加,578507.09,410123.75,252754.46,88789.97,513492.67,380018.94,220596.33,97797.48,472803.26,333417.43,222536.15,89112.00,7904376.37,6754262.02,5023094.96,3268279.38,13056034.30,7715430.33,3813178.52,407285.37,5545271.54,3954716.93,2232738.11,1221446.86,5067101.55,4046014.63,2750365.42,1394974.07,4420103.82,3456115.29,2328977.40,1288417.92,6028021.61,4749649.26,3352383.38,2102483.21,4632404.58,3394962.23,2169905.56,1321572.05,3938999.56,2784583.77,1862320.80,969230.63,3739835.22,2836561.04,1865978.04,1184762.12,3574954.99,2588175.71,1828671.06,1161742.16,3530840.12,2309634.37,1530909.02,918762.49,2559817.02,400303.78,209472.85,177117.54,781448.65,3923586.38,522865.53,404255.61,3316004.33,3773166.34,2964167.59,2434924.14,6099971.85,5194341.35,4394276.99,2877288.49,2380629.07,504737.26,101665.09,747179.37,324402.10,1058005.92,748704.77,2023915.12,1241140.66,2489931.12,0,2678043.21,0,0,0,0,0,0.0
6,销售费用,9377920.44,6167870.03,3809022.91,1926347.24,12313621.92,8810281.38,6563478.85,3319047.25,13674146.27,3011765.77,1325292.48,0,252650350.99,211254164.90,139699068.75,63615685.90,133706792.44,78055081.96,25663419.19,0,26119481.27,18226511.62,10726463.48,6673952.13,27139258.00,15770371.28,9888181.17,4870981.89,26151448.03,26986068.18,24405737.74,15769764.55,26158465.60,43663545.25,34037240.98,17206880.10,26189384.50,37480543.81,24023861.46,12269945.29,28313938.70,32774834.91,24382680.09,16122053.64,37451220.66,35075612.50,26147839.23,15531705.65,174046844.98,172405804.07,147025937.50,130679225.88,324222865.71,166636433.43,90080191.80,63502031.31,242122446.96,85849730.21,38494063.61,25561667.42,169325522.29,96313491.56,48229856.74,26744521.24,123142981.76,81143169.28,42540285.80,28186207.25,57946342.93,36872398.34,28988388.41,19752900.76,10078473.58,7440319.76,5050398.29,11370541.02,4486961.99,14085197.94,6618360.45,16189005.07,8998194.34,21264902.87,0,20130933.21,0,0,0,0,0,0.0
7,管理费用,31498350.43,21139493.98,14197392.14,6463814.57,33023219.57,21895413.22,14805578.92,7859388.78,32443343.17,28452117.48,19872146.22,10514823.42,81079976.42,60986867.18,42056001.75,20216531.91,85955812.58,55379616.79,34075547.90,10547237.08,46224809.91,31435981.72,18418548.82,9108765.92,30470864.83,23140548.48,15724111.02,8742679.80,34172717.96,24750366.92,17039737.81,9237012.94,45506258.04,35643280.75,28678357.73,17635766.47,42153921.39,35908143.70,25341045.99,14665225.92,46749502.05,32568393.03,23086608.01,10607724.76,31612658.70,23887504.78,16118920.19,8900248.32,39349662.72,31622315.52,24874095.55,13398407.83,40870891.96,25298756.34,10785279.16,3896906.02,66140154.67,9879943.03,2356878.73,-2181590.62,31520799.66,15669862.77,11891449.63,8241882.77,28928032.87,19490272.19,15968408.19,13678979.66,16971402.79,12433840.80,6879076.86,4534449.43,23829694.41,21680041.65,14343096.84,32300579.22,11747356.23,32557669.57,9960666.30,22234827.20,11606844.97,18792777.13,0,17907779.03,0,0,0,0,0,0.0
8,财务费用,1141460.93,652110.99,484103.02,92862.75,732295.32,666384.33,332375.27,156436.09,278993.63,189174.80,184295.95,242832.56,12406441.35,12356507.88,9489865.11,4526697.08,5266179.32,-704474.87,-315853.66,-661426.33,-4964062.27,-4116983.02,-3637930.45,-1646121.04,-8697852.25,-5484147.60,-3305201.97,-1200925.19,-12873234.29,-9159546.53,-8000749.01,-1921364.59,-12833084.20,-8764455.50,-7578116.02,-962036.79,-7308535.85,-4329085.71,-1710001.59,730624.82,-8098595.67,-4079278.26,-3163798.33,-2436641.23,-8061591.94,-5895783.11,-3653837.60,-1690996.66,-2401940.89,-698752.94,739059.15,-1162691.70,29119.13,1022917.17,1409890.94,1295867.64,7546611.11,3935702.38,2572847.91,1376332.49,-47000.98,-278178.36,50742.39,162684.13,1944407.70,1668041.31,1431796.07,1160437.51,2299761.28,1396100.19,916738.24,583048.66,5224281.71,4278341.47,2837950.63,5420824.14,1873341.28,5139591.44,1309196.06,2239873.75,1471466.34,479839.07,0,1444098.35,0,0,0,0,0,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
