,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、营业总收入,1287853963.72,809304700.00,355469206.62,1263145728.96,864494130.40,560719441.82,818049234.26,733122619.92,0.0
2,营业收入,1287853963.72,809304700.00,355469206.62,1263145728.96,864494130.40,560719441.82,818049234.26,733122619.92,0.0
3,二、营业总成本,790454410.40,0,227026802.00,764546173.37,488602171.11,319732621.09,560960991.95,422221848.27,0.0
4,营业成本,270656433.52,0,79926315.09,253581645.29,193851541.37,132131339.93,200592199.02,165972651.19,0.0
5,营业税金及附加,19312885.43,0,5226948.20,27342355.64,18064618.24,12420911.64,18628247.10,15116564.02,0.0
6,销售费用,325916782.89,0,86907652.84,283745928.03,168445162.02,103742084.27,125474577.33,107003944.72,0.0
7,管理费用,131382225.73,0,33184806.21,169534443.64,102508314.82,63955686.20,175049300.05,110074808.13,0.0
8,财务费用,-12137019.10,0,6572177.76,-23238981.07,-20393712.80,-7490321.16,15573551.91,-7475193.66,0.0
9,研发费用,55323101.93,0,15612332.36,52865937.35,26126247.46,14972920.21,25718538.51,23962993.71,0.0
10,资产减值损失,0,0,0,714844.49,0,0,-75421.97,7566080.16,0.0
11,公允价值变动收益,0,0,0,0,309452.05,371917.81,380958.90,0,0.0
12,投资收益,-249410.86,0,-83176.05,10373105.69,9149449.48,8138425.86,15223577.72,9560829.51,0.0
13,其中:对联营企业和合营企业的投资收益,-249410.86,0,-83176.05,-180965.25,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,497474893.28,321487700.00,130324210.07,524449030.46,390445754.12,238691710.26,284298786.12,320461601.16,0.0
16,加:营业外收入,901358.47,0,88697.73,1230541.52,781116.73,266500.83,84147.35,10385318.06,0.0
17,减：营业外支出,3244597.14,0,3074648.56,10698516.22,10627881.60,8078960.08,319221.33,929453.40,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,495131654.61,318586000.00,127338259.24,514981055.76,380598989.25,230879251.01,284063712.14,329917465.82,0.0
20,减：所得税费用,79617233.70,0,20380202.89,91121078.01,61811144.72,41851637.45,61794861.62,60488423.45,0.0
21,五、净利润,415514420.91,264594300.00,106958056.35,423859977.75,318787844.53,189027613.56,222268850.52,269429042.37,0.0
22,归属于母公司所有者的净利润,416248611.28,265059000.00,107218043.41,423859977.75,318787844.53,189027613.56,222268850.52,269429042.37,0.0
23,少数股东损益,-734190.37,0,-259987.06,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,
25,基本每股收益(元/股),0.970000,0.620000,0.250000,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.970000,0,0.250000,0,0,0,0,0,0.0
27,七、其他综合收益,5718674.48,0,-4041386.37,2105521.11,4185219.76,19727.53,118829.23,-1815362.03,0.0
28,八、综合收益总额,421233095.38,0,102916669.98,425965498.86,322973064.29,189047341.09,222387679.75,267613680.34,0.0
29,归属于母公司所有者的综合收益总额,421967285.75,0,103176657.04,425965498.86,322973064.29,189047341.09,222387679.75,267613680.34,0.0
30,归属于少数股东的综合收益总额,-734190.37,0,-259987.06,0,0,0,0,0,0.0
