,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,156546547.11,27681541.29,8518095.05,82235138.98,60818193.24,40229613.60,23325519.76,166347808.31,134838475.01,103207213.44,25490660.70,82435670.15,37377145.90,6668981.28,0.00,78763724.95,78763724.95,71331845.73,48357084.62,215314472.25,156506423.82,121184286.51,67161246.26,210333105.06,153420071.41,103090025.82,53928903.75,305575630.10,229906712.11,158220605.47,85684298.66,315067196.90,223458027.59,142806395.76,56392389.74,338767212.05,263258416.94,175985020.35,90750215.22,176518139.92,165612257.12,147156265.83,75896767.65,306572734.52,198178909.50,89310993.17,33353618.31,127281990.50,57825276.09,14691789.76,13758534.93,163916887.80,145208035.46,139188953.52,61530091.13,311354152.56,274811077.57,184856302.45,91828677.84,432854663.03,330646564.88,222291067.94,128566129.27,440895845.16,330703898.64,233413219.08,108700254.84,450853330.83,342239408.36,270694799.99,144917194.42,479606024.59,248009411.70,425126201.97,391576237.90,261865520.25,0.0
2,营业收入,156546547.11,27681541.29,8518095.05,82235138.98,60818193.24,40229613.60,23325519.76,166347808.31,134838475.01,103207213.44,25490660.70,82435670.15,37377145.90,6668981.28,0.00,78763724.95,78763724.95,71331845.73,48357084.62,215314472.25,156506423.82,121184286.51,67161246.26,210333105.06,153420071.41,103090025.82,53928903.75,305575630.10,229906712.11,158220605.47,85684298.66,315067196.90,223458027.59,142806395.76,56392389.74,338767212.05,263258416.94,175985020.35,90750215.22,176518139.92,165612257.12,147156265.83,75896767.65,306572734.52,198178909.50,89310993.17,33353618.31,127281990.50,57825276.09,14691789.76,13758534.93,163916887.80,145208035.46,139188953.52,61530091.13,311444869.83,274901794.84,184856302.45,91828677.84,432864540.26,330634464.55,222278967.61,128552296.02,440941706.02,330745542.62,233399126.28,108700254.84,450853330.83,342239408.36,270694799.99,144917194.42,479606024.59,248009411.70,425126201.97,391576237.90,261441744.35,0.0
3,二、营业总成本,261545514.58,59708120.62,19255471.50,197549088.09,129858070.68,94082010.29,27204093.95,179982025.80,142582315.93,107865848.57,33864010.77,148876986.02,83671005.08,48690792.39,28433044.27,150270925.62,119002918.78,85487142.16,47254102.62,254970783.34,164563047.37,125439814.17,70373631.72,204825996.68,151755563.10,99499105.38,48656853.78,291552086.46,224364149.59,156425856.44,82902071.04,285935036.84,185674925.26,118644146.00,50568919.83,310875516.94,237515924.85,161507540.94,81210117.27,302628004.63,246786190.48,203198047.88,102906951.33,333747699.04,214738112.50,104044707.42,45143159.65,109479929.73,29758954.13,59221222.11,26843475.39,230355030.22,139032832.41,131179441.97,54768416.45,303121417.05,261860808.19,170837452.44,82977504.01,392045235.12,274213383.25,187800715.39,111937274.45,380845363.15,275978609.41,194443364.02,92428369.33,389069901.14,294826916.73,231628438.36,124378680.88,410940740.56,219211412.78,359227484.87,345759078.81,236745406.60,0.0
4,营业成本,245879952.21,51611297.82,14702587.61,112362052.25,76190104.41,45978461.94,23561343.98,152310528.22,126529061.21,98286104.89,29103899.77,82256859.30,33613137.97,5624540.65,0.00,73083689.54,75700458.41,69787221.70,45877948.95,200871819.82,132649391.94,102843637.16,59120520.20,162181125.16,120715088.37,79390478.74,39807640.07,235167475.87,176547473.34,121896868.81,65643618.96,198445879.63,133972949.88,86238134.15,35104450.13,206807490.57,149674778.10,95498044.39,48909042.59,180392608.70,175396730.95,165939053.30,87714275.37,278834165.47,182957837.29,85149100.89,34250449.68,114883613.75,52504981.91,14355737.25,12730854.34,145624228.19,124168124.37,116465089.34,50119885.63,252666860.74,224373196.32,151319015.29,77595076.31,346328608.63,253258906.98,172564486.91,103869597.10,356486516.86,262860847.22,180861204.83,85142273.21,349603559.70,271747610.38,214415011.46,117839803.97,383972438.75,205200369.06,330202316.46,320285311.22,206650747.61,0.0
5,营业税金及附加,13526480.02,2267215.28,730942.29,7351580.52,5299256.75,3536583.24,2093000.76,14295503.82,3506070.20,2637366.54,648384.92,732951.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197519.15,0,0,0,36453.25,36453.25,36453.25,0,388275.69,0,0,0,0,0,0,0,240000.00,240000.00,240000.00,240000.00,315730.64,318113.45,318113.45,234538.94,1918794.88,1809369.35,1357001.25,373887.52,610594.34,259956.35,1247298.44,982801.33,556825.86,0.0
6,销售费用,107504.15,76490.10,45764.10,587120.82,263343.84,166836.66,93447.93,642987.87,520991.72,404423.73,182998.15,333521.59,200249.04,62394.01,16987.86,218014.27,201137.92,184261.57,117073.79,1084215.76,782636.19,529045.35,293575.45,865212.88,618535.45,415467.30,203676.82,883151.20,646210.54,442045.83,249626.28,893500.23,651040.50,433685.43,187280.13,1155593.11,852918.79,501054.68,136836.91,4342048.04,4102198.59,3539540.40,2201379.48,3702798.78,2196762.99,757813.00,350040.00,1409473.50,428214.50,104392.50,104392.50,2279837.15,2132211.15,2060961.55,385111.55,4091211.65,3723851.25,1390493.00,691190.00,4708911.10,3873770.80,2651776.80,1585451.65,4543860.50,3241927.85,2267197.25,1096575.40,5617862.62,4630301.82,3733189.37,1685282.86,7056256.55,4304481.55,10147137.50,7818827.96,5017229.31,0.0
7,管理费用,11775406.97,9412239.44,7171544.42,16730189.11,7999068.78,4293926.65,1603747.16,11511769.94,16411485.30,10923145.15,3971162.34,59523498.05,51457174.38,44112703.97,29032161.92,94757502.73,61937556.54,30982662.74,12898807.29,55673094.47,37535343.90,26338040.03,13094354.18,48608168.75,39204788.34,26079328.16,12688357.05,66466785.46,52825802.84,33821333.56,16856913.79,71596358.02,50427802.49,31558580.55,15071500.89,97591849.30,82341440.56,61545962.09,30192236.31,93759417.02,60995690.62,32297095.80,12352216.84,45805812.45,27753667.77,16921304.41,9920686.09,42264807.30,-33883958.74,20558311.27,9511035.29,66983129.80,2834323.34,6978268.22,2005843.33,32411713.88,22929663.69,11402094.18,2850538.73,29254152.75,10810430.18,7909321.91,3169706.52,10688599.08,3751950.44,7625749.91,3972817.03,25726756.65,13636484.59,9681731.34,3280898.86,15057827.50,6744792.21,10188061.81,7355901.30,3086538.40,0.0
8,财务费用,-9743828.77,-3659122.02,-3395366.92,-341556.89,1500.07,1404.97,1022.93,-57865.36,-58429.01,-58328.25,-42434.41,-1790528.90,-1599556.31,-1108846.24,-616105.51,-12539194.32,-10043293.32,-6674063.08,-2846786.64,-8254537.74,-6404324.66,-4270908.37,-2134818.11,-8879050.37,-6542849.06,-4146168.82,-1802820.16,-923953.87,352668.23,265608.24,151912.01,812713.08,623132.39,413745.87,205688.68,4858271.90,4646787.40,3962479.78,1972001.46,10532695.68,6291570.32,1422358.38,639079.64,2433720.85,1829844.45,1216489.12,621983.88,14431702.08,8444149.75,9045497.23,4497193.26,15079559.39,9898173.55,5675122.86,2257575.94,13951630.78,10834096.93,6725849.97,1840698.97,11513562.64,6030275.29,4435129.77,3072519.18,8810656.07,5805770.45,3371098.58,1982164.75,6202927.29,3003150.59,2441504.94,1198807.67,4243623.42,2701813.61,7597459.15,10311431.71,20451525.81,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,60859702.28,40104796.83,40104796.83,-148468.81,1279101.31,-4326863.49,-4326863.49,0,7820684.27,0,0,0,-5249086.60,-8792940.77,-8792940.77,-8792940.77,5596191.03,0,0,0,2050540.26,-2240000.00,-2240000.00,-2240000.00,-10041372.20,-6008005.36,0,0,14186585.88,0,0,0,462312.06,0,0,0,13601235.19,0,0,0,2773682.34,0,0,0,-63546120.15,2229113.46,15120830.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-154788.49,-995194.71,982539.61,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,15356649.65,11632500.00,7755000.00,3877500.00,15510000.00,11632500.00,7755000.00,3877500.00,1314575.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78666.80,-990227.13,-59000.10,-29500.05,-118000.20,-88500.15,-59000.10,-29500.04,-118000.19,-88500.15,-59000.10,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-44261837.48,-31590579.31,-10519376.44,-98745299.42,-56753377.41,-45661396.67,216925.82,2247782.51,3888659.08,3096364.87,-4495850.07,-65126740.52,-46293859.18,-42021811.11,-28433044.27,-71507200.67,-40239193.83,-14155296.43,1102982.00,-39656311.09,-8056623.55,-4255527.66,-3212385.46,5507108.38,1664508.31,3590920.44,5272049.97,14023543.64,5542562.52,1794749.03,2782227.62,29132160.06,37783102.33,24162249.76,5823469.91,27891695.11,25742492.09,14477479.41,9540097.95,-126109864.71,-81173933.36,-56041782.05,-27010183.68,-27174964.52,-16559203.00,-14733714.25,-11789541.34,17802060.77,28066321.96,-44529432.35,-13084940.46,-66438142.42,6175203.05,8009511.55,6761674.68,8154068.71,28650020.58,13959849.91,8821673.78,40691427.71,56344681.48,34431352.45,16599354.78,59932481.82,54636789.08,38910854.96,16271885.51,61783429.69,47412491.63,39066361.63,20538513.54,68665284.03,28797998.92,65743928.61,45817159.09,25120113.65,0.0
16,加:营业外收入,22345.47,0,0,0,190000.00,0,0,1098700.00,1377700.00,186000.00,93000.00,382500.01,279500.01,186500.01,93000.00,82936500.00,35916500.00,0,0,4949332.17,4915048.17,4915048.17,4915048.17,89776.21,0,0,0,510758.38,350000.00,350000.00,350000.00,157058.88,155675.68,16394.80,0,637183.52,238905.23,184333.33,0,9461325.84,13620795.63,6580000.00,0,35056816.50,29746033.37,23802119.92,23802119.92,37871537.30,27932053.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135727.00,0.0
17,减：营业外支出,347547.20,20.00,0,377153.94,16544.50,16144.50,15000.00,41379.70,0,0,0,211404.02,211404.13,177013.13,0.11,5260492.64,200000.00,200000.00,0,31372.42,21894.84,765.00,765.00,211250.26,0,0,0,1604448.00,44448.00,25748.00,25748.00,52394.36,2000.00,2000.00,0,15129.71,15129.71,11129.71,11129.71,3598490.67,4328490.67,4328490.67,10000.00,609861.08,611024.00,611024.00,143183.30,3221123.67,3212800.00,0,0,106948764.33,0,0,0,0,0,0,0,80000.00,0,0,0,0,0,0,0,0,0,0,0,61308.40,0,6000.00,0,2650.00,0.0
