,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,458426524.99,360470529.71,246649655.62,116440684.81,471998948.95,370144102.04,251048713.97,137706675.11,752622631.99,558070150.25,361111335.63,138964946.47,920635525.90,678909013.02,509019241.08,300764064.71,564237035.56,390123101.04,280758377.95,129658486.69,714583223.21,480349248.68,309121414.75,160115331.64,371505877.61,281416459.38,199237364.15,118687101.54,502789555.28,573562070.11,436634048.55,270052699.53,1181245104.46,968145360.83,511700805.43,261332009.98,910799326.71,729200795.25,409779734.63,203355405.18,516468506.28,360827854.96,254628685.85,113674237.62,588072830.53,420885757.75,311694697.52,192769038.33,626417711.49,505416885.67,382000433.79,199129346.08,603866388.26,469030499.66,290051818.01,154894161.79,595824885.59,430558964.66,249489635.80,117590127.41,527739351.82,362668212.78,236818655.50,108146552.91,399536979.37,226715545.66,148076942.20,76954980.45,287715827.13,223040502.07,149913807.79,71564344.88,316272412.42,154283243.49,390957388.05,207807704.16,420629501.13,198110578.78,254179432.62,108707543.36,244310225.82,72846791.71,90584832.54,30555500.93,61640153.73,0.0
2,营业收入,458426524.99,360470529.71,246649655.62,116440684.81,471998948.95,370144102.04,251048713.97,137706675.11,752622631.99,558070150.25,361111335.63,138964946.47,920635525.90,678909013.02,509019241.08,300764064.71,564237035.56,390123101.04,280758377.95,129658486.69,714583223.21,480349248.68,309121414.75,160115331.64,371505877.61,281416459.38,199237364.15,118687101.54,502789555.28,573562070.11,436634048.55,270052699.53,1181245104.46,968145360.83,511700805.43,261332009.98,910799326.71,729200795.25,409779734.63,203355405.18,516468506.28,360827854.96,254628685.85,113674237.62,588072830.53,420885757.75,311694697.52,192769038.33,626417711.49,505416885.67,382000433.79,199129346.08,571266721.54,442483623.08,282344647.45,151040591.99,573267087.00,418005720.32,243909367.69,115445651.03,506305840.41,352428830.36,230746471.70,105372699.34,387617329.44,221128866.12,144538027.99,74342083.80,272783658.98,208753921.76,140214165.07,66837222.87,297125088.30,145390949.77,373684085.33,196526878.54,404140926.48,188885062.17,253429941.32,108245632.86,243798899.29,72629457.71,90056593.54,30248170.93,61242581.87,0.0
3,二、营业总成本,519094517.64,405523661.43,282103722.91,151844323.06,743538228.86,443501849.95,333109382.15,167134456.57,1067007960.02,747486382.49,525051248.83,171734229.94,1061860488.62,758967196.11,557568890.12,336439977.66,937851319.11,459496774.92,333319593.26,155969588.51,738984347.15,481838754.57,316790137.68,152111708.31,1260912960.33,486394780.87,344559368.89,115149924.98,797529975.24,636666461.26,459778438.73,272147920.42,1168291284.17,869796391.17,509749502.98,240528646.38,1003661915.86,702184405.99,391365301.92,184432466.73,529640849.83,362480483.43,249927823.53,106771562.42,588285693.79,406433976.01,293700123.09,166761874.84,594615769.02,448005614.33,341075786.47,171376530.09,582419173.56,424841122.07,263972302.74,144385040.71,553390694.80,389794354.38,227519836.19,110423427.39,502199085.13,335782884.59,213669823.68,99969384.18,360415215.22,199214530.31,130206067.83,68368337.39,272474115.88,197293966.53,128606612.15,63289022.22,268859752.85,119839944.31,348909995.24,172347821.60,325717835.11,148525911.13,174521781.46,80270930.50,180369326.28,0,74607571.39,24709315.98,53883594.88,0.0
4,营业成本,320055043.49,258835144.78,174162872.07,90436357.94,359880490.44,284461588.33,192918389.62,105129822.29,572222118.07,437041237.46,277348119.31,97768043.22,685527248.01,532374392.11,400093188.65,247947939.66,354593552.30,248113460.04,182923220.67,83015907.39,427737861.40,314083141.92,212310853.21,103731199.96,317353364.44,253229630.62,171793519.66,78266587.78,447438903.22,475770215.04,356272314.38,223967114.10,946120363.32,749263006.31,428378264.11,210692355.64,791116885.10,613227592.01,336471500.31,161343948.58,448346733.42,302476057.06,212844357.35,91947333.72,495253923.28,353252501.99,259590441.28,148356548.65,516476030.91,399044291.78,303271837.32,150795155.96,501468624.01,367976186.93,229350409.09,125371807.97,478157962.87,330604292.03,190322521.22,90630958.86,423293091.89,284551497.44,181171082.93,83973065.02,294468408.05,155143056.16,104055042.88,53637598.56,206850352.15,154662668.42,99919457.26,49123241.07,211460063.64,97711376.53,292791291.62,147520929.18,298168992.67,134585509.05,168763036.05,76921006.36,172140633.78,0,69626322.42,22194571.21,48840869.05,0.0
5,营业税金及附加,6550547.45,3864103.61,2654386.28,1327288.50,6845901.07,3755117.49,2635246.77,1404300.02,20741244.59,14836436.06,3542729.87,978096.76,4937378.12,1238364.30,1014399.51,583321.18,8425584.51,4268270.36,3264931.91,1854515.71,4724667.92,2150711.69,905800.04,386812.25,2399821.32,1326018.70,857189.95,345686.48,2382830.14,1704360.95,1229224.55,616623.24,3413506.06,2422486.59,1766766.66,591294.08,2653067.77,1728356.81,1188693.26,566489.59,3470072.70,2058625.16,1540136.64,723817.85,4232842.10,2018525.99,1729298.13,1141145.26,3613635.17,2584849.13,2543168.24,1156059.10,454410.87,280536.91,175489.17,63762.54,745173.34,253895.61,133107.34,76030.94,354083.69,1759933.76,179525.76,83676.70,720443.41,266481.73,201476.05,100339.75,722479.82,301332.30,176812.10,80124.37,521058.84,190262.33,240018.16,56944.50,163264.17,111386.02,590027.34,0,59194.22,0,0,0,0,0.0
6,销售费用,19517965.67,12784689.65,8482852.33,4455527.46,21150338.45,16626577.55,11417127.54,5990400.20,31516960.43,26503837.09,19254052.60,13264590.42,46276323.42,36814231.33,12718261.47,6703517.42,21349763.37,16498084.29,11960280.66,6800867.57,22460688.58,12849640.80,6704013.18,3528726.85,12170426.90,6709173.43,4235158.92,2141224.48,11394315.42,8533407.78,5665616.01,2009272.96,17553625.40,8099038.94,5081754.94,2647496.35,10043975.24,7923984.88,5527466.19,2502942.48,8980064.49,6781734.57,4123919.52,1653846.90,14382494.40,6174857.49,4399370.28,2207186.20,10530553.70,5209839.38,4675735.96,2184188.01,10480192.50,6231082.71,3764272.86,2316787.78,9106448.56,6771847.60,4147886.94,2054043.57,8668863.41,6570436.59,4187373.46,1900041.55,7174598.60,4399634.88,2615602.76,1428178.25,6460608.44,4628285.82,2977872.44,1378436.10,6098129.58,2279032.32,4468436.93,1161978.79,1635951.97,780032.20,2987688.36,1604619.16,3020880.29,0,576596.84,238503.86,572529.79,0.0
7,管理费用,141712671.60,93892856.79,69490170.81,42094075.15,154683379.05,115714600.15,103796445.34,46492757.51,221536605.34,141660171.34,100259498.88,50207978.93,225011042.04,145702744.36,116128409.31,66240909.16,252136215.91,151674293.27,104950348.99,52585763.06,174810728.66,96632347.03,56424394.55,28063017.43,170567030.00,86423924.65,48984090.82,22750843.72,182285878.63,75380065.55,45576310.68,23234624.99,134275854.25,79942081.56,55199193.90,18368780.45,95280924.44,55787356.32,35285195.44,15892718.05,66773154.99,45448739.45,28913333.84,11307263.30,63532721.60,38010722.63,25536222.39,13559012.58,56162413.94,31866665.61,23678984.07,12111170.22,55929829.15,36464575.41,23370235.09,12187079.28,57307161.43,36980988.22,23470183.05,12794102.56,53307825.35,28593346.04,18773211.90,9247143.77,41423373.61,25093757.41,15061915.79,9242835.84,44692550.28,28716990.47,20078310.47,10181051.99,42324409.90,16933199.34,44876397.66,19819752.10,26474722.42,14113736.17,8477053.95,4100813.43,5394890.34,0,3526777.68,1726744.37,2158806.03,0.0
8,财务费用,1363780.47,14894945.50,9831627.07,7372936.99,7758826.70,14233366.09,11639198.40,7964939.72,46039116.36,29069268.60,25021326.53,10219411.25,28062404.38,42639380.06,27576328.16,15015282.38,52700816.58,37221306.47,28548450.11,12038480.94,66248576.73,55320029.02,40368729.86,15313172.67,69139595.13,64754071.76,44674561.82,11278268.54,68031349.92,67231724.55,47944704.79,21099723.74,57755742.56,24165829.65,15500991.44,6608542.99,35683942.92,21101282.77,12407443.03,2906837.82,4046255.27,6514265.27,3452438.45,1139300.65,5488028.55,4789605.99,3830810.55,1497982.15,11597877.21,11564642.70,7768146.79,5129956.80,14086117.03,13888740.11,7311896.53,4445603.14,8073948.60,15183330.92,9446137.64,4868291.46,16575220.79,14307670.76,9358629.63,4765457.14,16628391.55,14311600.13,8272030.35,3959384.99,13748125.19,8984689.52,5454159.88,2526168.69,8456090.89,2726073.79,5095072.23,3598319.59,-775096.12,-1064752.31,-6296024.24,-2355508.45,-246272.35,0,877874.45,549496.54,2311390.01,0.0
