,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19970331,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,29861051406.78,17654104160.09,7919825408.09,48142343166.02,24550305573.39,14718085499.66,6338485231.84,42341224701.44,19368459259.75,13788909214.69,6155396259.05,35481104833.15,19049784184.70,11460229487.33,5500350339.26,32236329531.21,17436609462.53,10161333340.83,4149641970.57,30718199315.09,19194210167.66,13596609452.71,5691075634.29,28156382086.85,17236460516.38,10618508618.24,3863003447.68,22284426215.77,10338213590.36,6680427109.59,2540542221.37,17324174032.82,8951453490.28,5869279753.63,2240443282.28,17317671615.23,8189638694.89,6372690273.28,2133448230.04,10956957394.27,2475902347.95,1305334065.15,412959612.50,3490678945.52,1688870696.29,780391133.38,321563506.30,1729136942.72,799588427.67,394213053.16,160613149.03,1811455859.97,629272230.95,330272015.76,162869113.70,674236095.85,500887045.83,303583328.81,137449692.51,578502620.56,438917221.74,268838380.64,127407869.01,501157740.26,337258687.18,180420370.78,140763862.23,597875854.96,283892650.63,260298122.65,44818210.48,430484931.61,92989305.54,153356616.75,136768274.49,284133563.83,124409367.93,199489087.72,98327324.61,160384876.13,69031623.24,34887449.04,158265697.17,146360428.52,136199655.69,0.0
2,营业收入,29861051406.78,17654104160.09,7919825408.09,48142343166.02,24550305573.39,14718085499.66,6338485231.84,42341224701.44,19368459259.75,13788909214.69,6155396259.05,35481104833.15,19049784184.70,11460229487.33,5500350339.26,32236329531.21,17436609462.53,10161333340.83,4149641970.57,30718199315.09,19194210167.66,13596609452.71,5691075634.29,28156382086.85,17236460516.38,10618508618.24,3863003447.68,22284426215.77,10338213590.36,6680427109.59,2540542221.37,17324174032.82,8951453490.28,5869279753.63,2240443282.28,17317671615.23,8189638694.89,6372690273.28,2133448230.04,10956957394.27,2475902347.95,1305334065.15,412959612.50,3490678945.52,1688870696.29,780391133.38,321563506.30,1729136942.72,799588427.67,394213053.16,160613149.03,1786544752.08,611159121.04,321237286.11,158236850.83,655793656.62,487314602.06,294985002.33,133244363.73,563952781.95,437214568.49,267781501.70,126865055.75,496603240.17,335005573.40,178702824.25,140398424.51,593623837.35,282646178.49,259328982.71,44340543.55,422589706.75,91478786.72,150790894.94,135161562.83,280623689.22,122750857.37,167909234.12,66540376.10,159713982.51,68718727.34,34704879.54,157319075.53,145140091.06,134228558.87,0.0
3,二、营业总成本,23785942744.42,14033817995.94,6397078873.12,35610818619.33,17946981149.57,11739050475.71,5074051073.06,34952465460.24,16152623138.57,11314437738.53,5096588769.53,27533099354.81,15510601535.83,9508774343.80,4615528718.25,25707582007.91,13971879316.85,8205643819.87,3449944972.06,23798111450.38,14839211615.38,10534998243.42,4667568500.17,22104840459.21,13260245335.64,8293734515.59,3286932513.06,17412864169.82,8253117832.24,5315075004.76,2191745944.51,13357970043.67,7091397989.13,4593723768.00,1877131505.96,13408692671.85,6359501296.19,4918170843.56,1739646355.21,8861296917.84,2145506984.05,1217443324.26,450273232.62,2972760729.56,1562543974.63,719582831.10,341679292.50,1541700022.91,863872878.95,519963080.03,180615004.73,1448382973.95,469856635.60,253828803.13,128910198.63,523776804.16,379453416.58,234017964.93,110685901.19,472128970.08,350821944.67,223462604.04,105699249.02,498050053.95,355252336.25,227221791.64,122744413.11,506528083.13,253797968.07,209674657.73,53390917.18,214990562.47,92690871.32,157975827.43,134119647.42,254433800.06,111837952.90,143507081.51,54700553.12,135638754.70,57618938.54,35044471.49,124984515.64,120044715.66,104934061.11,0.0
4,营业成本,11170204262.96,6111945496.24,2991028299.94,19088815226.63,9604102722.30,6369759593.31,2307059541.21,21063805728.17,9760523679.35,7104112953.80,3350172510.95,16584464316.71,10186494444.22,6200423164.42,2920859648.94,15090209272.96,8548204666.58,4890901462.54,1948682941.53,13219586777.75,7863198130.87,5602090201.23,2664660364.01,13236505969.47,7688925221.58,4665624495.78,2049811337.56,10699931872.80,4806596151.18,3041131383.83,1247113603.07,8084640814.76,4098003346.89,2646235469.79,1145953740.34,8471773209.68,4027260499.13,3105681897.83,1084404774.86,5907368552.28,1334337734.76,789059666.19,294019515.51,1843718853.15,727415573.75,343019553.54,157512519.44,757386987.71,378871438.64,232216824.66,111178900.72,1041373736.10,309256365.33,168531754.13,79690595.85,336919431.73,243901270.79,147992703.17,67889937.96,300910272.53,207397907.26,128564667.14,60068139.06,265861382.42,194131332.76,120821002.18,71819838.20,273260329.69,175724552.92,111479634.74,35490020.81,145398201.80,63081468.89,101853202.91,104024539.46,194238275.25,77399245.64,116638828.60,50027438.88,109178864.67,50733499.57,26973478.33,100355145.26,96850252.50,90477235.84,0.0
5,营业税金及附加,7901733859.04,5019283791.54,2090993206.57,10160596953.55,4952536758.04,3092523292.40,1532108005.19,7958112452.63,3280494913.72,2319468644.00,899762864.63,6668582616.65,2656690238.82,1762900423.88,924070708.98,6375139629.04,3039611965.69,1889529993.02,836391178.45,6636856034.51,4433574460.79,3264704799.85,1202184537.42,5120115424.82,3136100879.45,2051358161.69,547731064.15,3346330418.77,1278143847.75,860996659.00,329100329.49,2513137487.70,1219276812.12,839711732.81,288282094.95,2426264842.60,904148213.77,793042030.36,285583579.88,1039362805.78,329608710.37,163057563.16,30374183.63,400342036.35,138638441.07,49536357.61,13063520.80,141600964.08,29031667.44,11706457.01,5356517.28,108353448.81,15051281.63,7812595.77,3934025.18,16221046.63,12087969.21,7322043.30,3511083.94,14255665.71,11061261.17,6914281.32,3380754.49,11763759.53,7790400.28,4764422.29,3872536.25,16664790.94,7435707.97,7541031.67,1090903.91,5030667.53,2277905.01,3383204.47,1911442.83,4345615.10,2031950.91,1469645.45,339554.73,1997914.63,664285.55,562151.75,2020525.15,1983602.38,1916409.16,0.0
6,销售费用,921050913.21,479337561.78,198448384.37,1718488238.80,814412683.71,440623335.24,233255821.04,1444928582.58,695043257.26,405891288.62,185429684.97,1249472242.86,721721535.60,410617302.97,167606875.07,1212288596.80,658527121.88,345912183.23,198339559.76,1262062767.41,732286743.54,483152691.45,255942099.94,1337005628.18,833246089.95,534392851.17,209768744.32,1215404120.22,721118764.55,440445921.14,181601190.89,926973927.54,535321903.50,306734757.33,136356890.80,739998658.66,408264947.50,247561994.27,94070637.18,594389021.64,96084194.40,54008478.96,19664013.81,95807385.71,79097860.73,46351570.00,23343788.92,83673220.80,43771521.19,20471768.66,6339527.93,97088704.21,32907120.38,16590565.69,7183345.97,34879696.22,25772381.73,18660650.54,10136473.42,27027506.47,10577391.57,6671771.70,3872535.15,32860058.73,26728195.23,17684143.94,5833380.66,49816245.66,8798892.64,22492331.58,2129640.24,7392758.11,3555654.50,5529105.09,2639090.70,5994337.00,3097307.73,3236438.23,723580.96,15601599.97,3654014.36,3946095.94,10571081.12,9065882.95,4634701.59,0.0
7,管理费用,1704756775.13,1070993197.60,398800015.59,2402139921.24,1285996109.51,794899292.19,382966250.05,2229799254.18,1266201375.66,798393411.05,366377060.21,1987439820.64,1301283599.95,812902674.43,379334573.94,2163927618.53,1282233455.85,812312683.42,337133732.58,1874416004.83,1318682643.58,818382462.84,348491615.93,1745202282.41,1124376352.25,712603588.22,334366258.36,1596812792.68,1062284354.10,688372892.82,320135579.56,1461600958.49,965668073.43,598737560.88,260050651.51,1256536493.29,876850833.80,630056564.81,227013595.98,999984882.89,299344141.20,168441420.42,81894611.07,486964066.98,526688495.64,253107773.97,126728911.59,503152284.11,372048316.84,234007762.25,42893780.34,177632317.92,100247243.13,58404788.39,34745581.54,116801916.27,80952823.32,47235179.02,21857073.52,106362053.82,99386957.02,64665370.80,31893760.88,150176402.98,99659894.02,67011293.64,33175331.70,138139794.38,40757163.55,54990038.33,9207902.11,38355053.31,16179540.97,30658514.39,18171734.11,37718891.48,19997191.79,22029929.21,7841707.83,16000871.93,5886548.76,2881802.73,10304454.53,8993881.29,6757571.82,0.0
8,财务费用,2088196934.08,1352257948.78,715764285.14,2065290235.08,1281224594.74,1015366753.97,592490708.40,1597892951.48,1124764278.79,670296658.42,280455634.21,928539289.75,598875325.34,302067654.23,222418941.24,795239068.70,428241661.80,256263592.41,124087054.07,673149200.00,398034954.47,277524304.81,151458508.35,500991992.72,355929044.39,260258043.14,111171303.63,379635077.39,297299233.49,226190808.35,113795241.50,305946116.13,219095064.22,148071842.94,45734367.06,255219017.73,140900940.43,140128098.59,48489275.20,131466494.27,86132203.32,42876195.53,24320908.60,145379603.64,90703603.44,27567575.98,21030551.75,55396735.00,40149934.84,21560267.45,14846278.46,23934766.91,12394625.13,2489099.15,3356650.09,18954713.31,16738971.53,12807388.90,7291332.35,23573471.55,22398427.65,16646513.08,6484059.44,37388450.29,26942513.96,16940929.59,8043326.30,28646922.46,21081650.99,13171621.41,5472450.11,18813881.72,7596301.95,16551800.57,7372840.32,12136681.23,9312256.83,132240.02,-4231729.28,-7140496.50,-3319409.70,680942.74,1733309.58,3151096.54,1148142.70,0.0
