,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,57903574665.39,41324465587.21,26376364506.81,13504558747.12,56963302040.65,40787950295.26,25194795178.62,12504580036.50,49967013590.84,35510258144.24,22614012456.25,10068566666.93,30461499184.77,21442273837.18,12311031124.89,5665275038.24,25371013581.37,18079408738.44,12284931828.11,6252660139.61,32370294029.00,26697884459.33,16325608745.22,8531996625.24,33710773753.74,25283041006.45,16991917067.98,8660302080.26,35616627139.42,26992577534.27,17897282116.55,8663381308.45,40228009029.80,30044315030.13,19949107595.02,9459670267.22,35212557743.57,25399476638.79,16594101569.15,7381161929.38,21843980595.21,15292768092.24,9249902390.82,4720251403.45,27411531428.50,20939477065.06,13855819697.50,5839229881.33,7603258109.64,787303622.78,511913152.42,225925028.10,1017518956.97,724400742.20,464752766.62,208685106.63,830739873.73,617370787.41,390513998.39,167552774.31,760906042.71,521873628.60,336962827.93,161273252.65,540259001.51,388513384.71,252140588.58,115024449.33,396000751.73,273437654.50,173728540.03,76138486.44,291978368.23,138802548.18,255503792.47,105732598.00,164296886.42,79805297.31,143350750.48,62648508.98,131822705.81,66152890.60,127112525.35,48666712.00,124841240.00,133865998.00,137479707.00,0.0
2,营业收入,57903574665.39,41324465587.21,26376364506.81,13504558747.12,56963302040.65,40787950295.26,25194795178.62,12504580036.50,49967013590.84,35510258144.24,22614012456.25,10068566666.93,30461499184.77,21442273837.18,12311031124.89,5665275038.24,25371013581.37,18079408738.44,12284931828.11,6252660139.61,32370294029.00,26697884459.33,16325608745.22,8531996625.24,33710773753.74,25283041006.45,16991917067.98,8660302080.26,35616627139.42,26992577534.27,17897282116.55,8663381308.45,40228009029.80,30044315030.13,19949107595.02,9459670267.22,35212557743.57,25399476638.79,16594101569.15,7381161929.38,21843980595.21,15292768092.24,9249902390.82,4720251403.45,27411531428.50,20939477065.06,13855819697.50,5839229881.33,7603258109.64,787303622.78,511913152.42,225925028.10,1004833541.55,715743192.77,459341522.63,206548561.32,826486362.65,614605946.41,388770716.06,166628187.58,753150467.34,516194592.41,334119446.03,159188802.09,537553309.34,387551197.07,251746686.96,114973314.38,397370463.32,274618938.71,174663814.76,76543422.28,292873428.11,139316145.62,254390271.81,105502108.85,165309240.50,80664711.97,145436304.93,63601730.74,133532357.94,66632175.40,129557295.36,49695650.00,125954914.00,134485728.00,136197251.00,0.0
3,二、营业总成本,54360646974.24,38367421719.74,24303563015.89,12691364563.26,50445467436.37,35689696047.82,22420944184.85,11478599055.39,46004999623.27,33939615266.64,21971274564.32,9743698422.34,29974681576.54,21276191732.20,12240788669.42,5842191006.32,25883214161.67,18489221761.97,12503461173.98,6426864750.07,31981468623.62,26539343354.10,16344917266.30,8565030000.76,33623963363.06,25529689937.19,17293483973.82,8799427527.31,36963417089.48,28014650219.51,18420902140.29,8993263528.56,40090066013.24,29681876614.41,19685318412.82,9309881461.74,34844922463.39,25045677177.10,16272608099.88,7238799045.83,21679113480.92,15130611510.78,9189808629.85,4691605705.04,26496367639.97,20055023071.22,13257836060.83,5569086870.21,7178488647.48,743040818.99,484346527.99,215532146.43,956492005.71,674908540.72,434967643.92,201239749.22,785255628.62,577016403.43,362052562.03,153293930.70,724005096.76,505475114.80,326669864.06,156337561.50,512144062.32,370733987.64,239772569.70,111882759.59,368548521.58,255563099.78,164023255.98,71170048.49,269551693.24,128018563.66,228423690.43,98564607.32,146742796.31,68806303.59,124741413.04,55351067.85,111056461.35,0,107184559.27,36960548.00,101886578.00,84528555.00,106111209.00,0.0
4,营业成本,52713412594.42,37370329582.41,23587727593.92,12299390668.83,48768229824.86,34682733879.57,21762560128.83,11208818034.97,44487226881.88,32832525742.61,21266191717.18,9408482451.58,28516337456.46,20226272276.26,11505297175.84,5488066269.00,24503442986.89,17376232557.59,11727668506.09,6118287105.99,30030326231.26,25267840954.39,15452862075.50,8206975674.67,31977809319.34,24181241888.10,16361959498.29,8400318118.44,35187711329.76,26736053719.08,17560930257.92,8633866925.06,38452141343.37,28504973558.15,18889969108.34,8914453508.29,33132094689.92,24015644377.54,15654298223.97,6936972906.22,20479489860.42,14289210020.79,8612980131.77,4383664602.20,24667058674.84,19123689775.28,12632271080.29,5280861209.75,6757546539.87,674886833.11,438095874.35,192256197.64,868145643.18,613254080.18,395921368.21,181362721.77,709357111.80,523857710.48,330563727.97,139086295.61,647883161.33,449877522.04,287792019.21,138068682.82,455428607.92,328176690.30,213192819.34,97004513.95,323191949.93,218128839.80,139664330.25,60851166.07,236228715.38,113243459.88,204154758.88,86046368.43,124930028.75,59200358.91,106689883.89,48208198.34,95654027.66,0,93499292.28,31107463.00,89546828.00,77666118.00,93197208.00,0.0
5,营业税金及附加,232927518.22,191121465.73,137362932.66,78424811.73,364739446.96,285444812.15,186551524.01,92475594.82,274183511.04,192384327.43,114445447.21,48314236.28,152181343.44,64714364.58,40312057.13,15500802.25,70044520.97,50614255.68,31412541.34,10160528.55,108856005.99,74841130.02,52016587.87,8141434.49,97538801.08,51369448.11,36317945.18,7388854.60,108624693.74,42484936.36,41634440.05,23042633.29,77819547.68,15388546.02,11098561.74,4187755.60,102880370.99,58435115.30,35551903.92,14400473.55,88535793.85,59257882.44,35225169.59,18446802.20,131045308.58,118438840.81,90846070.02,34225010.38,51641078.62,49750.25,13557.11,5623.46,17.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59884.84,0,0,0,0,0,0,0,0,0,6849792.00,0.0
6,销售费用,356637685.36,245841241.23,160534827.39,80287026.08,294144153.90,206856032.43,134250152.02,64275766.42,269451140.42,196868199.42,129605019.17,61375833.64,282464921.16,206379034.80,139905469.51,68604760.53,283514758.15,215519163.79,141702984.65,71157130.72,444036370.07,331575356.32,231818121.39,80244365.19,349204945.95,227682117.54,148831857.80,63227077.93,325804125.62,223871522.38,152208183.20,64413074.83,331834633.69,235358544.56,156278357.38,65621238.20,342215600.92,255364326.80,160375817.83,58724282.02,239060846.89,166556953.89,114356223.77,48988460.46,329126144.10,199205669.61,146047972.24,70250278.67,113062807.13,42332307.90,27869729.25,13109974.18,62525681.15,44420764.56,30536273.53,14088768.18,43915007.36,29920535.29,18204845.13,9383687.62,43970138.00,29825481.12,19950614.06,9653991.53,32668224.17,23890908.19,14283801.90,7663730.79,25280472.50,19407780.59,12225130.08,5421317.11,16396649.65,6786378.28,13002750.10,7244136.10,9168331.77,4347007.27,8310953.55,3047414.90,7521923.18,0,5290750.56,2012315.00,3438446.00,1869179.00,1507335.00,0.0
7,管理费用,353835904.56,238436497.76,178646198.59,63204200.96,311931965.07,221291954.88,223310446.31,60039172.91,660478666.16,450079160.50,236602363.02,111974493.94,463762454.17,353154624.19,242075574.80,124196122.02,526822728.89,430201148.78,304255403.63,132679342.51,918605167.59,480684594.61,312343129.62,140978674.31,609073819.51,436357319.14,294218295.95,143125158.15,660816190.47,472427549.45,341682261.83,165186772.58,680745781.18,511689500.48,352288025.27,189505222.95,753981630.58,391961678.57,216878427.29,133345853.96,590424350.29,312054826.30,229096246.62,152412582.89,832639536.33,306689217.22,186656697.71,83361264.42,180790456.64,10373899.40,6948734.33,3466751.80,16279889.91,9753907.24,3685235.49,3509346.10,21487979.28,15345394.47,8362378.79,2648483.10,23931568.41,18450317.13,14117470.88,6237960.47,13980292.64,10868431.95,7018640.98,4645300.79,14265823.29,13909328.51,9724912.82,3877982.37,12193222.34,4890570.46,9408470.65,4643154.13,8361982.07,3008134.56,5040376.83,2038162.41,4779419.14,0,4257398.52,1940236.00,5209228.00,3321421.00,2811275.00,0.0
8,财务费用,184686409.65,-52679435.37,-12212029.76,8348849.44,147305368.60,76472281.01,84263662.32,22159182.99,296298932.34,261576363.28,219663003.56,105099675.98,476435417.66,351640416.15,244110212.16,113265076.18,461634978.41,353199087.85,238823505.72,94954252.75,448486730.14,326153669.42,240279042.11,127976334.26,446214047.23,523277057.32,343686158.21,180221835.92,588597921.45,483550075.00,269118282.49,106185414.16,555000610.19,426802461.04,284377484.70,136641136.14,465016971.14,301193972.61,181964776.05,89574846.17,249963796.05,292970196.33,188052442.94,84244814.19,412964183.14,311362282.05,206883866.25,109844617.26,71024653.06,10632403.45,6252636.68,2723592.95,9540773.78,7479788.74,4824766.69,2278913.17,10495530.18,7892763.19,4921610.14,2175464.37,8220229.02,7321794.51,4809759.91,2376926.68,10066937.59,7797957.20,5277307.48,2569214.06,5810275.86,4117150.88,2408882.83,1019582.94,4733105.87,3098155.04,2421484.09,630948.66,3598795.59,2250802.85,4700198.77,2057292.20,3101091.37,0,4137117.91,1900534.00,3692076.00,1671837.00,1745599.00,0.0
