,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20150331,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,576715584.21,569585296.12,563107016.62,966018469.25,590099139.21,577094707.17,554470351.10,915122262.52,549375877.07,538306780.65,516684604.00,862842289.70,528080888.15,488568200.06,855845117.64,504726788.30,733649693.85,641454504.06,544209213.16,0.0
2,营业收入,576715584.21,569585296.12,563107016.62,966018469.25,590099139.21,577094707.17,554470351.10,915122262.52,549375877.07,538306780.65,516684604.00,862842289.70,528080888.15,488568200.06,855845117.64,504726788.30,733649693.85,641454504.06,544209213.16,0.0
3,二、营业总成本,575858110.57,492341021.25,421801235.79,945344913.98,583157377.98,519272935.22,445192872.18,856623515.74,514701899.25,442960095.92,373147397.65,813396301.53,503729747.85,423233301.39,814506800.59,377021240.51,692125771.52,600958185.45,513105886.91,0.0
4,营业成本,488034115.20,431767392.05,389478629.61,832886478.59,524567158.03,472678580.96,423302375.77,752073944.03,453464862.65,404977828.38,350195949.62,700453155.30,434098143.00,378770645.39,695979738.24,354678077.33,590637765.57,509287203.23,451139381.77,0.0
5,营业税金及附加,3122.12,-186505.58,177909.71,543655.36,368900.18,244737.64,227237.47,229749.74,204854.97,166394.16,163963.23,1057671.93,555285.24,123910.48,629133.35,262590.30,605393.01,1697426.32,692510.04,0.0
6,销售费用,4568429.14,3064656.24,1926596.05,7311045.36,5306756.04,3619088.11,1517168.11,9158181.31,7095373.64,3887622.38,1542870.44,9456231.29,7583550.84,5164395.82,10303443.50,2697926.94,8917434.13,9089054.36,6881893.99,0.0
7,管理费用,55739183.17,41066083.25,18338958.09,62939525.79,42714833.35,32460346.58,14892365.45,61582243.27,45048718.10,28005885.33,15119086.30,59208848.91,45407651.05,28792251.97,64447999.32,13876636.05,65294961.88,49204875.14,33192695.65,0.0
8,财务费用,23500454.89,13485247.14,5345267.34,22799019.10,16206585.52,10656398.30,5500249.38,23335395.25,18656533.59,11867929.30,6079208.26,22359185.01,18021691.73,11080489.73,24706537.58,6317747.72,18995108.79,18809269.68,15134360.30,0.0
9,研发费用,4012806.05,3144148.15,1084702.94,4502851.35,4520472.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,14362338.43,-10527327.36,-386216.37,-246524.00,10244002.14,-9768443.70,-5945563.63,46319.80,20861209.09,-1936574.01,-698392.00,18439948.60,-811737.83,7675108.14,12870356.72,6065045.16,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,4813154.76,3812035.29,494915.53,2720181.20,1096913.09,1028101.88,158355.35,1341883.56,828712.33,828712.33,432493.15,3718977.60,2981043.35,264507.09,145479.44,0,0,488888.88,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,38241151.69,91877072.65,147629358.45,47371778.86,19336696.87,65190514.73,112013643.46,66826887.33,44108477.49,100815274.40,146196743.47,53164965.77,27332183.65,65599405.76,41483796.49,127705547.79,41523922.33,40985207.49,31103326.25,0.0
16,加:营业外收入,2658101.35,618923.36,52252.49,6504484.96,1445874.22,281573.13,239159.37,4696421.83,827047.49,825695.17,285068.09,10658997.54,5577566.19,3676123.20,10611721.66,2213958.30,9240685.52,9778565.80,5539218.82,0.0
17,减：营业外支出,218940.81,173744.41,34102.40,59923.44,43964.74,26424.49,715.30,267539.19,127277.72,127253.44,95414.80,925076.75,600787.23,518000.08,221814.07,18887.90,293785.83,834502.28,164670.86,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,79765.07,79755.07,145440.85,0,0,20333.18,0,291.45,0,0,0.0
19,四、利润总额,40680312.23,92322251.60,147647508.54,53816340.38,20738606.35,65445663.37,112252087.53,71255769.97,44808247.26,101513716.13,146386396.76,62898886.56,32308962.61,68757528.88,51873704.08,129900618.19,50470822.02,49929271.01,36477874.21,0.0
20,减：所得税费用,10453948.18,23047836.63,37917305.95,15564103.12,6594734.99,16790028.88,28955326.52,18674056.89,12772804.42,25322506.13,35371264.78,13281665.37,6964253.88,21222791.09,3751188.44,29574645.85,4672095.40,13197278.96,12552201.39,0.0
21,五、净利润,30226364.05,69274414.97,109730202.59,38252237.26,14143871.36,48655634.49,83296761.01,52581713.08,32035442.84,76191210.00,111015131.98,49617221.19,25344708.73,47534737.79,48122515.64,100325972.34,45798726.62,36731992.05,23925672.82,0.0
22,归属于母公司所有者的净利润,31450807.27,70498858.19,112715689.10,42732482.97,18228767.20,50659834.09,85670492.87,52213113.77,34775380.35,77177181.62,112737952.75,49478175.31,26653293.88,51912018.38,49579015.66,101117678.97,44724613.92,36731992.05,23925672.82,0.0
23,少数股东损益,-1224443.22,-1224443.22,-2985486.51,-4480245.71,-4084895.84,-2004199.60,-2373731.86,368599.31,-2739937.51,-985971.62,-1722820.77,139045.88,-1308585.15,-4377280.59,-1456500.02,-791706.63,1074112.70,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.200000,0.550000,0.940000,0.360000,0.150000,0.420000,0.710000,0.540000,0.390000,0.860000,1.250000,0.550000,0.300000,0.580000,0.550000,1.120000,0.500000,0,0,0.0
26,稀释每股收益(元/股),0.200000,0.550000,0.940000,0.360000,0.150000,0.420000,0.710000,0.540000,0.390000,0.860000,1.250000,0.550000,0.300000,0.580000,0.550000,1.120000,0.500000,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,30226364.05,69274414.97,109730202.59,38252237.26,14143871.36,48655634.49,83296761.01,52581713.08,32035442.84,76191210.00,111015131.98,49617221.19,25344708.73,47534737.79,48122515.64,100325972.34,45798726.62,36731992.05,23925672.82,0.0
29,归属于母公司所有者的综合收益总额,31450807.27,70498858.19,112715689.10,42732482.97,18228767.20,50659834.09,85670492.87,52213113.77,34775380.35,77177181.62,112737952.75,49478175.31,26653293.88,51912018.38,49579015.66,101117678.97,44724613.92,36731992.05,23925672.82,0.0
30,归属于少数股东的综合收益总额,-1224443.22,-1224443.22,-2985486.51,-4480245.71,-4084895.84,-2004199.60,-2373731.86,368599.31,-2739937.51,-985971.62,-1722820.77,139045.88,-1308585.15,-4377280.59,-1456500.02,-791706.63,1074112.70,0,0,0.0
