,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,242774000.00,164305000.00,108075000.00,54550000.00,288849000.00,221846000.00,157048000.00,67826000.00,534420000.00,443235000.00,368861000.00,210346000.00,639555000.00,410946000.00,234197000.00,119416000.00,647600000.00,454963000.00,343242000.00,144654000.00,1358598000.00,884359000.00,244025000.00,96239000.00,689851000.00,474325000.00,311910000.00,217050000.00,545978000.00,400129000.00,253251000.00,103645000.00,806492000.00,557773000.00,297912000.00,162972000.00,3042347000.00,2883499000.00,2557656000.00,1234597000.00,988121000.00,892030000.00,728186000.00,227013000.00,1513962000.00,1293859000.00,1140071000.00,799327000.00,1296347000.00,888927000.00,429472000.00,88508000.00,987461000.00,360833000.00,300335000.00,202819000.00,1135351000.00,794012000.00,570270000.00,193917000.00,956531000.00,167039000.00,151129000.00,96009000.00,455349000.00,309808000.00,273216000.00,160454000.00,548797000.00,151715000.00,45432000.00,9923000.00,444133000.00,273754000.00,842313000.00,201011127.35,188116991.79,26554684.00,172337429.63,149939035.12,71616561.42,39996045.00,74027642.14,42292761.00,80931573.20,109620260.00,110607574.00,0.0
2,营业收入,242774000.00,164305000.00,108075000.00,54550000.00,288849000.00,221846000.00,157048000.00,67826000.00,534420000.00,443235000.00,368861000.00,210346000.00,639555000.00,410946000.00,234197000.00,119416000.00,647600000.00,454963000.00,343242000.00,144654000.00,1358598000.00,884359000.00,244025000.00,96239000.00,689851000.00,474325000.00,311910000.00,217050000.00,545978000.00,400129000.00,253251000.00,103645000.00,806492000.00,557773000.00,297912000.00,162972000.00,3042347000.00,2883499000.00,2557656000.00,1234597000.00,988121000.00,892030000.00,728186000.00,227013000.00,1513962000.00,1293859000.00,1140071000.00,799327000.00,1296347000.00,888927000.00,429472000.00,88508000.00,987387000.00,360833000.00,300335000.00,202819000.00,1135027000.00,793687000.00,569960000.00,193699000.00,956214000.00,166785000.00,150930000.00,95809000.00,455262000.00,309808000.00,273216000.00,160454000.00,548794000.00,151715000.00,45432000.00,9923000.00,444108000.00,273754000.00,842128000.00,201011127.35,186748043.00,26554684.00,172337429.63,149939035.12,71616561.42,39996045.00,72067366.08,41868435.00,79932745.07,108506537.00,109643105.00,0.0
3,二、营业总成本,325752000.00,214482000.00,143943000.00,66254000.00,407472000.00,304777000.00,191456000.00,88009000.00,862067000.00,545625000.00,439461000.00,249130000.00,916448000.00,603281000.00,356696000.00,179427000.00,731502000.00,439471000.00,394047000.00,187416000.00,1852225000.00,829695000.00,279644000.00,122860000.00,427918000.00,248016000.00,253169000.00,202815000.00,551897000.00,352005000.00,228101000.00,101673000.00,605716000.00,325071000.00,264906000.00,144409000.00,2351703000.00,2151276000.00,1928342000.00,816536000.00,877900000.00,771407000.00,630096000.00,147272000.00,1302194000.00,1025851000.00,909157000.00,652049000.00,1072497000.00,676729000.00,344666000.00,63324000.00,803505000.00,279496000.00,224340000.00,140522000.00,887362000.00,613847000.00,430649000.00,132631000.00,763564000.00,148940000.00,130255000.00,79889000.00,394133000.00,281451000.00,247909000.00,142130000.00,490893000.00,146720000.00,43264000.00,16725000.00,377017000.00,223425000.00,658903000.00,145302425.95,128350206.51,17522290.29,128925262.11,107150810.78,64411250.47,0,69503399.97,0,73650652.51,94751235.00,90127866.00,0.0
4,营业成本,33974000.00,16115000.00,6171000.00,2631000.00,59733000.00,59044000.00,27214000.00,9687000.00,256753000.00,223403000.00,211825000.00,133329000.00,339521000.00,191283000.00,98972000.00,52423000.00,244336000.00,161974000.00,114252000.00,46501000.00,734316000.00,354251000.00,39497000.00,10133000.00,27692000.00,-28010000.00,95121000.00,63694000.00,141705000.00,92665000.00,61427000.00,26345000.00,393147000.00,273648000.00,108755000.00,49278000.00,1669033000.00,1584118000.00,1471351000.00,569115000.00,406465000.00,421969000.00,366862000.00,75187000.00,822288000.00,693941000.00,639045000.00,459592000.00,809186000.00,504251000.00,234529000.00,35013000.00,629086000.00,198562000.00,169069000.00,114243000.00,731459000.00,502556000.00,353350000.00,112147000.00,666096000.00,112165000.00,102675000.00,66372000.00,339878000.00,244771000.00,217192000.00,127325000.00,421889000.00,116830000.00,28323000.00,8424000.00,323756000.00,192129000.00,572091000.00,128766863.30,112065613.76,12289031.01,114219343.76,97434316.09,48487043.55,0,49232057.15,0,55126273.73,67789870.00,53927114.00,0.0
5,营业税金及附加,51671000.00,22816000.00,15080000.00,6298000.00,45679000.00,29008000.00,19958000.00,6576000.00,114634000.00,30231000.00,21127000.00,9056000.00,50320000.00,37758000.00,21224000.00,14957000.00,-50635000.00,-82739000.00,34385000.00,14661000.00,167916000.00,126085000.00,29265000.00,10423000.00,89743000.00,43089000.00,28463000.00,42224000.00,98376000.00,71012000.00,50532000.00,18663000.00,115288000.00,70181000.00,46507000.00,27702000.00,403917000.00,373895000.00,320640000.00,176509000.00,162451000.00,115240000.00,96333000.00,15676000.00,226985000.00,193229000.00,181820000.00,150017000.00,123067000.00,82705000.00,47283000.00,4837000.00,75906000.00,19784000.00,16476000.00,11130000.00,62110000.00,43391000.00,31148000.00,10466000.00,51665000.00,9028000.00,8164000.00,5180000.00,24608000.00,16744000.00,14584000.00,8669000.00,29695000.00,8247000.00,2466000.00,543000.00,24031000.00,15056000.00,45404000.00,11055612.00,10271142.37,1460507.62,5532659.28,4300660.42,587315.00,0,384573.34,0,388270.86,723515.00,12236370.00,0.0
6,销售费用,25750000.00,19267000.00,12619000.00,6740000.00,37284000.00,28807000.00,18394000.00,8082000.00,48129000.00,30389000.00,22223000.00,9526000.00,65738000.00,42750000.00,28354000.00,12004000.00,75108000.00,42525000.00,26100000.00,14586000.00,173543000.00,117694000.00,79807000.00,47522000.00,116994000.00,101324000.00,43694000.00,22702000.00,79781000.00,44250000.00,19657000.00,10914000.00,71430000.00,44356000.00,23966000.00,18288000.00,111896000.00,84799000.00,65770000.00,31081000.00,76444000.00,72547000.00,42124000.00,23271000.00,57724000.00,37007000.00,22429000.00,9495000.00,49919000.00,36607000.00,25927000.00,8893000.00,42286000.00,22677000.00,14878000.00,5216000.00,48985000.00,34784000.00,24488000.00,4911000.00,32061000.00,18297000.00,13225000.00,5819000.00,17989000.00,10670000.00,8903000.00,2418000.00,21685000.00,10324000.00,5144000.00,3628000.00,17011000.00,7365000.00,26453000.00,2311991.94,1461994.76,1456809.76,2066229.47,1173185.73,6080741.05,0,8415393.77,0,8621697.38,11068141.00,8768459.00,0.0
7,管理费用,92869000.00,58455000.00,40078000.00,17958000.00,108676000.00,74816000.00,47986000.00,27289000.00,127653000.00,72088000.00,53728000.00,30301000.00,141779000.00,90737000.00,62160000.00,29519000.00,156772000.00,99418000.00,69977000.00,37506000.00,181655000.00,129287000.00,90509000.00,45150000.00,200434000.00,138539000.00,84641000.00,56516000.00,157202000.00,88309000.00,57239000.00,25935000.00,151551000.00,88665000.00,54503000.00,33668000.00,107124000.00,66796000.00,43052000.00,25325000.00,97882000.00,65475000.00,44793000.00,26485000.00,72750000.00,78680000.00,50407000.00,25762000.00,66979000.00,41913000.00,27873000.00,11173000.00,39085000.00,26684000.00,16923000.00,6722000.00,33435000.00,26347000.00,18986000.00,5506000.00,16675000.00,11905000.00,7863000.00,3267000.00,14341000.00,-1369000.00,7952000.00,3986000.00,19157000.00,12596000.00,8214000.00,4524000.00,11734000.00,8469000.00,14880000.00,3509795.35,4838184.14,2416437.90,7104975.61,4042171.28,8160918.51,0,8063479.69,0,7719680.71,14852456.00,14884381.00,0.0
8,财务费用,121488000.00,97829000.00,69995000.00,33507000.00,155776000.00,113076000.00,77869000.00,36394000.00,239069000.00,189539000.00,130575000.00,66927000.00,295251000.00,217480000.00,144316000.00,68837000.00,301099000.00,218293000.00,149333000.00,74162000.00,176667000.00,102282000.00,40470000.00,9612000.00,7253000.00,-7006000.00,1184000.00,17625000.00,74785000.00,55676000.00,39120000.00,19834000.00,77865000.00,51140000.00,31270000.00,15374000.00,56566000.00,41741000.00,27592000.00,14452000.00,22580000.00,15020000.00,11738000.00,6588000.00,30833000.00,23379000.00,15353000.00,6832000.00,14802000.00,11162000.00,8846000.00,3352000.00,17142000.00,11789000.00,6994000.00,3211000.00,11373000.00,6769000.00,2677000.00,-399000.00,-2933000.00,-2455000.00,-1672000.00,-749000.00,-2683000.00,0,-722000.00,-268000.00,-1533000.00,-1277000.00,-883000.00,-394000.00,485000.00,406000.00,75000.00,-341836.64,-286728.52,-100496.00,2053.99,200477.26,1095232.36,0,3407896.02,0,1794729.83,317253.00,311542.00,0.0
