,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20010331,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,798079636.33,8171198004.04,5649151420.76,3235925161.65,1176030120.47,7974016178.93,5689938794.08,3580327543.30,1328454026.94,5073360650.30,2820134581.28,957852793.16,144872757.40,2164082353.83,1567720918.49,848323736.96,119910632.70,1865236500.58,1181051067.19,530026192.54,92451213.86,1373469800.22,77319676.55,38780255.21,7024388.85,89460309.96,78615377.03,27898115.11,4295869.93,118781049.06,114894966.00,111529613.11,109481192.11,175649705.00,161191278.00,159683310.00,72158983.00,79462723.89,49144911.00,42952925.00,28280655.00,320925310.24,287139391.00,63984872.00,53010991.00,5406721.50,2593489.50,2593489.50,1392200.00,125856637.53,1742941.00,1742941.00,1742941.00,118300484.98,104168766.00,43423487.00,4183240.00,106110833.17,4351618.56,3759317.94,1958460.60,62429729.66,11151377.73,7358022.95,1106624.11,126782538.62,40117102.13,23062385.12,3021641.08,121144483.99,92939267.30,80489549.91,65292.35,2018105.81,15481000.00,11721654.97,6890000.00,30205462.57,30358546.65,95786306.09,57408848.10,139839355.45,71340826.90,229196113.22,27816345.03,195056134.75,31518164.48,194931557.75,90445143.41,144941844.26,87463221.66,115977965.02,0.0
2,营业收入,798079636.33,8171198004.04,5649151420.76,3235925161.65,1176030120.47,7974016178.93,5689938794.08,3580327543.30,1328454026.94,5073360650.30,2820134581.28,957852793.16,144872757.40,2164082353.83,1567720918.49,848323736.96,119910632.70,1865236500.58,1181051067.19,530026192.54,92451213.86,1373469800.22,77319676.55,38780255.21,7024388.85,89460309.96,78615377.03,27898115.11,4295869.93,118781049.06,114894966.00,111529613.11,109481192.11,175649705.00,161191278.00,159683310.00,72158983.00,79462723.89,49144911.00,42952925.00,28280655.00,320925310.24,287139391.00,63984872.00,53010991.00,5406721.50,2593489.50,2593489.50,1392200.00,125856637.53,1742941.00,1742941.00,1742941.00,118300484.98,104168766.00,43423487.00,4183240.00,105515904.90,3974503.00,3482628.00,1836318.00,61978047.80,11485531.00,7219274.00,951313.00,126089228.41,40016310.41,23070069.37,3072507.00,120737502.93,92756081.93,80392414.82,0,1381736.00,15102000.00,11586982.44,6230000.00,29654845.76,30010113.46,93127153.88,56237628.95,136767540.00,71278146.81,176942867.52,28039865.89,194764179.71,31534085.42,194430608.43,90406942.59,144332945.40,87463221.66,115773225.94,0.0
3,二、营业总成本,892752984.73,7667301021.29,5269100576.72,3021630412.72,1167304015.24,7590041331.86,5300891795.21,3409634569.78,1341648962.70,4646372371.80,2525425248.59,869059665.84,198352108.66,1785273737.92,1263578923.15,726050225.16,160178093.12,1604633541.46,1069967495.62,560382513.89,129920333.89,1167399055.06,73499636.48,38948001.35,9628143.11,103993451.98,86516227.89,32539833.19,6802097.07,106681971.73,96513933.53,91260523.98,86778443.72,163377811.85,149652781.32,144749639.77,52511558.92,73687756.11,52894802.15,44829546.25,29742585.11,309026799.54,291843535.18,64932518.64,50191640.24,56445517.04,22746998.64,19679426.89,7780961.30,97227725.46,10973514.33,7690651.37,5013653.07,78654040.81,73373316.04,25606659.53,4112241.94,74670083.15,24493760.05,20443647.80,15168989.65,69195533.88,26915332.95,17649134.90,9854840.44,124758403.66,55891982.13,36800566.01,15486837.12,106529676.32,83523647.60,67782719.16,6734716.46,30402100.04,0,20439672.19,0,97620556.27,44090213.57,174237431.06,73857435.83,186859238.38,83160772.76,219857987.25,0,209496190.09,0,189228579.95,0,139294909.22,0,111233500.62,0.0
4,营业成本,776084232.64,6976679032.87,4804276095.02,2758385061.93,1065668564.72,6782337921.78,4893997084.73,3126431232.14,1241990499.05,4131502073.79,2206920483.49,691081957.99,130766600.37,1364276058.94,962229725.45,528000302.02,94890337.37,1243139167.14,892200520.69,465598535.77,93989647.86,978516372.90,66562239.27,35527462.52,8088886.75,71689648.34,61253961.81,20884796.43,1689104.18,82187089.00,78395686.35,77048683.15,75861632.34,126289368.09,113736473.19,113087253.19,42771686.95,53611226.20,39719916.72,35341552.54,24071909.39,268273512.56,256631953.13,51702028.73,43338031.26,3140945.63,856834.48,856834.48,408298.65,73702352.38,714865.82,714865.82,714865.82,56742770.93,52926938.84,15628552.90,2870686.22,44577107.65,2842004.82,2455888.02,1261021.32,50770554.16,7492368.66,4788943.40,661062.08,92598944.75,27750882.57,15528177.60,2053551.63,80432955.64,58689430.99,50709422.64,0,1127059.74,0,11832064.95,0,20390140.80,27834664.08,84277915.67,52207831.92,124817339.67,64209278.30,167411820.37,0,177838919.16,0,170506114.60,0,134227793.97,0,105153999.91,0.0
5,营业税金及附加,6214601.03,56777801.76,38264863.68,17656435.98,5069390.37,47870149.46,33258122.02,21518228.03,9290554.13,32121104.16,19068040.77,9820930.20,498815.37,13430503.46,8552819.70,5211272.52,189651.66,11114858.84,6683269.33,2371613.01,90332.57,5905728.02,326142.44,170812.16,50718.17,2031770.88,1985339.96,530993.45,514643.82,11286749.79,8754050.65,8487317.62,8320854.57,20938814.99,22871508.97,22697087.76,6623081.30,9200236.91,4590209.08,3627019.71,2398302.80,27481907.44,24174699.75,5481348.86,4550928.51,438567.56,196275.29,196275.29,74761.14,7808109.09,114162.63,114162.63,114162.63,8138012.93,5079817.72,2432609.93,252020.51,6851242.26,218597.67,191544.55,100997.49,3848468.96,631704.21,382119.43,52326.72,7036547.54,2200897.05,1268853.81,168987.88,6792393.19,5101584.52,4566455.34,0,75995.49,0,13722.55,0,1631016.52,30385.44,286956.18,38568.06,1675995.36,87446.04,277917.81,0,437924.69,0,1500490.95,0,326195.07,0,908450.82,0.0
6,销售费用,17004563.30,147071902.66,98587879.95,58531920.11,14497771.06,148690946.17,91954536.68,53950365.53,17799853.65,144173328.10,94363753.06,52405970.64,15476802.22,160107029.31,123379817.43,90636741.37,14097546.66,80098037.83,17863154.64,4988753.62,1651335.41,7116951.80,324943.67,245061.95,77876.60,2544631.80,2382707.81,1547846.59,347723.41,1969638.54,1080462.66,395057.68,113056.74,1994472.06,1372829.63,1095822.37,363692.51,3207161.14,2154465.63,1697544.24,1430711.41,3128533.76,2662986.00,1732482.29,1626263.41,7770951.55,6476788.38,5780010.37,3664638.17,2599521.77,1135435.95,1031487.67,255875.24,864899.32,515532.40,215518.40,78092.60,174019.54,174019.54,99198.74,7446.00,1335605.81,874981.81,681578.61,355114.98,6058206.11,3877678.67,2172028.39,648519.50,4934889.18,2565259.53,1569180.12,0,110126.60,0,44606.50,0,247036.04,1489699.31,5047068.32,2742818.98,5546155.91,1689229.56,3914344.88,0,4186110.29,0,1877097.27,0,1490194.94,0,1022826.76,0.0
7,管理费用,52358709.96,246379115.52,160587884.87,97505729.78,48142366.65,241518683.42,153354614.80,134754343.52,45669933.75,161709585.60,102716565.99,58057209.29,24706411.95,113051944.85,79584885.09,50510899.49,28013184.44,121664148.76,68001611.40,42839230.40,17094643.32,104282437.85,7891562.01,4053780.28,1901814.59,20380939.22,12812494.50,6481388.65,2689570.90,10304113.31,8566189.62,5613594.48,2500555.51,14728423.40,11304767.34,7222156.83,3613106.21,7819934.05,6093663.42,3760889.48,1695868.49,10211204.12,8119763.78,5575221.02,929544.05,9191471.21,8393609.10,7020040.12,2036548.20,6638233.79,3449903.15,2112407.48,2083534.23,6688678.74,9769922.07,3972587.51,-686677.86,12791855.38,13678284.62,12633091.39,11247381.12,969122.87,8311620.10,4937591.52,4968945.75,6559557.79,11934544.25,11259532.79,9316359.14,-2098830.24,5670534.34,3489423.82,3216274.93,14237561.18,0,2697668.83,0,58556577.53,6336560.26,57146599.73,8596460.83,20647147.59,7359899.73,20770546.26,0,10954898.14,0,11809630.38,0,6642500.50,0,6613060.34,0.0
8,财务费用,31718319.98,152401665.17,116907889.69,69043694.51,37647910.88,167087126.28,117742110.70,76827070.24,34064562.03,145574256.87,97451489.29,60248359.32,28367988.88,97604531.00,73540364.32,43442817.65,24487073.93,77843811.03,58580937.25,34671982.06,17637437.12,67073902.51,-1607309.05,-1049941.52,-496010.22,6473860.31,6994331.97,3091920.11,1496967.88,1375623.47,7666.79,-15654.70,-9083.02,-104127.01,-122516.66,-64280.80,-23735.13,192763.82,241923.90,280101.89,145793.02,6953152.52,5531339.59,4081573.20,2133486.74,6673548.37,4827876.86,3216822.65,1550089.78,7386482.51,5559146.78,3717727.77,1845215.15,7193428.03,5081105.01,3357390.79,1598120.47,10275858.32,7580853.40,5063925.10,2552143.72,12271782.08,9604658.17,6858901.94,3817390.91,12505147.47,10127979.59,6571973.42,3299418.97,16468268.55,11496838.22,7448237.24,3518441.53,14851357.03,0,5851609.36,0,16463961.30,8398904.48,25389602.56,10271756.04,34172599.85,9814919.13,27483357.93,0,16078337.81,0,3535246.75,0,-3391775.26,0,-2464837.21,0.0
