,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6380095191.01,4203290554.66,2411801275.60,842311959.88,4806616779.94,3061314779.65,1751344563.75,581665230.65,4494788142.89,2835008816.31,1871938668.73,600484732.25,4403730404.35,2766031179.03,1694121382.94,699071264.75,3997420744.00,2450625417.73,1514562822.35,602904640.72,3671304783.02,2245643848.03,1261299049.55,421546736.22,3385571190.60,2129646421.26,1268320064.34,522775919.51,2891734580.27,1718449676.38,986769680.10,369149875.73,1969854616.05,1223843407.44,774649809.22,311611167.00,1877233577.53,1230029823.95,733361872.26,362639081.62,1888606184.67,1231296760.52,728705725.24,299838303.57,1529706823.35,1062273901.93,620524134.56,235650938.13,1197866699.66,782775292.07,449479690.31,190687512.25,791137870.02,510821851.84,298980658.64,124603172.09,557018991.77,348207260.95,221989779.68,96259609.84,200539579.93,125436504.15,80645027.51,42931796.15,135614009.44,88185327.11,51880512.97,102449976.40,91316308.57,0.0
2,营业收入,6380095191.01,4203290554.66,2411801275.60,842311959.88,4806616779.94,3061314779.65,1751344563.75,581665230.65,4494788142.89,2835008816.31,1871938668.73,600484732.25,4403730404.35,2766031179.03,1694121382.94,699071264.75,3997420744.00,2450625417.73,1514562822.35,602904640.72,3671304783.02,2245643848.03,1261299049.55,421546736.22,3385571190.60,2129646421.26,1268320064.34,522775919.51,2891734580.27,1718449676.38,986769680.10,369149875.73,1969854616.05,1223843407.44,774649809.22,311611167.00,1877233577.53,1230029823.95,733361872.26,362639081.62,1888606184.67,1231296760.52,728705725.24,299838303.57,1529706823.35,1062273901.93,620524134.56,235650938.13,1197866699.66,782775292.07,449479690.31,190687512.25,787378531.75,506963347.65,297298132.29,124122453.39,555634464.18,343433314.93,219591153.34,94505318.81,199625231.77,124910724.99,80249296.35,42686921.15,134907986.62,84945348.35,51604157.84,101552200.17,91180066.13,0.0
3,二、营业总成本,5862005086.32,3781756240.35,2208495669.90,813752887.40,4615962281.31,2872975334.91,1647276874.93,613826913.76,4296478780.48,2683049678.44,1759091338.44,595695152.44,4014439432.48,2508522121.06,1554747100.61,656586703.90,3659582253.51,2248067035.82,1389353352.99,573596453.18,3318149893.74,2039091055.82,1159815097.35,438736306.09,3015288918.61,1936555538.75,1152117992.33,496680391.84,2637238641.61,1599715881.15,917297868.90,369992622.79,1834822462.85,1154905005.49,719618668.81,298527190.47,1607554747.76,1030501267.94,606160720.28,289150606.47,1507507539.44,991941474.88,613906810.04,255750284.11,1235401569.57,843956202.97,524102966.49,213245399.74,961323219.36,631275235.83,390953950.91,169493119.38,621854362.62,421715819.00,255158018.80,107844226.61,451501181.83,278293931.79,186463951.54,82426114.88,141649228.02,87307624.88,54776698.66,32232268.67,93174395.33,60686343.61,37321335.18,76419324.96,66193310.68,0.0
4,营业成本,4510246016.78,2951830767.61,1705436910.62,594172560.94,3336086264.06,2110266143.98,1196709488.10,395768487.74,3038754498.21,1867928193.72,1239250235.84,389537986.14,2850461399.57,1821991511.09,1125440218.26,455653311.42,2651420825.22,1616791630.62,1005206389.32,386952188.67,2303565850.02,1393208624.70,775701970.54,262742592.30,2026159505.00,1275011651.28,759106807.63,299711756.74,1739767056.17,1050098660.85,590766917.26,224504527.12,1247560882.96,802300642.11,494214921.73,194579901.91,1094541173.18,710404047.46,412568571.55,198951132.30,1047135950.81,668077911.53,398333146.24,168405517.26,882887881.06,592391671.56,346750580.48,140093165.07,643044428.42,434755481.16,256951844.49,110207402.26,407000198.53,291592143.48,173068405.85,72738664.80,302602384.50,190831624.40,125227183.52,55580798.69,87981773.17,52370851.05,32483776.55,16885780.78,54516423.96,35764690.40,21555582.58,42443167.25,41291043.57,0.0
5,营业税金及附加,34982378.68,20655685.66,12504913.38,4579317.59,34376113.11,17149022.17,10684670.57,2431046.67,39245936.73,20172630.56,13841499.25,2884100.50,37705989.86,13913325.38,7676024.71,3296428.48,23408828.27,11622443.89,7216860.81,1721275.87,25608259.02,12508347.11,6365270.97,1864422.33,26627128.39,13397554.09,7741171.35,2347611.06,19732013.15,8225465.26,4039878.57,1050842.69,16181118.01,7941066.41,5226592.28,2368518.57,12900950.28,6751128.80,4557619.08,2048901.23,13674536.88,8044995.52,4780516.27,1664386.62,11019565.33,6035859.34,3382499.25,1128955.79,7558252.40,3598969.14,2085811.18,903443.60,4093845.54,1910420.40,864505.96,181372.76,3455444.36,1991825.98,1378647.09,604173.36,1755378.10,728966.32,681933.86,289591.76,1841670.00,1531391.87,1116597.95,1207358.53,979677.71,0.0
6,销售费用,671436567.19,449384994.06,257007257.02,129467700.45,572865314.39,371513619.77,211582890.33,88637100.32,579877428.76,400986440.30,254719551.06,105543168.19,560145226.10,356836280.22,222941340.24,99989197.08,513061943.81,328935871.82,197667845.86,100451397.97,465337373.60,308168937.46,187059349.62,90259355.40,470573370.48,329215006.84,190113388.22,103250322.21,456646607.89,290820727.08,164551052.88,70324798.94,294590117.50,179538180.71,114915170.97,49273562.32,244565900.74,165694142.71,104119589.05,41520483.57,214168508.11,156176932.44,102677848.28,36807958.87,154755879.75,115984124.54,88544863.22,32309132.08,136552155.91,106689011.63,70963354.00,31734184.60,118530306.48,75293205.02,50728014.25,19975567.71,75312123.17,46670166.78,32717690.85,16591655.05,26912070.74,13571111.29,10166460.22,9953356.44,18601703.13,12194085.23,7957677.08,16625178.21,13934828.08,0.0
7,管理费用,250635674.96,127682326.52,78360336.08,40478581.72,228127929.67,153024429.44,214554167.26,103536448.24,552974122.70,351034671.23,223882965.19,103485445.10,506855171.12,292241577.97,177891411.14,86821380.67,441505354.51,276818461.73,174748453.93,88630735.15,464825629.81,298833081.54,182293061.93,89162985.87,465256888.46,298514816.75,186225546.61,87205665.91,398039582.28,233663495.17,145204329.97,70672480.42,277020635.78,166221343.25,106853255.61,52563933.44,236217429.23,146843813.56,91383226.57,49541286.81,222432948.75,148956436.89,101107507.41,46883733.69,168215194.72,107263846.39,70971208.13,35969931.92,151441579.69,64376344.93,43687727.52,20264016.59,89950568.64,54291029.81,31729997.62,15572448.68,73298181.01,41326078.86,28250769.85,10340884.75,25994209.23,21292409.42,11601039.52,5175899.29,18140975.23,11076399.97,6598257.17,16128691.14,10087355.17,0.0
8,财务费用,7644009.64,-3326675.75,2988623.36,9268725.28,-33170326.25,-34866426.20,-8166445.26,26915864.54,32953638.29,24593408.34,11790228.18,1379206.41,-20350835.91,-6803159.06,-2557451.93,1391207.25,-6491534.04,-4793893.56,-1113162.49,-1601018.57,-3751092.26,-4321635.60,-5941468.81,-3759673.54,-14649298.67,-9989163.21,-3450136.84,-1544395.48,-8275401.99,-7562630.34,-5813545.64,-3000406.92,-15848041.17,-13024852.20,-10337011.76,-3598023.38,-14879052.59,-10052934.09,-8079439.05,-2276117.12,-595085.30,1052128.61,1562940.88,881736.06,11277877.08,9204458.02,5290732.66,2775236.26,13679867.65,10422319.48,7428507.89,3916931.84,2279443.43,-1370979.71,-1232904.88,-623827.34,-3166951.21,-2525764.23,-1110339.77,-691396.97,-994203.22,-655713.20,-156511.49,-72359.60,73623.01,119776.14,93220.40,14929.83,-99593.85,0.0
9,研发费用,387060439.07,235529142.25,152197629.44,70847322.34,345312963.64,215995190.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-35061320.92,132364022.69,39893354.84,21912103.93,-3462033.75,52673155.79,18334334.29,15606858.92,-7134753.90,79622481.74,30342585.46,23355558.19,9435179.00,36676835.74,18692521.32,5626965.56,-2558125.91,62563873.55,30693700.61,14336913.10,-1533376.27,41321324.95,30405673.00,12381215.36,5709431.40,31328784.11,24470163.13,18549235.86,6440380.54,15317749.77,11928625.21,8745739.98,3339297.61,34208346.92,10861069.50,1611153.08,-635080.32,10690680.19,9633069.89,5444850.95,1106951.61,7245171.63,13076243.12,9163082.75,968978.62,9046935.29,11433109.49,9836705.83,2467140.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,3683849.55,-25650.00,-18900.00,0,0,0,0,0,-34650.00,-34650.00,-34650.00,-34650.00,2800.00,16800.00,-2200.22,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
