,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1515155898.06,998265196.45,299180876.41,5246385610.71,2054894202.23,1174174230.53,292977693.98,5056842611.89,2258435929.11,932101497.03,340887113.28,3046137900.58,1665564315.79,889674937.23,235569012.99,2498138626.02,1019271547.29,554661141.68,190897880.21,1684528306.57,834144587.45,411809783.72,142557672.77,1116667792.78,585563793.44,300694897.66,86055630.18,1003032953.12,480225108.02,278070526.96,103572630.86,1000328080.65,421791186.65,254886358.18,86297656.69,686931909.08,324126793.30,237884485.21,107019588.63,577024583.88,212749857.20,146062133.86,58938025.82,303004957.99,169499761.53,102686120.25,31441845.50,219254748.82,164443915.71,96430636.56,23987591.04,280220405.42,213889926.90,124239755.69,52170906.93,183730313.23,116360273.07,77007015.12,24387040.53,204834674.55,144232654.52,68564436.91,26206683.12,183359532.27,138428376.54,71848413.15,105305352.95,62349160.78,0.0
2,营业收入,1515155898.06,998265196.45,299180876.41,5246385610.71,2054894202.23,1174174230.53,292977693.98,5056842611.89,2258435929.11,932101497.03,340887113.28,3046137900.58,1665564315.79,889674937.23,235569012.99,2498138626.02,1019271547.29,554661141.68,190897880.21,1684528306.57,834144587.45,411809783.72,142557672.77,1116667792.78,585563793.44,300694897.66,86055630.18,1003032953.12,480225108.02,278070526.96,103572630.86,1000328080.65,421791186.65,254886358.18,86297656.69,686931909.08,324126793.30,237884485.21,107019588.63,577024583.88,212749857.20,146062133.86,58938025.82,303004957.99,169499761.53,102686120.25,31441845.50,219254748.82,164443915.71,96430636.56,23987591.04,280194185.64,213871893.44,124222991.46,52170906.93,183665829.02,116303881.78,76988199.73,24380935.24,204612367.60,144010347.57,68404644.63,26165846.88,183241912.98,137969060.30,71744081.34,105211106.61,62337818.17,0.0
3,二、营业总成本,1606870154.03,1061775723.76,361156307.93,5043285572.51,2130718742.29,1224611629.53,353856065.70,4842088806.05,2184200601.30,986571895.67,342334683.79,2921867675.72,1643881146.77,891636593.24,241244460.14,2391072496.99,997303388.77,550502429.86,196789671.38,1621321573.66,810171338.09,408276466.95,147275978.51,1072728554.30,582247747.23,299361748.44,89272120.94,960646399.60,474918629.86,272576644.60,106706541.38,956811853.83,418952101.27,249635039.20,87896513.49,644076867.64,314458424.69,226492954.75,104621364.29,543716183.83,209631021.76,143638917.95,58298706.06,282742946.96,160564955.27,98300938.61,32699538.69,202028214.92,154331593.97,91031819.91,23673601.27,259686884.85,203397880.88,114720237.49,51337597.29,163390256.17,104905505.60,70063691.73,26841400.51,185851622.32,128406135.14,60853219.26,25138091.71,161197072.07,120237290.14,63637196.17,90550338.62,49973071.67,0.0
4,营业成本,1271611453.85,835671453.07,246437146.38,4462157335.49,1819779689.74,1012420450.05,255157714.25,4368752343.65,1911476464.36,787233803.05,288570993.07,2672972629.73,1471745377.92,767840443.37,187675425.90,2136537686.12,853117669.09,449647892.99,158704380.46,1382013275.65,680839624.50,323035818.07,109290336.75,901384121.27,475987805.74,230567380.60,57820536.76,821893748.57,395977869.51,224596180.07,77459375.50,803301327.64,344403826.11,205704696.67,67925899.67,541110701.95,245834330.26,179076855.78,81329756.21,440905963.44,159946845.64,109064576.71,41829092.63,234518162.20,128006161.55,77063579.51,22185339.45,157151862.70,118345115.66,65278425.08,15521605.38,214068241.87,171258248.48,94063632.18,40806280.30,129921012.81,83227913.84,56210537.65,19671089.30,154655641.72,108639705.97,48199585.37,19658713.00,137497410.66,103463037.72,52231684.62,73692040.98,37387053.19,0.0
5,营业税金及附加,4346074.14,3431912.13,490070.21,19908251.17,7398311.55,4799471.12,2711863.87,16928529.87,5287860.48,4626704.83,800373.90,5399096.89,1654609.41,1425348.40,811829.18,8438878.16,3001540.04,1277995.89,470452.79,9916714.37,3790045.84,1586954.03,705990.92,7563818.06,3576458.63,1865079.95,822790.08,3616800.78,2025585.52,1581482.84,1478758.28,3081255.19,1472933.02,836031.02,690200.00,1551292.67,1015577.88,854298.94,468361.03,1919554.74,1206052.69,1022686.40,976442.94,562266.65,170620.29,115995.45,27582.25,648337.90,1253183.29,1062797.85,279025.10,1125316.52,780486.12,670866.17,412697.63,1000835.74,857612.05,798534.78,732937.20,684521.56,648374.89,235124.04,29855.71,640705.00,546488.70,149477.06,357757.62,442184.25,0.0
6,销售费用,97927001.59,64782873.25,31579852.87,113760529.77,83637146.04,55524783.94,29968229.67,111707622.05,86067507.62,56406335.13,25302470.20,88672217.12,65742154.35,45876083.36,20271840.58,68327168.72,48085724.82,31502910.31,15595999.18,67031284.51,47715352.37,33453155.66,16436500.72,72859473.50,49804829.04,31927502.26,16594397.12,73558840.89,40440660.30,24378972.07,13785115.70,76488537.43,34426287.83,20760409.89,8298513.18,40640983.71,32473816.58,24379306.60,12332267.14,39399594.13,26753725.60,18664337.54,8550584.27,19680302.25,14929819.05,9541135.04,4670281.05,15830086.93,11551081.95,8147369.41,3494412.35,11512429.19,9738603.30,5797623.80,3935411.01,11002348.79,7495198.62,4784353.42,2216310.05,10124667.83,7450013.74,4581590.57,1925251.08,6115060.68,4373653.21,2946108.01,3157431.32,1118061.27,0.0
7,管理费用,166267727.24,110929883.11,59679220.52,195891900.97,143745524.61,108178599.52,54940039.56,251232665.03,141906949.39,95984407.16,25361065.98,109155867.61,66137601.50,45100336.98,26892160.78,108175935.80,59136633.82,39209614.88,17198864.16,116047735.01,61208373.29,38797066.71,17198181.73,70552069.72,40272925.05,25407585.16,11727612.77,47486687.19,33560458.09,21526522.54,11375236.92,46631068.76,32078355.85,18232043.10,9667358.48,39998289.58,30095120.78,18133560.47,8604596.80,47863573.12,19970281.11,13338307.45,6366618.04,25063461.83,16372226.65,10566566.90,5544725.54,26483443.51,17460418.44,11468607.60,3924763.92,31230325.09,20494638.74,13405602.82,5782107.68,21485670.96,13819454.16,8177786.84,4061744.07,20463919.86,11808118.49,7471651.05,3220663.17,15325814.17,10848315.53,7662732.53,11983754.04,10720801.65,0.0
8,财务费用,32872431.24,24748901.78,14273289.42,45599030.44,35518920.99,23645269.69,11078218.35,32696416.54,21418380.12,24277206.17,2299780.64,28428750.67,18824613.59,11617591.13,5593203.70,25844258.80,15888066.57,10790261.36,4819974.79,16061047.07,9338732.25,4124262.64,3644968.39,11508709.57,8058623.12,5047094.82,2306784.21,10538939.30,7228465.65,4807896.29,2608054.98,7127291.52,5203346.46,2734506.52,1314542.16,5477765.46,3944930.93,2954284.70,1886383.11,1669754.22,1256011.26,1018896.39,575968.18,2381102.88,2081264.67,997222.96,271610.40,2283723.16,1612042.59,963140.70,453794.52,1750572.18,1125904.24,782512.52,401100.67,-19612.13,-494673.07,92479.04,159319.89,-77128.65,-140077.95,365268.23,303608.75,1618081.56,1005794.98,647193.95,1359354.66,304971.31,0.0
