,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2982034952.03,2421592681.05,1719004321.63,951424447.25,4710672876.03,3775380444.11,2587225091.97,1173333019.27,5366490321.80,4021214603.87,2609791752.06,1248789207.89,4875817833.20,3475568379.90,2206340292.45,1038364832.79,3808778593.35,2795110947.98,1144934230.60,563256853.34,2931164388.35,2268481719.75,1468556806.45,625142746.90,3277439678.62,2437405235.80,1625726769.84,771444584.81,3552361540.76,2498338608.61,1678187832.55,685321329.47,3823992558.68,3156511148.96,1864096212.35,1180280069.01,3805268645.21,2761772717.87,1761193761.05,1015716832.38,2340465844.76,1329198692.41,729603710.51,296995794.50,1634642428.61,1375341586.81,879616723.37,441799956.82,2087321432.42,1440750373.70,896161976.39,391807234.14,1320958812.06,961097975.39,601559886.30,985574111.33,789667648.55,0.0
2,营业收入,2982034952.03,2421592681.05,1719004321.63,951424447.25,4710672876.03,3775380444.11,2587225091.97,1173333019.27,5366490321.80,4021214603.87,2609791752.06,1248789207.89,4875817833.20,3475568379.90,2206340292.45,1038364832.79,3808778593.35,2795110947.98,1144934230.60,563256853.34,2931164388.35,2268481719.75,1468556806.45,625142746.90,3277439678.62,2437405235.80,1625726769.84,771444584.81,3552361540.76,2498338608.61,1678187832.55,685321329.47,3823992558.68,3156511148.96,1864096212.35,1180280069.01,3805268645.21,2761772717.87,1761193761.05,1015716832.38,2340465844.76,1329198692.41,729603710.51,296995794.50,1634642428.61,1375341586.81,879616723.37,441799956.82,2087321432.42,1440750373.70,896161976.39,391807234.14,1320958812.06,961097975.39,601559886.30,985574111.33,789667648.55,0.0
3,二、营业总成本,3429607818.80,2734106407.09,1894650227.94,1058734271.85,4831987534.18,3795945527.77,2606290748.87,1182151773.88,5228029908.47,3837700366.51,2514704968.12,1199617325.16,4641046816.53,3281018671.93,2118038161.69,1016667526.39,3738710444.76,2755519021.63,1159731950.50,586778669.19,3070458360.37,2341933435.51,1532142353.28,670563965.99,3264600461.31,2404420194.67,1602822237.89,757362732.75,3623525837.44,2595994218.97,1787300939.78,714350711.40,4636642888.51,3622799796.48,2159000883.42,1138584777.91,3680416114.85,2668350408.31,1635051121.42,922889288.05,2103125928.34,1226425652.42,702741383.71,300250433.29,2030709236.35,1519145635.01,882045393.60,422925091.27,1681959094.80,1140686730.26,705422008.66,339590170.13,1171274661.67,857418033.90,537591176.31,879170024.10,698669999.52,0.0
4,营业成本,2782608852.44,2252978265.04,1576538975.84,877105501.63,4325188609.58,3475038054.64,2396294518.78,1074206261.97,4776363041.13,3529891038.90,2301803157.82,1094869865.43,4237880577.15,2987437685.29,1924597978.10,924987177.58,3284153253.77,2436527944.18,1021068581.16,521252322.70,2717060139.37,2092464851.83,1364027441.56,582529288.35,2893988161.15,2146938393.28,1427031529.51,663182943.98,3307035507.71,2362829129.63,1617370646.22,690262702.76,3934243014.61,3215876601.08,1833440433.59,1058096202.63,3352291789.00,2445813647.13,1467806289.79,832204386.05,1848121675.72,1053753037.15,606213539.34,345345880.40,1678329953.44,1347402254.44,787793796.64,379277796.13,1480191544.63,987217181.43,612961851.52,295617310.54,1036657462.49,763719205.09,478726940.14,785484648.11,635561084.24,0.0
5,营业税金及附加,23867879.38,18413273.53,11137732.66,5724822.43,26296331.43,19980166.23,13427437.34,5851296.73,29500293.46,21901373.15,11900084.72,5379286.98,26243543.80,7128120.57,5398188.38,1049084.19,6966580.50,5010600.59,3425244.83,984860.49,7306307.50,5412255.58,3221203.50,470853.51,5608473.76,3897904.14,3008898.83,864007.55,13643418.73,5915933.97,5161228.65,2081762.41,4395856.06,4142601.60,4142601.60,3031348.88,6109995.73,2986348.75,892104.25,226754.78,5190594.03,2938653.99,1878020.18,901432.52,3112722.59,1204305.46,49733.38,49298.38,9722510.00,8821720.23,5327231.93,1361506.77,5062040.54,4169175.54,2194016.98,4015358.84,3230907.66,0.0
6,销售费用,91977871.67,74335984.17,50274915.63,22530009.43,111598239.00,87277411.66,59665968.47,28596950.13,133012441.24,100110849.04,70237612.54,38395131.57,125895478.14,93914537.42,64708161.88,32495588.94,96678677.57,67304127.96,38172199.83,26742172.97,140356026.78,105645076.87,66916817.28,31300661.19,148618868.32,108707350.15,72650410.28,37183460.88,126710119.74,82774091.79,62906033.09,20970643.32,157296452.18,98542696.93,53557168.24,27172171.03,122888512.72,78979699.46,74911527.72,45973238.63,107283804.91,75727154.96,41964784.50,16223068.95,73850708.21,41812966.68,31068262.60,13330616.15,75112410.47,57005048.67,37693908.04,17342830.58,67764528.65,47861513.26,29782761.08,41838885.64,22151710.30,0.0
7,管理费用,392498899.45,289784279.66,179843458.96,63261466.31,215423702.76,162518143.95,106218919.70,50224074.09,225463603.08,141778386.89,103121983.60,46350296.86,189192564.11,143032875.32,88552785.18,44333087.50,233443373.19,180669785.86,69296642.52,23903879.42,103130822.08,64433229.59,42773134.76,20012246.93,94969638.27,71911431.54,48296342.34,28009691.70,104908108.12,82924485.62,60250653.67,30556440.88,124423235.02,76004471.86,47708888.17,26253331.90,116769428.32,84538664.31,53079196.86,26933861.34,88537798.22,51562298.68,31177407.93,16891898.97,106643027.62,50119285.72,34446092.50,17952426.27,73660992.52,59234134.79,31445392.27,15480006.93,39635452.63,24888755.47,16642986.96,32334678.94,27987415.08,0.0
8,财务费用,117804224.78,78234009.03,57105053.77,25530720.69,68704646.09,54401872.98,34004025.49,29937972.13,44726782.13,40497210.09,26046941.86,11551331.57,56543643.29,45643007.99,29367143.58,14980513.90,82811527.29,67317131.70,32460577.20,17384431.04,72424097.25,55553514.46,38202628.24,18904361.66,85609187.22,66314363.90,45651318.90,24357535.80,127447360.98,99662131.21,75192744.96,36927039.75,131870734.17,83803688.12,56433865.96,25856339.29,80902444.90,56082780.02,38082405.26,17320092.65,49211174.65,35644159.20,21066519.36,11144395.02,55949523.30,42274898.04,26075276.30,11114826.12,40765391.29,25889645.02,16486568.79,8806125.20,22985926.73,15608004.72,8925385.95,14217116.28,10213050.90,0.0
9,研发费用,20850091.08,20360595.66,19750091.08,18857482.39,57388175.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
