,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2739209730.93,1853036019.05,932134661.99,3838392197.48,2771283334.53,1862057207.53,942006366.62,3399324143.50,2002554774.35,1109308871.43,488768340.81,2175221187.39,1211585737.13,773952491.85,375702316.45,1181728223.15,756338709.59,423748874.26,170997907.64,685657650.19,536627291.41,365094595.85,175313420.22,564725360.31,422159377.46,312358153.87,166522691.59,336964448.10,257529682.81,165524646.01,74188878.13,307244763.73,224639865.34,146337813.47,65262496.84,299331669.31,225164591.65,136798766.65,48062629.85,285116048.01,211680330.20,142571628.76,73349722.06,285838392.68,217134971.88,139971768.00,70311059.42,198231917.72,149771304.91,96116195.79,47567723.11,130103412.23,100225011.37,83973043.96,0.0
2,营业收入,2739209730.93,1853036019.05,932134661.99,3838392197.48,2771283334.53,1862057207.53,942006366.62,3399324143.50,2002554774.35,1109308871.43,488768340.81,2175221187.39,1211585737.13,773952491.85,375702316.45,1181728223.15,756338709.59,423748874.26,170997907.64,685657650.19,536627291.41,365094595.85,175313420.22,564725360.31,422159377.46,312358153.87,166522691.59,336964448.10,257529682.81,165524646.01,74188878.13,307244763.73,224639865.34,146337813.47,65262496.84,299331669.31,225164591.65,136798766.65,48062629.85,285116048.01,211337908.81,142385828.37,73349722.06,285838392.68,216446969.56,139520507.23,70225794.09,198231917.72,149718655.06,96116195.79,47551963.86,130103412.23,100225011.37,83973043.96,0.0
3,二、营业总成本,2809035861.44,1845386704.01,879724771.55,5126226020.39,3024507964.70,1705704350.01,848793979.61,3102389471.38,1698151316.11,935880175.89,412328066.69,1748887421.91,1009437742.34,635034194.17,297148829.44,859460255.40,550344853.55,326502123.16,109859407.16,403534276.30,287994917.42,186637510.11,90719895.60,364025642.40,260767221.11,189531205.78,105305282.96,260485408.12,196496553.32,126074221.68,53911945.24,232879925.97,166773217.99,110756725.33,48504001.78,226577939.87,167792280.86,105565740.91,42783123.15,231885240.07,173608805.13,118562172.18,60166301.49,240060554.34,174512411.31,109440567.85,57371001.99,160391597.67,120686677.95,75477742.37,40060849.11,108848115.74,81427351.06,70294109.70,0.0
4,营业成本,2010592524.55,1354495794.64,612908719.19,3011805209.84,1922510723.48,1282690920.72,605092397.11,2317699669.85,1344450829.03,759926006.70,322637925.06,1392103768.39,816772234.24,514598236.91,252447706.51,628271158.01,391948661.08,215856321.21,79400365.28,274275838.36,205301091.05,127440929.02,63462844.17,174652665.01,125401485.69,89465825.74,50687235.15,126314880.44,94938384.75,60165425.25,25757245.49,107026980.48,77544889.16,51478482.82,22751771.83,108866822.57,83807632.23,52956241.52,19796882.44,119120986.07,89290017.41,61704677.16,31330012.62,129312633.77,97333282.34,61705412.80,31154000.25,101987284.05,77516731.89,50332685.57,24821027.32,79986283.53,59028640.33,45502323.57,0.0
5,营业税金及附加,8401901.57,5262451.24,2506986.95,14379230.60,10030580.09,7319097.21,3960738.11,22814943.01,5321557.17,3338099.93,1103052.85,7840942.58,2129338.34,1506282.30,633573.69,7003629.19,3856404.97,1950251.91,698260.60,5080632.04,3963424.76,2832025.67,1453448.17,4401581.35,3228508.55,2599862.70,1288143.28,3446279.90,2558484.51,1548297.93,603472.96,2288626.08,1842485.11,1170351.15,504681.19,1968808.76,1519585.36,622701.97,150079.88,1122125.85,849165.94,727508.62,363934.16,1358751.34,1064253.15,696688.66,343625.10,1004600.78,853294.46,533357.52,257266.15,427097.78,573008.53,381310.02,0.0
6,销售费用,142622777.83,94064078.28,37394559.93,190343087.03,114275434.75,65632355.88,27230811.91,73596070.71,48724943.84,31132867.82,14970721.54,52980899.82,36231631.91,22484767.34,7973926.36,14344567.24,6886780.68,5176010.43,2276300.76,9115014.76,4427142.71,2431886.38,646868.75,110270040.71,92838585.86,71225884.44,41247952.68,94251305.74,72024987.32,46805920.59,22256663.37,92173429.10,66956272.13,43901344.03,19578749.04,84099991.80,61650570.98,38303654.66,16821920.45,80969502.69,60411731.25,39744155.10,21972693.87,81008490.65,59390349.38,34194879.26,13362525.40,41428836.28,31577400.01,20786641.00,10990522.06,14190348.85,10854256.26,10800924.31,0.0
7,管理费用,381044189.78,241132809.18,180718632.67,578114696.41,465801163.39,263672523.67,187455732.62,433683216.07,221282081.61,120249793.68,61160162.21,202648483.39,147662364.27,99748041.60,45897789.96,109497309.02,83762472.51,52320873.79,19120022.69,71221117.23,43048176.21,29066607.62,15357917.87,59757758.72,26171400.23,15340967.26,7108228.52,31293659.50,23454310.18,14361637.51,5349271.19,28376182.12,18357829.05,12557600.40,5559867.80,28985544.69,18676916.46,12014005.65,5690394.21,30863700.86,21668760.01,15029130.09,6485421.21,22222248.91,15716673.21,11871458.02,11924935.66,14689854.03,9804605.11,2219121.42,3490742.98,12198793.93,10382580.66,12138397.98,0.0
8,财务费用,265309378.09,150363645.63,45356388.68,525431239.34,174580240.56,86391544.13,24964683.93,165024021.04,78185842.94,21182330.76,12360192.03,16089937.16,4062861.97,-362468.78,-1820475.53,28597397.18,31078130.72,27449131.70,8364457.83,23897903.48,15224203.78,8835182.50,4416784.94,10952536.85,7491239.44,5262664.30,2778649.66,2982347.46,1780510.24,1453064.08,-54707.77,1220132.64,703704.28,280908.67,108931.92,1241125.65,1090045.35,621606.63,323846.17,25019.05,0,28717.36,14239.63,44429.54,0,21237.86,11104.33,1020849.74,0,746985.23,3806.60,1539377.45,1288201.52,751182.40,0.0
9,研发费用,1065089.62,67925.04,1200758.55,8267725.25,58440.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-361274.42,797884831.92,337251382.35,-2091.60,89615.93,89571550.70,186061.52,51077.00,96013.00,77223390.57,2579311.61,-2940665.20,-7983691.55,71746194.76,32812403.59,23749534.12,0,19943770.43,16030878.92,16030878.92,5382031.70,3991059.76,5636001.34,5636001.34,2195073.67,2196935.08,1739876.32,1739876.32,0.00,1794575.55,1368038.26,1368038.26,0,1415646.40,1047530.48,1047530.48,0,-216094.45,1327983.85,1327983.85,0,5138208.88,0,0,0,260172.79,0,858951.63,0,506214.20,-699336.24,719971.42,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-6723314.66,250009.99,7186802.02,-17610750.37,9938.00,0,1959479.16,118271.79,0,0,0,3691031.56,654551.97,0,0,5792940.95,5810997.92,5810997.92,0,0,0,0,0,320000.00,320000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,455160.11,0,0,0,118271.79,0,0,0,657367.79,0,0,0,-18056.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
