,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,295636570.30,184927045.32,66901123.25,338884725.17,247470407.38,166233982.10,83558950.37,202505533.88,130639588.55,83830971.64,39882865.80,44428711.88,20698059.52,695480.48,370020.00,15594157.75,12559616.72,9373585.10,298630.00,14724901.86,1875639.00,1794779.00,1596639.00,12722138.00,529168.50,352779.00,176389.50,11284146.00,4861427.50,3006659.00,2242617.50,13311294.00,13137256.50,9920219.00,421797.50,84284039.00,83798504.00,54447687.00,30770455.00,63057511.18,36137945.00,25997705.00,11514079.00,66745934.51,61458580.46,48351754.84,23998926.45,195968919.56,94294553.00,70784556.61,27670881.72,148047591.07,97234224.15,67614183.56,25219860.46,45319482.24,20433214.49,15897435.13,10894702.22,75524093.09,60703715.30,24487023.90,10474936.07,41187228.09,28409587.17,16202289.88,8234057.75,14124838.29,3981272.00,5051350.27,367543.05,11776422.78,8412262.37,-445890.56,185912769.88,403237991.05,28366864.93,108398974.11,64815897.63,167152796.43,61687387.65,94435663.83,37440091.94,130904781.17,50779063.67,126321306.37,56654401.93,111250331.31,90074606.77,0.0
2,营业收入,295636570.30,184927045.32,66901123.25,338884725.17,247470407.38,166233982.10,83558950.37,202505533.88,130639588.55,83830971.64,39882865.80,44428711.88,20698059.52,695480.48,370020.00,15594157.75,12559616.72,9373585.10,298630.00,14724901.86,1875639.00,1794779.00,1596639.00,12722138.00,529168.50,352779.00,176389.50,11284146.00,4861427.50,3006659.00,2242617.50,13311294.00,13137256.50,9920219.00,421797.50,84284039.00,83798504.00,54447687.00,30770455.00,63057511.18,36137945.00,25997705.00,11514079.00,66745934.51,61458580.46,48351754.84,23998926.45,195968919.56,94294553.00,70784556.61,27670881.72,148047591.07,97234224.15,67614183.56,25219860.46,45319482.24,20433214.49,15897435.13,10894702.22,75517426.77,60703715.30,24487023.90,10474936.07,38919611.43,26141970.51,13934673.22,5966441.09,8299726.48,1568353.00,4922143.66,360743.07,12202943.89,8398127.16,9430586.54,185898790.86,405011801.04,27224664.45,108358162.48,64795575.48,166687391.76,61221982.98,94435663.83,37440091.94,130904781.17,51218727.10,126321306.37,49752065.01,111145853.90,89065744.81,0.0
3,二、营业总成本,99459271.43,61380455.46,32610747.84,200998278.52,160385818.56,108617511.22,57141244.14,122399271.72,70811507.00,44302763.13,20121963.95,41877170.02,20659971.90,1323613.88,-1107667.45,20777243.28,10289620.86,7290869.51,828626.15,29860622.53,11417861.57,6481517.79,3497454.07,18106814.95,4965496.89,3639803.77,1717950.62,11093200.25,6086800.07,4067140.11,2781511.23,13232945.28,12712172.10,9451235.43,2554141.75,57052594.57,56004305.75,35751817.30,19932573.31,48401600.13,25559153.41,18195711.28,8092174.33,66333561.10,49646901.08,37227565.75,20513578.01,166255331.23,81688922.50,60464367.68,25554708.84,126617645.49,84073371.62,57633110.40,23390191.33,53505784.24,29477374.90,21656933.58,12785903.92,69242623.82,51950431.97,31956564.33,16141812.33,44564255.48,35011838.39,21190322.39,10231490.30,33621194.19,20103992.00,26851497.75,8013905.11,111522642.90,26345110.55,51660962.14,185322615.88,346238427.16,31394250.56,107198480.07,58954443.79,154754490.49,0,130407305.00,0,161797282.31,0,110965195.65,34211874.29,87519319.45,79848563.97,0.0
4,营业成本,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23322834.11,10304167.96,271898.44,65990.40,14994410.84,12009461.54,9011587.72,13872.24,13441939.25,656272.14,642399.90,628527.66,5953168.83,141096.87,94064.58,47032.29,5574093.79,0.00,1457884.55,1097208.93,5586290.55,5550668.73,3916975.69,164695.86,35784608.34,33517885.10,18980833.26,9976470.44,32493240.73,16872694.24,12295860.17,5708408.48,31800179.16,28135763.82,22488386.76,11650707.14,117209980.41,51943825.25,39862793.94,15904164.35,87398288.59,58460055.23,40204112.99,15279515.11,16797323.63,3510594.84,2638366.18,1624892.89,8648816.29,6253325.47,3948307.96,2073673.07,7292536.66,6653086.99,2675165.29,966472.59,11125139.60,2059824.00,9400748.35,449754.20,18748684.26,10985892.27,17085141.67,136734442.22,279679964.72,18842916.40,73703344.50,42111691.23,137004680.78,0,120468296.18,0,145348414.10,0,99500771.38,28694469.00,65818263.49,57712474.75,0.0
5,营业税金及附加,1591564.69,1166036.89,458223.31,5695828.60,4850635.39,4409902.08,2114792.62,713064.95,1136147.85,743082.01,261238.24,1827190.76,2301697.14,48557.42,66385.69,1718354.88,47329.02,19350.97,16723.29,467250.12,207108.95,203193.43,169906.40,891970.62,29633.43,19755.62,9877.81,848125.05,257604.71,168372.91,115840.48,224886.09,1591333.35,1420925.35,20340.03,12549234.47,16565403.80,12205481.31,7404754.69,6339601.90,1987581.76,1429868.56,633274.35,3683260.00,3392423.51,2532186.60,1324674.46,16664188.22,7595069.96,5628004.91,2265494.31,12146299.66,5365127.29,3727843.78,1390214.95,2246026.43,869713.48,614924.64,334406.11,2846064.70,2404696.62,755985.81,312095.84,815430.08,393083.99,274441.18,150639.29,70037.85,307.00,48081.99,0,56588.44,14.16,988.70,7520344.94,19698885.83,227566.20,1676136.02,1232791.75,2142767.72,0,0,0,215812.50,0,1240965.45,1090000.00,12425411.70,11093259.01,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83426.70,20680.50,6090.00,6090.00,140370.72,120294.72,93345.72,62963.00,69519.94,45604.94,41049.00,18823.10,116158.57,110808.57,102760.57,69154.57,177093.95,176619.40,130282.40,77755.40,491508.87,397028.15,321064.80,239580.00,1631437.82,1241124.19,742568.59,407003.60,7925444.84,7324126.17,4808784.32,2807477.59,9906475.15,7624910.80,5226869.66,2641049.78,10000496.23,7417764.08,4695741.54,2605169.15,14628977.00,11383298.58,9142239.72,7219735.66,31212198.04,24155025.76,14655145.81,7063890.04,17478233.83,11938052.77,7158641.16,3153636.16,1777889.02,60699.00,620717.85,97376.00,1793342.46,613767.25,441969.09,640628.58,2291594.21,349777.84,3836314.88,1284895.16,1621412.03,0,780255.13,0,2550915.43,0,1347122.50,302139.19,780228.26,935627.83,0.0
7,管理费用,64288621.82,40462727.09,20786198.95,73390800.97,57792017.71,27803044.52,12328641.27,44133090.30,30010651.65,18315908.93,7965957.29,15456316.28,9385646.69,6072016.51,2834806.10,15171530.58,6840727.22,4884978.58,1680892.29,13576085.91,10226438.76,5483554.50,2885608.09,10991877.32,6124673.18,4406073.40,2077321.82,6871661.17,5151939.45,3806306.13,2140981.69,8842053.55,6422199.83,4672224.48,2634592.25,9573517.92,6345463.49,4688388.71,2526056.25,8911829.27,5894425.53,3968558.30,1533286.84,21108351.86,10484835.22,7433292.53,4389775.33,19338365.84,12136931.08,8067416.20,3922281.77,12761484.03,9409788.38,6551937.00,2825248.42,14393147.58,9805377.66,6658274.40,2348690.28,20190156.43,14290024.97,9457095.76,5140828.43,11456608.31,10999040.10,7556155.82,4149021.32,7628185.88,10210224.00,5674231.63,2277804.27,71636585.28,6684797.50,12284537.43,14081456.67,17951479.65,4219742.65,9509900.83,4066461.81,3935600.94,0,4662722.38,0,7945357.71,0,4656978.91,2465051.18,4846524.95,7629384.90,0.0
8,财务费用,33579084.92,19751691.48,11364825.58,110106347.81,85185086.68,63853797.72,40281311.47,69515921.25,39677969.84,25237833.28,11912453.94,4860656.06,2310720.62,-1450535.18,-431620.84,-12978834.42,-10578205.08,-8459222.43,-942136.82,406763.12,235585.34,85364.90,-96188.23,-1908740.06,-1373647.68,-910406.72,-431844.42,-2320489.94,-1975463.94,-1475426.02,-648929.99,-1561077.33,-1021963.33,-682567.96,-336584.19,-1093474.27,-820142.71,-473079.59,-234361.29,-185196.11,-83047.80,-32365.74,-1849.00,2403834.71,1410616.39,994435.87,486759.13,2943623.76,2388185.41,1679282.97,821718.63,4311076.98,3420636.64,2453475.09,1290043.70,5440309.60,3908390.34,2603128.64,1258178.98,6345388.36,4847359.15,3140028.99,1551324.95,7521446.60,5028574.54,3525918.94,1811720.94,13019941.84,7772938.00,11107717.93,5188970.64,19287442.46,8060639.37,21848325.25,27340000.73,25024424.67,7754247.47,18472783.84,10258603.84,10050029.02,0,4496031.31,0,5736782.57,0,4219357.41,1660214.92,3648891.05,2477817.48,0.0
