,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20141231,20140630,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1007890013.01,816267935.17,507164501.77,173756522.05,1244331972.84,777557836.29,458856584.52,137324540.04,841892319.97,509369712.78,295341127.67,70332872.27,545506612.64,319976899.92,209026376.41,31384430.10,443525085.57,520643361.37,208213378.73,406184512.35,299728695.10,229356667.24,0.0
2,营业收入,1007890013.01,816267935.17,507164501.77,173756522.05,1244331972.84,777557836.29,458856584.52,137324540.04,841892319.97,509369712.78,295341127.67,70332872.27,545506612.64,319976899.92,209026376.41,31384430.10,443525085.57,520643361.37,208213378.73,406184512.35,299728695.10,229356667.24,0.0
3,二、营业总成本,864118220.10,715204687.41,445306226.01,163696987.56,1090326279.07,679108897.50,401716309.01,130673979.53,735597426.92,446427753.97,260583884.76,67684721.92,482413622.16,292016244.78,190911286.45,36264506.79,387346613.28,459314775.16,189858688.98,349649828.59,260325205.11,208311328.54,0.0
4,营业成本,734237144.64,604703754.60,373278512.75,125814361.53,933102914.69,578787177.87,334754799.86,100590882.83,638309444.69,383693198.94,223417898.19,52427297.37,410277986.12,239236008.48,154608158.80,23039092.04,311693393.12,385786222.68,159012317.57,295588134.01,220766634.55,179448227.09,0.0
5,营业税金及附加,1528916.95,352687.14,166599.60,142676.77,1692118.25,935308.79,762531.13,508193.81,1384583.64,963463.41,730576.71,39845.67,1395514.86,1141073.25,1032712.86,135850.64,12126252.81,13782353.29,5570718.07,10454017.14,7623094.88,6813771.74,0.0
6,销售费用,3713165.61,3065258.45,2106698.14,809372.67,4724362.65,3695221.09,2632329.44,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,66667979.50,55965194.90,38779218.63,18021539.97,80268138.76,74225184.93,49609406.49,21803439.82,86472822.53,57527766.85,33628775.48,14657465.59,60470879.51,44073697.42,30544447.40,11522936.43,54390678.29,50786229.19,21622630.26,40411204.31,27617553.75,17961729.71,0.0
8,财务费用,23623827.84,29413189.54,18983245.61,10142999.04,22082893.12,20293879.43,12112598.68,4951643.91,8803908.58,6038175.38,3963302.67,1743804.69,7632788.45,5798458.93,3919958.44,1566627.68,6923309.98,5049325.13,2231501.02,3647171.11,4664074.75,2962224.23,0.0
9,研发费用,34347185.56,21704602.78,11991951.28,6321864.99,41339155.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,2444172.59,7116696.51,1172125.39,1844643.41,2819819.16,626667.48,-1794850.61,-1156668.29,-1183691.40,2636453.22,1767006.70,806008.95,0,2212979.08,3910644.87,1421522.06,-450697.98,-346152.82,1125375.77,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,985282.67,308940.54,106133.13,-220243.56,971215.29,-52849.16,-34284.86,-14262.51,402695.44,410563.52,206240.12,-33233.18,-106838.61,-46125.73,-27219.23,0.00,-83971.90,0,0,0,0,295335.68,0.0
13,其中:对联营企业和合营企业的投资收益,0,308940.54,106133.13,0,651309.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,156376385.61,108235451.71,71937061.96,9989290.93,156924072.74,100276202.63,58957790.65,6638098.00,107899824.13,63510922.33,35121883.03,2614917.17,62986151.87,27914529.41,18087870.73,-4880076.69,56094500.39,61328586.21,18354689.75,56534683.76,39403489.99,21340674.38,0.0
16,加:营业外收入,100407.50,85661.75,280.00,0,1600.02,48090.70,560.02,0.01,361271.01,843459.40,761659.67,361800.00,526808.60,526148.16,82150.00,0,3295812.00,1432053.24,102311.98,1650443.85,630751.54,133927.68,0.0
17,减：营业外支出,199541.26,35992.73,35957.61,22164.57,440425.36,360345.04,155332.47,44137.26,21291.14,13096.48,12271.48,4000.00,166437.54,124169.37,102022.00,41976.73,236288.84,156982.13,90977.77,428744.10,340516.93,273142.99,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,2933.57,2933.57,0,25901.91,13754.26,13754.26,0,91469.32,21217.78,8468.49,57701.86,48143.78,9973.94,0.0
19,四、利润总额,156277251.85,108285120.73,71901384.35,9967126.36,156485247.40,99963948.29,58803018.20,6593960.75,108239804.00,64341285.25,35871271.22,2972717.17,63346522.93,28316508.20,18067998.73,-4922053.42,59154023.55,62603657.32,18366023.96,57756383.51,39693724.60,21201459.07,0.0
20,减：所得税费用,19753352.64,14214945.69,10075558.90,1342972.00,21099903.23,14683941.55,8629265.86,1331493.67,16457057.75,9511235.53,5365487.08,477334.96,10308952.99,5171010.47,2950400.81,3689.32,10296551.12,9969507.99,2846194.30,8944312.96,6111033.56,5053581.17,0.0
21,五、净利润,136523899.21,94070175.04,61825825.45,8624154.36,135385344.17,85280006.74,50173752.34,5262467.08,91782746.25,54830049.72,30505784.14,2495382.21,53037569.94,23145497.73,15117597.92,-4925742.74,48857472.43,52634149.33,15519829.66,48812070.55,33582691.04,16147877.90,0.0
