,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7440286465.54,5108164255.31,3283277725.39,1707549259.31,7409124303.41,5539431965.38,3639625979.41,1866527190.78,7917639044.13,5515262797.63,393836785.57,250701694.22,969140915.32,217175606.73,149032528.40,80025245.10,267068750.88,188192878.45,136117829.19,78326856.68,238904161.09,171656857.80,124684500.79,75218398.46,225308239.00,154425764.05,107223021.13,62592524.54,204015077.79,149738319.71,108341956.20,64997421.96,233145578.90,181307464.94,144292773.73,83788041.95,686065924.45,594410243.55,544036572.15,192179933.98,285105975.50,72688429.93,48037860.58,24899406.13,101791839.28,57311295.01,40889875.40,21335647.12,153716147.93,136796247.27,79347303.95,38335974.87,493422366.79,408536447.19,16579989.41,9883328.08,28558466.56,21005954.23,16677139.04,5128517.27,23453924.28,17978892.69,11196550.72,5415094.58,131188812.69,89819830.49,52322764.07,23959053.11,92662664.14,67079840.82,48683515.02,22723300.00,93099941.03,35085432.25,40066144.86,13544861.45,56779495.25,29728865.26,225027755.31,109255535.07,190353117.26,107044995.69,200804232.31,107136032.67,117702891.49,93453420.87,372240206.69,232068145.50,228398853.71,172848161.98,109913609.74,43396576.71,33036466.75,0.0
2,营业收入,7440286465.54,5108164255.31,3283277725.39,1707549259.31,7409124303.41,5539431965.38,3639625979.41,1866527190.78,7917639044.13,5515262797.63,393836785.57,250701694.22,969140915.32,217175606.73,149032528.40,80025245.10,267068750.88,188192878.45,136117829.19,78326856.68,238904161.09,171656857.80,124684500.79,75218398.46,225308239.00,154425764.05,107223021.13,62592524.54,204015077.79,149738319.71,108341956.20,64997421.96,233145578.90,181307464.94,144292773.73,83788041.95,686065924.45,594410243.55,544036572.15,192179933.98,285105975.50,72688429.93,48037860.58,24899406.13,101791839.28,57311295.01,40889875.40,21335647.12,153716147.93,136796247.27,79347303.95,38335974.87,493820980.15,408199059.94,16318510.74,9820455.53,28585395.58,21049264.26,16141995.26,4909043.24,24750557.59,17337160.13,10879535.19,5265450.86,129561020.14,88751204.77,51612645.43,23628593.31,91008754.95,65716537.74,47601913.48,22039500.00,91705847.49,34561262.00,37217630.30,12691301.19,54519864.17,29027544.99,223384882.30,108414882.80,188630688.49,106056534.37,199737228.82,106267026.20,100136447.53,76972530.53,358872498.80,229336183.00,228398853.71,172848161.98,107843367.85,43031471.08,33036466.75,0.0
3,二、营业总成本,7250551844.78,5018488742.07,3253814226.61,1701869672.84,7205740810.86,5367497218.29,3560386950.24,1841620802.54,7693317738.97,5325251308.02,364005163.14,224978184.11,1053602849.25,347694305.02,237320083.66,120292401.17,505692539.18,338866589.17,226073509.86,119232663.04,438346628.78,294539856.73,204537920.01,111890551.33,400347446.05,266654230.88,175386515.27,88673918.91,353778344.81,244719732.49,161706751.41,91367681.55,274162006.16,229110218.77,152880825.51,77514884.47,629770183.40,534980711.99,474892422.82,191241951.06,334960137.52,137040284.18,95510826.42,39554957.55,188206970.28,127423474.72,87793386.66,46527492.43,172830440.30,135544190.89,79676763.24,39771777.71,450605839.52,368528505.03,34687091.37,18247140.56,78520255.45,47079464.62,34477592.04,12931691.66,67014493.93,38509657.02,24381708.46,9689691.11,140504542.71,97796234.87,57666960.75,27520865.05,174318041.08,81336447.30,57316655.58,0,122824163.03,34874556.86,93734430.94,33539021.79,91433434.10,58441363.67,409633573.03,231582282.01,219264140.85,0,214132859.61,0,110628112.01,0,175758570.61,0,78751284.49,0,49005109.60,28968700.56,21136273.50,0.0
4,营业成本,6814063757.54,4693289477.71,3040678741.14,1587493295.12,6745315208.12,5038627672.46,3335328124.32,1729424214.02,7181328452.58,4946577567.18,288602024.02,184669214.20,705844141.38,191031191.63,122029925.99,62053529.67,208475239.56,148932265.62,100737341.87,53409013.11,186863172.22,132986396.81,91756158.00,51153821.56,166021542.25,117018038.63,77839912.45,43104049.53,148466568.80,108730640.46,74969155.92,41163681.51,147356459.09,116053134.54,86517326.29,47473716.01,455355582.46,400622277.11,366666811.33,157540842.50,216336231.50,58169541.66,38235750.59,18140479.93,89795441.30,51265599.44,36457606.78,14034152.63,103742044.42,86704839.53,52611416.97,24863610.82,353921429.38,301465369.88,16368328.39,10236196.39,26642043.70,20373447.56,16129728.21,4656201.96,20396253.82,14502837.92,9301184.01,4991953.80,94673614.01,68739581.35,38893665.00,19096978.11,76045041.02,51983308.99,36993809.29,0,69639934.57,18192550.75,39330774.53,13037607.34,62857067.41,33861619.95,321064973.64,155911351.51,120662140.48,0,111531469.70,0,44872999.72,0,133065455.76,0,49349099.94,0,43913804.72,27561571.45,20061317.38,0.0
5,营业税金及附加,23815023.60,17090887.34,11600563.64,4739849.10,23913023.48,19018278.45,14312146.36,6306256.24,48329859.31,40345029.56,16524745.23,11359640.40,87047635.88,10926571.21,10405923.57,4535479.61,15324879.59,10776972.93,7631999.47,4305562.82,13957767.42,10024253.71,7305149.15,4078574.55,14057037.34,9620082.67,6360287.19,3752740.27,14526326.37,11301987.61,8907927.55,5567111.72,21722074.58,19919004.71,17123298.21,9623362.23,80315959.95,69081371.81,63804616.18,12706631.35,17603469.30,4038496.52,2404089.65,1284676.47,12424553.31,3692047.36,2732837.01,1215020.54,11258127.86,7783508.97,4556858.76,2276681.90,27701921.80,23542168.10,835296.92,502383.83,1076431.19,756104.38,525393.88,219182.46,1086215.06,720017.12,483941.94,228073.39,2757849.26,1152353.02,600792.70,329830.20,674117.24,457811.80,256366.69,0,2752990.15,2095450.84,822663.59,245457.71,1959721.77,1457878.22,12189155.13,5868148.24,10461495.88,0,10714276.17,0,5535673.31,0,19693145.76,0,10379635.10,0,4552008.16,1407129.11,1074956.12,0.0
6,销售费用,196226794.74,151930390.29,101231138.27,53329529.57,193741132.13,139821320.67,91626009.36,47255530.90,184694169.58,133704147.54,6598207.36,2813146.35,21903094.54,13640847.59,8871001.02,4500007.25,13150025.48,8424409.14,2806121.97,1500474.19,5532791.50,3275897.05,2422952.48,1579375.39,7256804.24,6219275.46,4606945.20,3435537.06,9740199.97,6705935.94,4879658.11,3362228.94,6097882.73,4402530.39,3593594.12,1758476.10,10724982.92,8346281.40,6584871.53,2629616.08,16065441.00,12479741.81,8524797.64,2800608.37,13847053.41,9383880.27,4658741.27,2198206.17,5299270.10,4259637.49,3040949.53,2094509.02,23256407.86,17907436.97,141139.68,102443.00,137667.33,103262.58,76002.15,40272.40,462925.90,369855.74,252503.16,123215.88,6005475.53,354846.77,145890.49,78760.22,1198670.24,554799.21,363884.45,0,156082.99,41527.39,291973.96,81902.98,621281.00,2826526.33,9751138.89,5534833.06,11343729.09,0,14576117.21,0,10651023.77,0,4544285.35,0,4959357.69,0,1016146.67,0,0,0.0
7,管理费用,175824643.30,128785807.05,81298228.37,48807017.63,190162317.40,135753834.87,84098773.10,47691112.12,236344350.73,157738308.36,49041651.89,26547201.47,102937990.79,71710193.11,45226141.70,24208857.95,94718847.46,70997749.28,48527378.52,26076008.37,108926123.62,76954289.37,54558020.91,29092058.28,109201497.32,69925679.95,46741079.54,24604836.32,112934701.50,78446279.78,53000592.30,29010964.80,78495572.48,57713451.85,39721435.23,20272898.86,62229213.13,42847428.51,29852762.04,14409352.51,48357116.72,36203087.95,23196749.46,11340595.14,49279060.03,36994096.10,25386952.29,21685964.78,27824695.80,17308175.28,11937580.92,7290547.30,29044908.51,12053757.25,7966456.32,2711191.89,32172884.59,11620197.81,8488098.60,3395426.42,26505071.40,10970536.53,4806768.57,-477487.53,17137462.90,12603734.70,8408804.36,3270959.45,80432809.95,17448168.26,12921816.99,0,36302876.80,6838445.78,27842973.39,11931885.01,22269274.45,13298658.68,33575629.44,16441147.84,26967768.79,0,34938225.37,0,19731047.98,0,17938776.03,0,11443320.44,0,1171175.34,0,0,0.0
8,财务费用,33159937.03,26157481.26,18474489.19,7246885.74,48487819.30,33482038.92,35504316.84,11042135.57,32018799.28,23373101.68,7378082.80,3601893.63,78742377.49,59470769.90,48791814.72,24749365.53,122512226.74,98672199.56,65550902.11,33736503.64,106922352.10,75819586.76,50842648.58,25549141.58,93614914.70,65346919.03,40873236.02,15205396.83,68999213.49,47616949.88,29066735.26,14322083.85,18453629.84,29180612.10,5755839.36,-1668088.97,23453020.50,18999304.79,12698260.97,7737855.12,39952469.91,21863011.83,15751159.41,5998039.20,18766135.75,22498271.15,14931634.34,7401520.37,17648564.56,13982194.17,8577826.64,3994276.82,16681171.97,13559772.83,9375870.06,4694925.45,18491228.64,14226452.29,9258369.20,4620608.42,18564027.75,11946409.71,9537310.78,4823935.57,19930141.01,14945719.03,9617808.20,4744337.07,15967402.63,10892359.04,6780778.16,0,13972278.52,7706582.10,17446045.47,8242168.75,736372.75,6746245.09,29318441.71,47826801.36,49829006.61,0,42372771.16,0,29837367.23,0,516907.71,0,2619871.32,0,-1648025.29,0,0,0.0
