,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,875115267.07,556736807.57,277434349.01,1663578475.98,1349110119.02,908568166.89,442851040.76,5243370096.09,4151777636.74,2882245662.82,1434215734.35,4737092180.51,3213604917.35,2307342738.05,1106101583.66,3571190564.37,2883027541.73,2165269504.23,1099643654.33,3939933113.78,2796736508.77,1605350881.60,704020343.40,3286678584.63,2426498158.52,1503621840.16,669926435.80,3288333801.83,2210472251.38,1600077616.63,896070097.11,4610447766.68,3813430528.04,2702669839.31,1275208369.07,3095606164.47,2141444458.97,1320120459.95,625586868.03,2102223904.75,1541748249.93,1033027409.93,521700086.26,2679775364.74,2118372131.26,1447085726.88,642765967.73,2447633731.54,1926982836.70,1350556899.11,624425599.35,2250655399.60,1635014611.25,1026966758.77,460898404.16,2015078333.92,1553399551.44,1109843253.41,515526640.83,1832352419.53,1285218996.80,881234366.96,345323852.88,1113918549.30,861612575.06,576922023.66,259116541.36,833119399.43,600028157.12,381332458.79,177794972.06,577071154.98,446685958.03,277592898.43,496478265.40,259274398.52,410114816.99,165581990.93,310486209.59,151643407.61,265888934.25,129868673.31,232336100.59,101215446.68,195370191.43,80574400.00,138639800.00,70434761.97,65799864.14,25774633.57,0.0
2,营业收入,875115267.07,556736807.57,277434349.01,1663578475.98,1349110119.02,908568166.89,442851040.76,5243370096.09,4151777636.74,2882245662.82,1434215734.35,4737092180.51,3213604917.35,2307342738.05,1106101583.66,3571190564.37,2883027541.73,2165269504.23,1099643654.33,3939933113.78,2796736508.77,1605350881.60,704020343.40,3286678584.63,2426498158.52,1503621840.16,669926435.80,3288333801.83,2210472251.38,1600077616.63,896070097.11,4610447766.68,3813430528.04,2702669839.31,1275208369.07,3095606164.47,2141444458.97,1320120459.95,625586868.03,2102223904.75,1541748249.93,1033027409.93,521700086.26,2679775364.74,2118372131.26,1447085726.88,642765967.73,2447633731.54,1926982836.70,1350556899.11,624425599.35,2246083730.10,1630972622.98,1024394058.76,459304194.76,2008971184.41,1549339077.19,1107136699.75,514358209.58,1827355748.51,1279846359.24,876950028.66,342403917.72,1099803837.15,851035287.35,567973319.34,251939192.84,828542338.31,595196671.46,378295072.84,175728465.84,564120930.07,432370533.39,269663338.27,488807151.97,255783943.63,404093158.77,163462535.09,292583517.84,144575765.69,255786053.68,127212816.18,232253534.64,98104687.23,195370164.74,77528400.00,136964200.00,70007844.26,65799864.14,25774633.57,0.0
3,二、营业总成本,837305929.72,550365851.99,279079049.35,1568559228.70,1268192239.50,906065502.69,455800339.06,4934149304.79,3845733657.55,2648407145.42,1339803272.37,4757338383.30,3156142186.19,2211322579.29,1084868064.52,3873183325.64,2985674295.09,2210772104.83,1134221603.33,3969530043.53,2784354607.68,1573271703.97,693710896.58,3320269204.95,2383018661.15,1455857866.49,684982140.56,3013203483.64,2075120594.24,1466883366.17,767442500.96,3458837825.12,2763857113.28,1900229108.16,911663313.21,2939072181.84,2051913442.98,1271706996.11,621560347.41,2053731695.07,1520277695.77,1006863901.94,522961206.03,2779998113.01,2146521059.02,1465707154.97,616022158.24,2395081559.44,1842353105.96,1286905734.77,615787119.04,2156507123.58,1531883085.09,935137667.25,427690712.03,1840391283.69,1390393480.78,965690599.97,458542169.08,1631313150.88,1116617119.33,763062675.28,305044079.80,1000067254.82,773960921.05,512850042.11,230908746.82,726859490.78,516119936.82,329598678.43,150717327.79,494981234.15,388124166.83,238759477.29,441534418.36,223071642.66,376606768.51,152606468.66,289002488.96,141225382.87,252274800.94,0,227261395.40,0,191923937.34,0,0,0,54800085.54,19711586.13,0.0
4,营业成本,667326065.12,445685049.66,234825887.53,1287579594.49,1107759457.34,795003883.97,428237676.77,4334547038.38,3460175696.57,2408294091.21,1248388219.19,4073179901.35,2747342022.49,2024192053.24,994909890.75,3247848661.82,2603053869.45,1967837510.33,1020268244.44,3563221741.90,2515260608.73,1404927657.94,610456090.53,2887261148.04,2098765582.42,1282382134.53,605144273.46,2558590856.33,1817975605.64,1266199446.24,665057846.88,2958239917.34,2398970405.61,1665770694.22,785559465.30,2532383731.05,1831994839.92,1133633550.69,559425591.17,1740082031.21,1303147534.70,865839413.45,452052353.27,2399946653.37,1882423225.62,1289822465.06,549128477.45,2096912888.62,1646177144.13,1166105585.40,560583496.69,1916164018.65,1357266225.41,822645749.52,377846254.26,1635215158.73,1240693480.80,869953819.29,408865314.66,1472947678.61,1010115670.91,693486931.30,275047247.52,874489617.47,683103981.74,448885925.65,201556006.36,626417476.09,442859140.47,282157211.90,131194656.71,429576417.14,334321429.58,205184457.21,366717441.00,187579782.42,322491999.28,131680888.57,248452290.63,119534724.27,213875219.07,0,187467430.51,0,158815530.16,0,0,0,40847972.83,14911911.27,0.0
5,营业税金及附加,5872381.22,3287153.75,1491695.48,17790861.16,17096193.07,11303418.93,3306530.12,28518864.03,18378598.24,12097610.58,5533696.88,22775560.13,10583337.76,5519084.62,999075.74,10559862.94,6603690.63,3842223.76,1733729.68,9148691.81,7499869.79,4840434.51,2714361.41,16341377.78,13057003.54,9667833.33,6708429.87,11396138.02,10151477.41,7904151.02,5561941.99,20423152.83,16322161.87,11513651.25,2761419.38,9288948.60,6318898.33,3641222.90,1195542.48,6051230.05,4601181.61,3054998.49,1943793.57,5859335.57,4325065.25,3416333.74,1663202.53,9194713.47,7727124.31,5402294.51,1109331.65,7993082.78,6061659.11,4169276.60,2047722.45,6271795.77,5082915.48,3131281.19,884710.36,2512120.30,1734708.84,1259871.73,528586.29,2978651.30,2378744.90,1531650.96,785108.27,5934806.77,4295316.97,2087089.92,1565314.66,3572259.08,2422170.82,770284.99,2834313.28,1046603.95,3483470.60,1362217.07,2576513.31,1173710.46,2499877.84,0,2015028.61,0,1369552.15,0,0,0,5862616.17,2517977.57,0.0
6,销售费用,69355040.82,39382973.82,13370067.23,98340476.89,51236716.12,34144424.16,19104630.35,97218499.80,66752422.64,43648208.37,19689366.72,98139072.83,64239722.92,38418564.78,19132952.54,88806282.63,66189812.21,46684597.48,25749439.74,80976752.47,59746252.35,37742670.44,18523054.62,92555050.76,61502624.23,37639383.71,20632397.70,84243287.75,57318934.52,37462464.77,16890736.15,95037952.16,70039667.03,48631442.20,24495528.89,78928015.20,53305818.06,32855694.98,14326748.34,74828469.95,52581628.30,33207989.59,16927403.43,78633372.66,52503108.89,32816848.03,13041373.32,84662339.64,59273701.02,34570814.64,16938176.51,69402767.03,47570030.01,29308019.10,12333538.11,56835873.13,38676842.46,25539887.36,13395361.71,43317510.46,27697933.65,18752413.24,6625332.30,37448018.25,33996449.95,24598920.49,13941682.13,28143232.61,20391018.12,11548621.73,4496814.31,20317408.77,14845323.18,9247433.37,20081261.22,10476865.72,16360436.28,7160774.06,11969211.25,5741320.08,10412142.14,0,9717301.58,0,5837487.96,0,0,0,892266.33,29806.46,0.0
7,管理费用,60432422.76,40042367.04,17425960.44,106098420.93,69104493.00,67247985.22,48791615.01,386151181.94,264496181.98,167976672.64,63091323.52,455206995.88,253017188.48,152886336.14,69954707.45,381127356.91,247979720.81,152042306.74,72365193.16,256703677.66,177186782.79,107846847.34,57473207.34,283920808.67,193184571.87,120140619.93,45481694.64,292538216.08,164440591.43,139602872.47,66513362.01,319222506.99,217511202.63,133788239.28,79567597.35,191481587.96,121019422.94,77867256.89,35875594.08,162666490.43,114435302.22,75441671.35,36468762.40,192598497.36,135767613.26,89404724.24,35849167.98,138394586.90,91494404.33,57135619.83,27386316.95,127154560.98,95598865.74,63938936.88,29116069.26,111791819.26,83339932.99,55186908.52,28608016.74,95990803.28,64105704.06,41877876.10,20072269.21,78940638.49,48437695.38,34980402.60,13259868.40,62067240.45,45319504.40,31602580.19,12605795.37,37448437.81,33635223.28,21526572.01,49672519.55,22902998.43,31967576.26,10429758.87,23452601.04,12558239.26,25124507.50,0,27032977.96,0,22812378.14,0,0,0,6902398.76,2213822.38,0.0
8,财务费用,-12026405.89,-8344852.92,-4014206.68,-16860708.41,-13601449.62,-7896667.17,-2000047.62,64857997.20,35654765.86,16114570.36,3100666.06,-700338.81,-7246090.78,-7836929.41,-128561.96,21678651.91,26246161.92,29044420.91,14116738.56,43649288.46,23841854.34,13121237.52,4544182.68,45940925.54,39113687.44,28632128.61,12214344.89,41578022.54,29572219.98,20052666.41,13418613.93,68614099.46,54530630.29,36042035.36,15779302.29,63836746.62,42084864.55,26519671.47,12121663.12,68361900.78,49450793.93,33258574.05,18110727.64,85856951.50,62120253.35,40749996.09,16339936.96,52347521.94,35472711.91,21483400.13,9769797.24,35792694.14,25386304.82,15075685.15,6347127.95,30276636.80,22600309.05,11878703.61,6788765.61,16545038.23,12963101.87,7685582.91,2770644.48,6210329.31,6044049.08,2853142.41,1366081.66,4296734.86,3254956.86,2203174.69,854746.74,4066711.35,2900019.97,2030729.71,2228883.31,1065392.14,2303286.09,1972830.09,2551872.73,2217388.80,363054.39,0,1028656.74,0,3088988.93,0,0,0,294831.45,38068.45,0.0
