,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,580751341.10,379573330.27,259258124.02,158747803.06,524103638.60,359789731.93,251624894.01,158498982.52,506703076.69,283098271.25,185757283.85,119469005.40,394217439.29,236713719.86,167564448.46,104850258.68,679000018.26,542728519.72,465198686.52,204808470.66,1070403005.32,838541188.07,576355409.31,273370305.86,1408904112.73,1062527340.46,715218348.01,312394394.42,1466986548.64,1054154002.43,737793027.42,375138958.60,2116314213.86,1699719183.43,1124965232.05,479039894.57,2264163082.45,1433827651.49,945841423.61,428297867.76,1236479132.83,896841617.30,571835475.60,243459214.64,1440445451.98,1172027588.84,766888491.48,345433730.28,1454478774.25,1064780980.84,698535631.54,325706707.68,1493837177.83,1080087860.07,699757683.41,297795414.21,1588506311.61,1213385922.47,786425310.70,410941913.72,1515027724.63,1085353980.77,717325718.74,336221592.87,1364411308.25,984306850.59,666119248.27,325970933.66,1243032758.00,879023708.52,548089380.26,251027498.63,1066840837.75,555922403.86,952915273.62,443587578.92,462699885.27,225554087.45,454697114.38,228621335.20,641032851.26,838568949.88,691200992.73,0.0
2,营业收入,580751341.10,379573330.27,259258124.02,158747803.06,524103638.60,359789731.93,251624894.01,158498982.52,506703076.69,283098271.25,185757283.85,119469005.40,394217439.29,236713719.86,167564448.46,104850258.68,679000018.26,542728519.72,465198686.52,204808470.66,1070403005.32,838541188.07,576355409.31,273370305.86,1408904112.73,1062527340.46,715218348.01,312394394.42,1466986548.64,1054154002.43,737793027.42,375138958.60,2116314213.86,1699719183.43,1124965232.05,479039894.57,2264163082.45,1433827651.49,945841423.61,428297867.76,1236479132.83,896841617.30,571835475.60,243459214.64,1440445451.98,1172027588.84,766888491.48,345433730.28,1454478774.25,1064780980.84,698535631.54,325706707.68,1489752800.53,1077301421.20,698339877.47,297399881.87,1586602220.54,1212156363.94,786010123.43,410562471.35,1512211306.55,1084723828.37,716982539.16,335993181.19,1363412593.27,983262462.44,665435918.62,325490025.93,1242898935.63,878779534.04,548042741.75,251195406.75,1066334539.45,555434694.56,954019938.07,443351504.89,456803607.01,225408050.89,452495574.47,228627691.33,642452169.06,838844797.83,691412382.37,0.0
3,二、营业总成本,377134238.60,264732098.84,174460675.57,92481550.02,365392501.45,244365307.12,161652148.62,79184108.80,326367506.00,199717905.55,121267345.47,59691683.27,269690431.76,171538338.71,109792187.72,54101229.20,651084110.11,585993540.32,530614332.15,310299723.83,1617965935.05,1182236518.75,784762077.77,382130125.14,2191561850.22,1414229488.15,964858258.98,422098274.21,1879141871.86,1398803882.79,969249839.51,471112778.85,2465468060.43,1888212193.02,1241119789.00,516194988.86,2377161791.29,1543374099.94,994631810.76,473493287.83,1667743642.84,1095045623.70,734975638.02,360815913.86,1555781568.72,1224288849.53,819156038.97,375694482.09,1507670630.57,1057731775.02,695397553.95,323373217.85,1480370337.37,1070707304.19,696229551.67,296338440.98,1574937976.02,1203740295.55,781270321.19,409636285.03,1505412217.23,1083939929.41,716881036.24,336261713.04,1349333374.44,969213839.97,657419451.08,319763123.06,1166914962.93,799169429.65,495579176.93,224757706.14,959419719.68,511148741.28,872193667.27,378929767.51,396024052.13,206822634.18,380587873.67,192197397.68,552075125.69,737903879.23,630037620.23,0.0
4,营业成本,256734235.65,180834331.80,120724690.38,63694975.98,249399899.02,166356906.54,109947426.91,53436648.34,223587348.70,132884643.79,80589011.26,39435758.20,157879654.77,107945534.13,70395277.27,34065604.09,444400680.85,405384345.14,371842232.43,215091313.90,1149102849.77,887947106.26,596951439.48,302664691.68,1542907968.91,1162844235.05,775675455.93,350051299.62,1526554744.91,1117557754.23,776210300.53,395135285.84,2099951764.64,1639561153.39,1068000787.19,448609976.30,2113440860.00,1359886203.21,887981361.39,437897500.18,1278627329.85,921467572.50,605265806.60,271259129.56,1329154331.43,1070794025.78,701977198.14,322928933.65,1284323853.34,914604065.44,604718538.25,280922299.47,1270939054.70,921989953.01,600964574.95,250505750.65,1361663945.70,1037169041.72,673118281.76,355878646.65,1282991329.89,923238699.89,605894739.11,286390478.39,1130736031.12,812769680.87,551372057.02,270732363.02,964294379.15,665646869.24,408523717.70,187887894.42,824093820.88,428275505.71,740552898.54,321303442.39,329528452.07,168621272.54,324029599.64,155576260.51,458097979.03,595408007.73,535752991.16,0.0
5,营业税金及附加,5018826.50,3492367.13,2126452.73,1288821.12,6208478.70,4300079.78,3151999.04,2260381.95,8456888.87,4220729.21,2637793.18,1563659.15,6031475.04,3125397.39,2388464.53,1596810.85,660845.94,472773.55,472773.55,339611.90,1648681.73,1578556.33,636618.54,35154.70,1364485.72,125638.10,97393.56,38231.18,705759.02,291075.44,223219.14,199511.19,1025502.40,829615.00,576232.14,285991.53,2384267.39,904149.93,593245.20,321516.54,2784293.81,2223774.86,1936863.06,504404.23,3770327.23,3303406.65,2062779.06,1374814.82,5333652.30,4280302.24,3759726.95,1137727.19,11637388.04,8550793.50,4576889.94,383618.29,8517943.01,6204471.48,3316753.65,1384868.96,9630900.24,6753581.49,4851059.24,2361670.93,9893647.01,6240464.81,4501337.82,2525751.34,10255879.77,7188366.07,4513148.43,1832902.41,9681533.51,5673677.79,12735678.34,6953905.53,6180610.88,2688774.02,6332211.68,3824789.83,10058365.89,13062454.89,9445658.67,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19044179.99,19044179.99,19044179.99,12466596.49,65389047.83,49761788.67,33499894.79,18706923.56,84075421.05,61211326.55,41311438.42,18999700.63,68133263.99,51484907.39,37052415.18,18742152.62,91870933.16,70745078.71,45458933.07,20828177.32,86677210.28,62574602.17,39099496.70,15099438.98,76664395.60,54682458.42,37781375.24,17744198.67,64393049.72,50405794.72,38746338.68,18259324.43,56290607.76,41697292.28,26851133.09,14638573.29,60134040.66,41353355.36,25965348.88,12574241.07,47516400.94,33610553.72,21779970.09,11694649.73,63674083.49,50295262.75,37435693.42,16255201.20,63954243.59,46940419.84,31498889.26,14721923.39,55403297.88,35737400.63,21887267.61,9186642.30,20060249.46,7948015.71,16811713.87,4235263.74,6259780.23,3248058.59,4015677.63,1273135.57,6653719.51,9265226.18,7160146.56,0.0
7,管理费用,50739032.05,32679129.03,19996496.90,8787144.32,43703636.80,25122845.34,16372577.66,7345297.21,36911616.32,24324496.74,13176538.10,6237329.57,30926456.39,21876236.98,11469219.01,4957818.61,80437265.37,70772128.47,65131178.84,37668200.40,248739354.22,118134901.80,77564855.56,33840070.61,181322893.54,122286387.36,86283942.50,29695017.86,129994838.63,94875887.18,65306831.84,23091945.11,128094559.15,99622704.26,68434840.36,26125959.50,115537287.58,92869144.23,61243128.90,23120958.11,141903722.79,80913024.64,56028835.53,29675446.58,93544141.36,61781899.94,48339222.47,21907308.41,87904200.44,44520647.14,28395268.07,12082412.70,76880418.80,53276849.25,33473826.94,17284857.52,93969549.32,79656713.98,52209733.42,25346817.74,84287009.24,57522901.89,38046893.86,16963083.20,76461391.71,52896400.82,36175225.25,16570652.61,87846710.40,56764740.10,40492982.64,13897955.84,62330322.12,33602824.70,58559831.75,27182889.95,34181739.50,19606045.64,34855379.46,15993918.70,44804749.30,82633620.26,47358408.93,0.0
8,财务费用,64642144.40,47726270.88,31613035.56,15556204.72,64739160.29,48587065.46,32181735.01,16143371.30,56642294.30,38288035.81,24864002.93,12454936.35,52969846.77,40581210.21,27529266.91,13480995.65,98691048.67,84481633.88,68285488.05,22360541.11,104738284.66,79325341.23,55479628.25,26282550.41,98107135.42,73002020.46,47247074.66,24639212.12,124365000.83,100521399.71,64609046.40,33068122.64,126582788.41,93325440.83,63504747.27,28129827.61,108198226.23,69421469.52,52548762.47,25058150.49,61020381.48,38134619.16,27995103.01,12653106.43,47143672.78,35995173.39,26909199.06,11846314.26,71304647.16,52629666.43,31961848.92,14249700.31,60779435.17,45536353.07,31248910.96,15589973.45,63270137.05,47099514.65,30845582.27,15331301.95,64828894.37,46129483.39,30652650.61,14291279.32,68288061.01,50366873.63,33871941.73,15212432.70,49114695.73,33832053.61,20162060.55,11952311.17,43253793.71,35648717.37,44775030.74,19553760.69,21743140.34,12658483.39,11355005.26,15529293.07,32460311.96,37534570.17,30320414.91,0.0
