,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1571312189.59,1162547182.71,720396072.29,314176608.72,1660438167.89,1263093641.08,833175810.56,341485077.45,2455500980.64,1956422226.69,1358732418.47,634714634.07,2411904629.36,1698226056.35,1028291085.18,423422421.32,2370546279.18,1521788987.15,967450024.44,387274782.44,1228504465.87,880761826.08,566848308.96,242730817.79,1184255531.28,888247466.36,576167728.77,232471561.61,1106213350.49,811638424.34,528294062.83,223574927.78,1039210653.49,778305991.17,503848354.91,208036409.37,1099888046.17,805370084.77,497484673.95,210571830.97,954844925.06,658451354.72,391322774.19,162644520.43,872581169.05,665460015.30,339735669.49,137502108.71,711149898.07,518758419.95,324601202.47,129097384.67,617312499.40,448680046.50,277981698.53,123544406.22,535575677.38,389912617.06,243150531.05,471070738.98,365626709.58,0.0
2,营业收入,1571312189.59,1162547182.71,720396072.29,314176608.72,1660438167.89,1263093641.08,833175810.56,341485077.45,2455500980.64,1956422226.69,1358732418.47,634714634.07,2411904629.36,1698226056.35,1028291085.18,423422421.32,2370546279.18,1521788987.15,967450024.44,387274782.44,1228504465.87,880761826.08,566848308.96,242730817.79,1184255531.28,888247466.36,576167728.77,232471561.61,1106213350.49,811638424.34,528294062.83,223574927.78,1039210653.49,778305991.17,503848354.91,208036409.37,1099888046.17,805370084.77,497484673.95,210571830.97,954844925.06,658451354.72,391322774.19,162644520.43,872581169.05,665460015.30,339735669.49,137502108.71,711149898.07,518758419.95,324601202.47,129097384.67,613442020.84,444797400.06,275578925.31,123544406.22,535069359.64,389044879.37,242580629.13,470761618.79,365451199.27,0.0
3,二、营业总成本,1447223342.30,1054285775.98,665062028.80,306114481.03,1620793817.84,1224028777.03,816344920.35,350697309.12,2420894656.97,1920098395.63,1348036219.55,643433648.54,2332243888.73,1615905124.41,988703918.30,437178344.18,2271307219.74,1427180195.05,918660012.04,380001729.18,1132718814.58,771750410.88,498932055.55,225316525.82,1015854069.75,756186328.72,494093437.79,210807877.56,953674508.33,699926355.15,457596819.64,202034386.41,943110571.10,706844201.30,460429131.00,194928212.04,954084928.19,690594013.17,422458412.75,182610708.87,793257026.43,536662921.41,325581423.70,146034419.41,775375381.01,597219294.75,307219559.83,129212723.28,603146300.65,436505988.40,277571001.63,115111057.82,540196869.13,393085385.51,245383103.56,111473278.33,481377023.89,352328300.25,216889365.02,409424907.89,311895445.90,0.0
4,营业成本,987300660.69,728464639.46,457503743.58,202182916.68,1156537129.32,899386046.54,607107424.82,251305211.66,1914552337.70,1568973635.11,1117634520.69,535348170.00,1833252750.39,1275050147.89,769251921.73,323482078.04,1794377249.99,1161901664.07,736662860.92,296949442.93,790574693.85,546776037.98,351280287.49,151042536.59,726583755.12,547356250.25,356369023.58,142835203.78,699902658.57,516205803.60,337195638.45,145292354.57,700480584.13,534270160.63,348572894.09,145326726.96,741068554.87,532354260.69,318492309.76,133535180.53,588123890.09,389593560.90,230080240.15,100980462.75,592312178.64,459936728.56,234904297.24,96144965.84,483938328.66,354173815.89,224206144.78,90990281.28,443358201.44,323360502.78,199747918.75,91639004.42,397395700.67,292238643.07,180066010.94,339195278.10,255417619.85,0.0
5,营业税金及附加,17178649.43,12630928.75,8436667.47,4134914.62,19066971.91,12961503.23,8322404.20,3365368.66,22165149.53,16111182.46,10215221.28,4655107.67,19562718.61,10049183.35,6089924.83,2531860.51,15035701.06,9007592.31,5440115.55,2359285.94,9589539.18,7030089.26,4386703.20,1944874.03,9378556.22,7075087.51,4425490.89,1747077.09,9030667.93,6690285.32,4154663.04,1784607.82,7073138.69,4030004.77,2782139.10,1063653.03,4979516.66,3576513.63,2356649.34,795799.25,5716734.94,4233230.16,2451003.65,1010140.22,5247524.71,3828685.58,1977350.87,615338.73,3211580.65,2483868.35,1652579.60,548512.37,1895117.87,1313477.54,803303.30,286907.43,2472526.99,1362080.35,744020.00,1983163.85,1597835.95,0.0
6,销售费用,167673756.67,111865633.75,71066423.91,31542675.43,147185337.78,98763165.00,62178308.76,28753807.12,168738982.09,119661782.66,79012910.95,38385972.89,183452365.42,123443089.82,79103093.61,43514968.20,152550734.25,90650382.68,59302060.26,29542392.64,116921140.36,82135812.37,53862863.55,26265704.72,105608324.57,73246662.83,48235190.15,22498117.07,90156533.19,63674082.18,42679660.47,20281114.77,87343416.89,63219370.37,40545613.58,17621035.56,84111878.63,65290016.50,42575948.89,21616240.34,78146084.02,54732964.96,32920874.46,14019221.57,67661290.47,51264082.96,23526015.82,11515284.16,47811658.08,34249954.20,22416586.56,10113117.63,40240931.68,26510499.15,16760129.05,7696028.59,33703444.17,24575668.20,16076040.43,31599213.12,24217609.96,0.0
7,管理费用,159943115.93,110954183.69,71450117.89,34007067.59,155666639.92,111309202.66,114132296.71,56815753.56,246556976.08,178021173.81,117042742.59,53587911.37,243923627.91,180609289.65,119937023.19,56337733.74,242551798.94,137935937.58,93729134.00,41541910.74,165390831.16,115016894.48,75728944.03,39065111.44,150639604.24,107190169.91,69215265.23,32754734.15,130058052.64,90145399.24,59001817.17,28343320.34,117006125.72,82590448.90,53264307.22,24380721.66,98575919.46,68134233.47,43100765.22,20064066.11,87202406.91,62178108.48,42231013.81,20993291.39,73908664.05,52269052.50,31312772.47,14339044.05,55804630.68,40402442.12,26783466.46,12915679.49,50332233.08,37648324.24,24822685.76,10443579.12,42076706.27,29834273.37,17255100.35,30961388.68,27141684.33,0.0
8,财务费用,26186910.63,20285793.67,12407970.63,9147525.05,37981157.94,24892025.53,17324063.88,9092956.53,36706526.39,26857705.59,16272507.96,6474406.98,30939930.91,22974835.97,12822681.34,9667467.22,50445713.65,20348064.78,18440922.06,8001274.77,30058541.47,17332907.22,10112393.47,4447738.59,17236080.72,12889169.66,8551559.03,4229055.29,23692125.77,17386640.59,11862892.90,5810906.52,24701638.63,17528292.17,12564125.83,5884691.66,21714806.74,16385786.50,10509732.44,5323882.69,24767488.23,18717771.38,12660681.29,6529234.25,30930355.75,22091873.23,13026529.96,5608464.99,10704085.75,4125972.91,1391556.22,680668.53,4370385.06,4252581.80,3249066.70,1799275.70,5728645.79,4317635.26,2748193.30,5685864.14,3520695.81,0.0
