13,退保金,11104000000.00,8161000000.00,5072000000.00,2789000000.00,12641000000.00,10356000000.00,7481000000.00,2700000000.00,10168000000.00,7989000000.00,5557000000.00,3226000000.00,13538000000.00,10568000000.00,7731000000.00,4666000000.00,25217000000.00,21270000000.00,17137000000.00,12013000000.00,29028000000.00,23402000000.00,16300000000.00,7096000000.00,19783000000.00,14895000000.00,9693000000.00,5172000000.00,12318000000.00,9301000000.00,6175000000.00,3202000000.00,9588000000.00,7060000000.00,3898000000.00,1634000000.00,4489000000.00,3254000000.00,2064000000.00,1003000000.00,4386000000.00,6205000000.00,4106000000.00,2243000000.00,7257000000.00,5555000000.00,3924000000.00,2401000000.00,8222000000.00,6446000000.00,3852000000.00,2118000000.00,4824000000.00,6475000000.00,4825000000.00,0,0,0,2713610000.00,2981830000.00,3690220000.00,2081000000.00,0.0
14,赔付支出,128541000000.00,95898000000.00,63884000000.00,33945000000.00,107216000000.00,78147000000.00,49755000000.00,25356000000.00,94786000000.00,70845000000.00,48285000000.00,25858000000.00,91238000000.00,67428000000.00,45781000000.00,24512000000.00,84183000000.00,61667000000.00,40849000000.00,21162000000.00,68428000000.00,48968000000.00,32289000000.00,16202000000.00,58816000000.00,41570000000.00,27630000000.00,13191000000.00,49633000000.00,35834000000.00,23143000000.00,11048000000.00,41452000000.00,29284000000.00,19571000000.00,9536000000.00,34523000000.00,24597000000.00,16347000000.00,8145000000.00,30494000000.00,23857000000.00,16462000000.00,8718000000.00,32741000000.00,25116000000.00,17007000000.00,8438000000.00,20234000000.00,12683000000.00,7658000000.00,3721000000.00,15340000000.00,12589000000.00,11866000000.00,182430825.00,32892851.00,0,3415350000.00,3313010000.00,3572740000.00,3411140000.00,0.0
15,减:摊回赔付支出,10858000000.00,7620000000.00,4551000000.00,2216000000.00,9434000000.00,6521000000.00,4223000000.00,2011000000.00,7723000000.00,5369000000.00,3429000000.00,1712000000.00,7409000000.00,5251000000.00,3519000000.00,1792000000.00,7640000000.00,5442000000.00,3562000000.00,1879000000.00,8575000000.00,6024000000.00,4026000000.00,2044000000.00,6901000000.00,4698000000.00,3104000000.00,1632000000.00,6700000000.00,4977000000.00,3296000000.00,1624000000.00,5921000000.00,4168000000.00,2607000000.00,1319000000.00,4597000000.00,3128000000.00,1945000000.00,1030000000.00,4048000000.00,3067000000.00,2113000000.00,1057000000.00,4405000000.00,3098000000.00,1969000000.00,828000000.00,2839000000.00,1951000000.00,1210000000.00,620000000.00,2214000000.00,2050000000.00,1695000000.00,87687721.00,7279121.00,0,0,0,0,0,0.0
16,提取保险责任准备金,122776000000.00,111663000000.00,85334000000.00,59813000000.00,105078000000.00,104411000000.00,81990000000.00,64437000000.00,105558000000.00,96018000000.00,65680000000.00,48758000000.00,72353000000.00,67577000000.00,44623000000.00,29886000000.00,52212000000.00,42504000000.00,28829000000.00,16897000000.00,54121000000.00,40502000000.00,27301000000.00,20752000000.00,58663000000.00,49043000000.00,36639000000.00,19963000000.00,60169000000.00,49825000000.00,37377000000.00,23229000000.00,61795000000.00,52360000000.00,38760000000.00,23874000000.00,64707000000.00,51879000000.00,35984000000.00,21427000000.00,39225000000.00,32271000000.00,21656000000.00,12058000000.00,37909000000.00,33363000000.00,28332000000.00,17083000000.00,42823000000.00,32205000000.00,22755000000.00,10324000000.00,26852000000.00,23199000000.00,22111000000.00,173956683.00,108687669.00,1982.00,5087350000.00,2852230000.00,2307570000.00,5148540000.00,0.0
17,减:摊回保险责任准备金,1490000000.00,2011000000.00,1085000000.00,500000000.00,320000000.00,583000000.00,423000000.00,1648000000.00,1605000000.00,1397000000.00,470000000.00,60000000.00,1676000000.00,1276000000.00,554000000.00,34000000.00,1080000000.00,671000000.00,-79000000.00,-211000000.00,1363000000.00,1083000000.00,40000000.00,140000000.00,1228000000.00,489000000.00,173000000.00,-6000000.00,508000000.00,232000000.00,40000000.00,262000000.00,1333000000.00,1199000000.00,709000000.00,307000000.00,2034000000.00,2194000000.00,1284000000.00,831000000.00,1083000000.00,899000000.00,445000000.00,343000000.00,770000000.00,1156000000.00,1083000000.00,841000000.00,1469000000.00,563000000.00,385000000.00,226000000.00,1782000000.00,787000000.00,856000000.00,0,0,0,0,0,0,0,0.0
18,保户红利支出,10777000000.00,8380000000.00,5827000000.00,3492000000.00,11263000000.00,8522000000.00,5692000000.00,2826000000.00,8946000000.00,6639000000.00,4282000000.00,1940000000.00,7735000000.00,5366000000.00,3671000000.00,1673000000.00,7054000000.00,5111000000.00,3296000000.00,1142000000.00,4970000000.00,3584000000.00,2253000000.00,997000000.00,4126000000.00,2897000000.00,1812000000.00,968000000.00,3905000000.00,2855000000.00,1783000000.00,1028000000.00,3807000000.00,2796000000.00,1743000000.00,844000000.00,3399000000.00,2390000000.00,1426000000.00,450000000.00,2053000000.00,1565000000.00,985000000.00,690000000.00,2595000000.00,2003000000.00,1274000000.00,384000000.00,1223000000.00,825000000.00,422000000.00,241000000.00,1105000000.00,382000000.00,216000000.00,0,0,0,0,0,0,0,0.0
19,分保费用,455000000.00,224000000.00,152000000.00,64000000.00,119000000.00,91000000.00,58000000.00,17000000.00,271000000.00,260000000.00,279000000.00,2000000.00,40000000.00,26000000.00,17000000.00,67000000.00,30000000.00,22000000.00,14000000.00,4000000.00,29000000.00,20000000.00,10000000.00,5000000.00,33000000.00,24000000.00,11000000.00,6000000.00,30000000.00,26000000.00,16000000.00,10000000.00,24000000.00,16000000.00,13000000.00,5000000.00,21000000.00,15000000.00,9000000.00,3000000.00,15000000.00,11000000.00,8000000.00,5000000.00,14000000.00,10000000.00,7000000.00,4000000.00,10000000.00,6000000.00,4000000.00,-2000000.00,3000000.00,7000000.00,11000000.00,433899.00,616323.00,0,1766870000.00,1620130000.00,1553350000.00,2743400000.00,0.0
20,营业税金及附加,882000000.00,660000000.00,446000000.00,257000000.00,900000000.00,648000000.00,436000000.00,252000000.00,966000000.00,712000000.00,484000000.00,224000000.00,2938000000.00,2444000000.00,2238000000.00,1566000000.00,6576000000.00,4994000000.00,3484000000.00,1743000000.00,5712000000.00,4175000000.00,2857000000.00,1408000000.00,4810000000.00,3616000000.00,2482000000.00,1216000000.00,4138000000.00,3068000000.00,2074000000.00,1020000000.00,3650000000.00,2779000000.00,1928000000.00,931000000.00,3193000000.00,2274000000.00,1573000000.00,819000000.00,2256000000.00,1834000000.00,1171000000.00,576000000.00,1677000000.00,1686000000.00,1262000000.00,718000000.00,2218000000.00,1817000000.00,1189000000.00,472000000.00,1215000000.00,933000000.00,752000000.00,29560911.00,15735901.00,14426.00,652490000.00,563790000.00,544240000.00,538180000.00,0.0
21,手续费及佣金支出,46853000000.00,37272000000.00,26966000000.00,15638000000.00,56251000000.00,45256000000.00,32458000000.00,17227000000.00,47281000000.00,37943000000.00,28226000000.00,17293000000.00,35166000000.00,27613000000.00,18882000000.00,10741000000.00,24969000000.00,19593000000.00,13289000000.00,7541000000.00,19725000000.00,15581000000.00,10966000000.00,6171000000.00,16652000000.00,12920000000.00,9172000000.00,4949000000.00,14799000000.00,11469000000.00,8110000000.00,4539000000.00,13226000000.00,10339000000.00,7202000000.00,3723000000.00,11198000000.00,8494000000.00,5808000000.00,3102000000.00,8820000000.00,7053000000.00,4757000000.00,2532000000.00,7258000000.00,5621000000.00,3813000000.00,1927000000.00,5615000000.00,4012000000.00,2612000000.00,1177000000.00,3693000000.00,3342000000.00,3592000000.00,52481062.00,24207821.00,0,421260000.00,318290000.00,860870000.00,839630000.00,0.0
22,管理费用,45439000000.00,32067000000.00,21565000000.00,10985000000.00,39943000000.00,26971000000.00,16574000000.00,8023000000.00,36293000000.00,25837000000.00,17622000000.00,8897000000.00,33719000000.00,23702000000.00,15908000000.00,7890000000.00,29018000000.00,20562000000.00,13473000000.00,6659000000.00,27065000000.00,19664000000.00,12952000000.00,6216000000.00,24912000000.00,17996000000.00,12026000000.00,5948000000.00,22166000000.00,16238000000.00,10646000000.00,5113000000.00,20056000000.00,13977000000.00,9178000000.00,4352000000.00,16989000000.00,12070000000.00,8056000000.00,3989000000.00,13237000000.00,9351000000.00,6161000000.00,3173000000.00,11430000000.00,8374000000.00,5449000000.00,2725000000.00,10055000000.00,6866000000.00,4528000000.00,2265000000.00,8225000000.00,6570000000.00,5630000000.00,192044904.00,98226339.00,11369730.00,0,0,0,0,0.0
23,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,减:摊回分保费用,7418000000.00,4985000000.00,3464000000.00,1569000000.00,5437000000.00,4025000000.00,2772000000.00,1439000000.00,5770000000.00,4530000000.00,3276000000.00,1446000000.00,4308000000.00,3440000000.00,2492000000.00,1393000000.00,3902000000.00,2551000000.00,1803000000.00,854000000.00,3830000000.00,3213000000.00,2370000000.00,1088000000.00,5477000000.00,3133000000.00,2328000000.00,1152000000.00,4087000000.00,2909000000.00,2011000000.00,1007000000.00,4730000000.00,3341000000.00,2234000000.00,1048000000.00,4425000000.00,3209000000.00,2070000000.00,1134000000.00,3347000000.00,2699000000.00,1914000000.00,932000000.00,2904000000.00,2266000000.00,1641000000.00,871000000.00,2431000000.00,1887000000.00,1318000000.00,707000000.00,2325000000.00,1862000000.00,1876000000.00,0,19907084.00,0,0,0,0,0,0.0
25,其他业务成本,4454000000.00,3444000000.00,2348000000.00,1229000000.00,3805000000.00,2947000000.00,2030000000.00,1635000000.00,5075000000.00,5139000000.00,2524000000.00,1440000000.00,4023000000.00,3387000000.00,2089000000.00,1646000000.00,3425000000.00,3064000000.00,2284000000.00,1240000000.00,3093000000.00,2125000000.00,1430000000.00,735000000.00,3062000000.00,1885000000.00,1421000000.00,538000000.00,2778000000.00,1815000000.00,1209000000.00,420000000.00,2980000000.00,1807000000.00,1495000000.00,917000000.00,2447000000.00,1822000000.00,1313000000.00,726000000.00,2204000000.00,82000000.00,49000000.00,18000000.00,29000000.00,13000000.00,7000000.00,3000000.00,13000000.00,39000000.00,22000000.00,7000000.00,31000000.00,24000000.00,13000000.00,-7728.00,0,0,2985630000.00,2269890000.00,2146750000.00,1787830000.00,0.0
26,资产减值损失,2454000000.00,2294000000.00,1508000000.00,432000000.00,1102000000.00,674000000.00,424000000.00,223000000.00,713000000.00,559000000.00,471000000.00,366000000.00,1141000000.00,597000000.00,294000000.00,204000000.00,320000000.00,434000000.00,137000000.00,102000000.00,3800000000.00,3865000000.00,3730000000.00,2410000000.00,1263000000.00,692000000.00,628000000.00,259000000.00,4478000000.00,4175000000.00,2576000000.00,1373000000.00,2850000000.00,1976000000.00,1168000000.00,121000000.00,689000000.00,565000000.00,65000000.00,48000000.00,164000000.00,155000000.00,151000000.00,151000000.00,5221000000.00,3602000000.00,1440000000.00,19000000.00,28000000.00,93000000.00,119000000.00,72000000.00,-51000000.00,1349000000.00,830000000.00,0,0,0,0,0,0,0,0.0
27,三、营业利润,28067000000.00,22993000000.00,14506000000.00,7780000000.00,28255000000.00,20641000000.00,13706000000.00,6208000000.00,21023000000.00,15684000000.00,9600000000.00,2850000000.00,16072000000.00,12821000000.00,8902000000.00,3191000000.00,24180000000.00,20725000000.00,15569000000.00,7019000000.00,14422000000.00,11843000000.00,9114000000.00,4425000000.00,11868000000.00,10383000000.00,6888000000.00,3100000000.00,6044000000.00,3941000000.00,3461000000.00,892000000.00,9642000000.00,8117000000.00,7521000000.00,4262000000.00,10690000000.00,6048000000.00,5080000000.00,3581000000.00,9541000000.00,5372000000.00,3053000000.00,271000000.00,-749000000.00,3041000000.00,5254000000.00,2111000000.00,8496000000.00,7201000000.00,4685000000.00,2160000000.00,2004000000.00,1509000000.00,-1599000000.00,-146233838.00,-58679684.00,-11480763.00,19980000.00,43430000.00,31400000.00,-26600000.00,0.0
28,加:营业外收入,82000000.00,41000000.00,25000000.00,9000000.00,103000000.00,55000000.00,32000000.00,14000000.00,186000000.00,235000000.00,26000000.00,5000000.00,167000000.00,100000000.00,55000000.00,31000000.00,187000000.00,113000000.00,31000000.00,13000000.00,161000000.00,105000000.00,79000000.00,19000000.00,121000000.00,82000000.00,60000000.00,19000000.00,108000000.00,67000000.00,51000000.00,9000000.00,812000000.00,705000000.00,26000000.00,5000000.00,68000000.00,46000000.00,26000000.00,23000000.00,75000000.00,56000000.00,35000000.00,18000000.00,454000000.00,136000000.00,134000000.00,130000000.00,115000000.00,17000000.00,13000000.00,5000000.00,88000000.00,13000000.00,27000000.00,15972.00,925.00,0,17870000.00,2470000.00,5780000.00,6270000.00,0.0
29,减:营业外支出,183000000.00,89000000.00,46000000.00,25000000.00,350000000.00,61000000.00,26000000.00,14000000.00,107000000.00,67000000.00,28000000.00,11000000.00,154000000.00,50000000.00,35000000.00,18000000.00,56000000.00,35000000.00,19000000.00,7000000.00,83000000.00,25000000.00,14000000.00,6000000.00,75000000.00,29000000.00,20000000.00,5000000.00,39000000.00,45000000.00,31000000.00,14000000.00,55000000.00,36000000.00,28000000.00,7000000.00,88000000.00,76000000.00,69000000.00,11000000.00,110000000.00,80000000.00,56000000.00,3000000.00,60000000.00,42000000.00,30000000.00,5000000.00,168000000.00,30000000.00,19000000.00,7000000.00,66000000.00,50000000.00,12000000.00,350427.00,59183.00,0,23780000.00,16090000.00,28220000.00,27980000.00,0.0
30,四、利润总额,27966000000.00,22945000000.00,14485000000.00,7764000000.00,28008000000.00,20635000000.00,13712000000.00,6208000000.00,21102000000.00,15852000000.00,9598000000.00,2844000000.00,16085000000.00,12871000000.00,8922000000.00,3204000000.00,24311000000.00,20803000000.00,15581000000.00,7025000000.00,14500000000.00,11923000000.00,9179000000.00,4438000000.00,11914000000.00,10436000000.00,6928000000.00,3114000000.00,6113000000.00,3963000000.00,3481000000.00,887000000.00,10399000000.00,8786000000.00,7519000000.00,4260000000.00,10670000000.00,6018000000.00,5037000000.00,3593000000.00,9506000000.00,5348000000.00,3032000000.00,286000000.00,-355000000.00,3135000000.00,5358000000.00,2236000000.00,8443000000.00,7188000000.00,4679000000.00,2158000000.00,2026000000.00,1472000000.00,-1584000000.00,-146568293.00,-58737942.00,-11480763.00,540810000.00,416090000.00,320000000.00,233910000.00,0.0
31,减:所得税费用,-388000000.00,-447000000.00,-2041000000.00,2165000000.00,9574000000.00,7621000000.00,5263000000.00,2376000000.00,6111000000.00,4700000000.00,2953000000.00,804000000.00,3801000000.00,3879000000.00,2662000000.00,955000000.00,6273000000.00,5511000000.00,4094000000.00,2039000000.00,3255000000.00,2814000000.00,2220000000.00,1176000000.00,2519000000.00,2234000000.00,1382000000.00,856000000.00,983000000.00,799000000.00,813000000.00,233000000.00,2006000000.00,1704000000.00,1636000000.00,763000000.00,2005000000.00,1060000000.00,967000000.00,738000000.00,2033000000.00,1225000000.00,632000000.00,85000000.00,-1770000000.00,-839000000.00,-259000000.00,417000000.00,1374000000.00,1289000000.00,743000000.00,564000000.00,719000000.00,565000000.00,-479000000.00,0,0,0,269550000.00,215210000.00,148030000.00,82890000.00,0.0
32,五、净利润,28354000000.00,23392000000.00,16526000000.00,5599000000.00,18434000000.00,13014000000.00,8449000000.00,3832000000.00,14991000000.00,11152000000.00,6645000000.00,2040000000.00,12284000000.00,8992000000.00,6260000000.00,2249000000.00,18038000000.00,15292000000.00,11487000000.00,4986000000.00,11245000000.00,9109000000.00,6959000000.00,3262000000.00,9395000000.00,8202000000.00,5546000000.00,2258000000.00,5130000000.00,3164000000.00,2668000000.00,654000000.00,8393000000.00,7082000000.00,5883000000.00,3497000000.00,8665000000.00,4958000000.00,4070000000.00,2855000000.00,7473000000.00,4123000000.00,2400000000.00,201000000.00,1415000000.00,3974000000.00,5617000000.00,1819000000.00,7069000000.00,5899000000.00,3936000000.00,1594000000.00,1307000000.00,907000000.00,-1105000000.00,-146568293.00,-58737942.00,-11480763.00,271270000.00,200880000.00,171980000.00,151020000.00,0.0
33,归属于母公司股东的净利润,27741000000.00,22914000000.00,16183000000.00,5479000000.00,18019000000.00,12715000000.00,8254000000.00,3751000000.00,14662000000.00,10926000000.00,6509000000.00,2000000000.00,12057000000.00,8829000000.00,6142000000.00,2199000000.00,17728000000.00,15036000000.00,11295000000.00,4903000000.00,11049000000.00,8960000000.00,6848000000.00,3211000000.00,9261000000.00,8081000000.00,5464000000.00,2225000000.00,5077000000.00,3135000000.00,2638000000.00,652000000.00,8313000000.00,7018000000.00,5816000000.00,3449000000.00,8557000000.00,4905000000.00,4019000000.00,2813000000.00,7356000000.00,4061000000.00,2364000000.00,200000000.00,1339000000.00,3876000000.00,5512000000.00,1790000000.00,6893000000.00,5749000000.00,3823000000.00,1337000000.00,1008000000.00,1131000000.00,-1106000000.00,-146568293.00,-58737942.00,-11480763.00,271270000.00,200880000.00,171980000.00,151020000.00,0.0
