,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2065718304.92,1147177992.66,489021420.59,2325790588.61,1633844935.83,903388491.91,369793626.93,2145786033.56,1517409622.95,940056675.76,454971717.42,1680193310.12,1137383681.62,657884726.74,313089693.34,1181557800.84,825168051.00,537842898.08,233134243.10,977221821.88,713699663.14,435450499.27,169372996.05,626379006.40,459605287.08,283033221.07,123079774.40,592492628.26,418143812.01,237086764.13,92899459.01,433077652.56,319269254.31,190858335.50,89423569.00,331823080.11,231140675.54,138740402.63,59066559.64,187947990.82,129182464.05,72932173.16,26654869.38,184556692.40,142045259.46,89117127.14,36158945.50,168631503.08,113907552.85,89607406.01,45979066.32,0.0
2,营业收入,2065718304.92,1147177992.66,489021420.59,2325790588.61,1633844935.83,903388491.91,369793626.93,2145786033.56,1517409622.95,940056675.76,454971717.42,1680193310.12,1137383681.62,657884726.74,313089693.34,1181557800.84,825168051.00,537842898.08,233134243.10,977221821.88,713699663.14,435450499.27,169372996.05,626379006.40,459605287.08,283033221.07,123079774.40,592492628.26,418143812.01,237086764.13,92899459.01,433077652.56,319269254.31,190858335.50,89423569.00,331823080.11,231140675.54,138740402.63,59066559.64,187947990.82,129182464.05,72932173.16,26654869.38,184556692.40,142045259.46,89117127.14,36158945.50,168631503.08,113907552.85,89607406.01,45979066.32,0.0
3,二、营业总成本,1803109143.91,1054915784.31,478834117.85,2074771790.77,1428268443.80,819629858.12,336815496.79,1817517358.33,1263044542.58,785969768.68,378786826.04,1435982402.22,960161216.79,549369810.77,266078955.20,1031863732.38,708045053.30,453550028.70,199343552.89,802355622.04,566687585.00,343306403.20,136907191.97,495515429.15,353727626.85,218267884.19,98749943.21,422917950.67,301525535.85,184996193.27,80389662.91,291642297.10,204934484.29,120947007.25,55845513.91,224750960.89,152981260.87,90390472.23,36570765.22,123927508.52,83846649.59,49516390.50,18964207.92,122407733.84,93702378.28,59210874.22,26012029.80,113384692.07,74604694.37,64650851.74,31808749.96,0.0
4,营业成本,1519021026.16,878058946.05,396780321.74,1678406409.16,1161456246.51,658918678.67,273142138.94,1487768519.37,1034294339.99,648047504.45,319399161.96,1149562515.04,781013277.22,456994559.15,226395848.76,839529801.73,582119221.18,365276018.76,161390641.91,654645982.45,475216733.07,288690329.73,114587842.50,396753342.66,287688528.56,178495306.45,78502394.71,317773210.15,241781446.92,146170060.83,59754306.52,221211188.02,159933550.27,93902233.49,41527611.45,174619895.82,122311690.58,70220176.60,27703349.30,92167650.04,65218573.73,38338018.45,14118452.95,87690564.78,68383227.77,42801943.82,18354959.90,77987300.03,54252458.52,47040412.42,21910253.40,0.0
5,营业税金及附加,12341973.33,8285981.64,3941277.86,14796656.15,9938113.71,5107140.33,2237581.28,12645205.45,9618190.98,7287274.83,4423269.29,18827318.08,10803338.95,6533552.44,3210820.00,9852051.65,5087768.44,3011445.01,1197455.67,5245611.26,3441074.23,2793040.19,1572098.90,3496684.13,3048594.05,1930618.52,779225.03,888292.62,412486.02,278453.91,124531.47,721869.58,696135.14,441036.82,155829.85,2070022.52,1609872.25,1127724.36,665221.28,1622520.61,949939.11,600025.70,375630.85,1772884.93,1376214.06,773397.26,331167.54,1543175.53,1012009.68,1231245.06,584626.39,0.0
6,销售费用,26404611.91,15826121.50,7669420.44,36586808.33,26780606.37,14646851.19,6446878.68,29967341.41,20549084.62,12655918.09,5431588.39,29063531.16,19288867.35,13459109.93,6271648.88,21833112.46,13437994.84,8409837.50,3514049.30,16795575.00,10740512.63,6199374.19,2387604.90,8749206.36,5951681.05,3166791.48,1302958.70,8424866.40,5473764.82,3326920.13,1574152.95,6308634.92,4404516.25,2755787.79,1092096.61,4358823.00,2869421.82,1824689.68,883150.08,2907705.86,2124849.34,1239623.58,712357.81,2735680.85,1894414.30,1179476.24,620162.93,2852861.85,2113883.12,1460875.16,829100.78,0.0
7,管理费用,116069742.52,66149536.04,27460342.75,189498878.82,126536206.68,126427877.73,55003036.85,268266287.86,191112797.46,116349322.39,50508001.86,235291181.82,154195890.99,81591319.23,34224842.50,155457414.43,100807727.37,66096803.96,30194646.29,116471386.27,71471064.39,42875641.82,17995658.56,85244164.39,57862628.34,33857751.57,18632612.21,93716225.26,58105826.60,38440600.47,20108737.57,55239725.99,35652793.32,23948378.88,13329856.99,42461698.02,26552500.64,16627127.12,7539347.10,29445384.63,18073723.52,10955520.44,5093437.02,26382684.00,15528581.50,9492265.00,4560468.84,23792580.55,11959593.07,12515718.42,7952740.95,0.0
8,财务费用,20562374.58,16735213.25,14690550.82,14435310.92,12688143.25,15290595.16,7291768.57,12476668.89,6283680.82,4325471.92,3211994.60,-15623599.09,-6933581.87,-6825899.50,-1849391.18,-853383.86,3204786.52,6588390.52,2297896.47,3511037.79,440355.78,-1541058.07,-1029330.48,-3443433.52,-3448235.86,-1027804.01,-39725.29,-793796.33,-7483062.08,-4726883.56,-1005238.62,854043.27,259839.67,-231344.42,101176.87,-1179083.34,-1182700.62,-372179.01,-363436.55,-4048586.68,-3453334.59,-1987095.26,-641313.20,3015251.58,5307183.64,4319943.04,2094918.25,6126289.65,4162429.52,1632313.26,171000.41,0.0
