,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,34428641199.44,25147421461.25,17734780093.70,9953728720.53,23765014627.26,16177158293.25,10942263173.65,5704680933.31,28221667163.35,19255445176.41,12813956065.56,6442835734.86,28011665306.32,19791087043.80,12079516785.52,5233632654.03,38086267720.37,26838735989.12,22049324763.19,7965335973.25,17978474435.10,11188096986.48,6714058467.03,3036282728.77,10454954029.51,8298713515.77,5660146365.98,2925599065.20,9140694021.36,6893961740.63,5063649944.90,2426157382.87,9292729959.25,6949525753.13,5246512274.51,2668870970.46,9767691726.19,6803769704.91,4382412843.40,2236715644.93,9939716207.19,6678831414.43,4132484833.20,1777066488.11,7006518895.40,5580329996.87,4044431226.57,1912985666.96,11264850659.81,8334884223.77,4753259677.10,0.0
2,手续费及佣金净收入,9929355586.14,7103355579.69,4862587519.66,2032269271.32,8514365122.55,5857559295.58,4182855398.61,1948769411.78,9556198727.08,6990945936.27,4584495338.08,2246037245.62,10965008854.57,7518998148.95,5143899251.68,2607884605.34,17970455503.56,13381266014.16,9190412834.08,2762096938.62,8220650433.41,4587708502.69,2859586402.14,1579721942.32,5902484102.84,4060348853.16,2653941989.42,1247409117.99,4384846550.47,3409509129.87,2368006877.74,1188786248.97,5522539407.60,4496543467.39,3146061824.54,1634060932.09,7208236805.51,4969329290.78,3439355153.89,1697729885.97,7755188903.43,5365957631.28,3133193538.79,1350518870.59,4908083653.56,3829076352.77,2970652671.97,1601718510.18,6899520787.75,5315653499.71,3417478373.35,0.0
3,代理买卖证券业务净收入,3571010848.08,2686492553.68,1895541099.85,959504923.47,3005766137.00,2389882393.34,1657038521.78,899001133.57,3941275252.46,2922794315.92,1926986678.55,924389168.08,5314409804.29,4075672754.57,2910463265.42,1393029264.89,12586494530.37,9842430883.02,6820180496.90,2150140777.19,5147226444.26,2850595901.28,1702670212.55,839443628.96,3925388540.93,2377680708.63,1459003391.64,757290881.89,2274050872.61,1771283398.04,1236590460.86,615727639.98,3041431647.20,2547004628.15,1839119195.81,1030907851.74,4863817673.71,3348587982.83,2273347125.17,1206702950.64,6274175190.67,4711869241.91,2774430394.23,1195185679.28,4022531580.21,3019617585.24,2397322631.78,1334784478.81,5612239472.99,4637792057.36,2919096540.95,0.0
4,证券承销业务净收入,3456860762.60,2566734877.71,1646815026.58,584702120.38,3217480952.56,1898669956.23,1524942126.52,576017380.97,3329892535.99,2528274272.45,1630399479.13,832576900.35,3356019560.06,2252945024.82,1437357729.21,873085949.03,2316181565.27,1653962566.26,962821459.79,325639970.38,1617445503.03,1065328781.06,743586646.30,520297299.29,887195318.67,425969079.38,334312468.42,156975346.87,657492686.72,571414877.87,375055681.95,223670341.59,839070703.21,738767967.57,536299834.97,266057517.40,919742143.17,604778846.89,498260214.94,173001596.38,381553963.92,98480131.63,25685401.63,7355619.43,168355391.03,175222950.80,108952322.41,22556251.90,368632491.44,199278532.10,155113115.51,0.0
5,受托客户资产管理业务净收入,2394892182.53,1619997892.79,1143817520.79,406191190.85,1924744951.45,1403965943.56,868241966.81,447381937.53,2097888819.40,1379983598.38,912482173.41,143108967.34,589726513.36,350220054.78,240377767.12,113256150.16,1350691694.67,924059283.92,777596299.25,67299425.63,450185241.02,162339379.15,91695972.33,64928891.60,71095971.73,551400233.63,365978356.37,168524676.15,861767026.40,653272523.72,461111039.47,201689689.08,985019858.83,715332598.68,436859435.47,163606445.98,713516854.54,486056666.99,312168561.29,145528386.89,743556239.68,407660844.84,251850115.61,105882783.58,535654159.34,446371702.58,327765864.43,188782735.29,700808987.80,409318435.96,222070971.94,0.0
6,利息净收入,4147849553.82,3363973334.86,2253056210.58,914905635.01,4820274195.47,3469023078.32,2419761193.91,1219109430.94,3665925531.96,2520921905.11,1742624735.95,1028863692.57,3839610355.40,3158779562.99,2020683481.90,874572228.62,4755593972.68,4325414651.52,3211061658.19,1327004789.07,3359782237.27,2576916470.09,1506226354.57,734680709.36,2084278338.64,1698019293.01,994991770.12,486781720.58,2121473223.84,1493400958.47,1089739150.19,541110288.39,2093375137.62,1531424468.95,1021457003.85,444899196.38,1365517376.55,952820608.97,606667957.94,291460294.69,1124000543.42,813742749.30,534342850.01,269580152.38,1002645450.94,708263600.14,472893744.43,241879092.37,490008457.75,286446851.84,147953893.28,0.0
7,其中:利息收入,18183155270.97,13809436883.00,9014422565.29,4090890033.19,17946767317.72,18484084684.73,8862880932.03,0,15124317313.26,0,7475356368.27,0,16180547566.55,0,8525751625.04,0,18322037172.45,0,9012845034.56,0,7699970960.97,0,3163803026.80,0,3568648983.90,0,1554602262.63,0,2825876947.89,0,1437741825.55,0,2553170779.82,0,1205482829.24,0,1647006825.54,0,746888211.77,0,1369080753.53,0,638553857.92,0,1370615971.28,0,692591009.64,0,852428028.62,0,293726129.45,0.0
8,利息支出,14035305717.15,10445463548.14,6761366354.71,3175984398.18,13126493122.25,15015061606.41,6443119738.12,0,11458391781.30,0,5732731632.32,0,12340937211.15,0,6505068143.14,0,13566443199.77,0,5801783376.37,0,4340188723.70,0,1657576672.23,0,1484370645.26,0,559610492.51,0,704403724.05,0,348002675.36,0,459795642.20,0,184025825.39,0,281489448.99,0,140220253.83,0,245080210.11,0,104211007.91,0,367970520.34,0,219697265.21,0,362419570.87,0,145772236.17,0.0
