,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9807058238.83,6375863650.86,3135518917.19,10931097409.67,7318988426.06,2684890879.55,1390791294.70,6095349579.29,4596640257.56,3267676320.53,1760484406.16,6025067278.81,4468429794.77,3163176793.83,1654428076.74,6157025503.45,4551023830.88,2881323172.55,1361973069.24,2602150349.41,1761438893.33,1190736499.31,660438390.70,2566876946.90,1928536503.82,1299734028.37,650449461.44,2869584030.20,2217780244.54,1562250220.27,814719705.00,2792651961.00,2062516196.00,1349835461.00,656633065.00,2596677704.00,1972959873.00,1368371747.00,659447696.00,1864210324.00,1347732319.00,900674129.00,499036033.00,3210794929.00,2570576475.00,1632921302.00,832244309.00,2420921033.00,1751082984.00,1197102938.00,567253888.00,2397026070.00,1205853888.00,2654790824.00,2525732511.00,1789000948.00,0.0
2,营业收入,9807058238.83,6375863650.86,3135518917.19,10931097409.67,7318988426.06,2684890879.55,1390791294.70,6095349579.29,4596640257.56,3267676320.53,1760484406.16,6025067278.81,4468429794.77,3163176793.83,1654428076.74,6157025503.45,4551023830.88,2881323172.55,1361973069.24,2602150349.41,1761438893.33,1190736499.31,660438390.70,2566876946.90,1928536503.82,1299734028.37,650449461.44,2869584030.20,2217780244.54,1562250220.27,814719705.00,2792651961.00,2062516196.00,1349835461.00,656633065.00,2596677704.00,1972959873.00,1367371747.00,659447696.00,1864210324.00,1347732319.00,900674129.00,499036033.00,3210794929.00,2570576475.00,1632921302.00,832244309.00,2420921033.00,1751082984.00,1197102938.00,567253888.00,2392545832.00,1200798321.00,2650218310.00,2521850145.00,1786786816.00,0.0
3,二、营业总成本,9307529875.22,6033236436.33,2923243417.81,10103984711.81,7083334599.62,2751591674.64,1409771310.69,5583050554.99,3832763811.65,2552360516.96,1272479787.58,4699419897.46,2934378372.97,1914898263.36,977848775.01,4958315654.24,3119213711.48,2006931543.02,1022840612.10,3005802645.68,1566982267.14,1062657301.42,536917268.28,4815063823.21,2112459939.08,1469926575.42,742815033.38,2862591550.78,2194908795.13,1509963734.06,784805534.00,2698850552.00,1916871659.00,1184929935.00,574929985.00,2036136572.00,1483126189.00,973044233.00,483704686.00,1473670898.00,1031867268.00,678700522.00,302957114.00,1853435309.00,1247340693.00,842945642.00,431314073.00,1464505085.00,1031172534.00,712509395.00,351102276.00,1425311535.00,676521181.00,1315482113.00,1342757206.00,1343332348.00,0.0
4,营业成本,8226553679.86,5338695579.46,2595369315.25,8994020108.32,6362651905.38,2406016820.11,1243220040.04,4643688260.65,3456411656.25,2322758178.12,1146681701.22,3670196198.83,2649445832.67,1744254572.58,895392458.42,3799054447.52,2878868923.49,1847278526.71,942904914.61,2095447958.20,1415864862.20,973195686.77,496157312.17,2640641101.37,2088955068.92,1438824532.60,711594310.98,2802557241.30,2154713193.57,1475651315.04,759475147.00,2586384853.00,1823170768.00,1127670126.00,546088359.00,1927575957.00,1404279253.00,920976879.00,456252697.00,1391663369.00,975436105.00,639766698.00,290408535.00,1505277994.00,1157218473.00,780083779.00,399531756.00,1356260334.00,977536453.00,683291849.00,332408563.00,1280812520.00,620933314.00,1220160322.00,1207853448.00,1116506393.00,0.0
5,营业税金及附加,10286956.67,5584775.49,2615999.34,16833197.79,11084623.35,2593519.70,6917.04,102084.45,96359.81,95728.89,93473.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57089.00,173895.00,0.0
6,销售费用,20153190.87,12980184.90,6114546.74,42018415.46,18659009.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,359364150.17,234838339.84,113238345.67,387227893.53,258207044.22,134119633.73,67797169.32,256603295.13,168642231.99,113158174.84,54344432.63,187431550.25,136405312.27,86536346.11,41786376.07,168864106.48,116591901.37,59778656.40,30083683.10,127216126.73,70266463.93,39239604.98,18356336.79,110887383.92,71656548.63,49801993.49,28144319.17,82672513.35,55980516.23,38807722.92,18358140.00,69690909.00,47834049.00,33768501.00,17172074.00,61168187.00,44974505.00,32023021.00,17530631.00,68263246.00,48059759.00,35442233.00,18103711.00,74677251.00,52919530.00,36610354.00,16750625.00,80650340.00,47922869.00,34233562.00,19515285.00,96418190.00,38297011.00,90629632.00,100762873.00,76613443.00,0.0
8,财务费用,688261434.22,438471690.33,206536361.06,638463465.41,415704034.74,197496324.70,85750146.00,253958769.22,196171277.61,110063610.91,64005073.00,200540937.07,140474349.23,78835713.78,37556091.53,164337194.18,125795541.79,99625587.01,48679484.33,126401429.86,81828355.46,50442586.97,21937544.53,87247477.23,-47998975.99,-19300982.23,3216016.56,-24513987.16,-16325083.83,-4260826.88,7042565.00,41027577.00,45866842.00,23491308.00,11669552.00,47598033.00,34079022.00,20251468.00,10128684.00,14077424.00,8371404.00,3491591.00,-5555132.00,38866398.00,37861058.00,26909877.00,15031692.00,25773576.00,5713212.00,-5016016.00,-821572.00,48080825.00,17290856.00,4692159.00,34083796.00,150038617.00,0.0
9,研发费用,2910463.43,2665866.31,123730.21,1395257.53,26723.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,24026373.77,17001259.03,11365376.40,12997038.29,428698145.54,11442285.99,6284824.20,7355107.04,641251211.31,8052878.80,5271630.89,3113848.99,826059906.06,-2042655.17,248772.90,1172530.06,656737130.89,-977414.45,-220577.30,466074.79,1976287860.69,-152702.48,601031.56,-139613.33,1875783.29,540169.16,-234477.02,-70318.00,1747213.00,0,0,0,-205605.00,-206591.00,-207135.00,-207326.00,-333141.00,0,0,0,234613666.00,-658368.00,-658368.00,0,1820835.00,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784216.23,1785635.31,641035.70,635972.62,12082767.59,11573275.01,5612817.60,5697190.37,10826771.57,10917856.67,5437393.09,5680338.00,8277914.00,7409316.00,2587019.00,6907083.00,-2658584.00,-5495826.00,-6341789.00,2368052.00,8117241.00,9055223.00,9681914.00,4091133.00,-7151672.00,-13279400.00,-21111903.00,0,-46734717.00,10317351.00,10457571.00,0,0,0,0,0,0,0.0
