,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1231114015.77,792516819.91,322798805.15,3424537279.52,2602159608.14,1954791032.49,857568516.07,3626072073.47,1906776499.57,1450152617.51,725125390.22,5220806476.67,4762394678.69,4041331592.33,2071991493.41,3882241773.43,2410839062.37,1583239050.57,802865291.94,3285599346.56,1931945019.90,1576162208.70,1062970064.19,3528974861.12,2446960578.39,1826132797.21,712418719.28,2178214174.44,1693809655.77,929645195.67,469670205.36,2431210306.54,1443085809.00,832078932.61,407041729.27,2681485215.67,2143848239.98,1544445450.94,609816512.88,2110050351.03,1355394017.65,920477589.73,378867767.02,1518368081.10,1088207065.65,728789797.78,339840928.51,1076093094.84,893937349.56,635544776.30,393090169.80,1690912501.71,1189349656.58,799981470.36,435564727.69,1653324073.63,1177961195.57,756951214.09,379016661.74,1416818228.03,1036535243.26,630287634.69,294281469.62,1119283568.60,803380300.94,533515146.12,208859743.88,854266708.49,386038381.25,245458168.96,126093646.92,513250737.24,287877618.15,882605880.67,530002662.52,1045729746.06,523110042.49,876545771.51,417924306.37,370014394.25,181521813.90,274129664.37,174361507.94,85529849.15,0.0
2,营业收入,1214638672.76,781491930.03,318127639.01,3398597165.00,2589073077.54,1947205665.20,855099594.25,3595437626.14,1892144095.00,1441027979.84,721011255.41,5183099936.57,4735673904.05,4023564349.02,2065166965.78,3838121347.09,2379530456.77,1563713752.76,794084322.90,3242074106.35,1902397353.05,1557504139.79,1055203685.69,3502006870.57,2430239809.58,1816662659.29,708273634.96,2163458610.93,1685286004.06,924759131.21,468370041.20,2431210306.54,1443085809.00,832078932.61,407041729.27,2681485215.67,2143848239.98,1544445450.94,609816512.88,2110050351.03,1355394017.65,920477589.73,378867767.02,1518368081.10,1088207065.65,728789797.78,339840928.51,1076093094.84,893937349.56,635544776.30,393090169.80,1675262780.03,1180643451.76,796666179.89,433830395.83,1636428914.18,1170337233.76,751454902.65,376485717.10,1398778507.26,1022946539.81,619581043.05,286975419.24,1100670952.90,788856573.40,523109054.51,202641407.31,840238825.70,385712311.47,245109000.79,125978423.91,512912383.96,287513245.45,881016310.12,529193637.62,1044428142.42,522233299.37,876346529.92,417905986.66,370014394.25,181521813.90,274129664.37,174361507.94,85497094.46,0.0
3,二、营业总成本,1169550634.69,763983861.48,356677581.43,2730820942.87,2001247033.22,1450448007.64,622807738.51,3171154405.78,1654488727.03,1232339949.25,633017956.68,4268321897.07,3817626666.93,3252748481.78,1665910414.01,3620415049.13,2291222926.25,1523415672.43,774928642.70,3030500323.15,1847146293.59,1511172739.22,954119694.69,3347619497.88,2349302702.40,1758761591.03,628836903.69,2069612153.26,1579407776.01,922517782.32,425899488.02,2255522787.79,1365311311.05,771616095.13,374825293.58,2475990009.49,1999987137.84,1430189452.82,581622411.68,2054239694.72,1306473848.72,892611223.30,334083098.37,1483017526.47,1050618845.30,700612074.51,325527719.93,1038999914.50,843866185.23,608949133.34,366013349.06,1637717296.99,1191434269.82,802588167.14,424539548.84,1611735164.73,1173977761.99,760878035.34,387215378.41,1387623925.39,1031982247.05,627455964.99,288611425.61,1093904740.61,797005106.98,530846035.58,207835255.43,822052394.81,356331392.74,226599347.78,124137488.72,476423639.47,271189237.51,759259181.70,452190583.10,806689261.57,379942263.03,600131066.09,273812061.34,279239716.77,0,194481740.90,104312614.99,47742163.97,0.0
4,营业成本,704783769.83,457108538.14,180189243.24,1763542503.56,1311929711.88,978899654.24,450403078.69,2027861240.88,1090655151.94,826634744.84,421657678.84,3286385606.79,3078293017.60,2673232229.13,1349441984.82,2721470466.52,1744052516.91,1159368765.02,583672787.24,2192265940.34,1300980361.88,1121720526.00,760094917.36,2557960192.15,1765784277.84,1351566455.54,432802249.02,1247157647.77,943300597.70,534307900.16,253816991.68,1485184633.90,874584389.75,473681331.07,229796851.52,1905827301.71,1614491987.95,1179887222.20,463191380.09,1613256241.60,995548370.57,681554616.69,253688405.77,1103293543.98,816314864.26,560751208.83,247774167.85,829168647.47,699826878.19,510929467.85,316806370.88,1381022648.90,987558216.56,662505619.02,358310415.08,1339210214.35,963607586.44,617614369.43,314778578.38,1159894010.97,859827821.25,517704096.78,228261646.96,872002949.85,627940132.84,414071913.49,148503419.69,611192221.78,252547430.80,156369872.73,81854964.96,344067191.29,203316843.13,638281573.73,388697835.75,696231644.03,325881773.35,530157022.29,240646730.18,253552732.58,0,168865998.47,86516536.50,35946697.90,0.0
5,营业税金及附加,109491800.01,65669217.44,22516097.12,417097616.49,334103815.92,252978302.83,72747961.55,308146322.89,120491985.47,114604575.91,35720724.84,430206853.31,405391214.41,357947005.95,194180014.49,267931602.46,147229183.62,89566475.52,39139666.55,188586558.97,80626490.11,65119046.36,34984440.91,178820525.03,122519511.25,92994870.43,40162186.25,152674797.42,139297090.37,66679440.99,30017271.99,181732469.25,89291538.92,41787279.18,19589792.99,170516774.46,140038659.96,94317104.32,37465375.24,123816779.56,77930909.96,53737352.28,13441618.36,55595671.35,34433466.34,21757304.73,10532563.47,24224798.01,19045956.37,12789537.23,7959244.04,15358459.70,14848727.67,10108247.49,4147970.79,22952758.58,15134656.09,9869970.37,4801070.89,26534542.13,18477977.86,9743929.46,3975914.88,21034459.07,15983745.58,11485827.36,3237839.50,17985554.08,9649747.27,6133212.71,3017494.52,12676328.80,7563835.83,30910529.33,19460242.97,31910051.83,15698791.52,25274953.91,11590091.84,12856572.43,0,10867182.54,6537946.84,3509224.21,0.0
6,销售费用,116987284.24,81219026.98,41526583.54,166096962.62,106004085.89,74161324.21,40274995.63,269092511.24,195515534.02,128997916.09,66507765.96,198711950.69,153612299.06,101559608.26,49059672.00,153703666.70,109289275.03,74717469.96,41444076.37,165658684.45,116748717.21,85721938.19,51541350.32,147193376.85,115638510.29,82756993.14,51195297.99,150528976.54,115535582.91,77083750.90,35856011.85,124989661.47,97308122.88,64915954.99,30225904.74,118350201.45,82694406.23,54953112.18,28263999.64,88812097.11,68346685.29,45177179.65,22404878.19,95256193.97,73073950.10,43895266.37,21439671.51,77378974.66,54189471.74,34436491.43,16995358.36,135332005.30,105641806.10,69940782.09,35397374.41,133384651.53,98459663.34,64169025.95,30740093.02,105711024.58,78602305.52,50615500.45,26090245.11,103447775.75,75404131.09,50826089.20,26021902.68,88963949.36,27234019.81,17497538.04,9583490.09,27574653.76,11806953.15,22717457.99,10242172.59,19751483.43,8973402.34,2742703.69,1405213.64,1918445.78,0,937647.19,494351.90,490307.04,0.0
7,管理费用,106664375.99,69464708.16,33488405.40,185175190.90,98842186.21,68749938.52,34365178.23,203633846.96,119014640.59,77764343.49,44345196.90,206731594.09,113488450.45,77593989.23,47453321.32,191831951.22,108517400.73,77096694.16,44212287.30,160573721.72,102592729.07,71386017.94,39840734.03,137355447.26,92347043.13,61626210.37,36148843.48,115407120.59,90912451.89,58979537.81,31128090.76,122693873.69,75265762.03,50706356.59,27066870.76,107558436.68,61910703.90,41769397.39,21974989.33,105971723.35,69749953.74,49166538.86,22188956.78,65024934.73,49378874.57,33006724.67,16857722.44,58871293.95,38468840.02,26868802.86,13678362.29,55928134.22,43030100.42,30396161.60,13336760.79,55088995.22,49107573.77,36753036.71,21491340.05,41203568.00,35217576.79,23744453.60,17960261.73,43415869.56,35167888.73,25717717.65,15877781.79,44217828.76,24311866.29,17909570.39,15149004.99,26915337.07,16002035.38,15554344.66,9493418.33,13467531.71,7556739.78,9610814.00,4844273.76,7428041.15,0,5338184.88,3402341.29,2663950.30,0.0
8,财务费用,122117772.87,83514751.56,48586228.32,191171174.28,136282160.12,82912452.50,38711599.50,169006779.00,128170836.58,86767839.09,44551627.59,128713169.81,92575143.20,61141189.47,31770162.68,195098072.20,161686059.33,118423584.65,59627335.72,309117923.53,232672879.74,154850865.65,67542782.57,310741025.98,238775731.11,157376629.56,68465367.69,390424220.78,287930354.66,182716749.93,74792325.11,329175059.44,226670392.69,139323902.29,67561607.89,175064972.81,102465225.10,62191012.90,27479187.11,120691700.16,95029026.75,63572379.33,24050613.51,164336506.48,82588864.07,45099561.50,26424971.02,51644647.99,29917408.86,20902642.22,8873231.81,50076048.87,40355419.07,29637356.94,13347027.77,61098545.05,47668282.35,32471632.88,15404296.07,54280779.71,39856565.63,25647984.70,12323356.93,54003686.38,42509208.74,28744487.88,14194311.77,59692840.83,42588328.57,28689153.91,14532534.16,65190128.55,32499570.02,51797064.37,24298701.84,45253747.20,21831556.04,32345572.20,15325751.92,3483924.83,0,8472727.82,7361438.46,5131984.52,0.0
