,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1643666399.37,1186712547.35,569690045.61,1927145479.56,1109961761.55,802053422.41,453277830.38,1446714027.92,929826061.92,664919691.95,347191934.27,1217693090.22,665915554.08,524669603.00,231140227.66,1112655608.79,534804679.59,425299825.82,190895016.52,1378800048.18,652083767.98,619195059.61,253071491.69,1693934876.29,876595166.19,651337670.54,340376016.41,1843203032.44,982982145.87,805971579.96,378402527.74,1619745078.95,935054215.98,674778421.08,364628213.08,1504448162.45,955424389.13,747129896.08,289090567.66,1046325211.08,652343969.64,476110708.11,216082883.93,941206333.88,639625295.44,501763342.37,224549187.74,959195754.92,630361032.72,480497138.55,209643205.85,834401946.10,599995250.82,446212348.39,198934472.39,690225063.77,511549668.48,391648435.88,184844523.25,447450289.89,343973207.00,285772843.67,153170133.85,383064879.59,307369964.05,237386245.23,136565588.29,365097380.31,288790675.92,236150138.68,117910376.55,392905955.45,181891471.01,416823851.61,141315828.83,301915521.90,122322997.80,250703995.22,96240919.21,184899458.65,75092499.77,112346375.48,90721640.28,43707650.83,64435704.84,0.0
2,营业收入,1643666399.37,1186712547.35,569690045.61,1927145479.56,1109961761.55,802053422.41,453277830.38,1446714027.92,929826061.92,664919691.95,347191934.27,1217693090.22,665915554.08,524669603.00,231140227.66,1112655608.79,534804679.59,425299825.82,190895016.52,1378800048.18,652083767.98,619195059.61,253071491.69,1693934876.29,876595166.19,651337670.54,340376016.41,1843203032.44,982982145.87,805971579.96,378402527.74,1619745078.95,935054215.98,674778421.08,364628213.08,1504448162.45,955424389.13,747129896.08,289090567.66,1046325211.08,652343969.64,476110708.11,216082883.93,941206333.88,639625295.44,501763342.37,224549187.74,959195754.92,630361032.72,480497138.55,209643205.85,833940547.93,599909280.88,446186248.39,198847997.00,690198600.27,511229740.35,391635259.88,184826347.25,446868389.96,343949175.30,285757811.97,153164133.85,382324400.60,307346104.06,237369460.23,136561273.29,364674655.13,288259156.88,235770461.14,117884789.01,392627486.99,181806040.25,416784712.64,141301378.96,301915521.90,122322997.80,250703995.22,96240919.21,184739712.85,74941039.27,112300706.11,89908095.15,43401606.98,62962108.23,0.0
3,二、营业总成本,1621178903.15,1156128442.27,529896844.32,1961199325.53,1118734961.15,794809126.85,435102196.66,1544253713.39,1015647282.54,689226616.65,351288468.42,1270437554.24,761520228.63,537480606.83,218512890.46,1099946386.64,601490932.38,421434204.49,170675029.93,1371147155.59,731773930.02,617838258.56,239864563.93,1684740477.72,947690223.67,642754433.23,325625988.57,1785281989.55,971396843.60,781899505.66,358905674.43,1578729655.25,906625297.49,623484427.43,333035120.26,1412931637.93,861317111.42,646674866.65,255476110.76,1000582403.26,633038390.20,444635083.71,204243015.51,921771826.31,613390820.42,469171959.49,208872009.00,915578085.66,606738519.89,457148575.97,195654727.37,787366098.86,572368825.15,416431313.47,187570199.69,667836296.57,494269285.79,372313113.67,174472745.04,429648165.16,333967468.31,266583038.68,143462811.53,371892297.48,289062739.87,218031946.44,126951266.96,464120815.77,310292879.17,236860923.66,117177014.58,377064296.92,178249843.42,361209748.59,130919726.98,236884824.24,104223175.73,187874515.61,80129267.16,132639024.77,0,73925964.98,57381657.74,29278048.32,58604889.12,0.0
4,营业成本,1417368018.32,1020665054.60,470982195.63,1613553482.37,942765033.79,670338471.68,383732911.17,1230398324.74,846299635.09,578408624.10,303435126.91,1014237582.21,597759303.31,441412238.89,173170801.91,858285568.18,453382643.36,332273965.03,123303768.91,1105048078.63,565374666.12,517601087.46,189291080.76,1416397437.30,781301810.29,528756321.53,267596063.55,1480805337.05,802199113.70,665093752.23,300779219.63,1287964894.52,743276804.24,514656824.88,277737613.80,1105937309.08,679522238.69,508127919.39,200511741.79,774720066.34,481884851.57,335517233.44,155918103.71,688947927.35,473632196.86,371815241.49,159247048.53,724670463.34,483001538.40,366685521.23,158924289.67,563558328.56,414449725.88,301357283.91,140947231.48,469998244.95,353959235.61,274071869.98,133130929.40,278792114.22,231813071.46,194635728.02,112192863.33,269509458.78,218061963.02,170903369.60,101449138.21,298083207.12,236075759.20,187923381.25,93463447.50,295631710.24,140344484.96,282813356.10,101010943.41,189188164.82,84100560.47,158462721.06,64051104.33,114862437.64,0,59255440.04,43247308.51,21176264.70,50125233.67,0.0
5,营业税金及附加,5849102.97,3896507.37,634445.10,7821935.86,4416886.18,4076059.12,565378.35,8986271.37,4894477.74,1436019.47,312554.00,6444168.11,494124.03,435247.23,352464.80,2494005.53,809253.25,574756.98,352889.71,2133958.13,1167299.11,938926.73,374196.12,1689914.50,1022085.90,598438.29,325074.43,2796288.58,1772728.22,980755.86,461783.62,3347749.49,2372087.70,1704795.92,1066725.71,28178679.53,27220624.37,26871213.73,2944581.73,4595167.90,1282246.30,960784.37,442180.93,4776202.67,1676225.29,1304889.78,619060.10,8435204.60,2387147.48,1859736.07,383202.34,3772155.17,2587856.32,1721547.88,862374.09,3070533.98,2186671.41,1425635.79,702375.12,1829871.75,1324672.86,846021.24,359268.45,14483.06,14483.06,14483.06,0,9621.97,732.24,732.24,0,42512.40,6834.18,81527.31,8805.00,24800.00,0,35000.00,0,0,0,0,0,0,1486577.16,0.0
6,销售费用,102708194.73,65286459.47,27068868.78,138014713.42,85336940.60,58503085.64,23100219.79,138623904.64,89001155.06,59217305.33,23337288.47,123282403.89,78698975.54,47314059.72,19637911.50,119387543.85,70823083.95,44141031.97,22467770.81,128469625.52,76159209.76,46242723.02,20989676.99,141368752.11,76086947.40,49895979.80,26098209.28,145963996.89,79580021.57,55727355.98,27720385.83,134931922.08,77646577.32,56069874.02,27715886.99,131585534.04,83919421.11,68589950.28,29985242.47,108566517.34,89568219.48,69133274.87,27772758.19,115618624.42,81307254.75,63729361.96,28212050.13,87842434.54,64142279.33,47406422.10,17766780.02,111225725.80,92697713.97,64797877.97,26898617.97,99454999.09,73486068.57,52703025.66,23599459.40,81737692.53,54732069.35,37779248.49,14762990.48,46337698.01,40852566.18,26554422.75,9370987.11,70153622.61,35882465.84,23589201.56,9829796.33,40696087.73,16147585.34,32029467.13,12614000.54,22137701.81,9300313.70,13427041.49,6381155.64,10549422.67,0,8038675.84,7024508.09,4868317.87,3568124.55,0.0
7,管理费用,73511996.38,51258679.20,22997907.80,93012519.02,63104742.36,54414579.13,24469301.19,100866195.53,69910847.90,47724741.75,23567194.52,113276177.43,84489310.24,50428803.99,25926922.58,109063153.36,72898590.15,45052845.67,24062364.51,106195242.66,76396091.01,47196708.23,26153430.12,107164080.38,77997347.12,56874494.67,28512722.32,112650003.19,74647003.24,52071469.33,25939906.65,108422225.66,71521347.54,47102068.58,24765544.97,95094144.52,59023178.14,35834204.32,19403708.38,74873707.03,51243234.95,32557154.50,14529392.21,70171024.45,48530049.28,29074107.18,15253206.23,58416011.46,42616775.76,30512703.69,12810705.14,91427279.54,48437879.79,39412168.34,14592344.67,77398050.96,51393680.66,36178203.45,12061990.52,53037362.20,38093317.85,27925894.83,13238557.65,44830185.08,23790750.84,16421896.59,13978638.51,87051921.12,33477399.33,21661652.17,11645058.73,33752365.46,17764259.04,41400652.20,16032976.66,22093372.98,10429492.36,15240912.91,8951139.64,13501191.43,0,6703067.56,6277978.30,3189591.41,3766494.95,0.0
8,财务费用,4790002.39,4882841.28,3137328.06,12645858.05,7327909.34,5280033.44,3235909.91,8827271.82,5613391.39,2512150.64,708529.16,1689462.18,523293.83,-1691616.08,-575210.33,2664286.30,-1393004.76,-593075.11,488235.99,14292332.81,10365929.37,5873872.36,3056179.94,14862001.12,11246861.76,6629198.94,3093918.99,15615556.53,12729827.03,8025423.96,4004378.70,9739342.65,7024195.26,3606875.37,1729109.83,16051831.29,11623016.03,7239468.55,2630836.39,11213416.87,9059837.90,6466636.53,5580580.47,19083792.80,14611764.35,9615029.19,5540644.01,22277012.03,14590778.92,10684192.88,5769750.20,17382609.79,14195649.19,9142435.37,4269631.48,17914467.59,13243629.54,7934378.79,4977990.60,14251124.46,8004336.79,5396146.10,2909131.62,11200472.55,6342976.77,4137774.44,2152503.13,8822442.95,4856522.56,3685956.44,2238712.02,6941621.09,3986679.90,2717512.83,1218799.00,1280143.15,392809.20,708840.15,745867.55,-6274026.97,0,-71218.46,831862.84,43874.34,-341541.21,0.0
