,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130630,20121231,20120630,20111231,20110630,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040630,20031231,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,29949311773.00,20593180855.00,14094971841.00,6695154312.00,22718823444.00,16787439112.00,11460532885.00,6244526708.00,23804132903.00,16614840116.00,11104097293.00,5586594903.00,25764651745.00,20007774126.00,13707434521.00,8062735486.00,37596630401.00,29037339215.00,22301438989.00,7428474398.00,17881603377.00,10614465670.00,5960983601.31,2600771164.00,9008929494.00,4863134653.55,7798865468.00,4524192158.02,7445176283.00,4243553763.89,8754945603.00,3424744182.38,12348622065.00,4312662921.26,12431348258.00,9590761296.13,14227901956.00,6846338234.53,3782307945.98,2548052900.00,1520540289.57,938643000.00,646731002.19,880473000.00,383866151.82,15567.17,1618477873.74,1008699775.54,1219295300.47,1252593509.07,3449151638.97,0.0
2,手续费及佣金净收入,10286365353.00,7589504646.00,5224310334.00,2292393984.00,8219473610.00,6212294303.00,4506173930.00,2298565693.00,10450340180.00,7535212780.00,4964186932.00,2498640649.00,13259734455.00,9800308421.00,6726140174.00,3623529268.00,22967696712.00,17512139019.00,12534090484.00,3948533068.00,9445181861.00,5373269701.00,2947177763.35,1465948038.00,6050435696.00,2871970119.58,4146274914.00,2000804017.80,4900740985.00,2817432523.49,6616704755.00,2745904823.27,7768763130.00,3123363819.27,5405243908.00,3215735383.17,9744698775.00,4751180542.51,2702020052.11,0,1033785952.39,0,974468050.61,0,426108374.92,0,1319521531.27,739882042.09,517887441.30,760402243.21,1567813919.40,0.0
3,代理买卖证券业务净收入,5629583202.00,4492018602.00,3150277135.00,1531398756.00,4379995439.00,3497878514.00,2536176832.00,1390011727.00,5606274589.00,4326490278.00,2664284305.00,1384684513.00,7058772071.00,5456617091.00,3733534635.00,2035380544.00,17640782292.00,13661448440.00,10459639401.00,3271071144.00,6782024483.00,3690901268.00,1757435050.92,1079548154.00,4304616578.00,1803565133.81,2767878236.00,1260637997.95,3472944486.00,1863895163.59,5303906033.00,2323805390.05,7140071193.00,2982909048.75,4506172968.00,2796250019.16,8895102879.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,2592758819.00,1690364080.00,1064259702.00,378927613.00,2008916450.00,1433467960.00,1049747538.00,445815401.00,2707751226.00,1797793972.00,1313284111.00,657999868.00,3497702999.00,2390982587.00,1565667519.00,959962671.00,3061517446.00,1701518547.00,1102120873.00,332913230.00,1514642749.00,985426175.00,505144378.69,181539674.00,899556928.00,441291778.28,909990057.00,384525628.37,988888252.00,527291364.32,724058119.00,195375789.73,397182117.00,136566549.71,580733731.00,288789218.25,355684537.00,35774194.33,527751049.22,0,51267244.21,0,124104761.32,0,37046039.07,0,196450665.69,68839779.28,-173948465.20,107062099.39,262383087.91,0.0
5,受托客户资产管理业务净收入,1665468283.00,1221204948.00,870396632.00,333648826.00,1500174088.00,1157713249.00,807700816.00,423282758.00,1782924935.00,1313360959.00,886257883.00,459605234.00,2370489466.00,1842410202.00,1365144756.00,608923719.00,2218561180.00,1527974346.00,994045067.00,345471581.00,1131754162.00,733337347.00,454819957.03,212947885.00,814715155.00,386960412.98,455755463.00,175225618.51,381865544.00,294755264.69,308619459.00,117566552.90,195122232.00,22560594.60,270912236.00,133408076.89,439452805.00,175859681.73,21616457.30,0,15955233.77,0,1565493.51,0,0,0,0,6745469.51,-55661693.33,-152817712.33,-229813310.13,0.0
6,利息净收入,5226755869.00,4027987791.00,2544933834.00,1449207343.00,5832104039.00,3861673063.00,2764472825.00,1459901695.00,5706841263.00,4313534075.00,2859242573.00,1388419300.00,4554630276.00,3488946522.00,2176893979.00,1068661263.00,5433783044.00,4439389258.00,3022388238.00,1063398366.00,2152560835.00,1355761445.00,886553402.65,408150195.00,1454931583.00,665322970.08,1397730017.00,742773989.80,1519643537.00,685110107.60,1032434566.00,445123715.41,891808387.00,328906904.26,884232683.00,379860676.96,515669262.00,-225049464.02,-294284748.97,0,-78171011.43,0,-195455744.41,0,-81065133.83,0,-153813333.98,-85306896.56,-183357708.67,-231152723.81,-321784553.10,0.0
7,其中:利息收入,12630205722.00,9417949677.00,5928326895.00,2982562740.00,12841988651.00,9188272891.00,6448884219.00,0,12412951586.00,0,5930887391.00,0,11718385727.00,0,6094307505.00,0,15510356613.00,0,7973956312.00,0,6894141174.00,0,0,0,3653501151.00,0,2083618532.00,0,2109177616.00,0,1340516568.00,0,1230046787.00,0,1544662484.00,0,1364358427.00,400435790.25,456474527.65,0,168177168.93,0,267942084.75,0,126840613.62,0,295031199.98,160354938.57,380097317.25,505371111.87,786931111.34,0.0
8,利息支出,7403449853.00,5389961886.00,3383393061.00,1533355397.00,7009884612.00,5326599828.00,3684411394.00,0,6706110323.00,0,3071644818.00,0,7163755451.00,0,3917413526.00,0,10076573569.00,0,4951568074.00,0,4741580339.00,0,0,0,2198569568.00,0,685888515.00,0,589534079.00,0,308082002.00,0,338238400.00,0,660429801.00,0,848689165.00,274136375.14,562609770.16,0,216051178.60,0,343272452.29,0,142751502.28,0,248296075.89,132988839.16,228236264.52,273393852.53,498164308.49,0.0
