,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20071231,20070930,20070630,20070331,20061231,20060630,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,13802890232.86,9029153880.50,5936287681.13,1575627094.39,6754522891.75,4348748363.52,2217209814.56,1093138068.68,10818322651.34,8777225428.31,5459067882.93,1504842277.67,8876506775.80,5933321544.25,3743133471.91,1164874709.43,8400121545.48,5661239074.92,3383282677.94,1649739855.22,11198671739.10,7723788495.95,4675180614.59,1971214201.15,11694732913.16,8291378346.22,5389117549.17,2230792200.89,11674134793.86,7246929251.08,3936400614.76,1820394461.70,10528278526.89,7360835424.88,4304858340.36,1935075826.07,6325548158.34,4101058143.75,2266900965.35,731588976.72,3742676965.69,2367122749.58,1552548952.96,3637159647.84,3763395648.31,1954002109.23,1174235517.13,663282827.05,3298124819.39,1117673000.00,2598203557.16,2818134293.96,2693305913.00,0.0
2,营业收入,13802890232.86,9029153880.50,5936287681.13,1575627094.39,6754522891.75,4348748363.52,2217209814.56,1093138068.68,10818322651.34,8777225428.31,5459067882.93,1504842277.67,8876506775.80,5933321544.25,3743133471.91,1164874709.43,8400121545.48,5661239074.92,3383282677.94,1649739855.22,11198671739.10,7723788495.95,4675180614.59,1971214201.15,11694732913.16,8291378346.22,5389117549.17,2230792200.89,11674134793.86,7246929251.08,3936400614.76,1820394461.70,10528278526.89,7360835424.88,4304858340.36,1935075826.07,6325548158.34,4101058143.75,2266900965.35,731588976.72,3742676965.69,2367122749.58,1552548952.96,3637159647.84,3763395648.31,1954002109.23,1174235517.13,663282827.05,3289792256.63,1117673000.00,2580162196.01,2808951187.82,2682720048.42,0.0
3,二、营业总成本,14271042025.05,9506194533.57,6087182023.90,1588117814.93,8014349811.15,5003161916.06,2875729689.19,1482395655.11,11562107998.78,9207899178.82,5859895104.20,1647542982.13,9356507267.18,6390550670.26,4045000900.61,1238956053.37,9724964332.07,6404408704.78,3765779552.33,1797442091.71,11571730978.45,8128977149.37,4922631017.91,2121171231.38,12005553626.63,8493868616.50,5501571039.77,2253016257.54,11411561522.35,7032199454.42,3790563801.34,1709541809.62,9688581249.18,6527634483.62,3724414993.71,1528185191.45,5699993288.82,3673219819.00,2009473406.11,658861376.81,3454188039.97,2290911523.91,1494346022.23,3340552136.53,3254915259.37,1766088161.82,1044361493.63,589124023.25,2904826214.76,881179000.00,2394642932.04,2204186901.78,1932555613.24,0.0
4,营业成本,12915002381.63,8588234791.75,5548332290.35,1478707591.82,6511051905.53,3958325016.17,2035689455.62,1024834737.88,10247608097.04,8377715708.36,5206915928.91,1436626250.84,8343970021.94,5635550453.61,3596352900.23,1197918554.53,8305679673.97,5495633838.37,3299841475.36,1633602899.19,10579070490.09,7227320346.89,4466184554.94,1912061538.52,11145852902.69,7890482865.67,5088889639.72,2082813556.70,10744111805.72,6586158985.62,3506271617.04,1580781038.75,8958302531.62,5943312396.14,3413158116.91,1373342202.05,5053921148.21,3258619468.75,1732181433.05,529358733.61,2990199491.14,1987247227.80,1303428531.64,2706201623.97,2754580288.13,1078967657.07,660904976.56,389327726.84,2266517169.92,0,1609357911.87,1594686507.67,1212567967.14,0.0
5,营业税金及附加,25716770.08,17757649.56,11146712.03,4550222.60,23649932.49,16294560.08,10429824.20,5051976.05,27792837.88,20636264.88,13664504.42,5540499.42,23358452.22,1510818.22,1399170.32,814476.54,5264940.03,2829520.88,1907853.84,676248.08,4052142.31,2322933.30,1395948.65,562240.47,5320035.22,3645963.74,2329988.71,1181531.71,6253935.16,4306805.00,1970713.50,913027.54,5227946.09,3674550.64,2047786.15,690116.11,3775223.39,2623324.44,1606337.27,372685.11,1464239.84,789390.83,413869.04,1159697.57,1436482.34,0,0,0,1006957.37,544310000.00,391508.74,18937055.02,135817856.77,0.0
6,销售费用,384948463.70,240406825.24,153252293.90,30273241.51,210039358.30,133392007.79,80022847.67,31124952.24,190100853.42,146552689.20,99263853.84,27505153.49,207539775.94,138616325.89,80769035.91,28001837.80,319262481.37,211600223.68,125853474.58,27939541.00,305063215.31,241757917.92,141262192.52,61093518.77,182349982.16,110256778.53,60220280.77,20344337.29,142060847.51,90247504.15,43466572.29,18253302.11,115015298.62,81804079.50,37342309.48,19105703.24,75130359.33,49689167.67,25943085.30,13069211.02,45704854.45,26270190.26,15457508.64,33517441.37,35623062.74,19627127.07,8569367.90,4749180.92,28590940.65,8005000.00,41635397.64,52358529.93,45702522.17,0.0
7,管理费用,772114181.75,552638131.44,313575338.24,123976036.01,739256743.49,406521594.43,247879341.51,128154865.10,580327297.54,413286831.10,284848247.43,135232206.81,608166692.73,377866764.68,250489767.44,119892509.65,566517175.14,392559905.50,265206158.17,128945858.63,596167706.98,397823591.33,261746139.94,126574758.15,565928632.63,398275916.21,239752715.00,116577425.15,478467434.76,325253132.30,207098249.99,106426289.87,511584938.06,347296803.24,228542955.19,114286238.30,449024993.53,283158361.17,185399274.33,90721157.77,347123813.72,230284820.32,154155789.63,424793815.50,293885839.11,569509263.22,305020362.27,162711874.68,494156266.61,259021000.00,640396007.58,434281674.11,435754963.29,0.0
8,财务费用,140977378.76,89287453.40,51563339.35,18083775.43,129774168.31,102577472.21,68219986.23,34400432.56,160171554.31,109363517.15,74355405.58,36376961.88,137229997.81,104313001.87,69774467.89,27968118.27,121010463.99,79406892.38,44020974.52,22443453.19,87764733.10,63727719.95,40224517.42,18044020.48,32699946.72,20541858.75,12927350.16,5723391.04,11707617.25,9127035.06,7391390.01,3308989.54,12700226.33,42940643.57,33405000.18,20753848.23,102732288.77,73331961.25,49492413.65,25339589.30,80850670.70,61954654.26,44248129.95,91985378.22,155112823.53,97984114.46,69866786.90,32335240.81,114554880.21,69843000.00,102862106.21,103923135.05,102712303.87,0.0
