,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4424382435.03,3085591562.55,1694090043.55,7242391510.59,5316698024.36,3865651542.55,2339752320.95,7283777317.35,5147603381.67,3750088013.31,2120046727.30,6265337356.45,4433936411.17,3186370044.55,1777916693.90,6237841449.10,4379628305.39,3239590203.66,1939640285.79,6044989943.18,4362241593.03,3154781465.70,1841194349.48,6075210764.96,4432965625.02,3274042341.27,1892012336.11,5794234652.24,4032560324.64,2844337945.19,1576735851.65,4781799342.11,3432506829.07,2405417862.37,1363278327.01,3563931769.92,2486232218.20,1727238350.46,992551689.30,2746569439.58,1897294269.10,1328554321.75,747074130.45,2219343263.27,1581512499.40,1091939252.23,1635572791.07,1664688315.53,0.0
2,营业收入,4411139065.06,3078167944.62,1691010953.08,7218250181.20,5301580063.75,3854806949.58,2334169030.57,7256564912.13,5129025850.69,3736187997.88,2111969549.57,6227534094.72,4407511136.18,3170259309.62,1769987741.95,6179618555.46,4333199231.31,3205850174.16,1921076958.65,5951608987.13,4294650281.87,3110470653.49,1818978817.15,5985846624.40,4368276671.83,3234772482.99,1873945040.82,5716586379.63,3975778305.87,2808121791.36,1560645860.40,4741083961.71,3405305876.90,2389437027.36,1356589097.40,3563460625.75,2486232218.20,1727238350.46,992551689.30,2746569439.58,1897294269.10,1328554321.75,747074130.45,2219343263.27,1581512499.40,1091939252.23,1635572791.07,1664688315.53,0.0
3,二、营业总成本,4381543864.62,3003853725.37,1601668603.73,7078780021.68,4988875899.54,3537052388.92,2046315962.50,6916402093.18,4801709165.87,3422122925.28,1872038315.10,5955971582.16,4166374914.24,2948506002.82,1612446249.59,5857509099.81,4027564806.39,2940920277.36,1740261001.03,5607280599.15,3942612257.88,2797873118.37,1601048193.14,5561774290.98,3974228498.51,2901981256.56,1631774390.36,5305838331.04,3615271492.17,2507873552.46,1338045613.70,4420265576.20,3102507964.16,2120446234.35,1171980473.73,3271555149.36,2237914289.22,1528455457.54,867622888.30,2543658727.98,1731707102.07,1193378352.25,666259773.38,2057996533.10,1440369728.53,987040671.14,1517615915.44,1580450671.43,0.0
4,营业成本,3488089244.09,2439649204.15,1338361800.32,5785552646.07,4173323015.26,3009332409.35,1792503434.41,5854934928.23,4108936264.39,2982427692.88,1652161925.49,5057887487.77,3571005386.13,2561125054.16,1436213969.20,5087490374.17,3568464284.16,2644977373.62,1596953973.98,4955368029.78,3535701168.54,2550038715.67,1495126219.34,4952729383.89,3582263833.61,2655675087.66,1529965501.16,4722880131.17,3240594674.10,2275652086.74,1248804231.85,3906368941.81,2772046115.89,1935240034.25,1091061548.02,2898018877.09,2000255976.37,1388228526.97,795646660.13,2214550850.17,1510376959.06,1058142107.18,596825770.85,1756445717.24,1232641454.53,848626864.70,1325204035.02,1346039270.96,0.0
5,营业税金及附加,58156347.42,40920065.70,19523382.34,93046694.21,68866788.55,48196385.66,28079641.99,126410014.48,92117383.60,72328796.74,49957071.96,86666671.40,41185675.84,32147298.18,18511471.66,72352129.28,38836706.33,26997507.12,16871006.05,58485242.68,40121677.79,27157280.31,15403377.37,65971375.75,47609671.01,33546469.66,19338856.32,64650280.66,45441341.97,31044563.20,16362913.99,56481142.19,39995042.03,26890456.69,15347326.66,40161114.99,28939250.80,19599812.71,11128184.50,32161325.78,21147935.80,14652230.30,7852535.96,26092711.06,18789407.08,12346769.28,14572946.35,11726507.22,0.0
6,销售费用,314444246.62,190953169.16,83802662.06,498613994.80,312983719.57,198814949.15,95629537.81,410681398.68,250630423.62,146395975.46,62481349.62,396961820.88,242833621.03,146495420.69,52586893.43,300300490.28,164230969.01,100147732.22,39749367.82,257474515.29,139171355.57,83499287.18,28130155.93,246355183.91,151468189.40,84497263.69,25536235.98,216822071.56,138899363.49,78358786.48,19804346.76,210609590.01,126631890.06,70621647.18,30886949.13,164367056.86,100483955.29,55632289.07,26495695.81,144602064.67,92990725.25,53293856.74,27209808.44,125397314.24,87363477.65,58462852.33,87319631.06,94521339.43,0.0
7,管理费用,372742769.63,242375351.73,120927291.70,485185500.89,340960399.38,227851045.06,111364651.77,451290645.68,318234043.34,212045101.02,109126616.81,408735998.40,297579819.99,197190572.44,101333591.05,321139275.02,221474695.61,145977182.15,78818694.72,306207743.68,207262742.17,137721184.76,72913973.88,289037276.65,198998393.57,132175407.01,61422933.65,293447893.41,181191795.92,113604377.89,50178495.19,242209016.53,166968383.54,94764781.94,40088834.52,183857667.77,121284433.58,75240847.01,38450201.82,155187865.58,107120080.02,66046845.15,33152623.60,137426975.37,95792633.16,64357791.98,81494387.62,111832299.22,0.0
8,财务费用,139323442.81,83917104.10,36161426.99,146390064.39,81102180.56,45689739.44,14888776.64,49703973.18,23935927.55,4335691.25,-5121661.95,-16154157.40,1880052.74,5268968.86,1176082.92,34275420.80,19254218.01,11262567.81,702805.39,-5880757.07,4305914.68,-7587078.25,-11969603.41,-15454023.77,-13112170.05,-8347296.86,-6539263.74,-4225780.49,337313.26,4168727.43,1274778.57,683344.71,-3180703.09,-6951096.12,-5406264.10,-15000855.56,-12701221.46,-9897912.86,-4097853.96,-2578373.03,650908.74,1822819.68,1219034.53,10422812.33,8126983.77,5590620.51,10374782.54,13890359.17,0.0
