,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,429072815.24,353247040.72,288162867.12,134873654.33,1124838610.72,942414991.42,730457058.91,375309050.91,1451371698.09,997164825.73,622823249.69,350022999.00,2025464647.36,1472429993.85,1002950451.49,559666197.81,3404268852.62,2659352343.92,2044010395.42,1169764106.57,3231643221.31,2242219784.18,1575918775.38,901567378.45,5623745919.82,4141284573.96,3065361058.66,1708837687.89,7501953477.37,5521358756.10,4046323923.40,2058155893.09,9953740483.53,7434598511.73,5458260936.65,3048888858.03,9891239469.49,6631187094.75,4881510982.13,2687145484.62,8567281064.28,6321587643.03,4396053049.76,2102278072.72,7279532025.13,5586350404.31,4099353472.01,2225312592.44,7803014477.05,5881658495.98,4015403587.07,2159455455.63,8126669698.39,6083123927.41,4239335608.67,1992662996.16,7111678636.33,5182532589.86,3460621082.65,1421429902.00,5558711125.08,4218623415.41,3115096363.74,1513619813.78,5402351967.06,3999975485.95,2689678510.18,1371726338.21,4158054027.35,2999451873.00,1885337907.40,784221807.07,3401456797.50,1643076557.84,4552631121.18,1819397691.60,6067046869.82,2958196881.22,5692905000.00,5851310000.00,4909598000.00,0.0
2,营业收入,429072815.24,353247040.72,288162867.12,134873654.33,1124838610.72,942414991.42,730457058.91,375309050.91,1451371698.09,997164825.73,622823249.69,350022999.00,2025464647.36,1472429993.85,1002950451.49,559666197.81,3404268852.62,2659352343.92,2044010395.42,1169764106.57,3231643221.31,2242219784.18,1575918775.38,901567378.45,5623745919.82,4141284573.96,3065361058.66,1708837687.89,7501953477.37,5521358756.10,4046323923.40,2058155893.09,9953740483.53,7434598511.73,5458260936.65,3048888858.03,9891239469.49,6631187094.75,4881510982.13,2687145484.62,8567281064.28,6321587643.03,4396053049.76,2102278072.72,7279532025.13,5586350404.31,4099353472.01,2225312592.44,7803014477.05,5881658495.98,4015403587.07,2159455455.63,8117716493.59,6077910679.00,4232976785.31,1987847293.79,7105069747.88,5153182877.28,3437665300.15,1417643409.45,5536687910.26,4199274257.65,3102593346.38,1510754983.96,5369719038.29,3967905572.72,2667762939.78,1369483270.08,4151287757.33,2996909843.00,1890364226.44,783833504.91,3405941639.89,1643599121.03,4566071859.57,1819564717.23,6060794122.61,2958572759.35,5688773000.00,5796125000.00,4903528000.00,0.0
3,二、营业总成本,1514126879.02,1133815611.91,866691835.32,379721361.65,3049918542.34,2111394625.88,1490169104.78,671109616.81,3274593145.19,2287912666.95,1408197399.22,676354295.51,4073095036.86,2657082422.58,1784057521.80,868911407.79,5437660175.61,3840882429.86,2792391595.37,1526912883.19,5389485388.65,3421276427.41,2326660959.30,1249875244.43,7292787601.36,5212215154.57,3802826869.19,1995134923.41,8807272284.77,6606602422.22,4784708964.65,2403423822.12,11122312705.14,8130930584.43,5848921185.02,3277880053.66,10887547180.18,7325316523.21,5310561805.87,2894308471.88,9352985943.00,6854211992.62,4595407873.78,2202021956.10,8074641649.44,6301221350.63,4586569380.32,2415861221.05,8361890768.00,6075258306.51,4122781082.25,2222762912.20,8257886882.42,6053849365.38,4211220542.31,1970369166.65,7037749625.09,5185795934.06,3450097924.29,1439954576.02,5751292925.29,4363756908.81,3156775222.75,1554890906.89,5366834458.14,3896100015.25,2524838766.75,1332647258.99,4847301933.40,3572614059.00,2281282348.51,814768708.29,3497033836.59,1562142361.09,4217224940.96,1715368872.24,5498869989.43,2697310224.19,5035856000.00,5069871000.00,4157178000.00,0.0
4,营业成本,635857323.50,569483728.56,502555573.82,287869229.79,1475307177.79,1178420830.03,900461910.41,461261308.35,2150648289.34,1503639014.01,909544252.02,503393192.30,2623226933.62,1907417561.98,1288030642.60,699106449.83,3850378547.41,2820660177.13,2097299377.16,1228430989.99,3685123768.15,2563616590.84,1753818805.65,989374768.20,5681644068.02,4174841358.77,3049024907.46,1671723738.75,7205339454.76,5390406158.69,3944765657.64,2010766529.75,9504098672.43,7069702832.75,5122560200.22,2895795794.85,9348556880.86,6359854610.81,4618962162.89,2546863470.95,7968786050.93,5927678617.40,4030060616.20,1970766998.95,6769862321.04,5312993335.66,3895028570.50,2155905884.89,7220378576.52,5415756066.68,3675974093.56,1980651420.10,6965950598.37,5196201052.45,3544878754.50,1591829314.13,6120348854.97,4539939412.63,3006167511.69,1224260488.64,5041918083.64,3810065694.36,2803881175.26,1338437155.75,4644356441.05,3386610257.65,2213526320.91,1115044840.43,4007443344.46,2929777473.00,1828597308.94,700574326.11,2949434337.35,1306251382.36,3601555596.44,1456241419.10,4857145987.36,2352881737.84,4356380000.00,4284111000.00,3460692000.00,0.0
5,营业税金及附加,20472437.73,16266889.76,12729487.52,6177761.31,43744183.56,33032100.79,26092619.30,13180210.03,51607680.13,35938983.71,21636952.23,10781534.05,64510198.39,33086824.49,20183490.22,8487639.03,91861094.44,79928891.69,61936743.98,34546421.13,77204788.35,51341611.77,34609896.53,21625348.08,118570397.84,90998065.78,68599123.18,36534606.77,146667589.28,112401231.39,82642758.55,44919574.92,201585217.02,152775111.10,111997569.61,66296531.67,194867260.99,135980335.51,99300013.58,55298305.26,156649089.49,115065408.68,79546230.54,39716660.11,184864023.55,150486599.09,115661204.97,61687781.79,208506762.84,159905204.41,111379581.62,59217506.14,269600001.33,207973320.03,155513723.22,83671021.20,293636606.09,206961030.16,136856439.23,55677622.01,211833188.62,145843834.96,102431889.27,65094462.70,94525941.74,29904376.01,-17607994.31,46902694.87,166987026.61,121848860.00,80042373.35,36502115.98,168746688.56,83720785.94,195656289.27,68935604.68,265077561.58,119872706.09,214539000.00,203714000.00,173245000.00,0.0
6,销售费用,79237342.84,64797463.33,50653781.53,27501540.56,355587681.83,254942100.36,183408520.06,78481797.10,301465354.58,217578169.66,153625572.97,62264753.36,390308184.78,224698524.45,133939610.08,54731507.58,435736656.31,264447721.38,156220411.60,72941201.27,499863064.03,173510629.88,107198787.21,50455606.74,470901069.68,307296892.50,213947743.37,93587821.52,514717324.49,434920095.20,281520785.58,142697661.61,564491215.41,341285304.97,229815030.57,132934580.67,587820418.56,339554825.55,232127758.21,126169012.03,534385261.22,338110838.08,211095502.11,82552979.70,418390090.23,359617590.21,262431600.07,82128058.28,443577305.62,283529128.73,184960389.23,85985236.54,425615550.27,332192173.68,246331740.80,158605003.37,122459216.48,12462694.91,8367483.21,3460925.63,74942758.33,57306569.00,48289402.58,59531361.83,215392879.30,171162011.01,147818852.97,66508218.55,63670593.71,27802698.00,3654993.38,1355832.78,6183189.43,3125137.32,7921373.69,2014831.38,3756984.60,1126982.60,11610000.00,6492000.00,8552000.00,0.0
7,管理费用,732534199.56,448442767.89,278024032.13,46984930.85,528644660.22,436451001.06,269741528.96,94470432.95,541349541.79,399430444.15,206084666.18,100876758.16,710578807.52,338324799.18,199871475.61,88198125.30,779947029.24,494087436.51,331297254.90,155282077.19,861008034.63,475573831.98,304873819.05,148511828.37,749790649.87,508815414.41,358633607.31,164646976.23,784430727.10,597125715.58,417054842.05,190298665.44,716796697.82,496840954.34,320839981.86,165881624.81,607550592.59,388232839.84,268334693.89,147080083.34,523479058.85,399068039.70,252272283.70,97084145.31,533336068.18,417797349.61,312058957.29,111784812.96,406871703.59,248743120.31,160658256.57,94653140.05,546230572.66,272464658.27,228916316.01,115745197.16,403703222.74,345999147.69,242145994.34,125582623.35,301409305.30,264554802.38,144581888.40,61176756.60,287182967.28,221482466.95,123943889.10,74879252.40,454202161.07,361025481.00,274488374.25,35666873.96,235618084.58,108712525.08,275332973.15,127836004.13,261464525.31,120280144.57,222901000.00,275167000.00,199911000.00,0.0
8,财务费用,44859671.23,34546115.71,22469399.56,11278245.69,102934855.12,70660610.38,45779978.07,23726481.76,53711508.05,28017410.64,13817504.30,-926461.09,81067683.28,68418425.44,56894788.10,18422032.03,152200309.90,107371814.63,71181488.25,35712433.76,125886396.32,92918361.63,62011977.96,34675668.19,97186944.58,64947610.91,48298830.61,28642023.22,64139660.28,37836439.66,24761441.44,14298240.98,74873750.45,36682314.40,30170005.65,14122265.06,54635184.41,35951984.06,27857718.57,16665478.30,53804443.58,45335996.46,22433241.23,11901172.03,43158115.73,16695344.70,10308942.72,4354683.13,8472256.89,1846506.35,3020446.88,2469525.88,50490159.79,45018160.95,35580007.78,20518630.79,97601724.81,80433648.67,56560495.82,30972916.39,121189589.40,85986008.11,57590867.24,30651170.01,125376228.77,86940903.63,57157698.08,29312252.74,154998807.55,132159547.00,94499298.59,40669559.46,137051536.67,60332530.39,134108974.19,60341012.95,111424930.58,103148653.09,230426000.00,300387000.00,314778000.00,0.0
