,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20161231,20160930,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3444594973.14,2427386897.36,1247918477.18,5693656085.99,3751453090.45,2523276522.51,1210411925.12,4551025608.04,2926214767.13,1966344848.64,3276746990.56,2149095477.69,2694839784.70,2313860990.45,1945439834.62,0.0
2,营业收入,3444594973.14,2427386897.36,1247918477.18,5693656085.99,3751453090.45,2523276522.51,1210411925.12,4551025608.04,2926214767.13,1966344848.64,3276746990.56,2149095477.69,2694839784.70,2313860990.45,1945439834.62,0.0
3,二、营业总成本,3324170482.95,2267423684.54,1178542935.18,5157321443.30,3407068155.25,2271333414.45,1108675749.86,4139059538.30,2697027092.71,1788212481.15,3207953598.04,2055605532.22,2454897976.49,2138369812.55,1777326141.50,0.0
4,营业成本,2162136484.73,1522542339.79,791147207.72,3539117858.07,2364503025.96,1599975944.75,783621878.40,2886047458.23,1898637501.98,1290858388.14,2166514410.61,1410647580.28,1840173650.23,1629269605.55,1388936785.07,0.0
5,营业税金及附加,26327181.09,20189232.82,14729572.64,31170867.96,26362539.33,21788162.82,10792354.80,39836117.70,24037030.73,16997013.47,21191209.09,13069725.98,19122269.00,13130134.14,7329561.37,0.0
6,销售费用,720420750.68,438785903.27,202910016.37,1071521474.53,668632058.04,409526385.97,172789764.91,727012993.88,425358243.64,263790284.55,519830393.64,330129720.70,369994864.74,288390944.98,205157016.15,0.0
7,管理费用,231968457.12,153362571.75,73591066.84,293578659.07,214606853.26,233409512.23,59071650.65,404316388.45,203045775.80,189205172.42,499118027.23,308631332.77,230864114.03,199446159.29,159562367.49,0.0
8,财务费用,-12393978.42,7207190.40,29702953.22,-27815489.35,-45102517.52,-7820205.02,29694176.51,33243749.46,18168312.71,5678936.87,-26333784.16,-13123166.92,-20196834.59,2536772.13,11365964.38,0.0
9,研发费用,195711587.75,125336446.51,63181519.64,205129094.15,150235287.87,0,45345811.34,0,89338100.00,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,5465465.26,44618978.87,27830908.31,14453613.70,7360113.25,48602830.58,38442127.85,21682685.70,27633341.63,6250339.41,14939913.08,5596196.46,4974447.04,0.0
11,公允价值变动收益,-80750.71,-56.14,463.29,-269372.10,-9087500.00,-5286431.86,-423850.00,2447852.52,2226502.24,2539783.44,8914010.38,5779571.75,-30372904.34,2266678.96,12310446.31,0.0
12,投资收益,-5090443.59,-3855020.99,-146813.06,-12958493.69,-4785161.67,2455023.40,702437.01,18598217.17,14183745.55,8679922.99,-10011154.83,-9643493.72,-4416717.98,7142855.43,10379769.28,0.0
13,其中:对联营企业和合营企业的投资收益,-5176338.65,-3855020.99,0,0,1290479.52,2055423.39,0,7279771.07,4579199.75,4694277.88,5719003.09,2862385.19,765746.01,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,117468346.85,156955074.91,77076708.74,545865316.42,343873490.70,257555609.89,110178997.02,452319503.43,262226248.76,197370937.92,67696248.07,89626023.50,205152185.89,184900712.29,190803908.71,0.0
16,加:营业外收入,5789260.05,972533.88,3226346.85,19552575.02,8504294.45,1370651.74,3554779.30,6940841.20,3742486.17,3445108.14,17001907.39,10854067.33,12135520.92,18850269.03,12107749.58,0.0
17,减：营业外支出,2947906.69,869892.90,253888.49,3281641.87,2995140.62,2694937.01,138737.80,4411271.83,331358.52,338982.08,1820865.63,1780564.36,1453372.82,420462.27,838195.88,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,51248.18,0,890338.52,0,142121.30,124448.05,0.0
19,四、利润总额,120309700.21,157057715.89,80049167.10,562136249.57,349382644.53,256231324.62,113595038.52,454849072.80,265637376.41,200477063.98,82877289.83,98699526.47,215834333.99,203330519.05,202073462.41,0.0
20,减：所得税费用,19057021.90,25517342.74,9932466.01,76984528.56,62127011.72,49058931.17,21857719.00,80033443.35,51793092.88,39109548.81,30017004.47,19536836.42,36693258.39,37229885.28,32619438.23,0.0
21,五、净利润,101252678.31,131540373.15,70116701.09,485151721.01,287255632.81,207172393.45,91737319.52,374815629.45,213844283.53,161367515.17,52860285.36,79162690.05,179141075.60,166100633.77,169454024.18,0.0
22,归属于母公司所有者的净利润,101170204.69,131541844.09,70143061.78,485085153.68,287506980.25,207561581.65,92037109.74,375662861.28,214801843.67,161917573.81,51007947.05,77477165.15,178773346.04,157289103.70,163643952.79,0.0
23,少数股东损益,82473.62,-1470.94,-26360.69,66567.33,-251347.44,-389188.20,-299790.22,-847231.83,-957560.14,-550058.64,1852338.31,1685524.90,367729.56,8811530.07,5810071.39,0.0
24,六、每股收益,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.180000,0.230000,0.180000,1.270000,0.760000,0.570000,0.260000,1.040000,0.600000,0.450000,0.210000,0.370000,1.150000,1.080000,4.820000,0.0
26,稀释每股收益(元/股),0.180000,0.230000,0.180000,1.270000,0.760000,0.570000,0.260000,1.040000,0.600000,0.450000,0.210000,0.370000,1.150000,1.080000,4.820000,0.0
27,七、其他综合收益,-1629511.80,-674618.40,-998918.34,-2867590.18,-2816283.51,-583202.41,1091352.34,807700.00,-302081.36,-477004.41,-653019.70,-169487.64,-1248462.57,422060.41,168419.31,0.0
28,八、综合收益总额,99623166.51,130865754.75,69117782.75,482284130.83,284439349.30,206589191.04,92828671.86,375623329.45,213542202.17,160890510.76,52207265.66,78993202.41,177892613.03,166522694.18,169622443.49,0.0
29,归属于母公司所有者的综合收益总额,99540692.89,130867225.69,69144143.44,482218272.80,284691406.04,206979088.54,93124533.66,376486735.01,214485259.85,161430424.81,50252743.17,77074484.61,177524883.47,157711164.11,163812372.10,0.0
30,归属于少数股东的综合收益总额,82473.62,-1470.94,-26360.69,65858.03,-252056.74,-389897.50,-295861.80,-863405.56,-943057.68,-539914.05,1954522.49,1918717.80,367729.56,8811530.07,5810071.39,0.0
