,报表日期,20190930,20190630,20181231,20180930,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,
1,一、营业总收入,190611678.41,122166238.32,230700330.36,158506438.54,187286185.30,129141955.34,0.0
2,营业收入,190611678.41,122166238.32,230700330.36,158506438.54,187286185.30,129141955.34,0.0
3,二、营业总成本,136857262.50,89505410.07,169077013.81,120383587.46,147081076.84,123576464.78,0.0
4,营业成本,34081482.43,21972241.56,42281654.78,29390118.02,32450929.16,23660539.53,0.0
5,营业税金及附加,932690.94,604296.32,1126059.34,786254.49,777668.64,516269.59,0.0
6,销售费用,64583679.59,42827901.45,79482013.72,57757920.66,73189195.14,49094574.40,0.0
7,管理费用,15633421.82,10432221.21,21644829.89,16248323.96,19298249.02,36002683.08,0.0
8,财务费用,-2989193.86,-2097607.33,-1841567.06,-762074.29,-45522.27,-10410.71,0.0
9,研发费用,24615181.58,15766356.86,26384023.14,16963044.62,21410557.15,14312808.89,0.0
10,资产减值损失,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0.0
12,投资收益,0,0,6199226.41,6199226.41,5196377.62,3508845.87,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.0
15,三、营业利润,56712227.62,34451466.68,73290739.13,45562860.28,50560120.88,8359840.93,0.0
16,加:营业外收入,82870.93,31820.81,87892.61,44312.61,308443.81,7007177.59,0.0
17,减：营业外支出,348437.74,268211.54,407115.00,125295.81,137739.13,1818011.71,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0.0
19,四、利润总额,56446660.81,34215075.95,72971516.74,45481877.08,50730825.56,13549006.81,0.0
20,减：所得税费用,6674473.77,4152492.26,9146943.42,6144080.43,8062377.02,5188168.79,0.0
21,五、净利润,49772187.04,30062583.69,63824573.32,39337796.65,42668448.54,8360838.02,0.0
22,归属于母公司所有者的净利润,49772187.04,30062583.69,63824573.32,39337796.65,42668448.54,8360838.02,0.0
23,少数股东损益,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,
25,基本每股收益(元/股),1.130000,0.680000,1.450000,0.890000,0.970000,0.210000,0.0
26,稀释每股收益(元/股),1.130000,0.680000,1.450000,0.890000,0.970000,0.210000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0.0
28,八、综合收益总额,49772187.04,30062583.69,63824573.32,39337796.65,42668448.54,8360838.02,0.0
29,归属于母公司所有者的综合收益总额,49772187.04,30062583.69,63824573.32,39337796.65,42668448.54,8360838.02,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0.0
