,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,676785960.61,437089304.16,221860514.47,1898158382.53,1522119327.88,1121517683.86,604057765.92,373172726.25,231456353.16,152278707.77,53208618.29,288618425.48,181841777.30,107333482.74,39001043.08,209370332.34,135117144.47,78480534.45,32904867.64,313200970.58,248807867.80,182122353.55,74316256.15,432770239.75,283923069.00,176544963.52,57014295.49,376966907.11,259860756.87,153721287.12,52926972.35,370142507.50,243375363.74,135568386.69,50244153.48,352977268.97,241164591.54,139343885.65,39814757.56,314340387.61,201561151.60,107336444.84,39273654.49,241545284.86,144204433.23,83634954.19,27555706.09,183768130.55,117855748.42,69244684.11,26117820.05,177141494.17,123263334.37,175753546.81,150783523.35,131874094.18,107620603.61,74066710.77,20673710.12,366509.43,0.0
2,营业收入,676785960.61,437089304.16,221860514.47,1898158382.53,1522119327.88,1121517683.86,604057765.92,373172726.25,231456353.16,152278707.77,53208618.29,288618425.48,181841777.30,107333482.74,39001043.08,209370332.34,135117144.47,78480534.45,32904867.64,313200970.58,248807867.80,182122353.55,74316256.15,432770239.75,283923069.00,176544963.52,57014295.49,376966907.11,259860756.87,153721287.12,52926972.35,370142507.50,243375363.74,135568386.69,50244153.48,352977268.97,241164591.54,139343885.65,39814757.56,314340387.61,201561151.60,107336444.84,39273654.49,241545284.86,144204433.23,83634954.19,27555706.09,183768130.55,117855748.42,69244684.11,26117820.05,177141494.17,123263334.37,175753546.81,150783523.35,131874094.18,107620603.61,74030998.68,20657764.41,365094.34,0.0
3,二、营业总成本,583467586.14,381895505.98,182691922.37,1621045983.80,1302006486.17,999087542.62,560087209.01,450292489.08,295947557.69,200552430.33,80793723.40,357383810.11,223938189.80,143252532.78,67579966.30,282009921.67,187386942.38,124856492.20,55842134.77,437326952.96,280739533.91,185136496.64,72103434.50,406562587.98,245685941.61,156239279.63,52540046.68,317727520.45,215746377.34,133316770.50,50542284.44,316917893.21,205830323.89,121247559.32,46562490.56,269685196.98,182667618.55,106813254.49,35412686.18,246085426.85,165713346.25,89091110.78,36734220.08,188562705.45,114321855.30,66943295.97,23857612.95,144666255.58,91084507.77,54326437.24,22423503.80,131926954.97,92765228.30,130848048.67,108408819.35,95502022.12,85383089.88,52872351.53,18047260.26,539936.67,0.0
4,营业成本,221079697.76,134154790.87,65389160.96,543648748.84,434252284.48,294456538.44,140015275.12,235681884.16,166488862.03,110601696.75,38353552.64,176829700.04,108821511.12,65916067.56,26557334.83,137875211.36,90796669.46,54666607.34,24894745.29,222531838.85,169577511.23,123286691.78,46264185.84,281851041.31,160866894.80,104015796.89,30476235.86,207132000.51,138345745.34,86197866.05,27355350.07,205069644.89,133549139.58,72645891.74,28803894.67,176993345.29,129398332.94,73869071.36,23338689.31,170936075.85,113819390.57,61305145.44,23124638.44,133743794.98,80421828.93,46731136.86,16911990.27,107205215.36,68945491.66,40219237.06,15627989.25,102651692.97,72690927.47,107689013.51,91973280.74,82344213.30,79479326.11,47275993.64,15823821.09,329468.25,0.0
5,营业税金及附加,3344080.05,2299632.26,1256225.62,8198514.59,5467631.73,2873530.45,1413171.24,5155815.95,2777850.45,1714791.68,662363.11,6575903.09,3610435.72,3145539.73,2734218.15,2241539.94,1199784.07,850668.07,235238.82,2087883.59,1654037.74,1110921.63,241559.89,3583205.88,2613201.75,1910428.29,427342.33,3154828.49,1872130.95,1063746.48,584809.07,3400573.71,2300216.86,1357196.19,494490.75,1755345.70,875471.65,578727.30,94029.49,1316690.19,704598.09,327769.71,127671.02,993473.34,514772.15,267290.49,76745.41,735028.24,447906.93,267336.13,65867.18,685238.05,466172.74,625370.01,402694.11,301455.09,307073.57,262496.67,69025.91,879.60,0.0
6,销售费用,196448238.16,144873633.14,78304991.45,894903570.23,724135441.25,613116735.52,384949960.62,81308181.79,32982843.72,23317826.59,9186044.21,49406002.36,32114148.21,19803540.90,7802855.86,47439473.03,33390064.21,22893378.90,7047341.01,79594593.58,40982876.10,25368145.05,10705153.19,43454885.34,34109169.60,19195905.46,7692175.39,46451697.88,35405178.74,18831902.00,6860839.30,47523744.14,24786454.24,16038407.29,7941345.58,32694245.27,20861819.84,11335347.15,4566474.74,39821744.84,28693997.64,16168659.65,8304223.77,29157835.59,15879607.65,9841682.47,4421866.84,14666137.59,9610337.26,6140461.72,3157277.28,14400025.52,9583280.24,11281053.57,6332041.96,3869127.43,2176354.56,2863919.52,838103.93,0,0.0
7,管理费用,68039833.47,44337736.55,20497758.66,87886909.20,74550120.43,80319034.82,34213569.72,125799273.00,91171557.93,61145825.68,32628901.89,120675096.54,80623306.66,54720792.74,29905152.26,81978681.32,52051738.90,38149470.95,19997489.09,109884156.87,52138916.80,33167844.83,15361302.26,73030884.70,47756543.08,30720769.97,14152469.73,57811019.36,39981430.22,26768691.58,15250277.94,57832690.87,40675775.92,27897270.99,10304991.49,45137506.63,23266861.94,13970327.16,7379539.41,39821744.84,17134066.23,10796281.28,5325353.47,21881212.96,14429082.73,9667131.68,3056595.00,14672890.28,10552663.35,6217598.41,3297190.65,11134956.21,9516726.39,9674205.43,8733781.77,8680938.95,3482968.64,2454911.95,1315913.34,209283.83,0.0
8,财务费用,43671768.60,22467423.19,7469636.51,15739434.72,9104932.74,4643311.83,309960.76,1409550.45,1758683.88,1801398.60,534371.21,-3517421.37,-3352144.94,-1841133.65,-256866.56,-1171518.79,-187409.45,277378.17,-31192.59,-3349305.27,-5335992.53,-2351013.92,-793798.83,-4350001.88,-2201990.37,-1949088.74,-565836.01,-675318.74,-2456540.67,345892.86,491008.06,2318705.99,2182410.74,1815278.17,1006788.06,8284698.83,6286226.27,3804755.53,1773574.87,2644089.00,1587803.33,398791.29,-147666.62,-494863.80,-682963.53,-804958.61,-609584.57,1462112.15,1528108.57,600543.46,275179.44,1654294.68,508121.46,745256.28,570884.54,306287.35,-62633.00,15029.75,395.99,304.99,0.0
