,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20060630,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,187584000000.00,142387000000.00,93150000000.00,47410000000.00,164854000000.00,121384000000.00,81052000000.00,39638000000.00,156708000000.00,115307000000.00,76580000000.00,37778000000.00,153781000000.00,115336000000.00,78205000000.00,40479000000.00,145134000000.00,107453000000.00,70038000000.00,32992000000.00,124716000000.00,92568000000.00,62106000000.00,29800000000.00,104558000000.00,76572000000.00,49878000000.00,24046000000.00,89435000000.00,66282000000.00,44171000000.00,21679000000.00,76948000000.00,55456000000.00,35300000000.00,16830000000.00,55765000000.00,40156000000.00,25505000000.00,12182000000.00,40801000000.00,27212000000.00,17104000000.00,8298000000.00,40155000000.00,30978000000.00,20250000000.00,9507000000.00,27838000000.00,19299000000.00,11879000000.00,17830000000.00,7953000000.00,13540000000.00,11064000000.00,9004673000.00,6296207000.00,4838239000.00,8537000000.00,6867000000.00,7772000000.00,0.0
2,利息净收入,127271000000.00,87254000000.00,57162000000.00,28070000000.00,104772000000.00,76860000000.00,49808000000.00,24211000000.00,99645000000.00,74273000000.00,49494000000.00,25108000000.00,106138000000.00,79524000000.00,53436000000.00,27562000000.00,104433000000.00,76746000000.00,49744000000.00,24053000000.00,94741000000.00,70048000000.00,45614000000.00,22136000000.00,85688000000.00,62804000000.00,40675000000.00,19912000000.00,75486000000.00,55718000000.00,36929000000.00,18310000000.00,65106000000.00,46966000000.00,29806000000.00,14344000000.00,48135000000.00,34800000000.00,22363000000.00,10674000000.00,35984000000.00,24202000000.00,15014000000.00,7232000000.00,36091000000.00,27633000000.00,18228000000.00,8825000000.00,26170000000.00,18172000000.00,11256000000.00,16473000000.00,7344000000.00,12660000000.00,10383000000.00,5180631000.00,4213613000.00,2491165000.00,1920000000.00,1456000000.00,1620000000.00,0.0
3,其中：利息收入,268498000000.00,192168000000.00,126427000000.00,62289000000.00,233793000000.00,172721000000.00,112379000000.00,54982000000.00,220762000000.00,165256000000.00,110285000000.00,54894000000.00,213474000000.00,160093000000.00,107685000000.00,55084000000.00,215661000000.00,161620000000.00,107685000000.00,53193000000.00,205639000000.00,154677000000.00,102280000000.00,49954000000.00,163335000000.00,117832000000.00,75399000000.00,36678000000.00,138810000000.00,103448000000.00,68337000000.00,33118000000.00,106623000000.00,75861000000.00,47616000000.00,22213000000.00,72460000000.00,52279000000.00,33488000000.00,16023000000.00,56131000000.00,38799000000.00,24894000000.00,12322000000.00,58867000000.00,44576000000.00,29099000000.00,13953000000.00,41494000000.00,29025000000.00,18123000000.00,29490000000.00,13020000000.00,22511000000.00,17795000000.00,10835178000.00,9167916000.00,7892008000.00,6290000000.00,5122000000.00,5777000000.00,0.0
4,减：利息支出,141227000000.00,104914000000.00,69265000000.00,34219000000.00,129021000000.00,95861000000.00,62571000000.00,30771000000.00,121117000000.00,90983000000.00,60791000000.00,29786000000.00,107336000000.00,80569000000.00,54249000000.00,27522000000.00,111228000000.00,84874000000.00,57941000000.00,29140000000.00,110898000000.00,84629000000.00,56666000000.00,27818000000.00,77647000000.00,55028000000.00,34724000000.00,16766000000.00,63324000000.00,47730000000.00,31408000000.00,14808000000.00,41517000000.00,28895000000.00,17810000000.00,7869000000.00,24325000000.00,17479000000.00,11125000000.00,5349000000.00,20147000000.00,14597000000.00,9880000000.00,5090000000.00,22776000000.00,16943000000.00,10871000000.00,5128000000.00,15324000000.00,10853000000.00,6867000000.00,13017000000.00,5676000000.00,9851000000.00,7412000000.00,5654547000.00,4954303000.00,5400843000.00,4370000000.00,3666000000.00,4157000000.00,0.0
5,手续费及佣金净收入,46384000000.00,43062000000.00,28292000000.00,15448000000.00,45148000000.00,32604000000.00,21862000000.00,10473000000.00,46858000000.00,34216000000.00,22761000000.00,10805000000.00,42280000000.00,30973000000.00,21296000000.00,11037000000.00,35674000000.00,26068000000.00,17480000000.00,8184000000.00,25313000000.00,18835000000.00,12807000000.00,6168000000.00,16811000000.00,12390000000.00,7977000000.00,3599000000.00,11210000000.00,8158000000.00,5405000000.00,2627000000.00,8837000000.00,6204000000.00,3898000000.00,1850000000.00,5696000000.00,4133000000.00,2529000000.00,1177000000.00,4220000000.00,2596000000.00,1658000000.00,738000000.00,3045000000.00,2175000000.00,1381000000.00,595000000.00,2080000000.00,1054000000.00,605000000.00,759000000.00,326000000.00,418000000.00,318000000.00,256860000.00,208159000.00,143696000.00,100000000.00,56000000.00,57000000.00,0.0
6,其中:手续费及佣金收入,52284000000.00,47380000000.00,31193000000.00,16811000000.00,50739000000.00,36450000000.00,24279000000.00,11614000000.00,51687000000.00,37452000000.00,24749000000.00,11732000000.00,45360000000.00,32792000000.00,22353000000.00,11484000000.00,37639000000.00,27432000000.00,18367000000.00,8597000000.00,26972000000.00,19941000000.00,13497000000.00,6501000000.00,18318000000.00,13320000000.00,8581000000.00,3880000000.00,12194000000.00,8796000000.00,5817000000.00,2825000000.00,9481000000.00,6715000000.00,4212000000.00,1990000000.00,6308000000.00,4559000000.00,2801000000.00,1302000000.00,4718000000.00,2921000000.00,1868000000.00,839000000.00,3453000000.00,2444000000.00,1551000000.00,669000000.00,2365000000.00,1233000000.00,715000000.00,965000000.00,402000000.00,608000000.00,449000000.00,345308000.00,271968000.00,223979000.00,171000000.00,125000000.00,107000000.00,0.0
7,减：手续费及佣金支出,5900000000.00,4318000000.00,2901000000.00,1363000000.00,5591000000.00,3846000000.00,2417000000.00,1141000000.00,4829000000.00,3236000000.00,1988000000.00,927000000.00,3080000000.00,1819000000.00,1057000000.00,447000000.00,1965000000.00,1364000000.00,887000000.00,413000000.00,1659000000.00,1106000000.00,690000000.00,333000000.00,1507000000.00,930000000.00,604000000.00,281000000.00,984000000.00,638000000.00,412000000.00,198000000.00,644000000.00,511000000.00,314000000.00,140000000.00,612000000.00,426000000.00,272000000.00,125000000.00,498000000.00,325000000.00,210000000.00,101000000.00,408000000.00,269000000.00,170000000.00,74000000.00,285000000.00,179000000.00,110000000.00,206000000.00,76000000.00,190000000.00,131000000.00,88448000.00,63809000.00,80283000.00,71000000.00,69000000.00,50000000.00,0.0
8,汇兑收益,2194000000.00,1833000000.00,1181000000.00,442000000.00,1983000000.00,1957000000.00,1361000000.00,824000000.00,1664000000.00,818000000.00,105000000.00,-39000000.00,2312000000.00,1242000000.00,871000000.00,274000000.00,2300000000.00,1420000000.00,1156000000.00,527000000.00,827000000.00,130000000.00,696000000.00,-337000000.00,1377000000.00,1009000000.00,784000000.00,347000000.00,1458000000.00,1127000000.00,757000000.00,347000000.00,1293000000.00,1053000000.00,909000000.00,525000000.00,1583000000.00,1050000000.00,269000000.00,163000000.00,792000000.00,350000000.00,230000000.00,149000000.00,226000000.00,113000000.00,-184000000.00,-9000000.00,144000000.00,-22000000.00,46000000.00,503000000.00,219000000.00,266000000.00,227000000.00,0,186056000.00,230094000.00,224000000.00,117000000.00,180000000.00,0.0
