,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,20061231,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3803722198.74,2751227201.00,1765904990.30,852099106.73,3473258603.48,2603952437.20,1691577247.26,803214511.49,3282964797.69,2477503988.15,1660538934.55,781765613.10,2939805208.92,2154839060.87,1413162524.05,598937218.75,2119478903.82,1535388705.71,1006688007.41,428108293.22,1673825204.80,1262376102.67,842085040.77,380366602.41,1300797368.79,935718116.94,552101941.36,241726406.50,1006305000.12,772005710.26,499800958.11,230217059.32,957890730.76,716421039.11,466857468.58,196184393.37,803886668.01,575366903.12,362063917.09,156805192.54,502430925.12,362305779.94,224963314.30,107447271.92,442204582.91,386527131.17,302554551.02,201116692.79,135094790.17,0.0
2,营业收入,3803722198.74,2751227201.00,1765904990.30,852099106.73,3473258603.48,2603952437.20,1691577247.26,803214511.49,3282964797.69,2477503988.15,1660538934.55,781765613.10,2939805208.92,2154839060.87,1413162524.05,598937218.75,2119478903.82,1535388705.71,1006688007.41,428108293.22,1673825204.80,1262376102.67,842085040.77,380366602.41,1300797368.79,935718116.94,552101941.36,241726406.50,1006305000.12,772005710.26,499800958.11,230217059.32,957890730.76,716421039.11,466857468.58,196184393.37,803886668.01,575366903.12,362063917.09,156805192.54,502430925.12,362305779.94,224963314.30,107447271.92,442204582.91,386527131.17,302554551.02,200288715.68,134412070.66,0.0
3,二、营业总成本,3470513550.52,2480135320.00,1597554072.99,807208223.99,3261573695.07,2400941046.04,1581855235.64,774281335.69,3112126111.10,2299689743.05,1536226293.98,726549614.29,2755734168.66,2024404974.34,1329433217.39,572844380.52,2028699569.92,1467331745.44,955698653.69,414786249.71,1560232705.76,1171658736.35,770246871.75,357230726.16,1189412078.27,852956917.27,498356982.08,221424578.70,841203024.20,640342234.48,416681438.74,197064113.40,811309998.22,594640236.40,381706037.44,160840331.15,653337329.64,468433768.66,302732665.54,134311066.54,406139480.36,291108020.37,179390293.00,89028423.62,364381977.14,320981594.68,249933317.70,166484786.23,114227938.75,0.0
4,营业成本,2636736428.15,1896669210.71,1213343148.53,593322775.56,2446521366.13,1823884880.38,1180747047.11,567487313.27,2321169294.99,1738500456.71,1162207474.27,545622339.38,2038579546.73,1486162481.12,972885403.93,418843845.41,1464857722.12,1063721284.64,713733723.07,301937637.53,1142217348.96,858898564.38,567824925.78,261493812.03,873724579.04,625984631.26,358028030.60,150735470.20,590529148.79,453545987.26,294895997.52,138993195.12,585982943.32,435562470.93,279875631.71,115658590.21,497117076.58,356122652.43,226026392.16,102823150.48,314719392.30,222545605.83,137810997.98,67788154.22,281126195.74,254470927.98,204123695.46,134232161.73,93027433.94,0.0
5,营业税金及附加,23407525.95,16567267.58,11538768.12,5803141.70,25280743.72,19225734.78,12774297.29,5652953.80,24017093.09,18221319.61,11493724.66,5889624.97,17273951.29,7810351.53,5284783.88,2756336.72,12480700.75,8386247.64,4984769.59,2493285.40,11160051.29,8393980.22,4935746.55,2007857.54,5154174.57,3191237.76,1500446.81,630428.17,8185687.61,7107713.43,4651717.41,2871443.69,9790515.32,1793491.64,1182890.37,464155.34,1143917.69,761234.99,492061.80,228455.96,1093997.43,678484.14,408375.96,146756.49,1024105.33,700244.02,620463.70,412996.98,255622.99,0.0
6,销售费用,207757890.67,149432998.24,96445555.86,53766586.22,210045091.10,152582296.62,102347658.35,52136759.78,203716387.25,145324504.05,101249019.13,50610039.80,182721757.78,135183793.60,87219561.98,43414349.86,148070156.67,102348444.86,58538920.60,27102044.65,110864197.88,84276509.34,55182978.85,26746362.50,92246716.66,64900297.89,41620096.24,21441645.99,79266599.21,58141483.89,37770906.03,19331733.44,72371352.63,52536176.98,33583638.00,18498011.63,54119668.01,42032784.81,28183740.99,11618130.16,34567218.51,26525808.95,16247197.01,9985977.11,35158677.16,35960585.99,23610970.84,14901187.64,10497447.86,0.0
7,管理费用,345515337.62,235069395.78,148823681.49,74954543.07,323701805.39,237884821.54,239845554.38,115370842.31,476043822.45,359373225.79,240080231.85,118537788.30,451179237.05,352910453.28,231095246.85,100185250.84,364415956.61,266439125.68,162989707.08,76102722.68,259488101.37,192656718.94,124472734.47,60605925.37,197935136.78,144203311.64,89092273.93,45373702.03,160505204.63,119271567.58,77349022.97,36253206.77,143117953.02,104529406.25,66419495.84,26521288.56,85476387.26,53809056.48,33568466.42,13876533.47,39847114.41,31775257.88,17486678.15,8923262.06,31593240.10,24731632.40,18839703.03,15048568.28,8881218.22,0.0
8,财务费用,59255837.38,36639191.28,31562259.92,20872810.87,35514803.53,6715855.11,19461177.04,28227788.55,56112405.02,33762849.08,15441098.51,5864138.94,46061759.33,31882519.33,23335701.72,7025906.17,27983303.24,18309264.88,7438806.14,7181396.72,29000909.46,21877452.43,11920460.79,4515096.20,13899940.51,8370630.88,3385542.85,785925.60,-1627917.14,-2342644.19,-1470468.38,-1718554.38,-3148896.63,-2588853.88,-1560670.22,-913237.64,10018173.80,10454362.25,10684251.82,3559055.32,11284164.64,8049698.23,4824534.03,2184273.74,11162049.18,4511357.86,1267925.59,1889871.60,1566215.74,0.0
