,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4142959006.81,18032192802.35,12691283346.31,8544456896.42,3949729377.73,13867027678.15,10062888907.07,6624742066.62,3122837208.51,10950861748.18,7600998291.03,4887219834.51,2215786204.39,8747524302.57,6286822873.43,4130470131.40,1998652268.63,8680707225.70,6437751342.90,4256539590.74,1847084827.62,6724802785.25,4716211161.80,3068873186.01,1515775920.52,5339760186.63,3907376636.42,2402227154.09,1181364053.28,4471113279.58,3166115240.57,2114612614.38,12755282.94,52025158.99,37568179.94,23005155.64,11718446.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26557774.46,119725864.81,94955696.63,60974843.06,22291887.11,153488901.87,435559369.75,308733656.97,145240215.36,879653759.96,709503154.17,489089297.71,236271190.67,2121657364.17,1793740806.16,1202397236.55,586762438.91,2554051516.31,1840343171.75,1219442262.38,611351112.54,2246781026.29,1524237063.40,892553288.07,332597680.43,531096917.27,195015832.90,314171571.35,168379010.12,326036892.64,154542551.83,223726607.22,84707144.16,174627274.00,106557721.00,144776359.00,69633999.59,131878091.00,100388625.00,0.0
2,营业收入,2206650899.22,10440600536.33,7387588480.57,4916133217.31,2083989073.10,7448683746.80,5168404071.39,3249561394.20,1470703392.42,5707025888.46,3917202738.79,2537040528.38,1040943783.72,4199843093.11,2834046253.18,1836010474.96,784706808.55,3277802159.84,2328830135.57,1493455030.56,645984686.82,2831877654.87,1968960778.53,1286841017.71,639502595.22,1878491561.24,1348747212.21,802635112.53,374557728.55,1538673643.85,1080760020.24,717108764.32,12755282.94,52025158.99,37568179.94,23005155.64,11718446.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26557774.46,119725864.81,94955696.63,60974843.06,22291887.11,153488901.87,435559369.75,308733656.97,145240215.36,880533793.90,709847490.58,489124300.54,236475709.49,2121611783.71,1794174652.16,1202968476.63,586865900.92,2554995632.55,1838569855.99,1217983222.70,609774315.00,2247719644.71,1524683171.54,893003482.34,332703835.74,528022974.66,194580357.73,313696046.44,167676430.09,325342119.39,153966091.40,203942663.84,70525681.35,174416513.00,105843086.00,143538961.00,68991148.72,131209364.00,100021546.00,0.0
3,二、营业总成本,3156626498.33,12766616538.66,9068673667.98,6001713458.66,2869443605.80,10592022279.38,7246004213.29,4665642168.73,2035907018.05,7147649654.89,4807650581.06,3082080669.61,1445032749.53,5547981048.10,3933882200.46,2639621299.91,1255000782.75,5262654549.95,3772859955.15,2208958202.03,1059047597.83,4413074516.62,2905410714.48,1945604891.92,895404550.20,3211030494.49,2130619438.34,1357515929.91,717640142.97,2725909175.60,1862927937.63,1258757006.33,11035336.07,42780754.78,32193058.22,19154742.77,6659183.28,4069076.04,2616922.64,1387863.36,448748.67,6875328.38,5690672.46,4895030.24,3021700.56,1197644.54,8617952.99,5678897.43,34849592.85,822691863.27,218232502.02,149478770.01,61683020.45,1353312698.50,689911680.45,524670754.97,190167974.32,1173834230.45,842553806.93,592120944.42,257664461.79,2294661925.91,1767282156.95,1176842381.86,576201401.12,2578365481.91,1817820209.29,1203093265.30,597794488.05,2211703105.10,1482362427.98,833342762.48,291733632.17,449147057.94,148457077.35,225067891.93,104511897.28,223378420.61,99562790.38,189491648.41,81030029.92,169209112.00,0,140182548.00,0,112932354.00,83529854.00,0.0
4,营业成本,1296543868.56,5756152520.65,4002712956.17,2733594247.41,1163552063.81,4089542550.41,2793863558.26,1775145815.01,825106311.60,2644334235.62,1847973653.21,1187399820.43,557877348.80,1871739554.20,1369984579.67,890034009.24,424558211.26,1441877944.46,1052261720.67,668712515.59,333975332.56,1224292727.95,890479214.38,567499428.83,191218056.48,923445503.24,687228620.62,430076119.57,210962787.74,748023128.27,498514382.87,336305054.68,6835899.50,28423695.12,18738820.47,11961593.57,6301657.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22272533.84,102002309.22,87029137.55,58646634.26,22526377.93,143320294.13,383155732.44,274633201.52,128928661.44,789147380.65,644808829.23,449220885.11,206042165.50,1926133024.18,1540490445.50,1015967440.13,501302426.99,2262361458.07,1617864088.35,1063697007.50,525456392.18,1947557571.79,1290671658.83,717602890.72,263318670.40,340765113.73,100252223.39,114523838.54,60669225.76,139656362.98,50354441.97,119087572.85,43898139.16,96440197.00,0,73195823.00,0,68100853.00,67721633.00,0.0
5,营业税金及附加,22857961.15,239125329.14,188357376.48,49631494.54,17212324.51,97699510.01,62464129.80,42195545.46,15429945.69,82300347.85,55177551.51,23892028.79,9638009.52,148808636.22,123482030.66,115257224.88,79839269.59,370568198.31,267062143.40,181676207.05,77494617.75,285872164.57,196936252.08,133834567.46,63374520.71,237652826.36,170346150.79,99191505.33,46462986.89,203540624.13,144245895.26,95369717.48,81683.58,484975.83,412679.37,230333.99,123602.34,0,0,0,0,0,0,0,0,0,0,0,148750.07,1942715.21,671847.86,453590.71,88785.64,2185289.68,2656406.10,1834198.14,890158.18,4505516.66,3257759.87,2309584.50,1222432.39,4336712.08,3301969.45,2281286.45,846768.45,7108146.75,12137957.98,11790451.43,3811550.17,14312272.48,8060846.58,5074158.06,2479544.51,7139458.51,3965273.96,8877374.84,4609501.54,6773733.09,3441608.83,3136530.72,1100988.77,4011303.00,0,4809992.00,0,3745112.00,2365651.00,0.0
6,销售费用,312146414.63,1912769724.63,1345890572.40,889262830.84,259275454.40,1639380495.67,1198968564.45,805485059.06,344849928.22,1510284637.36,1000812163.00,636913377.93,172603562.59,1217375127.76,839987505.76,523416535.03,163869426.31,1316252645.12,469958658.01,508811260.65,238132518.00,1062334546.96,649578998.35,424594830.77,214898709.20,1026838459.46,618595778.06,423454824.05,244691815.85,905048346.63,625172105.84,440964719.92,955683.64,2948465.06,2113528.67,1580302.07,703402.88,0,0,0,0,0,0,0,0,0,0,0,1089274.90,5148923.91,3887123.07,2274676.04,1093420.24,8398245.50,22072829.03,15680705.81,8140516.47,44606733.16,31616732.51,20238488.15,9280552.03,99908125.76,69985719.44,54461780.55,27440623.28,124041104.01,100362929.54,75772854.44,39287030.53,131161215.74,97995699.15,54501039.46,7565870.17,19298820.50,6906337.17,20251735.64,11128228.91,31933591.19,15089418.71,21359936.23,13418438.06,25729639.00,0,27593326.00,0,19214605.00,0,0.0
7,管理费用,603514009.69,1476332918.10,948877152.24,605961818.44,480161231.75,1188367470.58,809073011.47,558309730.66,253462859.91,1059788110.00,733562108.29,455494720.36,349968232.80,744976327.35,488285771.46,324397353.65,275672996.96,506565950.52,697222002.81,203669104.90,99409291.83,372090439.04,241110996.50,164457835.69,84316448.68,211222629.94,108742575.78,60427117.13,29153833.47,127619180.79,79711237.24,35425262.77,8674986.36,36703857.90,28823555.49,18093802.12,6569269.12,4087169.30,2632044.94,1398641.15,454266.40,6875965.15,5691331.85,4896331.66,3022003.23,1198550.49,8556331.91,5616396.67,7548010.99,44631984.86,29836792.03,18658553.10,6921215.11,70373946.00,85207267.88,59210880.31,30691107.41,223898612.15,103875972.03,74662154.04,19743874.09,186160227.25,97316600.16,64376174.91,30780165.48,96537483.45,39754303.50,21854332.19,15216405.16,59779898.72,42625216.41,30562037.86,8927790.61,51818499.13,22399024.24,55131777.86,15817002.92,15249338.03,16513571.93,23181942.59,12209963.74,19423714.00,0,24271645.00,0,15772629.00,7339990.00,0.0
8,财务费用,342212134.88,1316757938.12,1067636920.47,650031372.86,266056824.15,867096965.01,540061162.97,327503576.40,160624575.85,111877308.25,96186981.54,76116785.34,62106020.89,278842858.10,249136037.40,182613805.30,53789418.53,389617121.19,314048206.05,87421928.24,59852277.74,165792795.58,152664049.30,111252815.77,64432358.61,91136782.54,48054939.18,20510568.70,26400395.80,34620183.18,67552237.38,44918121.16,-5512917.01,-21975167.29,-16667026.04,-11623969.69,-6701429.26,-18093.26,-15122.30,-10777.79,-5517.73,-636.77,-659.39,-1301.42,-302.67,-905.95,1125.40,2005.08,3791023.05,163444003.94,88739038.42,61376752.81,31053221.53,104921427.93,69940046.62,46432370.81,21517530.82,111675987.83,58994513.29,45689832.62,21375437.78,78123836.64,56187422.40,39755699.82,15831416.92,88317289.63,47700929.92,29978619.74,14023110.01,58892146.37,43009007.01,25602636.38,9441756.48,30125166.07,14934218.59,26995237.94,12287938.15,28787456.26,14163748.94,22725666.02,10402500.19,23604259.00,0,10311762.00,0,6099155.00,6102580.00,0.0
