9,研发费用,23388745.25,137138400.98,88816293.59,58148350.36,28547476.04,119572491.68,83718101.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,2227830.06,8945790.19,16742758.79,16939520.88,-1120000.00,11682365.25,14705160.17,14771810.84,1220770.50,45032999.60,15437175.67,15057285.11,0,41711905.15,15946124.77,15946124.77,0,18172318.58,9246792.41,9246792.41,0,61677626.57,14566611.53,14566611.53,0,11835051.66,9387753.40,9387753.40,-72796.25,13231124.79,6925440.06,6294914.39,-908513.37,8128163.78,5447724.76,5401724.76,0,7218284.54,3840588.95,3840588.95,0,1923834.82,1077778.89,1077778.89,0,4803422.60,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,0,0,0,0,0,4324003.82,43891.71,0,0,-556767.33,130000.00,130000.00,130000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,8396961.20,91466622.55,61349800.39,41790158.78,23339566.79,83290968.31,49406716.22,32757619.54,22123347.32,40189083.24,40844727.68,26161506.56,13665360.65,-40147904.06,-12740539.27,2331441.09,6502961.45,-70706448.32,6182535.33,18867992.94,14770057.93,39199011.88,29515437.46,23948341.12,14840107.94,-101370454.48,-27792797.02,-5408155.12,11086624.61,5121773.63,9322818.84,12123718.86,10812091.00,86701368.97,75111255.78,45759483.45,17645842.14,68150616.22,45773521.98,30058966.76,12610521.13,33757784.58,40706771.35,18944688.23,9147680.47,44837148.10,41763398.27,21399687.43,5680948.81,26436685.04,18985390.61,10198652.05,2107368.79,16298397.83,12312938.19,7551634.37,1467491.57,15094239.21,11378730.46,6727202.26,15440287.51,11192203.79,0.0
16,加:营业外收入,593851.39,11488838.99,9053531.62,4765046.83,3589093.80,12465448.23,13571555.12,8683491.70,3580779.01,19275684.00,3867656.21,2676554.20,4034357.82,69270905.29,56702804.36,16614701.90,4848129.77,27073909.82,13931015.24,9821708.74,2204823.77,27385831.93,15603806.15,6528295.13,1527415.54,23511154.16,13302488.75,6852658.22,5174487.05,27366401.27,18547426.83,8376199.56,6878935.68,14813223.87,11181950.78,8385748.45,3925259.32,9434960.79,5900442.67,2306837.68,1067394.32,23196751.47,2540595.34,2161380.00,1801300.00,6689624.12,1376786.62,822007.42,27695.06,2104217.93,6498.80,0,0,97773.92,45857.64,26482.04,0,22199.31,20420.56,0,978.63,78820.90,0.0
17,减：营业外支出,1722994.69,1373322.65,1448126.41,857038.23,289285.74,2945139.15,2596918.81,1933877.75,1689906.76,3317793.24,935569.62,193580.51,131206.37,2327829.54,1727626.11,1722634.30,397853.51,2363259.77,568988.81,275764.59,236690.50,663762.04,598177.17,398602.19,-21346.06,9998265.51,1723098.53,1192104.42,282262.44,1555005.20,803525.58,519990.25,208020.67,2330496.85,2247788.48,1749809.77,177331.88,405181.93,376346.24,257942.32,69843.06,317799.98,283479.47,70532.51,63555.40,5085167.32,3766303.82,3293129.49,191839.63,503866.36,330000.00,280000.00,0,20900.53,20900.53,0.45,0,3700.00,3700.00,0,977702.19,104783.82,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,599502.27,11810.19,7769.72,991654.59,953148.91,912175.64,805.00,515266.60,253422.51,61488.21,45930.08,140238.15,201949.82,153642.13,5404.98,3971380.58,0,578552.63,6194.86,407147.47,11538.46,11538.46,7456.37,1743928.50,73193.64,0,7456.37,0,68314.45,155149.33,0,0,0,0,0,3458500.33,0,0,0,173834.59,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,7267817.90,101582138.89,68955205.60,45698167.38,26639374.85,92811277.39,60381352.53,39507233.49,24014219.57,56146974.00,43776814.27,28644480.25,17568512.10,26795171.69,42234638.98,17223508.69,10953237.71,-45995798.27,19544561.76,28413937.09,16738191.20,65921081.77,44521066.44,30078034.06,16388869.54,-87857565.83,-16213406.80,252398.68,15978849.22,30933169.70,27066720.09,19979928.17,17483006.01,99184095.99,84045418.08,52395422.13,21393769.58,77180395.08,51297618.41,32107862.12,13608072.39,56636736.07,42963887.22,21035535.72,10885425.07,46441604.90,39373881.07,18928565.36,5516804.24,28037036.61,18661889.41,9918652.05,2107368.79,16375271.22,12337895.30,7578115.96,1467491.57,15112738.52,11395451.02,6727202.26,14463563.95,11166240.87,0.0
20,减：所得税费用,4920822.63,7340593.07,12638835.09,4944579.38,5531938.53,21934603.32,17742577.41,12137512.39,5879574.44,13051764.34,9069828.62,5324626.37,3516255.70,8029751.11,9406926.85,6987997.93,2497146.62,9838369.93,8516232.63,5729312.41,3867675.71,17868130.45,10414982.48,6332090.69,3550551.82,15543119.26,8440919.99,5298539.81,4756475.66,13892706.42,9797507.73,5146728.08,3614662.22,15769304.81,16298272.37,9974958.96,3600387.30,13150931.56,8649691.82,5829155.21,2955642.62,9933083.95,6505477.54,2074557.36,1575486.76,5104697.66,6874194.91,3044750.82,1434781.83,2941980.78,872931.09,1470677.04,168782.76,319806.54,0,0,0,315707.39,221680.88,221680.88,0,0,0.0
21,五、净利润,2346995.27,94241545.82,56316370.51,40753588.00,21107436.32,70876674.07,42638775.12,27369721.10,18134645.13,43095209.66,34706985.65,23319853.88,14052256.40,18765420.58,32827712.13,10235510.76,8456091.09,-55834168.20,11028329.13,22684624.68,12870515.49,48052951.32,34106083.96,23745943.37,12838317.72,-103400685.09,-24654326.79,-5046141.13,11222373.56,17040463.28,17269212.36,14833200.09,13868343.79,83414791.18,67747145.71,42420463.17,17793382.28,64029463.52,42647926.59,26278706.91,10652429.77,46703652.12,36458409.68,18960978.36,9309938.31,41336907.24,32499686.16,15883814.54,4082022.41,25095055.83,17788958.32,8447975.01,1938586.03,16055464.68,12337895.30,7578115.96,1467491.57,14797031.13,11173770.14,6505521.38,14463563.95,11166240.87,0.0
22,归属于母公司所有者的净利润,-9617902.14,25638432.72,10306538.36,9391507.24,7071774.29,17285324.73,8153034.21,6319761.47,5946743.04,15174604.98,7495048.05,5464122.11,5343602.68,25238382.33,27402642.25,5113084.34,4762460.82,-79959839.08,-14702711.02,3909420.14,4270674.17,6693901.22,8129109.78,7524720.62,5299008.97,-135325858.69,-45313412.31,-18359933.05,2126265.20,3473942.21,4681736.11,6329361.73,9024016.72,57258613.88,48067140.26,29400040.22,12743435.79,48331062.84,30923065.55,19064760.92,7780337.28,36829702.36,27852379.01,14336483.66,6554604.85,34605332.93,27623630.94,13797112.71,3807564.82,24031491.48,17211086.08,8330295.01,2067719.92,16055464.68,12337895.30,7578115.96,1467491.57,14797031.13,11173770.14,6505521.38,14463563.95,11166240.87,0.0
23,少数股东损益,11964897.41,68603113.10,46009832.15,31362080.76,14035662.03,53591349.34,34485740.91,21049959.63,12187902.09,27920604.68,27211937.60,17855731.77,8708653.72,-6472961.75,5425069.88,5122426.42,3693630.27,24125670.88,25731040.15,18775204.54,8599841.32,41359050.10,25976974.18,16221222.75,7539308.75,31925173.60,20659085.52,13313791.92,9096108.36,13566521.07,12587476.25,8503838.36,4844327.07,26156177.30,19680005.45,13020422.95,5049946.49,15698400.68,11724861.04,7213945.99,2872092.49,9873949.76,8606030.67,4624494.70,2755333.46,6731574.31,4876055.22,2086701.83,274457.59,1063564.35,577872.24,117680.00,-129133.89,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.041600,0.111000,0.044600,0.040700,0.030600,0.074800,0.035300,0.027400,0.025700,0.065700,0.032400,0.023700,0.023100,0.109300,0.118600,0.022100,0.020600,-0.346100,-0.063600,0.016900,0.018500,0.029000,0.035200,0.032600,0.022900,-0.585800,-0.196200,-0.079500,0.009200,0.015000,0.020300,0.027400,0.078100,0.495700,0.416200,0.254500,0.110300,0.420000,0.267700,0.165100,0.067400,0.350000,0.274900,0.152100,0.072800,0.384500,0.306900,0.153300,0.060000,0.400500,0.290000,0.140000,0.030000,0,0,0,0.030000,0,0,0,0,0,0.0
26,稀释每股收益(元/股),-0.041600,0.111000,0.044600,0.040700,0.030600,0.074800,0.035300,0.027400,0.025700,0.065700,0.032400,0.023700,0.023100,0.109300,0.118600,0.022100,0.020600,-0.346100,-0.063600,0.016900,0.018500,0.029000,0.035200,0.032600,0.022900,-0.585800,-0.196200,-0.079500,0.009200,0.015000,0.020300,0.027400,0.078100,0.495700,0.416200,0.254500,0.110300,0.420000,0.267700,0.165100,0.067400,0.350000,0.274900,0.152100,0.072800,0.384500,0.306900,0.153300,0.060000,0.400500,0.290000,0.140000,0.030000,0,0,0,0.030000,0,0,0,0,0,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,2346995.27,94241545.82,56316370.51,40753588.00,21107436.32,70876674.07,42638775.12,27369721.10,18134645.13,43095209.66,34706985.65,23319853.88,14052256.40,18765420.58,32827712.13,10235510.76,8456091.09,-55834168.20,11028329.13,22684624.68,12870515.49,48052951.32,34106083.96,23745943.37,12838317.72,-103400685.09,-24654326.79,-5046141.13,11222373.56,17040463.28,17269212.36,14833200.09,13868343.79,83414791.18,67747145.71,42420463.17,17793382.28,64029463.52,42647926.59,26278706.91,10652429.77,46703652.12,36458409.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,-9617902.14,25638432.72,10306538.36,9391507.24,7071774.29,17285324.73,8153034.21,6319761.47,5946743.04,15174604.98,7495048.05,5464122.11,5343602.68,25238382.33,27402642.25,5113084.34,4762460.82,-79959839.08,-14702711.02,3909420.14,4270674.17,6693901.22,8129109.78,7524720.62,5299008.97,-135325858.69,-45313412.31,-18359933.05,2126265.20,3473942.21,4681736.11,6329361.73,9024016.72,57258613.88,48067140.26,29400040.22,12743435.79,48331062.84,30923065.55,19064760.92,7780337.28,36829702.36,27852379.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,11964897.41,68603113.10,46009832.15,31362080.76,14035662.03,53591349.34,34485740.91,21049959.63,12187902.09,27920604.68,27211937.60,17855731.77,8708653.72,-6472961.75,5425069.88,5122426.42,3693630.27,24125670.88,25731040.15,18775204.54,8599841.32,41359050.10,25976974.18,16221222.75,7539308.75,31925173.60,20659085.52,13313791.92,9096108.36,13566521.07,12587476.25,8503838.36,4844327.07,26156177.30,19680005.45,13020422.95,5049946.49,15698400.68,11724861.04,7213945.99,2872092.49,9873949.76,8606030.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
