,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,20160930,20151231,20141231,20131231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3126302387.08,2187522701.56,1088077606.13,4454332447.71,3375914908.73,2298892811.67,944439451.42,3899482000.55,2700264814.76,1895387524.66,2280842958.25,2136260963.43,1906663355.11,0.0
2,营业收入,3126302387.08,2187522701.56,1088077606.13,4454332447.71,3375914908.73,2298892811.67,944439451.42,3899482000.55,2700264814.76,1895387524.66,2280842958.25,2136260963.43,1906663355.11,0.0
3,二、营业总成本,2386277697.21,1665857893.69,831093975.09,3083618918.06,2259201988.68,1531120235.13,643018174.77,2684956012.85,2187113734.23,1540395338.77,2071217354.67,2028544207.78,1809359456.10,0.0
4,营业成本,2110684414.68,1460003028.10,719973167.37,2690874252.24,1989542349.47,1318665048.68,528124460.94,2268926274.55,1747214233.14,1230711023.72,1695988260.14,1679688870.63,1472960325.71,0.0
5,营业税金及附加,19035307.00,13668489.98,7744027.04,33921576.76,26530970.43,18451257.74,8578541.64,30255631.55,18765105.10,10648590.78,14402752.74,24047091.71,28762643.17,0.0
6,销售费用,187082328.75,131308202.92,53508049.99,237142569.26,181429518.80,118901580.74,52700236.86,209271892.31,153458839.89,110154245.82,130333411.02,131432116.41,124790501.58,0.0
7,管理费用,82546101.53,55575935.47,28753084.51,107426277.63,71378595.41,48150108.20,23546026.05,93106250.97,173582553.84,126313712.34,86394448.87,82169013.25,99064338.76,0.0
8,财务费用,-38512093.67,-4648402.52,16934357.58,-19059873.30,-25415963.51,1164800.28,23734082.31,57227733.71,20982066.97,25005629.76,52814314.15,89983800.32,85474976.48,0.0
9,研发费用,25441638.92,9950639.74,4984261.79,24046863.25,15736518.08,10486693.32,4214980.10,22226028.66,12363063.38,0,0,0,0,0.0
10,资产减值损失,0,0,0,9267252.22,0,15300746.17,2119846.87,3942201.10,60747871.91,37562136.35,91284167.75,21223315.46,-1693329.60,0.0
11,公允价值变动收益,2393184.91,11162149.84,5411384.93,344815.42,344815.42,344815.42,344815.42,22738.54,-7098510.14,-15032437.48,23789444.10,113272.47,7917039.48,0.0
12,投资收益,22836053.70,4000770.94,-184314.33,22445261.62,19263033.79,14222120.13,5649332.54,17591446.66,8680298.87,6884363.22,40388900.42,81499736.67,-28464736.77,0.0
13,其中:对联营企业和合营企业的投资收益,2338383.39,2929472.31,-287423.92,20108617.98,17321372.15,12342933.83,4410924.92,10808319.79,18739372.49,15955610.82,35730474.55,17671782.89,22903642.63,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,788609613.07,548887591.26,272797867.01,1402621759.70,1130535562.27,783222015.84,308250872.43,1235157891.34,514892192.02,346844111.63,273803948.10,189329764.79,76756201.72,0.0
16,加:营业外收入,7406704.06,7082092.98,6669972.28,29514116.19,28865959.62,27772852.15,963760.00,9156778.00,14098721.69,10915227.43,12050188.96,12549075.77,15854802.55,0.0
17,减：营业外支出,4213258.02,2190951.20,852154.09,7501622.57,5040658.31,2843446.13,1503885.59,2682390.79,4280430.08,5365809.90,11053967.18,7899094.74,7119312.93,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,3054471.57,4882851.05,117891.98,1544158.53,0.0
19,四、利润总额,791803059.11,553778733.04,278615685.20,1424634253.32,1154360863.58,808151421.86,307710746.84,1241632278.55,524710483.63,352393529.16,274800169.88,193979745.82,85491691.34,0.0
20,减：所得税费用,178420638.96,123948950.65,61562412.75,316269791.24,287766332.36,201432402.56,66924942.95,286264125.66,160004173.74,107339340.34,64773006.40,47432706.72,23512251.22,0.0
21,五、净利润,613382420.15,429829782.39,217053272.45,1108364462.08,866594531.22,606719019.30,240785803.89,955368152.89,364706309.89,245054188.82,210027163.48,146547039.10,61979440.12,0.0
22,归属于母公司所有者的净利润,613604823.26,429992697.64,217184537.51,1107714334.15,865989139.14,606229251.96,240674360.48,954166967.23,364280959.95,244625209.17,209588619.98,146819517.75,63691360.58,0.0
23,少数股东损益,-222403.11,-162915.25,-131265.06,650127.93,605392.08,489767.34,111443.41,1201185.66,425349.94,428979.65,438543.50,-272478.65,-1711920.46,0.0
24,六、每股收益,,,,,,,,,,,,,,
25,基本每股收益(元/股),1.470000,1.060000,0.580000,2.940000,2.300000,1.610000,0.640000,2.540000,0.970000,1.370000,1.170000,0.820000,0.360000,0.0
26,稀释每股收益(元/股),1.470000,1.060000,0.580000,2.940000,2.300000,1.610000,0.640000,2.540000,0.970000,1.370000,1.170000,0.820000,0.360000,0.0
27,七、其他综合收益,-269773.30,9253.80,353.90,-101813.37,-138351.19,-37231.86,-38789.10,0,0,0,0,0,0,0.0
28,八、综合收益总额,613112646.85,429839036.19,217053626.35,1108262648.71,866456180.03,606681787.44,240747014.79,955368152.89,364706309.89,245054188.82,210027163.48,146547039.10,61979440.12,0.0
29,归属于母公司所有者的综合收益总额,613335049.96,430001951.44,217184891.41,1107612520.78,865850787.95,606192020.10,240635571.38,954166967.23,364280959.95,244625209.17,209588619.98,146819517.75,63691360.58,0.0
30,归属于少数股东的综合收益总额,-222403.11,-162915.25,-131265.06,650127.93,605392.08,489767.34,111443.41,1201185.66,425349.94,428979.65,438543.50,-272478.65,-1711920.46,0.0
