,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4008094344.68,3155242779.31,2051326178.76,4030943830.47,1770957587.32,627452465.66,300550443.15,3166120490.01,1583030871.56,756754626.13,382901933.74,2899068588.72,1779149528.38,1371830611.96,313362286.28,3050881882.71,947044385.69,604765306.42,359260536.64,2647233520.86,680973285.83,577457294.58,343149713.25,1655401763.90,987103217.54,688531503.77,192889589.47,2208993164.06,125936168.68,92420632.93,60329456.42,1017944667.88,83603346.49,60606772.45,40032924.92,661631837.64,110132827.30,66180396.51,35132460.67,587280712.31,456943285.66,391381268.34,294574909.28,553556376.85,237587934.09,579529596.40,522283130.60,0.0
2,营业收入,4008094344.68,3155242779.31,2051326178.76,4030943830.47,1770957587.32,627452465.66,300550443.15,3166120490.01,1583030871.56,756754626.13,382901933.74,2899068588.72,1779149528.38,1371830611.96,313362286.28,3050881882.71,947044385.69,604765306.42,359260536.64,2647233520.86,680973285.83,577457294.58,343149713.25,1655401763.90,987103217.54,688531503.77,192889589.47,2208993164.06,125936168.68,92420632.93,60329456.42,1017944667.88,83603346.49,60606772.45,40032924.92,661631837.64,110132827.30,66180396.51,35132460.67,587280712.31,456943285.66,391381268.34,294574909.28,553556376.85,237587934.09,579529596.40,522283130.60,0.0
3,二、营业总成本,3861240881.97,3068755161.80,1968797155.09,3805845519.28,1670013313.24,525382646.68,245622150.55,3148615037.67,1549613851.02,745052761.07,376132335.41,2777490670.70,1741160885.54,1340663436.29,294911935.26,2954915435.22,1035141173.43,699172032.06,301407148.71,1984838081.78,469318088.99,393305114.10,247759174.77,1197258614.60,732966147.22,507400739.59,160569733.71,1600450709.97,100182036.66,70238472.64,43265068.79,606112525.20,75368955.57,51466494.63,31825182.32,402968608.43,96659915.42,57190557.07,30247782.31,399807918.32,346292485.87,298616169.48,230281625.51,334728524.94,150097311.81,348208212.02,331884024.27,0.0
4,营业成本,3583736462.13,2879204660.20,1892933891.29,3520336555.73,1584419375.09,494395571.47,219820299.73,2652704727.08,1349570331.84,608188994.33,319373472.67,2148678952.55,1415281263.60,1129406620.96,202519762.06,2077935244.73,561527440.93,332341267.54,192921680.53,1493180908.81,302219296.56,273920642.04,187873966.29,859819595.84,553623154.80,372600013.19,126660898.64,1192154222.92,39243316.35,27062185.33,16461173.23,400254837.69,31930447.84,22615240.34,14444661.88,257601283.43,54759500.59,33484281.19,19612228.23,330576634.34,292797918.74,259119070.01,210529599.50,236911646.28,93687404.57,263619192.90,263667760.64,0.0
5,营业税金及附加,184230000.10,133387135.97,51405296.23,142847804.72,80011555.62,41675855.86,17691522.46,301569761.87,103685626.30,63149393.32,23050162.27,285966211.03,160724761.15,125425344.13,50013474.64,665398561.38,348625467.22,278007665.70,60477390.64,337497234.47,63485140.41,46102300.22,24607155.42,214012893.25,115365509.90,90069634.02,13590207.47,298337416.63,20503506.30,16064170.27,12462623.89,136167601.28,15590322.53,11675187.45,6852415.64,102402435.59,21465015.23,11501624.28,3199536.87,32905895.68,23555456.47,17051796.68,9641627.04,49662270.29,24996414.03,54584790.34,32179825.67,0.0
6,销售费用,44774870.43,23231787.82,8984483.95,106225211.65,59134645.13,41678960.86,16900772.87,160527072.08,84142214.82,58926345.55,23491623.14,236542078.52,137164043.53,68940893.90,39617323.58,137528675.27,75500599.19,56847685.37,33303056.31,69965567.80,59337019.14,39796279.18,16829096.58,61754530.82,33257876.15,20286620.05,9720256.75,56602149.13,19721292.14,13769681.13,8032888.93,30786667.69,10809765.70,6338452.21,3357494.14,14774022.37,5577305.55,3147508.30,911273.10,12380303.98,10236963.17,8636552.45,4526650.38,21498347.77,12641826.42,26737681.10,22875649.83,0.0
7,管理费用,30775400.64,18485747.36,8715460.20,43898602.30,31149094.67,20719209.75,10347730.63,49643616.89,29345451.65,19259168.62,6826894.63,59622117.66,44354446.83,32910800.85,20829731.34,76286876.34,57313940.37,42748024.48,18141897.16,69919831.62,50156399.77,38497613.26,24642030.95,62835043.41,32508512.13,24324802.39,15075539.99,58352557.15,30053646.87,19494971.60,8155095.15,44904474.58,23355629.52,16934608.03,8507657.75,29055302.19,20796899.52,13638353.14,7279093.67,25679982.72,18178792.18,11944010.56,5359833.58,23003714.27,15959734.55,3999598.40,12001226.71,0.0
8,财务费用,17724148.67,14445830.45,14468863.50,-20534432.77,-85657607.49,-73747003.93,-13609888.98,1486569.07,4107310.10,8573688.69,7552225.98,46918765.31,-14290996.44,-14525295.54,-12858598.37,-9322102.85,-2732128.83,-1670763.89,-1478466.58,-640677.67,-6691339.31,-4348944.41,-2763988.47,-3601646.28,-5578251.44,-2096029.11,-1254693.56,-10465948.81,-5050502.11,-2104332.28,-1214168.40,-7702961.45,-8264468.16,-6601537.45,-1160801.10,-6378040.78,-4832621.18,-3168849.37,-471598.39,-2402037.10,-232262.33,107185.94,223915.01,-69444.99,-159775.17,-395979.61,-600285.03,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
