,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20081231,20080930,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,4351429393.00,3136271993.00,1442683535.00,6851136626.00,4350787053.00,2980446092.00,1328759707.00,4392996390.00,3400544538.00,2099005483.00,840113940.00,2345625119.00,1591088989.00,933462990.00,373114797.00,3838500324.00,2852488074.00,2433478944.00,973536787.00,1959188535.00,1352884539.00,873086506.00,436357124.00,1316025102.00,882420331.00,577120232.00,319203214.00,1048016031.00,773358931.00,490204852.00,251344613.00,1098085408.00,764146400.00,543928671.00,271968213.00,1495801869.00,919400752.00,598151016.00,261303775.00,1511786650.00,1015562581.00,573442780.20,789818237.00,614878900.00,482239668.75,1744383208.00,805778524.17,272919082.50,81657839.43,145550385.56,64525559.38,189812611.41,131957757.00,212108685.09,101241017.59,178088642.45,268701292.15,138323605.35,0.0
2,手续费及佣金净收入,819625965.00,530478511.00,220174907.00,827727320.00,559898301.00,382903247.00,178993883.00,1168177951.00,879755653.00,593194303.00,318955026.00,1483565623.00,1031768041.00,725317949.00,320223060.00,2607719787.00,1996746655.00,1500171253.00,445975424.00,1173817766.00,750733004.00,438447172.00,201521828.00,838263831.00,560008882.00,387502345.00,222712449.00,666141931.00,482612137.00,286231827.00,164065815.00,800930817.00,566518468.00,417295821.00,209867757.00,1216992024.00,717871265.00,505302388.00,219935520.00,1314818378.00,886295696.00,504068863.30,665869286.00,0,393618161.53,1087052615.00,509641915.51,200227073.19,86761825.28,82346323.20,43005734.43,124774514.75,73719725.38,89314429.60,44315679.55,77934103.30,120804692.05,78472660.18,0.0
3,代理买卖证券业务净收入,408054267.00,280019150.00,129011574.00,381184940.00,293867358.00,208969547.00,99206753.00,476210667.00,381494521.00,242222779.00,129081678.00,631585246.00,497462674.00,376209945.00,177819760.00,1854366135.00,1543639740.00,1156662819.00,397021281.00,865372243.00,499211887.00,275666651.00,154877191.00,602179929.00,378300084.00,235026570.00,128970265.00,367760935.00,284559097.00,201931963.00,102500387.00,555599195.00,470520971.00,348131701.00,189888661.00,867847048.00,573418031.00,390299051.00,208414490.00,1175246455.00,868909649.00,503168863.30,617213390.00,0,391427802.82,1009083885.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,282572164.00,166411503.00,47091619.00,308062389.00,155762948.00,97217098.00,36727523.00,565205894.00,413152619.00,292674962.00,159302407.00,744931631.00,457139683.00,295204972.00,121770700.00,708071244.00,429419726.00,333382345.00,46118900.00,298380065.00,246888840.00,156859207.00,43930775.00,228278829.00,113464625.00,110564605.00,73718597.00,131265779.00,113654559.00,29159216.00,27681247.00,155812863.00,48083000.00,33668000.00,6068000.00,239150867.00,95327780.00,88449313.00,7095513.00,55309725.00,4763521.00,0,37147612.00,0,2190358.71,74315727.00,19577000.00,421900.00,321900.00,6032687.33,9551383.98,13829875.76,5717555.66,9148289.17,640099.16,1142400.50,414000.00,1976000.00,0.0
5,受托客户资产管理业务净收入,60939683.00,37873962.00,19475462.00,84458791.00,67881072.00,45955103.00,26365409.00,55816016.00,32147495.00,21228443.00,9393258.00,37692812.00,28468297.00,23675029.00,6280250.00,14915354.00,20451787.00,7686848.00,2469663.00,6514076.00,4255728.00,5723314.00,2713862.00,7230022.00,5421640.00,3590730.00,1472314.00,6216444.00,4714379.00,3330995.00,2060365.00,7192530.00,5036562.00,2454864.00,1110558.00,5918817.00,3115886.00,1223991.00,0,0,0,0,0,0,0,0,0,-3042077.40,-3841955.75,1908845.97,146018.31,-1568829.48,-717655.51,0,0,0,3673846.40,20027883.48,0.0
6,利息净收入,-95747304.00,-108338322.00,-54381523.00,-193100548.00,-83881366.00,-49507463.00,-6214972.00,56429917.00,48339809.00,46217115.00,25648034.00,266197158.00,207726249.00,135842726.00,76506352.00,350430941.00,289504752.00,281816343.00,140267009.00,483205048.00,373336857.00,234960934.00,122064526.00,364796577.00,240484663.00,139084877.00,59908987.00,289524076.00,222102245.00,159182393.00,87001120.00,303611835.00,216485645.00,131404306.00,64807634.00,133739634.00,90440300.00,58297165.00,29059593.00,113726883.00,77660773.00,46073256.43,83386756.00,0,36117104.62,61792674.00,27599137.50,-17935783.20,-7780087.21,-13230755.28,-6787347.81,-19906514.34,-11992884.31,24906646.78,12947265.21,34549570.88,-23886688.51,8229677.15,0.0
7,其中:利息收入,823647198.00,527779167.00,269309336.00,1066324045.00,0,601568438.00,0,1156419529.00,0,544648897.00,0,1058330166.00,0,542023627.00,0,1455938367.00,0,755354055.00,0,735276405.00,0,307778181.00,0,448812413.00,0,159776934.00,0,316492682.00,0,174665328.00,0,342804166.00,0,151217693.00,0,169901580.00,0,75538905.00,0,147707607.00,0,0,133631459.00,0,0,123695432.00,46624235.77,49057446.87,21996794.40,38341243.69,18254982.40,38999282.67,22493024.21,46740974.95,25118212.21,67836993.86,91354361.02,16953523.69,0.0
8,利息支出,919394502.00,636117489.00,323690859.00,1259424593.00,0,651075901.00,0,1099989612.00,0,498431782.00,0,792133008.00,0,406180901.00,0,1105507426.00,0,473537712.00,0,252071357.00,0,72817247.00,0,84015836.00,0,20692057.00,0,26968606.00,0,15482935.00,0,39192331.00,0,19813387.00,0,36161946.00,0,17241740.00,0,33980724.00,0,0,50244703.00,0,0,61902758.00,19025098.27,19687672.10,7833287.69,14209661.94,7373789.47,21306144.63,13235785.43,27774105.94,14542873.38,36615323.25,55997912.85,10920926.86,0.0
