,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1312138414.64,799676330.78,415377001.69,1694158598.97,770498972.75,655548149.82,374925547.34,1258734023.42,943932379.56,425366869.50,191130679.66,3074342290.41,2311609450.22,2141806172.26,821210490.84,4055654888.02,2508536947.48,2112099829.73,810113561.61,8448838705.18,5725164288.77,2690636067.84,808176880.90,11247790325.49,5869306297.44,2450809714.80,944250856.80,7754489020.94,3557017848.23,1518777707.02,635460179.24,6484530840.11,4157454951.16,2767104154.70,889867934.50,9177955316.12,5451374665.85,3539403863.70,1381136782.79,7353314307.44,2204536493.19,513053210.99,317638627.55,991099968.99,1074314286.67,794924286.66,377452093.39,1313346564.71,910949360.11,701806219.87,400603488.97,1379835083.83,934934004.91,615084247.83,324409332.55,1128239466.38,737137860.51,501828017.14,277188999.42,1229790389.36,762571678.50,559799245.82,332326527.42,1187978275.85,814775117.23,597362277.43,252599012.76,723991929.77,450991016.84,356658726.01,143094850.65,422105060.60,224871726.97,344355424.82,154351574.57,276299774.92,121380573.02,259655987.64,187519753.75,184589348.14,0.0
2,营业收入,1312138414.64,799676330.78,415377001.69,1694158598.97,770498972.75,655548149.82,374925547.34,1258734023.42,943932379.56,425366869.50,191130679.66,3074342290.41,2311609450.22,2141806172.26,821210490.84,4055654888.02,2508536947.48,2112099829.73,810113561.61,8448838705.18,5725164288.77,2690636067.84,808176880.90,11247790325.49,5869306297.44,2450809714.80,944250856.80,7754489020.94,3557017848.23,1518777707.02,635460179.24,6484530840.11,4157454951.16,2767104154.70,889867934.50,9177955316.12,5451374665.85,3539403863.70,1381136782.79,7353314307.44,2204536493.19,513053210.99,317638627.55,991099968.99,1074314286.67,794924286.66,377452093.39,1313346564.71,910949360.11,701806219.87,400603488.97,1379835083.83,934934004.91,615084247.83,324409332.55,1129672256.89,737272257.03,502217912.98,277016561.61,1229996008.82,761688060.07,559137726.01,331359275.31,1186399743.34,813804699.49,597020491.45,252363238.90,722140408.44,450704990.80,356598620.42,143152628.21,420075649.40,222777866.52,338286665.15,148791485.27,265535387.64,117714481.04,255238555.53,183197023.92,181352859.28,0.0
3,二、营业总成本,1763426859.32,1119530445.08,531406754.92,3174201716.98,1338749276.32,925835481.98,503703038.62,3130101866.70,1834830207.61,1107792842.23,556790952.01,5127159629.37,3691997188.39,3197989334.69,1091437998.89,7016026916.14,3371965645.47,2561031616.92,962865045.61,8220692529.64,5605051619.57,2808208805.17,969678463.00,10799774602.67,5781761604.10,2437169901.82,1050937682.43,7519431545.22,3735774439.29,1891090967.01,845315714.11,6299425852.37,3909893421.22,2722881094.77,1006755739.16,7401756462.78,4301463678.17,2752539297.32,1085225301.70,5491325406.39,1914968912.19,555269845.19,327118596.24,1321535361.48,1121559542.56,800750675.98,391276081.13,1488255735.87,1056950669.58,689446950.64,379365515.15,1340411970.57,931489266.08,619386446.36,311526508.22,1266062362.12,751815204.47,521910758.90,265686620.78,1311970461.68,753322544.25,552585442.44,328493016.87,1143472309.24,783425251.34,567432039.36,235099580.22,696968523.72,434625643.16,340075043.17,145980524.53,423042072.01,213555989.23,326550792.81,143172819.30,233859273.43,100585567.98,210003633.04,149931594.76,147489821.62,0.0
4,营业成本,991138946.50,619743226.42,309195526.26,1470866731.12,756294479.93,648141040.91,342004823.60,1056327266.44,775443409.43,403374115.96,176470405.11,2910191747.94,2207792189.83,2038643861.47,738097154.87,4063597243.80,2244921185.26,1851990470.33,653067593.51,6576758023.82,4600924302.76,2306413264.71,723380678.37,9016383448.61,4910795971.77,1996776377.67,851999269.57,5655753819.61,2871433180.86,1358776898.84,567455419.80,4919036027.56,3072607848.96,2136103971.85,764180168.54,5848811510.16,3422381479.44,2196825810.74,862149511.56,4407014735.22,1524919911.02,218315148.83,131345709.39,499883796.65,535245488.87,405668273.90,201994124.26,752752989.08,523872732.34,384702477.15,236483326.30,819353702.23,565850201.61,372321935.89,192645173.08,670179040.86,444119118.37,314668679.63,171170015.93,777367521.41,468589436.77,350104976.16,214052899.42,746609320.53,554056554.46,416503421.95,177510439.01,467514109.67,300860839.42,249071498.65,105395102.97,293038673.70,163596885.34,242366737.81,103372255.51,184438072.57,80920323.33,175335593.21,126033415.67,128267447.24,0.0
5,营业税金及附加,39181056.17,29602902.19,17004071.95,133892247.81,32552700.44,22072821.66,3237566.06,344445502.60,82322473.10,40783255.24,7323212.89,209943605.00,188815686.50,185310223.57,64388115.71,1290530664.69,178555544.88,112420768.43,56277433.88,644870822.30,320108821.72,98501759.18,34833250.82,796942343.16,342356752.24,103799955.49,35185568.23,635560417.33,215401915.90,57447213.61,15856909.46,453694888.03,244545621.46,176034324.22,31680981.76,653446938.48,291693397.23,202752612.73,71632290.59,573733861.96,98722627.87,4150117.49,1349331.97,8855395.72,9882989.00,6970639.95,3471332.71,9044657.42,6403913.94,4762505.19,2299784.59,7196000.80,5355028.38,3486019.74,1360564.55,6863255.21,4779061.29,2633577.71,1502806.20,14526478.06,5079186.67,2552333.08,3956515.22,13740288.47,10498585.97,9249324.42,4730405.76,3814253.91,1870111.11,1054292.46,441419.20,1500317.28,609080.48,648090.17,397018.79,373748.41,111061.83,586053.42,468904.99,537359.81,0.0
6,销售费用,25420097.59,13068780.43,6375150.63,51973655.48,69842643.91,30816223.63,17041577.19,59067040.01,41106098.00,24975618.29,12806026.97,145784073.26,131042719.91,106922291.30,26330275.75,229473527.72,137448548.71,88000664.14,44430980.06,198565105.86,137512962.94,90327599.10,53510623.09,244901834.51,143698184.56,86843755.80,43340079.20,276374757.97,191167130.32,105595557.65,56140590.03,258262391.81,165912111.11,96413351.91,52497932.81,193161992.52,139148386.96,89901825.51,39813256.62,158785376.51,85522321.51,262226436.18,156633695.89,669088273.59,430365001.03,299565009.44,147144001.86,447404362.99,327250372.85,217568757.91,100100761.05,356822650.37,245475543.23,157861009.05,85756463.16,345865041.76,204699113.95,138543548.82,65523101.20,295135158.47,184195050.52,132966191.11,74180133.30,247107316.37,140354797.96,87035059.78,23875568.30,116015710.86,54533995.39,39120446.80,18656932.13,52243185.63,16565320.89,31341495.62,17646979.69,23601119.55,9358989.39,17684169.42,8911238.07,6671303.58,0.0
7,管理费用,139234360.83,96809760.46,45449590.85,232724187.02,151900228.49,103027376.96,59264839.33,314940385.10,204343275.59,147376478.27,87369115.67,284869275.79,283357648.67,228258840.44,67047905.69,450755127.26,336311547.24,226417665.42,112153353.02,458128243.63,320477264.50,201475764.86,115433389.71,417540871.82,305346132.85,207839935.64,108178241.82,583905615.00,326997023.54,254517338.55,137059634.90,495574460.44,348812364.80,251583954.97,135959014.85,582418355.00,429837436.44,254803551.30,124793036.84,316472132.62,187071900.24,48805388.91,16937285.59,96551081.66,92925859.87,50053214.86,23339146.06,120972123.41,154401343.72,52503091.54,26820064.15,89246889.26,57360881.18,55537503.69,19722864.02,176906809.68,59033586.47,40084145.16,18526400.99,161641978.24,59168799.14,43281981.31,24307006.12,91089057.59,53002329.36,34233587.14,20353522.16,77296729.02,52459232.15,34952984.82,13787322.30,47498351.46,22685156.04,40584856.64,20072543.80,24340911.40,7868451.56,13770629.45,11336342.01,9719190.70,0.0
8,财务费用,568452398.23,360305775.58,154680767.95,576094018.17,386330879.50,179808205.81,118064605.12,1089425428.48,761002940.44,516704524.03,272422192.03,1193634393.88,883107342.69,658394475.39,195726439.37,651997727.27,475311465.07,282106493.53,97061939.91,320986432.65,223620703.90,107484223.15,42520521.01,311856101.52,81522931.13,43565938.36,13278265.05,309381861.09,141282370.74,124227400.15,68792724.07,144271488.47,78731642.81,63479178.97,22449902.65,103828112.23,19679061.86,8142510.01,-12231425.11,4608974.68,9892248.81,21771736.24,20852573.40,64564119.77,48218777.76,33572111.80,15327476.24,63074077.44,43136106.20,29096550.05,13661579.06,54575582.04,41926641.10,30179977.99,12041443.41,66248214.61,39184324.39,25980807.58,8964296.46,63299325.50,36290071.15,23679960.78,11996462.81,44926326.28,25512983.59,20410646.07,8629644.99,32327720.26,24901465.09,15875820.44,7699747.93,28761543.94,10099546.48,12112670.44,1684021.51,747121.50,2326741.87,2627187.54,3181694.02,2294520.29,0.0
