,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,70122114.64,49546687.39,35089240.80,14622521.06,1209103969.12,1193016912.97,1175463796.50,578295384.91,2240890267.68,1518403852.16,730255974.45,84406605.00,78835008.81,71224434.29,43629426.57,19698292.63,176836704.14,116291123.62,77231899.72,35125398.05,226575940.34,167505147.08,84254524.22,48968138.17,272046414.42,169245805.20,121273833.43,81562456.47,304058917.37,237034061.78,156690935.53,78816921.41,367480150.91,282493744.78,167180481.63,89470026.25,407341890.59,278444840.89,162311251.01,66791649.88,576532728.15,271975479.78,185509377.71,75252593.58,400345430.46,292698664.18,208313014.79,89813913.30,510573187.51,321272547.36,221995312.78,84442268.02,458884961.50,291049377.79,191983452.41,77817697.04,284400323.40,224946814.52,173122904.75,85091667.84,312163643.83,256821542.41,150044999.09,82730325.63,177622104.66,108145145.32,53529331.06,26027744.61,140516878.09,60490436.33,40000904.63,0,313987015.59,169977034.66,292289425.23,130662289.79,240400322.12,188105252.56,219546553.10,28104673.67,142806557.25,45526500.00,149073216.93,60828100.00,146351552.08,58962900.00,218306966.45,87789648.00,211092749.22,95556414.32,107457501.55,82591760.21,37739533.44,0.0
2,营业收入,70122114.64,49546687.39,35089240.80,14622521.06,1209103969.12,1193016912.97,1175463796.50,578295384.91,2240890267.68,1518403852.16,730255974.45,84406605.00,78835008.81,71224434.29,43629426.57,19698292.63,176836704.14,116291123.62,77231899.72,35125398.05,226575940.34,167505147.08,84254524.22,48968138.17,272046414.42,169245805.20,121273833.43,81562456.47,304058917.37,237034061.78,156690935.53,78816921.41,367480150.91,282493744.78,167180481.63,89470026.25,407341890.59,278444840.89,162311251.01,66791649.88,576532728.15,271975479.78,185509377.71,75252593.58,400345430.46,292698664.18,208313014.79,89813913.30,510573187.51,321272547.36,221995312.78,84442268.02,454990436.51,289629143.77,190656169.07,77791862.16,313707126.88,225610864.27,172931618.59,83785295.23,288824503.74,238581630.66,142237219.18,82127666.74,166011839.88,104177502.51,52768028.40,25857034.57,141165129.44,60079881.88,39799634.85,0,311385418.28,168509279.57,288214836.15,129764777.64,237515740.54,184828949.93,191341050.08,27480875.19,142143997.51,45305200.00,148119930.07,60741800.00,146069539.51,58962900.00,217749263.69,87469299.72,208337789.76,95556414.32,107141449.48,82484876.30,37775822.10,0.0
3,二、营业总成本,68553774.23,40078605.33,29608352.34,15232987.47,1267995359.39,1213833973.11,1195124999.25,583075211.22,2255965239.36,1524803045.45,731872055.06,88877867.16,276659872.13,98847805.26,60575581.19,28670499.91,333688601.38,146268050.73,101138717.85,47280395.38,322230724.05,192590938.43,112014389.06,47734803.34,388115734.94,197529153.71,147103140.51,89412640.88,415207237.46,217755303.35,157235522.83,82207619.92,469255638.93,353220237.99,220853538.04,114640043.63,464402646.75,291728820.69,180376133.46,78978054.24,609161061.01,297853021.69,201312581.63,84261683.58,545227408.25,408953393.75,238369293.02,87930058.55,599995317.07,355619386.31,250349324.81,96428530.40,491984246.99,313091863.15,209854717.09,81783041.91,451344961.97,215240490.40,165145573.95,80668433.54,346487921.48,240362684.75,139828547.06,76274332.95,166891833.71,96574284.67,51683499.11,30290752.60,297306684.37,83559749.46,52092989.17,0,293280882.52,147869419.30,259489621.85,102900899.93,211939478.86,159102709.62,160664284.12,28538920.99,181923959.10,0,150957510.48,0,150140078.18,0,178526894.54,0,176468189.92,0,94083835.68,79002483.36,36422065.97,0.0
4,营业成本,34607634.10,20041807.72,13271201.56,7296405.70,1182177208.61,1175671547.56,1167146637.93,575089500.91,2219550773.43,1503998970.34,721198870.21,82289429.21,73382318.15,65918738.86,39966667.84,18632339.00,145855132.20,98163174.95,67184030.85,31065671.46,202037996.64,135899705.96,70322570.59,41853207.00,260954109.48,152028716.61,115297381.28,80165723.36,303525490.96,0.00,144822627.02,74196843.84,344118851.06,271106197.55,161143241.54,87447116.57,360253055.02,235604025.57,141912592.10,58888275.81,422519981.91,221798506.75,150216700.52,60853558.81,370439842.17,265777222.49,188807794.21,66549900.56,419294990.62,280974585.51,197204741.06,73922597.90,374222342.29,233087617.56,153992024.55,58066790.23,264584599.83,159205396.83,122930275.55,61077966.63,235136465.65,177374249.42,101741321.14,56028833.97,126595974.72,68130291.60,33881116.45,18995091.33,130526783.10,46229637.01,30227369.88,0,229562720.51,125223739.16,205034881.30,83045110.57,165540539.08,141537839.19,120297842.30,9309160.67,120333781.65,0,108117740.92,0,116881994.12,0,162464195.94,0,162440706.55,0,78517973.16,61642802.03,27109767.80,0.0
5,营业税金及附加,1204489.14,349084.77,274723.70,95280.72,1307545.54,576762.86,392044.38,184076.42,1258686.10,660604.02,167194.81,43731.85,2247643.28,477927.38,477353.80,492869.31,1621399.81,809109.48,531266.70,221803.97,2765594.48,2950083.70,1283563.92,193743.75,1380569.55,1267472.49,519112.43,256632.58,1643378.84,1007052.60,593452.95,346092.05,1831345.13,876209.50,455389.39,311193.38,2131302.87,1872747.85,1373777.73,369700.73,18693937.46,1861133.90,1336583.48,610062.23,2398733.77,1431749.32,1117278.64,526860.91,2964445.13,1417249.12,875726.45,418895.18,2194941.35,1438550.13,938098.80,391824.94,1906663.57,957891.32,533213.85,265593.00,1324148.02,832383.88,544203.81,280895.47,211696.02,674885.47,275228.35,104614.81,905169.81,352949.36,237304.96,0,861485.42,347762.14,875246.66,277884.99,890356.04,380160.10,1897749.93,1409894.15,1179236.80,0,1750630.08,0,393348.53,0,2183350.10,0,10016644.36,0,7986544.38,10044355.25,3150278.12,0.0
6,销售费用,3661567.70,0,0,0,2996725.68,708086.62,708086.62,35285.53,122352.87,93405.28,89836.50,16342.28,6644201.80,3921696.25,2371574.43,703948.88,8517251.76,7099334.68,4443290.55,2110222.97,9576694.74,5411080.93,3596920.21,1214628.45,8525172.52,5318293.25,3903203.68,1769642.28,14645338.79,8110747.84,5319059.69,1406054.63,24054302.77,20447668.31,13297389.22,5064442.15,21340843.71,15973532.37,8662559.76,3466017.51,24548916.47,16647041.20,10305229.42,3965247.02,28483117.58,13635251.13,9674972.57,3506079.23,20523986.77,13754617.36,7753169.16,2454549.71,18973542.94,13749023.60,8548523.39,4137421.39,14390002.46,8142038.42,6670806.32,2608048.09,12584484.00,8138544.91,4947211.16,2352697.84,4709557.14,1907803.83,803146.63,347277.77,2366429.03,732212.35,404201.02,165641.06,1877996.70,1134200.70,4412911.21,1946881.49,3436042.66,1841752.46,7395242.64,4621109.82,8495918.75,0,12504215.06,0,12285156.48,0,8701055.77,0,6689761.55,0,3340278.37,1022944.20,479933.37,0.0
7,管理费用,29069162.87,19787154.01,16110388.90,8212918.33,43694223.14,31437067.63,21026239.69,7761358.05,37207284.01,19554823.48,9939950.13,6134125.76,74786196.60,25162065.42,15828575.59,8486477.07,50301969.62,33716501.67,23899406.75,11370400.59,61369082.92,36660421.35,28039805.70,3268605.03,49660381.37,26592235.98,20078678.29,6046248.28,52608394.83,30453913.53,20800831.26,5153706.45,56870138.26,49461879.83,38811064.62,19499552.13,50111942.52,36304348.52,24460311.12,12076931.79,58718456.85,38346430.58,25666933.17,12932773.75,64014055.06,44408591.14,26597555.84,12575892.32,60650576.57,38205791.05,27553947.52,12993285.08,63419696.02,47534833.08,33585663.43,13929380.49,135961035.90,29431562.74,23674756.03,9867750.24,67000932.20,34036048.46,21753591.33,9735086.89,21651742.54,21869131.89,15167170.78,7042379.81,140299617.93,24977796.27,14396490.97,5271901.08,45696329.74,16161256.94,38231419.05,15778411.10,34521615.78,13679476.35,26247036.69,10851935.77,46542855.21,0,26068973.63,0,17795494.19,0,15441017.99,0,9162557.63,0,2778186.09,3058401.10,2545996.66,0.0
8,财务费用,10920.42,-99441.17,-47961.82,-371617.28,232815.57,-467814.27,-56332.08,4990.31,502392.74,495242.33,476203.42,394238.06,5981962.07,3653844.02,2217876.20,354865.65,12076342.11,6479929.95,5080723.00,2512296.39,21026169.35,11669646.49,8771528.64,1204619.11,33583329.71,12322435.38,7304764.83,1174394.38,47273549.62,6636454.03,6500383.17,1104922.95,35137110.65,11328282.80,7146453.27,2317739.40,20934895.08,3988598.38,-18675.25,4177128.40,40554837.50,18532962.03,13120187.81,5900041.77,32022697.64,17941513.10,10714764.15,4771325.53,49720347.26,17719098.41,13413695.76,6639202.53,33173724.39,17281838.78,12790406.92,5257624.86,34502660.21,17503601.09,11336522.20,6849075.58,30441891.61,19981458.08,10842219.62,7876818.78,13722863.29,3992171.88,1556836.90,3801388.88,23208684.50,11267154.47,6827622.34,3194969.55,15282350.15,5002460.36,10774384.56,1852611.78,7550925.30,1663481.52,4826412.56,2346820.58,5372166.69,0,2515950.79,0,2784084.86,0,-10262725.26,0,-11841480.17,0,1460853.68,3233980.78,3136090.02,0.0
