,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1043318386.97,611605859.47,165005851.19,1930998380.73,1041942595.89,598192843.08,144295679.02,2137114975.61,1033428347.98,565079949.77,119154463.97,1798901758.47,967103469.30,477046129.11,175516503.81,1603123809.28,619148488.47,391454168.40,89718543.14,1236497478.15,303118804.13,182351148.65,52516474.16,457514024.28,214521800.21,130403500.16,34542526.51,317429705.97,195970304.86,118054645.12,41614013.28,508358984.73,294466596.53,146525973.90,36549033.19,378125589.41,201846556.31,109554743.13,27768176.49,269356630.17,144065514.93,51637697.36,10652131.47,210535067.70,121754592.46,77262527.05,14172892.74,200845845.40,90126413.95,53341884.62,163513683.12,114555080.32,0.0
2,营业收入,1043318386.97,611605859.47,165005851.19,1930998380.73,1041942595.89,598192843.08,144295679.02,2137114975.61,1033428347.98,565079949.77,119154463.97,1798901758.47,967103469.30,477046129.11,175516503.81,1603123809.28,619148488.47,391454168.40,89718543.14,1236497478.15,303118804.13,182351148.65,52516474.16,457514024.28,214521800.21,130403500.16,34542526.51,317429705.97,195970304.86,118054645.12,41614013.28,508358984.73,294466596.53,146525973.90,36549033.19,378125589.41,201846556.31,109554743.13,27768176.49,269356630.17,144065514.93,51637697.36,10652131.47,210535067.70,121754592.46,77262527.05,14172892.74,200845845.40,90126413.95,53341884.62,163513683.12,114555080.32,0.0
3,二、营业总成本,1144791060.25,722258414.29,266953636.87,1884476725.05,1198897545.19,746675570.91,265039133.09,2010959284.14,1197728841.57,742452969.44,257627070.61,1681244129.97,1010466890.13,555619767.95,247651156.73,1475149208.15,658976551.34,413935892.49,137095224.27,1140983963.47,321500846.64,203995104.13,84092838.36,450875189.07,249291578.58,159412025.57,69371768.14,336119158.07,223979477.51,146745387.23,73606156.97,422222499.75,271455027.06,137547004.15,53904529.29,318699854.81,193786628.28,113289800.06,48789936.58,241773227.28,156499877.37,89711270.95,45906462.20,181745326.95,116081073.09,72555792.32,32364880.06,165620199.58,93462540.25,53745669.61,138108507.64,99482273.18,0.0
4,营业成本,736495013.69,435524965.07,113050872.82,1254943283.94,750120559.71,448106570.37,94125142.17,1382680225.26,755369805.64,427022486.02,84605754.72,1164753576.78,642113181.13,315457895.29,114140496.95,1038909315.15,384412802.15,235882311.08,49909770.94,767084659.55,143914972.02,91365727.65,26608334.64,217185698.60,88411914.72,52599434.69,15821783.67,131935638.36,80783599.80,48881973.53,19696167.49,210730491.50,133155696.76,54049624.65,11717769.89,145304836.15,79828563.82,40879153.41,11012066.89,101113984.66,46719334.65,17109076.54,3607248.19,64634004.17,31112864.97,17084494.50,3349784.36,72385695.95,28329664.67,10157677.99,52481141.81,21897921.59,0.0
5,营业税金及附加,5553826.53,3158196.77,564967.17,14204280.82,6678907.35,3636027.80,703755.73,20308374.46,4552997.08,2303507.13,318537.83,15457976.44,4761118.10,3199002.84,1746024.64,18191125.83,6104811.33,4517581.05,805625.97,12335152.23,4250793.81,2538032.20,605101.83,5205425.88,2579980.40,1571290.64,677327.66,6220288.73,2857989.39,1747644.42,629902.74,7166426.20,3897778.26,2232630.23,609699.42,5330650.39,2927061.85,1242452.16,256576.14,4347708.69,2069046.08,651814.26,135627.44,3023027.69,1479136.80,951938.80,267846.23,2963086.67,1049820.84,586552.33,2670838.49,1804468.32,0.0
6,销售费用,187021090.31,129080164.09,76282699.91,231582582.64,169920805.24,114949490.62,70648339.48,215335122.70,163800880.54,107915129.56,60222057.46,177343274.19,132344709.34,82834392.04,47097430.28,129259569.48,86922504.00,53362687.08,27218060.81,104073338.37,61846216.77,45907880.78,28033906.62,91311641.49,65793587.23,46666994.47,25637816.13,76907744.36,59857343.73,39875061.38,22184957.22,85049924.72,57464424.16,34957020.25,19533226.29,73994474.31,48679603.36,31481847.88,17072773.88,53558221.37,41881739.49,26429111.96,15838881.32,47654157.87,36948629.99,23784235.59,15062722.92,39539770.78,29364911.33,18211243.20,35026658.92,35554837.41,0.0
7,管理费用,115102765.55,79682214.11,44284316.34,143212445.96,103141882.53,158659812.18,96066738.17,330226734.42,246241887.17,180477634.78,103889391.36,270652167.81,198670081.45,138750938.36,77116984.52,247442096.04,162066187.35,105301135.21,58802890.23,212102245.17,89078431.91,55826930.28,26881385.34,117082233.51,84243000.28,53932897.51,26393153.87,103870675.94,75399735.75,52862197.54,30747949.44,113754939.47,72762155.78,44826373.22,23960233.80,85905288.72,57978265.38,37502371.33,21046985.49,85870684.52,64917201.97,44935831.37,27196773.76,62084879.83,43567380.34,27746342.38,14100603.29,45007705.03,32166535.48,21438245.83,43260718.81,35581699.87,0.0
8,财务费用,-23309906.11,-15599075.36,-7834165.00,-43028184.98,-3999669.43,-2785332.63,-1843087.65,-12193769.19,-6538877.64,306714.75,2221526.74,5566638.80,2233937.06,1122116.43,-84082.56,-895071.91,-1073885.24,676177.98,-35983.11,-2700589.96,-2363595.48,-1307350.33,-556593.23,-2427144.59,-1295633.29,-483724.91,-198094.36,-2717050.84,-1666837.48,-1334460.57,-640399.66,-2603844.61,-1832303.24,-1119099.66,-431032.65,-1467185.83,-1095473.60,-737976.35,-422285.45,-1957962.98,-1489867.15,-982919.39,-564402.57,-1300210.30,-472531.07,-258666.91,-203051.94,659899.36,621354.47,481123.54,1511735.24,1776845.33,0.0
