,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2958622339.62,2830074355.10,1890344562.13,1291783493.19,7338316223.18,4384285432.13,2985982356.58,1695873918.74,7372340332.18,4480939280.14,2934391557.31,1676337150.97,6317135286.24,3984672926.64,2674350285.02,1483073808.28,5449663157.77,3784840000.59,2547257919.13,1432023304.19,4009010468.21,2604113590.69,1726622149.45,946548472.28,4016304415.30,2851540826.20,1753000412.93,967742861.79,3056074263.94,1860838300.81,1148734913.08,713833075.46,2758848253.77,1862915702.43,1279993661.59,704355156.02,2463784268.88,1776451543.69,1243626445.56,636166283.59,2079106081.63,1446519821.38,911054156.16,399570864.33,1685955311.67,1205237206.85,822503637.96,429761956.92,1381360675.08,886277372.51,584004126.54,287309925.98,1072910042.30,689860182.66,435458087.77,204624848.16,940538174.08,596516305.13,371729272.40,197857125.51,882953751.81,637399188.98,383337211.18,167828996.69,748397710.48,491466894.49,324954163.54,137962332.84,570596558.42,358068895.43,247264426.66,127578207.00,452667031.96,197087205.58,406370467.14,149784457.90,280402186.91,114248150.73,224565511.98,88587176.29,189568922.88,87672279.57,157043251.93,86287914.99,177135887.83,133491983.27,103194760.41,0.0
2,营业收入,2958622339.62,2830074355.10,1890344562.13,1291783493.19,7338316223.18,4384285432.13,2985982356.58,1695873918.74,7372340332.18,4480939280.14,2934391557.31,1676337150.97,6317135286.24,3984672926.64,2674350285.02,1483073808.28,5449663157.77,3784840000.59,2547257919.13,1432023304.19,4009010468.21,2604113590.69,1726622149.45,946548472.28,4016304415.30,2851540826.20,1753000412.93,967742861.79,3056074263.94,1860838300.81,1148734913.08,713833075.46,2758848253.77,1862915702.43,1279993661.59,704355156.02,2463784268.88,1776451543.69,1243626445.56,636166283.59,2079106081.63,1446519821.38,911054156.16,399570864.33,1685955311.67,1205237206.85,822503637.96,429761956.92,1381360675.08,886277372.51,584004126.54,287309925.98,1069373263.26,688765708.10,434567549.44,204221551.65,938172276.02,595357897.60,371112101.12,197532603.39,881345641.05,636367062.29,382701296.14,167371704.13,747724566.48,490983627.58,324677007.08,137822522.61,569924999.71,357757188.79,247043475.34,127454474.42,452021137.73,196846570.41,405363561.42,149681137.10,280262552.13,114162422.93,223902178.65,88587176.29,189568922.88,87672279.57,157043251.93,86287914.99,177135887.83,133491983.27,103194760.41,0.0
3,二、营业总成本,3445994176.66,2587919039.47,1665541819.61,850208007.75,5085979732.04,3083659185.10,2056721564.14,993411980.48,5098753423.56,3096240530.41,1944011240.50,982747733.07,4261001747.15,2646680063.82,1726121575.30,858595570.79,3681269348.23,2549031999.07,1684368538.17,836582775.78,2518564704.78,1603205032.87,1057301728.85,484572956.49,2644062049.45,1837811409.34,1124740798.40,521918179.10,1939076795.13,1059674557.21,635278889.48,341251362.78,1785710748.62,1157644109.36,774291565.57,401038106.34,1806732699.74,1299901937.66,878357394.19,436243371.72,1614499677.52,1152958242.04,723108915.77,308595310.69,1346605043.55,988916137.97,665538985.00,339534012.49,1083580795.41,717746322.40,460944920.23,219795996.39,839030931.36,552932497.52,343278135.83,158741758.20,772761400.63,484715253.92,296928000.68,155213026.47,691722568.58,506243715.15,301585588.58,132750328.50,604439835.38,400141347.11,254484847.96,106488352.14,431614261.38,259676677.35,178349891.34,99096117.61,340570720.19,147105349.16,300952327.01,115012557.16,228622036.42,90716684.35,185002331.68,72112347.42,154491978.29,0,130417985.92,0,156634637.45,115089707.29,92409996.89,0.0
4,营业成本,1548797492.38,1277291517.42,837906917.84,426593033.87,2495745781.74,1562805946.95,1099008060.28,557723650.09,2576956362.64,1591686710.62,993989953.36,489566776.20,2087519662.56,1323722275.69,829161200.70,406899412.88,1928749946.98,1356479360.85,886669797.82,428634575.87,1381373776.43,934896384.95,603035751.95,302382829.66,1466557371.73,1055720712.23,676818523.27,337575882.49,805295002.98,528920903.67,323835181.31,176330625.01,933431521.94,670183090.75,472153605.87,239178418.47,1108874245.48,868242692.64,591344381.87,305430419.25,1062304172.56,813697827.70,519161683.78,222351448.51,849421641.43,663025795.60,451188781.41,230937580.57,646792877.24,418385746.28,260426805.89,118789464.12,472179633.18,325585663.68,211722730.43,102679360.20,446107265.49,297709348.66,187744455.06,100988471.98,427543966.82,324038909.02,195557404.43,82342089.14,381381942.72,259006381.90,166674566.11,58654201.95,226272030.41,134639478.22,91892203.32,49862819.20,167884954.03,83201686.63,146087909.02,56087474.18,110866499.27,46700710.98,99158302.86,38401593.23,77601161.99,0,85974621.56,0,108921607.08,75311287.46,64804989.01,0.0
5,营业税金及附加,33234761.09,29878647.29,19867678.00,14673187.74,120747058.05,67164910.95,49807955.51,31495527.89,91910167.61,57542958.26,38662786.84,24480271.60,69550712.13,43741676.68,33869350.86,22550473.49,64583906.01,49295365.83,31626833.03,21053824.97,48787376.07,30194542.55,19794351.22,11028315.03,45471249.58,30379592.92,16198736.23,8521145.93,41716795.65,24366898.45,13714851.32,8965073.93,31368426.09,20198670.56,12802368.67,7692214.34,23286239.26,15277626.70,11691226.88,5576426.82,17894238.30,11293215.40,7347584.16,3280254.71,13224716.55,8447728.77,5910045.24,3142395.11,12618382.09,7657726.17,5166525.07,2694891.96,10447856.29,6679477.42,4339236.76,1592725.90,8294935.61,4566409.69,2672099.96,1437188.15,6820745.79,4527068.43,2806242.74,1019538.06,7366454.23,4796783.12,2873090.13,990770.18,7988779.44,5812842.78,4185914.24,2063349.98,7417847.61,3469006.30,8037582.23,1400216.62,2989813.50,1327683.57,1985291.42,813394.00,1767570.14,0,659452.64,0,717850.47,519189.33,187339.66,0.0
6,销售费用,1326846120.83,882768458.02,573103980.65,269471997.43,1776075144.25,1126239968.30,690847327.29,306811227.37,1805174804.09,1127971041.07,710708895.64,371615093.26,1617921637.14,931906492.49,644046912.04,320365566.79,1276782710.27,861496594.87,574306936.15,301618471.13,751296977.64,398639155.09,288144200.14,127739597.20,815524109.07,541509690.11,307721701.60,144682435.07,774036283.63,363638517.47,202195045.34,114094345.62,610316206.57,310797895.69,189588647.79,104920642.44,481509719.28,304416775.86,192468196.71,85547548.06,377508905.88,238599669.18,136844252.14,54592609.12,351304827.40,228412767.90,148485372.36,79114775.15,306710315.60,207627744.27,133902324.58,71910843.27,255649893.35,150803533.24,82334794.07,34515555.94,218155262.49,123513463.39,70973676.00,37898987.26,189273702.42,121734465.82,71534640.97,35404871.62,161697207.56,97040168.28,62585947.92,34900469.45,152650864.05,81471490.88,62485039.08,34498171.68,127349933.07,37633137.71,92905098.56,39998467.00,77152721.81,29228598.83,57351965.36,23051403.47,49899224.71,0,20367922.18,0,21064325.50,19497264.72,9792156.17,0.0
7,管理费用,294186814.89,197816937.49,123992739.06,43658570.60,362514423.06,197082033.29,205816939.06,98352808.84,578074229.92,306725912.70,185675525.77,97394599.59,492838017.67,317969089.16,198898683.61,102216024.47,423183283.90,277459156.19,184096388.17,76786226.18,371512194.33,249883928.48,153876158.19,45089507.32,358689804.44,248832920.46,147002321.54,45129223.66,333914210.00,149701959.19,102319732.11,44601892.28,230981645.05,168662026.47,105649189.99,50964702.57,207259804.95,123588304.44,91993729.53,44878673.12,173714591.33,93089258.18,61346168.83,30489262.19,138941771.26,92871496.55,61839972.86,31752697.14,124518161.47,87505549.66,62334305.47,28963316.91,105815003.29,73381061.04,47973019.26,21796616.06,104042402.69,63646704.43,39661695.10,17720562.50,71657686.40,58117161.66,33250929.47,14648673.54,55810599.61,40344116.99,22469563.04,11778532.29,45513585.66,37856275.32,19614096.57,12628584.94,43011082.01,23333881.21,49870267.25,15705011.54,35498247.70,12562192.81,24565228.58,8864508.20,19450072.10,0,16874529.77,0,20598525.29,16398660.96,14585685.91,0.0
8,财务费用,37554896.24,32109791.97,-2789846.64,-4900013.91,15663684.47,4388859.26,9540163.51,-39985.10,11785622.24,-491913.02,-6295798.12,-2594576.37,-16503542.92,-15580971.51,-13001491.75,-4729088.54,-17430458.27,-15969804.32,-12186043.07,-3875524.02,-40367695.34,-21743498.19,-15911478.84,-4111036.02,-47760416.83,-40628188.10,-23471385.43,-14779652.78,-21500498.13,-14249122.30,-10024380.74,-2740574.06,-21466487.66,-15968456.51,-9684053.64,-6441181.10,-20859786.55,-13539585.16,-11314734.85,-5189695.53,-16455624.26,-8030507.96,-5544222.96,-2118263.84,-11151454.80,-9323907.05,-7362631.97,-5413435.48,-8225166.51,-6268451.92,-3684697.91,-2562519.87,-5061454.75,-3517237.86,-3091644.69,-1842499.90,-3838465.65,-4720672.25,-4123925.44,-2832183.42,-3573532.85,-2173889.78,-1563629.03,-664843.86,-1816368.74,-1046103.18,-118319.24,164378.27,-810998.18,-103409.85,172638.13,43191.81,-5093096.53,-532362.69,3725595.18,1821387.82,2114754.14,897498.16,1941543.46,981448.52,5773949.35,0,6541459.77,0,5332329.11,3363304.82,3039826.14,0.0
