,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4059992617.64,2406286608.41,882290131.68,2642434408.31,1327391205.36,919153285.22,133523017.14,514103190.64,425456297.56,365146069.83,93486804.81,254235000.43,196650712.71,125120524.31,59241033.13,478325403.29,378476258.43,268030444.69,166209353.44,692745566.30,538463473.74,344782328.02,153417708.06,686975147.40,456709570.99,313880873.22,92811568.23,563327169.12,469745945.99,335164738.06,162288364.18,630779172.98,497444356.79,355964620.65,156379058.86,506620095.05,370225528.43,257830811.00,120684998.34,404331675.32,300910723.91,208980117.78,65780430.89,636680159.03,500655188.36,348227867.14,172877238.10,643724490.43,513494754.22,374905455.44,168150613.02,567929932.96,446092206.88,325354687.60,146238238.82,457511402.50,374452141.88,279506854.94,118635851.64,470605567.03,362537239.50,253558495.64,79033837.27,338577643.08,261906313.29,166665107.23,48836926.29,277665834.54,214935114.27,151145690.20,250250738.96,215917560.16,187422768.43,0.0
2,营业收入,4059992617.64,2406286608.41,882290131.68,2642434408.31,1327391205.36,919153285.22,133523017.14,514103190.64,425456297.56,365146069.83,93486804.81,254235000.43,196650712.71,125120524.31,59241033.13,478325403.29,378476258.43,268030444.69,166209353.44,692745566.30,538463473.74,344782328.02,153417708.06,686975147.40,456709570.99,313880873.22,92811568.23,563327169.12,469745945.99,335164738.06,162314500.00,630779172.98,497444356.79,355964620.65,156379058.86,506620095.05,370225528.43,257830811.00,120684998.34,404331675.32,300910723.91,208980117.78,65780430.89,636680159.03,500655188.36,348227867.14,172877238.10,643724490.43,513494754.22,374905455.44,168150613.02,567929932.96,446092206.88,325354687.60,146238238.82,455817726.62,372952324.29,278341227.39,118256473.11,469007823.44,361298034.19,252549422.36,78652990.14,337541778.76,261449132.99,166288910.04,48744369.49,277244773.86,214582528.72,150821899.08,249790786.85,216160038.92,187422768.43,0.0
3,二、营业总成本,4024424385.62,2399379573.41,896035988.85,2715699024.23,1415049286.26,989862410.23,167348502.94,644895690.44,509240669.02,418025184.38,111132921.62,353961836.95,262595963.72,177349389.01,90342016.06,861132747.67,413365596.16,289309756.09,174838244.52,611628430.47,451499863.14,288303892.14,138626988.31,517724512.38,339662388.39,233458379.81,74897880.36,456734374.11,457588972.26,326335541.16,157912693.23,699810293.21,512172040.43,357388497.14,167692777.48,561093528.44,388082449.87,257427092.53,125885262.43,450521075.40,316094040.05,223763448.95,87942870.81,732005722.05,507464506.38,351720216.97,177110536.95,630763155.58,506263685.25,367477620.56,164302278.95,560141944.14,435929174.91,318117015.59,141166544.50,442349616.19,364167300.11,270017850.44,113748423.26,446699316.59,342349205.90,240270198.54,76871648.00,310588498.14,238283220.07,155069116.78,47494343.09,251725663.86,192438921.93,134645049.60,226249702.25,195661044.46,173904575.89,0.0
4,营业成本,3924352412.92,2314471120.89,855593053.33,2522929573.29,1280649795.17,900731476.77,128794979.79,452472838.86,372076351.76,327998842.07,70143738.27,201824262.58,156898630.35,103440553.72,58680081.75,450286209.89,344352693.85,243303012.28,150752549.43,506970541.49,369954819.99,241493126.98,113589256.26,415828630.27,274861225.06,190135473.65,55793585.11,374382253.44,410091017.38,294702769.66,142169942.05,587637150.50,446662086.25,313704504.04,140930295.82,472014785.00,332773140.46,223009829.93,108742184.45,374450760.70,268024035.62,191513883.10,69923647.74,626918468.55,424045120.87,296520564.30,147861613.07,523937939.50,416580714.50,307940349.97,138091251.48,484272796.67,372811181.71,272139976.67,125296937.42,383167373.47,320820079.33,242982619.35,105643542.69,397284324.73,309149327.08,216616804.13,68524327.00,271779026.44,215009133.36,137365440.16,40534128.07,220712045.09,170741461.44,120657882.23,197700491.00,168866241.74,148215014.07,0.0
5,营业税金及附加,9908039.69,7318286.10,2550974.08,6323707.80,4713831.50,2891071.36,1159152.77,5911025.37,4869786.89,3244995.19,1749686.74,5507275.09,1342129.69,953313.52,556301.99,3985596.29,3735981.16,2760839.99,2114791.09,6394325.36,5835966.84,3572513.34,1515861.68,8706543.94,5880965.95,4234663.88,1162256.59,5613919.58,340901.66,220688.69,140659.34,855190.77,326650.18,191946.82,0,453828.35,436510.52,264836.73,19537.77,74019.67,40842.92,34499.36,2203.90,1022845.62,853413.32,722557.19,644125.88,2981240.67,2169581.61,1821980.00,1460513.47,728360.91,285992.68,63509.38,126.93,279771.20,174547.10,17677.59,0,122104.29,0,0,0,88207.63,87333.95,77359.97,2556.93,342440.86,272192.70,38270.86,200821.55,195723.66,216999.92,0.0
6,销售费用,3689340.68,2513158.08,416166.67,3182698.72,997137.34,231431.13,17256.00,22518.44,251409.76,177297.61,12290.00,35021.82,240703.52,179321.02,82632.41,2697628.39,1775520.83,929738.88,79083.13,6020041.56,3768329.49,766933.61,703317.83,1794238.30,290865.68,186346.10,91115.00,507552.25,19186145.84,12947066.07,4893290.79,27792519.04,19869923.99,13012145.25,6043429.98,23117773.04,16136597.21,9956381.35,4909872.01,18354604.34,11488000.58,8080929.93,3789653.79,25779006.28,17326550.68,11870701.32,8683548.38,28089520.32,30465517.06,20436211.45,9927848.70,31121991.78,26650713.65,19817128.33,6128921.36,22770167.13,18448448.34,10888429.08,2632323.81,23315438.88,12477484.60,8522949.03,2803484.98,16786788.98,10108544.13,6141149.29,2761655.70,15061608.45,10361764.31,7002939.40,13556526.14,13083814.60,14521488.67,0.0
7,管理费用,51958760.40,42750557.63,22591738.92,115996814.87,84768990.21,56939094.74,24453427.54,137204175.85,98889355.58,64897243.48,29916072.17,131984284.67,90630776.18,63267458.69,29057499.06,49435849.01,32668488.87,22196788.14,11191505.98,50165526.25,40817422.76,25124174.85,14534716.65,66646061.62,40472447.84,26449311.19,11636185.33,51173239.81,19301233.94,12277505.90,7092934.79,38175383.40,26134866.18,18711280.43,11150215.49,30296536.91,19440468.84,12652814.48,6608293.20,24962214.74,18727496.48,12576170.48,5205253.62,24410198.11,22887929.33,16077307.20,7421508.18,24298311.86,23963086.13,16617077.55,6544998.11,18344585.64,21053394.90,16440424.04,4817311.55,20879133.70,15037479.38,10556272.66,3471677.22,16072430.31,14596173.82,11184445.86,3563409.11,16002192.28,12848305.49,8593573.98,2865171.44,13128780.78,9271201.38,5818824.27,11723316.14,10753207.21,10213454.31,0.0
8,财务费用,34515831.93,32326450.71,16306724.72,61449513.61,41993867.02,24754936.09,12537911.60,48467589.86,32105589.52,18902204.00,9213907.49,20309180.81,14384509.69,11069179.50,5611956.41,32631034.80,28025733.78,18756233.31,9995355.03,41570742.22,30903273.10,17151485.47,7933106.27,25035740.07,18430156.53,12276701.07,6145286.12,25093390.02,8569439.24,6087276.64,3615866.26,32474353.78,20497212.77,13087319.54,9568836.19,30486708.71,21173278.93,13420776.13,5605375.00,28832934.72,19064068.35,12808369.98,9022111.76,45323226.39,40568346.77,24745941.55,12499741.44,40409594.86,28136653.67,15713869.31,8277667.19,22802224.30,15127891.97,9655977.17,4923247.24,15253170.69,9686745.96,5572851.76,2000879.54,9905018.38,6126220.40,3945999.52,1980426.91,5932282.81,229903.14,2891593.38,1330830.95,2480788.68,1792302.10,1127132.84,3068547.42,2762057.25,737618.92,0.0
