,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,268217809.03,1422066041.78,1050795789.70,777499391.60,344376832.63,1714228988.39,1130393491.51,809199931.62,405484236.22,1884378190.85,1251029958.58,903286215.61,385992502.37,2183869788.01,1513385263.86,1064565394.64,435968237.82,1850554675.97,1643631771.83,1221655864.19,451059028.13,2439477860.24,1904691977.18,1418207648.38,571451751.11,2932563738.96,2225997347.42,1694688340.02,595394296.08,2261547868.83,1455564734.28,981482833.54,393294131.89,1856493294.69,1318083982.52,1030600054.58,294353390.68,1019872270.34,722711837.12,559104117.11,105999502.34,559659202.31,375065737.11,269789480.17,69533195.69,645856372.16,419252204.38,647339972.27,435726899.89,0.0
2,营业收入,266941961.28,1412635586.71,1042200525.92,770495652.54,342313849.53,1702618915.49,1119552425.87,800990221.00,403423019.52,1869298387.70,1240076062.03,895968724.70,382702250.27,2168949561.02,1499216369.01,1055806391.80,432893027.49,1836666739.83,1628420007.96,1213434287.24,448732330.86,2427285430.40,1897947520.18,1412820440.38,569927739.61,2926478920.13,2220636108.09,1692949027.52,595394296.08,2261547868.83,1455564734.28,981482833.54,393294131.89,1856493294.69,1318083982.52,1030600054.58,294353390.68,1019872270.34,722711837.12,559104117.11,105999502.34,559659202.31,375065737.11,269789480.17,69533195.69,645856372.16,419252204.38,647339972.27,435726899.89,0.0
3,二、营业总成本,186503103.65,1060981229.28,749277475.63,519899689.60,228799418.25,1310811740.81,810947859.00,554002556.61,279394099.21,1521522861.38,947941945.96,661366541.88,278791381.05,1558637281.24,938673959.71,593470816.71,268396605.70,1192796815.98,804543303.45,566716130.78,259673273.08,1256652314.30,872820010.49,626236299.24,220927779.82,1612011719.45,1154120474.37,898398697.63,325411576.10,1348916091.22,823593247.68,571473507.89,249083016.72,1131852541.20,808919438.92,716722896.18,200468866.01,744210597.69,545551789.28,399068811.59,95690154.46,449614105.27,313520731.30,212573536.86,67336265.44,512721360.60,341285599.51,544165298.05,381623066.17,0.0
4,营业成本,131079322.12,670754073.69,472034846.53,343170778.29,146687938.86,891078444.93,577439621.68,381447808.19,186756716.00,951662584.72,633217143.68,438076608.03,178078552.15,886327739.78,582854763.00,344468988.59,142717675.26,666087319.65,466896644.91,316596514.33,134870102.64,750004893.59,555147954.47,383741632.36,115544091.85,831396573.25,623284740.52,466148963.14,196326882.96,907140446.94,559224883.87,383058428.58,161100130.17,839051473.65,560989952.40,428875153.35,136446104.90,529098948.12,393034219.32,281566260.94,60411757.20,330436822.31,214742759.15,156525924.32,43561615.66,386010466.61,260922134.99,429833511.24,304990803.95,0.0
5,营业税金及附加,17932607.84,135242960.03,97165499.36,66513453.42,24114929.95,80968840.08,83309075.69,61645167.10,24385414.95,169161767.63,82296510.16,64928852.85,26438099.97,250998897.16,120678886.89,91233582.29,45447862.40,177532778.87,156010507.00,141067186.38,51125963.65,278299000.36,220348273.32,179066383.86,71891312.58,603579250.36,406999148.08,349268569.46,79252719.97,295750932.07,180390557.51,135512979.44,51242834.66,187262218.39,162911808.35,239392672.49,36259032.64,116244848.16,88212208.43,78728592.77,7601883.13,50148113.82,35345667.23,30191208.20,4617645.64,49154790.78,33461907.14,43701412.67,20761193.62,0.0
6,销售费用,21167786.91,141427375.25,86724135.69,50920956.96,34595860.48,193668902.04,103349193.34,76376699.11,50290628.59,216548985.06,107684202.19,85342778.55,52336967.83,212838860.60,91323714.88,73326144.64,41262645.70,195927138.49,79601257.80,56577771.38,47635887.16,154995284.90,72690272.32,41747199.46,23988664.19,121008174.58,81305198.55,57251733.25,34139785.13,108671264.99,51480856.81,34255595.50,26591140.19,85509546.70,67097041.73,35880519.62,23024883.50,65632078.01,39512188.42,24637456.40,21620786.37,25067787.32,31440624.17,10516491.24,8426251.12,29264373.71,23126716.68,45205561.04,27790123.91,0.0
7,管理费用,18398530.71,109762964.96,85132037.76,52286457.40,22891755.88,124421952.82,88104460.88,58696698.28,31433266.58,118378238.13,80215324.59,51889331.44,28155422.19,110112330.06,77493049.52,48243777.61,28846994.55,113303082.46,74660629.01,49184983.74,24284605.43,83700320.78,55353313.56,32480049.68,15601389.43,84292545.42,57309742.39,35754141.07,18928868.48,73135429.41,52413280.50,31590303.94,15858409.47,61110776.97,40644941.90,22856582.67,10533735.18,44835995.54,31175715.42,19632373.96,8699586.91,36019862.88,28853394.15,12338875.86,10056513.16,30744608.44,15682286.54,20442015.72,15846405.80,0.0
8,财务费用,-4010786.49,-91258.76,4845558.83,4214681.41,3649548.02,-1473887.23,-7585812.74,1357285.13,-5826670.56,12737512.74,43571847.17,17551113.95,-6197873.46,72840441.73,57720994.40,31264953.67,8783161.92,23448018.47,15160558.96,-4815794.26,-2036862.14,-27526571.49,-37283778.47,-24862151.19,-4108119.33,-34775746.39,-22998373.74,-17008653.36,-2731680.44,-42036001.20,-20944700.74,-17304566.77,-5278995.32,-45619685.84,-25545107.28,-14120354.32,-5794890.21,-14322661.98,-7062290.95,-6175621.12,-2643859.15,6521085.48,2760286.05,2733694.09,674239.86,18112451.60,8092554.16,8108105.21,9707035.37,0.0
