,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2973464331.32,1957046496.73,1049406804.08,3477083409.01,2625697364.86,1867124101.47,962427807.89,3193670475.03,2372447766.38,1677121981.99,936696461.14,2980986958.97,2262622056.40,1590171824.34,851143432.65,2856191238.85,2342786244.41,1736515763.58,959415940.86,2712890300.82,2114106948.40,1538439782.69,893931381.01,3187367241.99,2484181170.12,1712726495.86,873181336.00,2712056155.54,2058456374.94,1407353780.77,772298778.69,2493492819.16,1930422190.65,1375994204.92,759240024.48,2655127509.34,2012393112.63,1434733131.52,759417946.03,2115650300.44,1598164156.17,1027253576.61,445722158.55,1273719063.80,1038417948.52,759049178.22,296192668.88,1133637384.28,867507790.68,591625075.20,284142920.14,1107943917.95,870613552.65,618679806.29,322925340.02,1032863897.48,809196461.34,537348550.98,258618140.92,912097905.73,718304186.82,489440909.07,250219654.65,803048003.21,590625779.94,400724627.47,182563332.33,559004635.20,397976344.27,252900872.04,93167176.60,450440533.98,234581880.75,421164963.80,214501955.04,464924793.15,244515223.46,504510790.75,546086154.77,543164640.70,519100680.01,0.0
2,营业收入,2973464331.32,1957046496.73,1049406804.08,3477083409.01,2625697364.86,1867124101.47,962427807.89,3193670475.03,2372447766.38,1677121981.99,936696461.14,2980986958.97,2262622056.40,1590171824.34,851143432.65,2856191238.85,2342786244.41,1736515763.58,959415940.86,2712890300.82,2114106948.40,1538439782.69,893931381.01,3187367241.99,2484181170.12,1712726495.86,873181336.00,2712056155.54,2058456374.94,1407353780.77,772298778.69,2493492819.16,1930422190.65,1375994204.92,759240024.48,2655127509.34,2012393112.63,1434733131.52,759417946.03,2115650300.44,1598164156.17,1027253576.61,445722158.55,1273719063.80,1038417948.52,759049178.22,296192668.88,1133637384.28,867507790.68,591625075.20,284142920.14,1102911049.45,866147612.94,617180052.92,321095008.35,1027245374.21,804131066.18,533928233.54,256879387.03,907913944.93,713380240.13,485485058.23,249571416.07,798245871.81,586618150.78,397907503.31,181468824.66,556217061.67,396683511.18,252252458.14,93281230.00,447421660.62,233073356.15,418383828.69,213483159.00,460280273.09,241737481.12,501686880.35,542569556.86,538376508.03,515229246.35,0.0
3,二、营业总成本,2893991843.95,1908032355.32,1024220963.83,3480084721.22,2608730283.05,1839615111.77,945521060.43,3170193189.85,2328460566.82,1637525981.46,896815944.82,2900528097.79,2185681663.44,1532100593.65,823492244.57,2798874331.96,2274318807.14,1686806354.95,930236081.42,2678948886.57,2075190014.60,1501874148.73,870145285.91,3165037163.06,2457258709.50,1689982213.96,866302624.44,2719762628.95,2043045066.18,1395643840.91,759732536.87,2493615364.30,1886191052.10,1335775935.06,733405738.01,2583877169.12,1940063483.17,1380026251.93,732665294.89,2049068292.19,1557162811.97,1002961027.39,438672295.43,1274321968.29,1029934687.41,750062368.22,289786312.87,1126857214.44,858478048.12,584732936.42,275627660.12,1081823099.73,849959243.47,605854356.16,314859749.92,1004328957.39,788931425.25,524887485.05,253077536.25,938175508.98,704982136.81,479630782.70,247368464.06,785059067.70,576365416.51,393057830.84,178802473.85,542286153.48,391503927.85,248407337.61,90948770.99,416389653.01,213521938.97,372019811.13,185715989.41,405308893.57,200063516.36,437509250.79,478387748.52,488055533.45,465270441.42,0.0
4,营业成本,2641505326.07,1750741676.56,943804638.75,3087156412.94,2339830434.81,1658428273.89,850886660.99,2829526832.15,2098430272.16,1477077315.62,808921386.89,2571359536.26,1959286926.03,1378941242.50,746430700.50,2502508875.14,2037441103.29,1514736935.33,840308817.77,2391298886.74,1854731241.87,1349472035.68,785516916.74,2864489265.60,2230981173.73,1544203443.97,800438842.62,2501796933.34,1892655700.51,1303401402.92,719893131.56,2278435763.71,1746747505.05,1243320064.51,692292484.82,2398633240.07,1815937095.99,1292727968.11,681445729.33,1893780865.83,1446077255.20,934260010.13,411334508.11,1160629666.26,947903162.99,687832058.72,264212635.27,1035156737.15,794241840.07,537072066.66,253546023.04,999499863.92,783676875.72,561156543.17,291149470.20,914104041.93,731089921.55,487688619.49,236777331.48,822483945.89,642905784.26,437994772.49,225936439.09,727862729.19,536622665.48,370189505.82,168546565.16,498370998.96,367510032.88,233629266.29,84268203.98,367457997.31,193173437.83,332952102.26,171098634.94,364061890.01,185900987.80,391363958.70,434341386.69,431044341.24,405388251.83,0.0
5,营业税金及附加,12944819.86,7342494.13,4136324.60,16871633.20,14078025.69,9110382.12,5559752.21,18446557.90,14534692.81,9245300.42,5260177.79,14314424.90,5616977.54,4512086.14,3065465.28,10119602.98,8457073.96,5769188.10,3727855.41,5672981.08,3841202.36,2691458.29,1638537.60,5288898.51,3665216.54,2224049.98,1199050.32,4367380.62,3186731.05,1928012.52,1451204.55,2835332.60,2208143.21,1703212.03,1529249.38,4986649.26,2394672.75,1279438.70,982922.06,5185837.52,3821177.38,2362062.58,646778.04,1823979.20,1559769.91,1218028.29,323403.04,2497460.63,1528977.09,1108704.41,175102.21,2668038.65,1624922.41,969542.61,712322.87,1692049.65,1522378.17,367050.01,276224.92,1097948.87,848639.49,611188.13,282252.74,1165670.45,910150.56,542716.27,62661.18,727461.27,582819.89,341169.24,29049.17,363969.84,113729.82,496664.79,148346.42,1722137.67,576979.67,1076903.39,1002312.75,254046.29,251636.76,0.0
6,销售费用,77911492.98,45196266.00,22264632.74,129278012.11,72750885.39,47580129.00,20181848.77,106080089.44,60805263.36,38592274.99,15156504.41,115754115.65,57952202.97,36424350.06,12663752.63,95219125.29,64241752.12,43342193.27,17684884.62,92144998.41,63415535.74,42047781.00,20266634.89,114261019.21,82669508.21,50103268.34,21057480.51,82539018.05,57537401.49,36256696.66,15708476.05,96776919.19,59366656.81,39487308.68,17808595.05,87862212.22,56710835.93,44256028.69,26046428.82,66572428.81,47633705.58,26100771.82,9531256.77,35259111.37,26397018.81,18453718.92,7439682.08,27997262.26,23503001.37,18824480.11,8759672.11,27776316.81,25294728.34,16734199.86,8531608.02,38932842.74,30509318.24,20021794.40,9887813.94,35910346.24,28836911.44,19012367.10,11940369.15,28875538.07,21306254.98,11595836.42,4336374.25,17625204.82,13786689.81,10404000.35,2714246.41,16301167.88,9504264.24,16531491.42,4531736.92,14919063.59,4649352.45,18888849.82,16141140.16,17590801.93,16269907.33,0.0
7,管理费用,83362149.64,56159144.57,25541845.71,120685349.24,82726928.78,105908937.11,44786546.72,206547420.66,142348302.05,92055264.39,45002461.85,201303663.27,146138127.47,95705925.26,46175476.52,188962420.90,138457435.72,95149145.36,48179829.80,183239514.60,136888234.23,92434251.39,44049255.39,174845152.21,122785502.73,85092934.99,40513168.74,129586082.56,89264534.23,53541171.10,23155063.04,110563395.96,76628106.33,48025823.02,19963523.53,93533800.41,58645916.63,34149089.54,15626277.00,70222677.70,49561077.43,33432578.45,17516467.24,71588871.61,51747762.13,37994522.14,18327065.99,45453982.92,30421260.22,21242904.26,10196668.69,60415267.13,41845457.98,28718306.82,15021397.66,54729851.60,29132531.30,19452582.11,7250144.18,83109965.09,35043275.68,23925791.80,10017071.48,30715513.77,19170573.49,12011987.94,5935762.53,28516144.62,11972893.69,6464046.55,4957440.93,30381102.16,9555188.47,22296179.36,8926626.86,26272356.83,9528587.94,24522365.63,24646562.69,27040120.63,28653031.55,0.0
8,财务费用,-17089317.43,-12390311.84,-6529724.90,-14456847.62,-9125182.06,-4561245.95,-1674578.41,-8467262.19,-5280764.93,-4263568.33,-2940336.14,-9075993.91,-6551259.97,-4414986.23,-2475656.29,-1346445.55,3942521.32,4909654.47,2424144.64,4583916.27,6480566.93,3680319.83,1441336.04,-121530.00,460793.86,-1056316.49,-1498355.07,-5468949.56,-2086086.37,-2010227.56,-2075338.33,-6867571.73,-4995955.09,-2997068.97,-1088114.77,-11136743.66,-2797164.14,-1558399.12,-436062.32,-6428704.72,-4400039.72,-2707660.18,-1356714.73,-6963670.63,-4334398.57,-2097331.99,-702196.79,-9181509.80,-6632944.50,-5331132.89,-1999805.93,-8536386.78,-2482740.98,-1724236.30,-555048.83,-5129828.53,-3322724.01,-2642560.96,-1113978.27,-4426697.11,-2652474.06,-1913336.82,-807668.40,-3560383.78,-1644228.00,-1282215.61,-78889.27,-2953656.19,-2348508.42,-2431144.82,-1020169.50,1885415.82,1175318.61,-256626.70,1010644.27,-1666554.53,-592391.50,1657173.25,2256346.23,12126223.36,14707613.95,0.0
