,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1039331745.72,542552177.21,206830727.78,1602678942.81,1122088872.72,724119274.81,283511791.45,1597220955.91,1128063781.20,204828204.68,99426749.77,538874261.61,385980217.95,260398793.67,126562701.23,753332686.46,561125050.03,363177996.68,172260739.54,1253721808.02,920767589.31,648636592.82,358886130.58,2322059535.11,1621618311.93,1014672062.19,447348459.54,2951631743.13,2150371380.46,1335766282.30,610037802.96,4655022097.43,3590346699.04,2612609944.46,1719512531.81,3848401999.66,2056780530.43,1271941962.23,499125348.24,2197964755.85,1529720062.52,937378165.68,451539570.23,2459239729.82,1902068668.51,1301745242.18,675805600.94,2524362259.77,1825114621.09,1102800312.25,485720351.35,2658432326.27,1882272031.27,1142967387.36,506491190.38,2567121387.37,1799780133.42,1118686476.96,486059919.64,1988458957.77,1291767935.70,717190903.37,286918785.92,1549585318.33,1014144338.79,635467025.77,249498527.68,1351926281.77,1060165719.41,662830227.18,309530922.86,1110431719.73,571792848.98,1306172361.87,575036374.32,605621012.81,254340585.42,439770597.82,191913641.89,339742605.60,220671509.02,217860690.80,0.0
2,营业收入,1039331745.72,542552177.21,206830727.78,1602678942.81,1122088872.72,724119274.81,283511791.45,1597220955.91,1128063781.20,204828204.68,99426749.77,538874261.61,385980217.95,260398793.67,126562701.23,753332686.46,561125050.03,363177996.68,172260739.54,1253721808.02,920767589.31,648636592.82,358886130.58,2322059535.11,1621618311.93,1014672062.19,447348459.54,2951631743.13,2150371380.46,1335766282.30,610037802.96,4655022097.43,3590346699.04,2612609944.46,1719512531.81,3848401999.66,2056780530.43,1271941962.23,499125348.24,2197964755.85,1529720062.52,937378165.68,451539570.23,2459239729.82,1902068668.51,1301745242.18,675805600.94,2524362259.77,1825114621.09,1102800312.25,485720351.35,2652137772.77,1876712511.94,1138706621.75,504234443.94,2559417592.82,1796032860.04,1116022995.50,484643994.19,1984127012.16,1286606952.39,713609324.21,284775617.89,1545859695.39,1007985668.23,630766152.62,247895555.51,1346409107.70,1057652296.04,661841315.43,308193885.98,1098689112.78,564146608.56,1300982378.53,573922372.53,602153813.37,251101821.39,437007157.35,190090969.58,336234651.08,219479151.56,216106755.59,0.0
3,二、营业总成本,1081891419.74,604326872.69,249797355.75,1736279223.35,1193901735.26,747591805.20,297878365.06,1685765927.67,1182572426.27,264487137.80,120840000.00,660377223.22,481747549.72,328068122.70,147360897.64,870343614.18,633483422.57,418662497.06,202900560.57,1568543741.83,1075245448.96,748306562.28,399495191.70,2520303979.77,1749431094.74,1103808170.81,493278053.95,3102605880.97,2225692773.06,1379899633.90,638358026.32,4385932792.38,3272662132.54,2273821780.82,1385602494.55,3765866610.05,2079366193.69,1288979556.18,519608942.23,2245669591.73,1569878558.13,971134007.15,471448781.67,2498972946.77,1916071168.66,1299655652.35,668735713.60,2509560138.52,1823192604.11,1092751106.44,478245613.61,2616999697.41,1848309899.63,1123128264.79,497312287.04,2523730686.46,1759455856.90,1086476187.92,465450884.96,1927115924.28,1247085969.03,688823933.15,268875749.92,1466758328.72,951532119.88,587551495.00,232398832.80,1265202089.53,996700508.28,621201281.50,294021769.90,1043365946.30,540266375.20,1249919799.91,544785758.54,577590237.46,234771308.14,413696054.28,176344049.57,310499173.66,201460524.61,194537664.27,0.0
4,营业成本,906688177.48,495874009.85,199269742.90,1375033116.89,936387143.96,602533341.63,235983078.97,1309657497.87,951965017.76,177132668.84,85921475.11,489230828.49,357352169.60,240259176.81,115207075.97,679133688.78,508561756.02,334355878.24,161734453.09,1168534703.92,864540594.27,603355134.04,330566438.96,2142454652.97,1509256899.90,940809993.85,412700442.81,2661263911.10,1950160913.81,1199949578.32,554271602.90,3804866846.73,2843838061.45,1942918389.45,1127179240.68,3383555305.05,1862474675.36,1146328853.00,446879856.07,2003507792.33,1405020245.21,862377537.02,421023016.41,2301777609.88,1774314068.73,1207640340.20,623050825.64,2332927736.50,1673475973.76,1006071842.17,444033584.51,2399676597.73,1692372222.61,1023412228.21,451862252.86,2324067842.31,1619401431.32,1001166906.89,433350384.81,1760893170.80,1123767028.65,611540718.68,234074081.96,1331797380.35,853677570.46,528021864.35,203464116.24,1155591355.61,910851965.62,563018837.39,264636073.54,941463542.55,483815457.58,1139805482.13,505629875.89,521546804.68,206670195.21,368217412.46,149080486.38,261110444.43,167574676.23,167778375.83,0.0
5,营业税金及附加,7686261.07,4438906.69,1846487.43,17658792.96,11860670.83,6546586.78,3025096.49,15842734.73,11749484.80,5357777.52,1639483.63,9092358.36,3165403.19,2183623.93,1193356.27,6242639.30,4939038.77,3065219.58,1491001.74,7380596.87,5875298.74,3991087.98,2150628.57,13698005.63,8307922.22,5370239.51,2594769.29,19747161.79,20815397.38,16520517.89,5128964.73,227479428.45,209698953.11,198009862.20,185917045.64,69392547.16,5369338.20,3348565.10,1553135.89,4969551.09,3985478.90,2435223.19,1301746.87,11882901.04,11142758.26,9692837.13,7451701.76,6453260.51,8402075.10,5564331.96,2135482.30,5726963.27,3477391.66,1880449.92,1046569.18,4307920.06,3664440.50,2228603.00,647242.65,2058068.66,1471348.93,588415.62,3188807.10,3058966.06,1914065.55,1152399.59,125344.78,822286.17,714352.88,142650.53,86387.36,3841468.48,2215037.13,3051679.76,864591.42,932270.89,153155.78,223983.44,147625.06,161961.92,429281.68,549461.18,0.0
6,销售费用,25245094.17,15697504.35,6272436.87,52090117.66,41119057.42,24469181.84,11083644.00,55802653.08,40399973.00,18577519.72,9592954.64,44340779.55,28255694.15,18348373.81,8565002.05,52423882.95,37098412.27,25949961.64,11653321.82,98186376.07,67762921.55,47226618.57,24514074.27,130150452.11,88506118.55,59869549.77,31380842.76,185427721.71,114778516.22,70929342.48,32699665.04,164008942.01,104940115.74,62873859.19,31756497.70,144912848.85,96053687.03,62508002.50,31665813.20,96889892.21,63539514.21,42285677.37,19640168.24,69387099.01,47181390.09,30473887.09,13897129.89,68344560.46,48357963.30,27404750.17,10251723.34,64297622.93,44403343.64,29034605.46,13950182.95,57184355.51,39846593.49,24368453.88,11436986.43,46175027.83,33019936.28,20337095.62,9158993.51,32476880.12,22277305.78,16174694.28,6655237.75,27662448.18,21138198.47,14704614.55,8116041.56,21989388.95,11602061.64,22740565.73,10127334.09,14003317.91,4808964.60,10715842.64,5905738.68,8372388.70,7695519.75,0,0.0
7,管理费用,85594961.58,52347564.81,24547237.24,136897429.07,96098250.69,81552319.51,37159125.42,177788304.83,133710814.35,52192397.73,20733574.73,78609634.34,74550924.15,53970567.24,16601486.31,84805154.14,59363332.42,39996408.06,18545320.65,123088028.02,81762368.11,53853827.14,26501053.89,127686578.78,91858470.13,61325261.94,28820107.55,143278209.97,93299447.71,61178250.33,28793234.81,153083594.45,102772882.63,66393718.03,31384560.15,128414661.45,89906928.92,57328571.82,27837752.96,92579949.04,68848727.87,46694502.97,20502607.68,74788257.68,56890439.96,36498028.20,21319196.09,69102170.12,50860706.88,32045463.47,16244791.35,116553792.27,82361549.69,53773822.81,23581861.32,119586152.46,84788413.68,54853204.60,24369553.06,98309086.87,75353029.63,49129430.73,19137208.42,77888405.80,58079541.55,31568534.09,17061206.16,69081713.24,53535095.50,35883249.39,17073971.37,58571956.48,33799820.77,60344087.02,16951520.61,24559795.28,15327899.90,24994994.48,13266644.64,23719421.24,14214937.07,10306290.24,0.0
8,财务费用,4145557.13,3926888.88,2766968.89,7991071.32,8561522.70,6608974.52,3376750.22,17590407.13,14032790.46,5120000.36,2955706.96,13547254.93,12478862.08,9107040.07,5286977.04,24098580.44,22262450.87,15735429.39,10348557.02,55578343.71,46664483.99,30670818.87,15637496.01,66411145.35,53449663.45,36729460.57,17934212.15,60316710.00,46346930.11,31549360.10,17464699.64,15131222.92,8701350.09,2382493.35,9365150.38,12569851.40,18556773.16,14693321.82,7331919.98,30336293.47,26169630.85,17934851.74,9003117.41,28128307.37,25147475.06,13774331.44,7101596.16,31594582.46,42178382.95,25430024.29,8706093.95,30744721.21,25695392.03,15027158.39,6871420.73,18584416.12,11754977.91,3859019.55,-4353281.99,19680570.12,13474625.54,7228272.50,3316658.93,21536696.39,15583636.54,10634002.69,5092927.87,12044286.33,10460895.81,7451929.64,4109296.07,17499589.84,8833998.08,21025644.77,10534495.85,16362600.08,7811092.65,9543821.26,7943554.81,17134957.37,11546109.88,15903537.02,0.0
9,研发费用,52531368.31,32041998.11,14957482.73,63975738.43,46719852.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,895859.29,82632957.02,53155237.03,25881400.92,7250669.96,109084330.03,30714345.90,6106773.63,-3195.07,25556367.55,5944496.55,4199340.84,507000.00,23639668.57,1258432.22,-440399.85,-872093.75,115775693.24,8639782.30,9209075.68,125500.00,39903144.93,-1947979.51,-296334.83,-152320.61,32572166.40,291567.83,-227415.22,-140.80,21362757.82,2710769.52,1243458.60,0,27021396.14,7004791.02,4772241.94,4340464.13,17386113.59,2314961.09,-593785.14,-21874.94,13008771.79,1395036.56,1576228.29,-982171.04,1137828.47,-82497.88,-3765305.62,-3126061.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952340.50,677940.68,185448.62,0,0,0,0,0,0,0.0
