,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1575830436.24,1050284654.23,465621600.26,2167471668.54,1551026094.02,980728409.85,440127601.59,1242076269.43,773680241.59,466111063.13,226512271.34,1009847413.87,698600188.84,472358502.47,258842648.45,1156548151.34,823276922.16,538750011.60,277303455.96,1242951524.04,897213515.12,586873742.15,288382695.36,1161778748.54,829619130.47,544356979.78,231013495.04,1007017782.55,635778721.09,400868490.19,165965075.74,622772165.12,436168852.24,279541182.01,127031084.54,457842025.23,316682416.83,216375400.56,89700312.92,390024556.25,283171269.75,169792490.36,75677208.19,358002928.50,269302180.25,158997795.65,62978255.89,237530969.91,164806645.95,96325762.50,32726972.45,145525025.68,102310394.94,68719301.72,28447367.37,119519010.19,84437224.14,52944822.11,19259338.86,93624705.98,66854535.12,44347079.54,20922433.79,72039905.20,51069354.29,49904728.63,32183043.38,0.0
2,营业收入,1575830436.24,1050284654.23,465621600.26,2167471668.54,1551026094.02,980728409.85,440127601.59,1242076269.43,773680241.59,466111063.13,226512271.34,1009847413.87,698600188.84,472358502.47,258842648.45,1156548151.34,823276922.16,538750011.60,277303455.96,1242951524.04,897213515.12,586873742.15,288382695.36,1161778748.54,829619130.47,544356979.78,231013495.04,1007017782.55,635778721.09,400868490.19,165965075.74,622772165.12,436168852.24,279541182.01,127031084.54,457842025.23,316682416.83,216375400.56,89700312.92,390024556.25,283171269.75,169792490.36,75677208.19,358002928.50,269302180.25,158997795.65,62978255.89,237530969.91,164806645.95,96325762.50,32726972.45,143936377.36,101326026.61,67927836.11,27655901.76,118557674.09,84057638.41,52731272.88,19259338.86,93051498.85,66378285.12,43870829.54,20446183.79,71050805.20,50142954.29,49664973.66,31703732.37,0.0
3,二、营业总成本,1088154389.96,713095222.77,266900034.03,1506605246.44,960019907.05,595957719.20,242741895.05,850778459.06,422307993.39,251658832.33,111046025.96,540259301.09,316017981.96,199159063.60,97192487.85,562119347.33,322940828.00,206486037.13,94753196.45,509721309.82,341185533.64,209066108.85,109910889.87,545696333.83,359746421.39,239797653.31,91431519.68,478485126.29,249962440.16,155336962.26,56909589.83,250249550.48,161859031.20,107917637.71,45912709.37,193420148.46,108022926.42,67173635.52,26342599.75,149291128.27,88038653.54,50900491.26,27175098.46,120061130.12,78613861.52,48989782.56,19055974.28,140953498.05,95368137.33,57079629.19,15562794.41,91561568.93,61901116.37,44599310.56,17932414.45,81464083.46,51814113.32,34734315.82,11731708.80,58743009.98,40956743.83,28500616.42,13809151.29,38829624.46,25530348.67,28057446.05,11560093.89,0.0
4,营业成本,306138114.11,201403981.75,71487844.45,448274566.29,246911799.36,154282133.60,64944712.80,364309939.02,176938012.63,135438119.55,62474374.62,351264687.42,198895813.07,127180426.24,66428523.12,393588577.88,236263663.61,147022822.13,69013844.83,372426569.13,248482425.21,156475200.43,81781128.52,378620833.91,265192107.91,175661311.52,70073150.13,330306381.88,192729262.93,113843759.94,34946214.95,153114500.81,102142032.67,64886868.60,29210312.55,106741611.98,62613043.11,39008020.04,12137591.87,66983999.48,47356339.45,25745779.70,14457499.46,49036219.60,34746997.95,22554994.23,9797298.73,81626117.77,60323661.91,37481729.06,12227722.98,53127607.77,37147039.69,27066383.14,9878550.97,45906657.95,32635828.51,21849926.12,7091099.10,32458153.06,22434387.39,15900050.01,8070312.53,20646747.58,13309314.92,11510746.34,4773105.06,0.0
5,营业税金及附加,18284054.26,13667372.71,5987210.56,31810780.93,23893263.71,17756821.79,6432331.63,17748390.48,11471089.24,7182639.99,2904402.99,13556128.95,7728446.18,5276501.97,3326776.40,14503742.32,10702281.47,7421757.20,4323414.40,16350478.71,12245329.91,8375530.22,4007976.06,13923841.02,8759508.87,5283134.14,1855582.13,12469741.55,7666167.25,5371735.42,2177437.28,6992321.96,4660982.25,3047781.78,1356714.12,5522529.09,3687081.99,2614255.92,1123092.05,4739063.76,3518853.65,2069603.67,922637.11,4498264.66,3671669.92,2013234.76,729339.34,2546187.61,1698810.74,925582.02,305791.46,1271617.62,834006.27,585373.57,138770.99,898945.67,530320.00,415569.57,159655.11,717270.92,549097.68,338469.70,134292.60,462872.92,297898.49,354635.57,190222.39,0.0
6,销售费用,636687728.38,413268787.02,144932950.09,911164243.36,592239415.75,358686806.22,136083678.11,369416830.31,170130960.65,74308413.62,23657753.32,83842950.77,46321606.61,20766607.30,9055885.85,33665088.35,22924920.34,12728871.63,5889224.92,30388703.98,19036871.25,9176474.01,5147817.65,31130553.63,17152733.04,11219194.23,3850054.97,34766863.92,15046616.48,11205081.47,6321616.24,18028519.61,12575055.81,8720611.89,2381287.77,18979595.14,11979265.37,6787088.93,2522081.51,14397905.86,9457424.43,5239487.10,2023579.07,11255211.31,7760607.23,5476534.64,2831453.05,10753117.66,6786313.94,4267595.10,2041019.81,9501551.14,6961844.90,4675998.10,2327392.06,10033707.29,6345461.11,3362416.15,1245855.32,9671220.96,7420987.90,4703563.90,2625008.09,6244447.06,4698507.42,5294403.88,1621504.28,0.0
7,管理费用,73623740.43,50177988.37,22656827.26,55677729.06,55821247.05,70098226.34,34880762.94,112718225.05,77646262.94,44753340.42,25194682.02,98778373.44,69469649.52,47164435.32,21397759.67,138000431.90,70074227.38,50025079.04,24453392.73,100380639.73,69324424.66,41281519.37,21290951.37,130299946.43,75735047.11,53280394.72,18079665.37,111587328.25,44096924.39,31749866.29,16166730.49,78645878.54,46158253.52,31908972.90,13601927.71,68887231.69,34311823.18,22525448.56,11254020.73,63871052.01,32227385.33,21694305.18,10805335.80,59917415.55,34597569.21,20291341.54,6229008.17,48719016.17,28794914.71,15244672.18,1950544.35,31163009.62,19616072.15,14053503.87,6478274.79,29182786.28,15678372.17,11383379.95,4395724.15,17025291.18,10967032.49,7581297.96,2947956.87,11585506.72,7315420.38,10935305.86,4913715.40,0.0
8,财务费用,-28819513.78,-11060370.95,-7686567.66,-20828759.53,-15956636.19,-9517869.94,-3927480.96,-18297098.99,-15756701.53,-10679365.65,-5302646.54,-17963536.81,-12056749.65,-8865437.72,-10536836.36,-19246096.88,-14386427.06,-9544034.55,-5447201.77,-20928613.59,-11955557.92,-7834511.12,-2855431.28,-12675043.65,-9315091.99,-6115213.68,-3058704.24,-11429483.13,-10122449.13,-6013758.17,-3617549.31,-8547412.60,-5296823.68,-1589983.29,-1460882.85,-7216241.52,-5371803.27,-3803408.24,-947741.70,-6776600.10,-5070724.36,-4116586.85,-1527198.36,-4797752.95,-2647173.41,-1418132.33,-434282.47,-2151341.58,-1634696.51,-939778.00,-886247.47,-3502217.22,-2657846.64,-1781948.12,-890574.36,-4558013.73,-3375868.47,-2276975.97,-1160624.88,-1128926.14,-414761.63,-22765.15,31581.20,-109949.82,-90792.54,-37645.60,61546.76,0.0
