,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1930949899.00,1644976000.08,1407329677.55,3037199001.23,1494627291.68,1343859784.71,1202564576.70,2376469177.82,1337967654.40,1189252962.38,1046149379.35,2044444894.91,1125484116.84,990977902.33,363454931.66,757725112.29,435951464.29,390168921.23,344586060.19,661485460.43,377389925.00,337823892.64,298530633.62,582009591.90,313299720.59,282770611.96,253055874.39,493750362.58,268874269.08,241970214.34,215361235.33,406194543.56,216401701.50,195080856.42,175377126.00,308329275.99,169760022.03,152266664.50,135112086.18,252460578.17,140083567.93,125808868.75,112333622.29,197889571.28,103489946.33,91775276.14,79896807.97,157656293.84,74948548.07,71994468.48,62847153.33,139889788.03,68845390.61,60794514.43,49554831.80,100484439.63,60514704.46,54736580.30,46100719.36,332612496.86,56171397.02,46434943.15,38653635.84,103248418.05,38075447.31,30589349.99,19936765.94,121919102.72,100881170.62,21362969.83,11377737.92,111606027.94,26891820.73,15498629.34,114464122.47,185093138.69,411321149.37,211181910.43,377402496.95,299626417.71,214015524.42,127038579.05,0.0
2,营业收入,1930907147.72,1644933248.80,1407286926.27,3037023688.10,1494505637.48,1343789443.21,1202538495.55,2376375380.44,1337883356.20,1189252962.38,1046149379.35,2044444894.91,1125484116.84,990977902.33,363454931.66,757725112.29,435951464.29,390168921.23,344586060.19,661485460.43,377389925.00,337823892.64,298530633.62,582009591.90,313299720.59,282770611.96,253055874.39,493750362.58,268874269.08,241970214.34,215361235.33,406194543.56,216401701.50,195080856.42,175377126.00,308329275.99,169760022.03,152266664.50,135112086.18,252460578.17,140083567.93,125808868.75,112333622.29,197889571.28,103489946.33,91775276.14,79896807.97,157656293.84,74948548.07,71994468.48,62847153.33,139889788.03,68845390.61,60794514.43,49554831.80,100290136.65,60452151.91,54674027.75,46044959.26,332513052.93,56123144.90,46393256.15,38651635.84,103222131.05,38096244.66,30605218.38,19942081.88,121883580.10,100881170.62,21362969.83,11377737.92,111376646.85,26666999.43,15193779.03,113990655.56,184814462.12,409425599.07,211098069.30,377356399.43,299781613.74,214093068.89,127059352.94,0.0
3,二、营业总成本,1007787913.11,798909369.01,556085247.31,1454286510.94,762744636.29,644861446.67,485663914.11,1182316200.78,734376988.50,599968150.28,447406819.85,1235679543.47,752573211.53,580981247.44,183969948.26,498323113.46,255308310.72,213540534.90,174521461.04,457892720.54,213866185.70,185715409.26,152307697.82,411224536.48,196680255.71,166304136.72,136864728.77,358903754.33,182012346.16,152838978.05,129552620.40,291350978.60,144369533.07,120400643.99,104656142.92,235827626.70,119696614.08,101541096.03,88899133.37,192743291.69,106259157.12,84045861.32,72407214.70,176585626.99,97578418.25,83368502.76,70594144.84,154943717.54,69686452.34,63103924.14,55067144.78,138110814.80,63472095.83,54201570.58,45470314.44,113528979.56,53511542.41,46576037.27,39253477.78,280547981.00,57787907.61,43840240.75,30549141.87,88434474.08,37469630.89,26356275.63,15950877.21,101196428.29,82881798.86,17435036.46,9160805.18,109473841.50,47284605.07,30282570.87,162410321.34,170725563.76,366724662.19,183803054.22,325285426.04,273521473.16,196801776.49,121091879.52,0.0
4,营业成本,955299955.22,761921122.85,538146236.34,1440889785.63,809535749.50,661267559.87,484848944.08,1188186189.79,707551494.20,563884302.59,416032575.18,1091229164.42,641530672.68,500370325.38,175790096.75,436555228.48,226468414.94,198947967.24,170226545.59,418283253.35,193105969.97,170754696.54,146291181.06,362801648.83,165064661.39,147894460.01,130597661.01,325603610.49,159495487.61,138431659.79,124009251.49,258561468.21,122239270.86,109791828.97,98697402.47,206841191.10,98249280.94,88331320.44,82588610.38,162324648.71,83023249.51,73072873.09,66372430.78,152032952.28,79241715.32,71247226.57,64651194.21,117293298.18,53429349.39,51440894.99,48905445.63,101406394.16,43631820.87,38894348.61,37496414.80,80837712.55,35934062.44,34146795.70,31825958.75,232842387.58,31164131.39,25335136.26,21482024.80,58382296.91,16628367.19,13951699.85,9784208.82,76838693.22,64550676.79,9617641.19,5755327.38,87232257.41,32869490.52,20983780.88,105946749.00,147317183.41,315659215.93,163685158.33,276774205.38,222310794.16,171862422.05,109183203.42,0.0
5,营业税金及附加,17622196.22,15439983.36,8219169.04,23228012.18,14010242.12,10652641.65,4854658.15,19150788.01,13709219.46,10723102.15,4495017.83,19375537.85,5710298.34,4660715.46,248198.04,17037990.45,11399468.87,5476811.56,560843.27,13081030.56,9026678.01,4601870.12,345127.14,26637507.07,19347525.47,9519650.88,1890765.74,17745336.22,9001066.16,3107503.42,755671.91,14879318.71,9023390.68,2086488.60,857901.73,12543238.04,7831704.52,2803366.21,638781.00,16430925.38,10726362.18,2943707.42,1164936.88,8331512.99,5720744.17,3380686.24,1446603.03,7135995.19,4294661.54,2273709.49,1568198.74,7085114.68,3707721.06,1924227.51,816778.94,4164699.73,1955349.10,803491.14,401205.54,7929371.76,1707099.41,958822.56,419156.57,4588193.19,2082845.27,1031793.94,500496.85,7089480.49,5183772.83,773345.50,267168.97,4807771.73,81488.78,60633.54,527318.77,401382.07,824268.47,1017700.63,2697679.03,1131398.85,253649.87,1734.16,0.0
6,销售费用,42107912.51,28283942.68,11978765.46,53695809.93,4479079.42,3203713.65,1809964.31,6951524.25,557926.32,435583.04,372573.94,3008370.58,2227958.37,1485613.44,617170.40,6751978.92,1266900.08,814738.77,441636.51,1826825.07,1364039.73,809621.93,451194.54,2101092.28,1558491.89,946187.79,502271.47,1362367.06,905655.02,561933.51,323717.30,1363778.51,1029641.22,739505.09,380454.74,1437499.26,929339.57,746263.66,490680.80,1601430.65,1016117.37,554993.90,176246.92,1299982.53,936327.33,734076.23,448732.63,9639066.59,1186865.17,782489.13,620182.14,7683985.38,1011280.31,3688825.14,1880153.29,3781466.01,2203307.86,819228.76,628122.57,662133.73,463079.38,253400.38,80765.58,201126.23,302802.14,288463.29,287297.29,709821.76,75340.00,71540.00,0,1401684.03,2560294.19,1050176.61,7655901.26,8178419.46,20285353.58,6290462.21,15024480.59,14126112.50,10602459.26,4570212.37,0.0
7,管理费用,96844299.64,64753949.29,33591959.86,132734628.14,89594878.37,64735897.10,35985347.12,117188379.64,86949954.46,59777806.78,32597344.73,107424836.97,81458349.27,54375088.02,8506843.18,47760894.38,25006832.46,16846039.95,8737557.28,41484828.83,24077942.88,17346487.77,10902692.12,31352746.84,20976823.08,14427047.31,7841089.86,27611796.23,19641913.51,13942102.70,6781780.30,24653969.17,18233045.03,12778901.61,6877227.44,20888293.24,15780536.82,11505983.53,6306103.84,15031405.07,13224904.42,8945883.07,5386852.81,17284475.20,12354166.23,8450591.83,4274584.79,23478827.82,11274455.72,8698797.82,3714748.98,15912419.42,14797043.04,7407943.41,4112199.51,16299860.26,6539628.71,6073585.84,3777655.95,25166376.44,13860919.02,10020854.51,4975411.86,13248262.01,9757713.42,5809447.86,3057762.12,8399623.47,7391556.65,3225771.73,1373761.26,15751953.53,13259586.84,8688959.47,41761897.93,13752744.88,30363349.79,11196643.05,17940589.69,23987216.72,9823835.08,5138083.69,0.0
8,财务费用,-115793378.92,-80210646.12,-45098462.90,-226907754.68,-163080750.50,-101694991.23,-48910723.49,-150192348.71,-73649543.31,-33638042.82,-6486538.06,8644055.78,21702669.65,19621115.01,-1192360.11,-10362208.99,-8833305.63,-8545022.62,-5445121.61,-16800536.82,-13708444.89,-7797267.10,-5682497.04,-13280015.61,-10267246.12,-6483209.27,-3967059.31,-13923492.57,-7031776.14,-3204221.37,-2317800.60,-8346607.74,-6155814.72,-4996080.28,-2156843.46,-7178372.89,-3094247.77,-1845837.81,-1125042.65,-2565106.97,-1731476.36,-1471596.16,-693252.69,-971054.56,-674534.80,-444078.11,-226969.82,-84821.98,154007.48,325504.49,258569.29,4896332.19,3950749.97,2651126.69,1164767.90,8445241.01,6879194.30,4732935.83,2620534.97,13947711.49,10592678.41,7272027.04,3591783.06,12014595.74,8697902.87,5274870.69,2321112.13,8158809.35,5680452.59,3746738.04,1764547.57,280174.80,-1486255.26,-500979.63,2006329.09,1075833.94,-1094591.29,1613090.00,12848471.35,11965950.93,4259410.23,2198645.88,0.0
