,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170331,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1245040981.39,814273383.06,367949094.40,1743282499.92,1296533203.60,808199309.37,316689010.30,1523618205.94,280563112.77,1207105311.53,1442556119.24,1331056901.37,0.0
2,营业收入,1245040981.39,814273383.06,367949094.40,1743282499.92,1296533203.60,808199309.37,316689010.30,1523618205.94,280563112.77,1207105311.53,1442556119.24,1331056901.37,0.0
3,二、营业总成本,1113298417.29,739014242.61,338344280.38,1584442474.94,1154000566.09,728292339.41,288016854.47,1381720821.56,259781368.12,1150516837.39,1254976979.24,1279889782.27,0.0
4,营业成本,1038509058.62,685464597.86,319774017.89,1461744796.18,1065709279.46,670132813.97,266501381.35,1271258253.47,240462174.00,1051184543.08,1146924999.52,1185990691.52,0.0
5,营业税金及附加,5476512.84,3044799.28,980463.17,8041373.77,6737884.23,4356039.24,1001710.81,9486705.90,1539982.19,7310383.27,5790231.89,3368048.17,0.0
6,销售费用,10651774.26,7241546.42,2849492.82,14923141.67,10589538.64,6307326.76,2729823.81,12893656.99,2701478.53,12601882.84,13148263.02,12756280.07,0.0
7,管理费用,21120149.84,12908513.12,5979079.92,30112957.02,20454995.56,12460923.97,6409925.41,26662333.75,14405543.81,23708630.73,26858960.85,67408412.25,0.0
8,财务费用,-2724099.30,-2175109.17,-1433711.39,315166.34,503508.40,632921.74,367100.53,1910406.04,729998.67,2145947.67,7194236.29,10842325.83,0.0
9,研发费用,40265021.03,32529895.10,9833084.00,69015801.78,50005359.80,32830393.29,10659949.18,58567659.13,0,51206483.76,54048277.62,0,0.0
10,资产减值损失,0,0,270936.52,289238.18,0,1571920.44,346963.38,941806.28,-57809.08,2358966.04,1012010.05,-475975.57,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,5451158.42,2390610.49,564287.68,3615315.07,2664602.74,2099890.41,904136.99,1211232.83,304520.57,759349.10,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,144989032.05,82312270.61,33816909.17,175031699.71,153750625.73,88276490.20,32379107.80,154009398.91,23854880.15,57347823.24,187579140.00,51167119.10,0.0
16,加:营业外收入,5734706.36,5552878.29,4016102.46,119456.52,160038.18,117875.59,49675.37,822985.67,22805.16,14424071.11,16633756.89,11828097.76,0.0
17,减：营业外支出,276001.66,90145.66,57837.71,110104.89,110104.89,110104.89,10104.89,29073.54,0,100000.00,209153.67,917150.04,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,150447736.75,87775003.24,37775173.92,175041051.34,153800559.02,88284260.90,32418678.28,154803311.04,23877685.31,71671894.35,204003743.22,62078066.82,0.0
20,减：所得税费用,21484496.93,12493487.17,5260484.09,21128021.81,21897366.81,12451415.99,4473960.57,19870332.48,3186097.52,7694336.56,27890706.50,6421252.28,0.0
21,五、净利润,128963239.82,75281516.07,32514689.83,153913029.53,131903192.21,75832844.91,27944717.71,134932978.56,20691587.79,63977557.79,176113036.72,55656814.54,0.0
22,归属于母公司所有者的净利润,128963239.82,75281516.07,32514689.83,153913029.53,131903192.21,75832844.91,27944717.71,134932978.56,20691587.79,63977557.79,176113036.72,55656814.54,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,
25,基本每股收益(元/股),1.120000,0.660000,0.300000,1.730000,1.480000,0.850000,0.310000,1.510000,0.230000,0.720000,1.970000,0.620000,0.0
26,稀释每股收益(元/股),1.120000,0.660000,0.300000,1.730000,1.480000,0.850000,0.310000,1.510000,0.230000,0.720000,1.970000,0.620000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,128963239.82,75281516.07,32514689.83,153913029.53,131903192.21,75832844.91,27944717.71,134932978.56,20691587.79,63977557.79,176113036.72,55656814.54,0.0
29,归属于母公司所有者的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0.0
