,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14244587322.45,9759178743.64,4148168745.17,14138028296.51,10705664758.64,6200965665.87,2591078573.46,6056409013.61,4041662687.92,1905639089.49,843858637.43,2560087944.36,2027181544.08,1349284065.72,588711029.96,1788060950.19,1370499652.01,844815896.83,402068776.39,2155634449.85,1888702061.86,1296924531.33,701232733.94,2218849131.16,1483568176.95,1119224968.69,619729145.89,1461864916.87,627939012.65,222314773.29,81067529.92,392268150.45,296052247.15,149269524.03,95417088.17,810887859.69,606935030.86,408238124.42,196135073.73,116704172.02,64081938.35,33114195.64,13713699.16,181737129.26,135734571.05,97387424.40,47125269.13,203518421.09,169451661.21,102709867.94,45916218.79,200549750.69,155980941.17,105383604.65,45649188.23,95252113.78,83436368.87,71351964.92,28710209.04,259318046.35,190829755.86,115407156.73,49651169.35,138237125.46,82572269.84,58556199.22,17444997.60,95985183.01,71928976.75,51703924.36,94648980.98,80555632.17,0.0
2,营业收入,14244587322.45,9759178743.64,4148168745.17,14138028296.51,10705664758.64,6200965665.87,2591078573.46,6056409013.61,4041662687.92,1905639089.49,843858637.43,2560087944.36,2027181544.08,1349284065.72,588711029.96,1788060950.19,1370499652.01,844815896.83,402068776.39,2155634449.85,1888702061.86,1296924531.33,701232733.94,2218849131.16,1483568176.95,1119224968.69,619729145.89,1461864916.87,627939012.65,222314773.29,81067529.92,392268150.45,296052247.15,149269524.03,95417088.17,810887859.69,606935030.86,408238124.42,196135073.73,116704172.02,64081938.35,33114195.64,13713699.16,181737129.26,135734571.05,97387424.40,47125269.13,203518421.09,169451661.21,102709867.94,45916218.79,200549750.69,155980941.17,105383604.65,45649188.23,94747939.12,83097207.62,71174523.86,28555865.04,258852500.89,190552041.46,115163870.04,49578928.07,137916057.99,82479079.48,58655168.73,17642722.91,95712647.21,71887258.91,51680303.21,94632031.74,79793514.09,0.0
3,二、营业总成本,14282159366.58,9784486519.35,4095123258.83,14170132852.26,10412088226.02,6067303911.41,2525622281.74,5852126874.08,3869246977.81,1771604122.32,742786466.37,2458480108.22,1926107248.33,1328571383.83,570865153.27,1730966072.66,1266828997.86,737881503.47,360482146.25,1953044549.34,1738498680.70,1171716018.94,595676037.32,1955976549.81,1369414879.67,984713474.67,501503909.36,1143329738.20,470152814.86,271035501.23,103727925.21,470335253.24,360313866.01,161951498.08,99429710.44,826700934.66,625403171.10,425347228.23,206354070.76,252719413.16,109290158.79,63594338.57,28767409.23,250876402.80,163502188.41,116120101.23,56440973.34,199838388.43,167493953.99,98027978.71,44618827.41,199122227.75,155047845.77,104277143.08,45022842.06,123466896.71,97014531.40,73416133.84,31240387.49,228836932.40,160742949.56,100214692.35,47653765.76,123908823.46,76637733.90,52742255.44,22880520.74,77244810.71,56623336.66,34458352.38,75890478.43,65748823.47,0.0
4,营业成本,13901734125.51,9495496336.99,3970775035.58,13637242523.69,9998000059.81,5820681757.32,2431772503.02,5432329876.52,3573484391.89,1602756689.07,673272536.64,2175865431.48,1729805672.56,1201661257.33,511600133.41,1478839682.90,1090016753.13,656832034.18,310270404.93,1725225251.62,1541895957.89,1027725086.08,527042994.73,1732636425.30,1185402290.54,873571509.59,452189099.02,1044853682.36,375951915.93,207072196.78,80087393.37,367552892.36,282879512.22,147148409.86,92835159.15,780750041.35,583107272.80,396845992.60,194342128.58,118361137.55,60265114.46,31527023.77,15964235.74,151732991.07,113534752.30,79143272.87,38378357.12,149785903.97,135767855.76,76099334.05,33614347.59,155622769.12,127112463.27,86860016.76,37952377.31,79977922.12,69406588.97,56126170.17,23329585.49,180169633.69,123926607.50,81271838.81,37998685.71,91645085.33,53118816.28,38814257.69,15682576.61,47450365.64,29838710.66,20583876.70,55117519.95,47813628.52,0.0
5,营业税金及附加,10797876.59,3907859.22,438419.82,4753695.96,3615119.01,2963206.65,115558.52,2594813.10,1937920.20,838269.75,462540.56,950213.48,0,0,0,94723.40,94723.40,0,0,0,0,0,0,253290.46,0,0,0,473022.15,473022.15,465061.56,2597.44,634718.64,171038.62,105187.26,8331.20,164912.07,42003.81,40403.41,10852.13,644.52,644.52,644.52,644.52,334703.37,290806.25,290806.26,134490.33,688038.45,299446.34,175371.11,142035.08,571703.13,415454.42,346547.83,59710.13,110887.09,110887.09,95753.29,59203.89,652573.57,183806.61,55828.54,9065.04,472282.81,441715.47,358459.30,103872.44,1045710.15,944565.65,521660.49,540600.64,890719.36,0.0
6,销售费用,88825813.82,59574297.80,25694864.98,82417742.08,63908926.85,41240554.80,22638054.32,65052673.58,57416549.90,33915503.50,15518608.61,58075578.86,45325944.96,26836825.68,27246260.61,58755067.54,44968409.38,32761273.32,18635051.65,62919106.43,48473262.54,32180716.03,23329560.55,73751233.81,53609280.13,37909665.68,8303430.16,16953332.87,330935.11,195882.94,75955.87,546203.90,175238.18,133059.50,87041.51,2012452.38,1600381.14,1029967.96,525832.32,2793785.70,2476716.12,2040826.09,422804.01,4636602.08,3574454.51,2489177.47,1750089.33,8698796.80,5176678.42,4638517.68,1498795.23,6144432.77,4078870.52,3360486.09,1661044.42,3041277.81,2582114.64,2073033.12,278628.23,1301033.63,1321508.50,1213591.48,731906.00,3460266.33,2116255.32,1005481.70,647074.24,1106074.07,745100.31,428840.89,786847.60,998785.48,0.0
7,管理费用,210553407.26,170571211.38,65482192.05,298452234.03,224622944.33,125436153.40,49857838.41,207212361.03,151211484.92,94250980.67,40179415.99,171127220.98,111570006.94,74360441.39,35992086.54,164156382.74,115073311.37,56075063.08,31525784.78,153985832.70,96240759.78,66296469.72,29600400.80,114164827.43,104911601.42,52119523.37,30371650.79,58170333.50,39530204.46,23191729.05,22081480.84,80453130.01,60835338.04,12235317.72,5261156.35,35202067.93,25253947.47,16541367.72,8538491.98,53795475.65,35467724.60,21773503.89,10206158.55,47654957.63,31859116.57,22288247.51,9135652.79,32007618.27,22717743.20,13665585.06,8020748.39,30683621.25,20626173.49,12036459.04,5024844.82,36307278.71,22323309.82,14620721.20,7046640.12,43986166.14,33021548.04,16130192.25,7807237.98,24608218.55,17602152.64,10675473.26,5196324.17,23231477.10,21160418.00,10198889.30,15376909.85,13032073.26,0.0
8,财务费用,70248143.40,54936813.96,32292869.72,139536889.45,117370198.95,75777151.02,21238327.47,92125035.10,60894750.45,39593193.58,13103258.80,49300418.02,32640670.99,18927771.06,2794828.92,5581698.41,6211199.89,-8633951.45,50904.89,-3134369.87,32182263.63,26579378.10,15703081.24,33376468.93,23765832.96,19380428.67,10639729.39,21440638.37,53656429.59,39900323.28,1480497.69,20282409.64,16106744.24,2303889.31,1209982.51,11918328.81,9295039.60,6534970.26,2936765.75,8968063.67,6689299.56,4036999.52,2173566.41,12813176.63,9003264.22,5842962.50,2142487.81,9075285.36,4959938.18,3400364.36,1342901.12,2236746.18,1308615.89,545293.01,324865.38,4029530.98,2591630.88,500456.06,526329.76,2727525.37,2289478.91,1543241.27,1106871.03,3722970.44,3358794.19,1888583.49,1250673.28,4411183.75,3934542.04,2725085.00,4068600.39,3013616.85,0.0
