,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6943689872.64,4734168936.30,2126088561.91,11029485679.81,8656101669.14,5106989814.20,1692063719.23,11560093510.32,8914357034.09,5535816383.95,1521702900.77,6958888023.62,4988821229.83,3122311138.27,1181515124.79,5587344728.83,4256180591.74,2544840721.48,1001970868.97,5565593514.79,4264609409.73,2292210254.86,798955056.26,4334252887.74,3245885578.98,2065172508.22,769479712.87,4333014542.47,3198315493.26,1742336298.30,695363271.22,3627965363.76,2673513831.05,1719587905.57,728197746.04,3109085007.72,2207462157.00,1358533603.56,549295311.28,1950366007.55,1340040652.79,805466565.30,269101298.33,1715010973.03,1388197509.66,922694313.66,382960516.15,1485555393.76,1086424413.35,619437488.69,224471278.35,839020745.81,569218541.75,337859100.65,135058354.91,567591812.41,413513253.27,232714565.93,96515757.18,418029196.20,323979700.11,213226256.89,85116344.62,283080723.25,200508879.26,134959658.49,167186760.48,106576628.95,0.0
2,营业收入,6943689872.64,4734168936.30,2126088561.91,11029485679.81,8656101669.14,5106989814.20,1692063719.23,11560093510.32,8914357034.09,5535816383.95,1521702900.77,6958888023.62,4988821229.83,3122311138.27,1181515124.79,5587344728.83,4256180591.74,2544840721.48,1001970868.97,5565593514.79,4264609409.73,2292210254.86,798955056.26,4334252887.74,3245885578.98,2065172508.22,769479712.87,4333014542.47,3198315493.26,1742336298.30,695363271.22,3627965363.76,2673513831.05,1719587905.57,728197746.04,3109085007.72,2207462157.00,1358533603.56,549295311.28,1950366007.55,1340040652.79,805466565.30,269101298.33,1715010973.03,1388197509.66,922694313.66,382960516.15,1485555393.76,1086424413.35,619437488.69,224471278.35,822972388.68,558301119.34,330687099.62,132378520.85,556167549.38,404806201.26,227117908.16,93142741.21,408514163.81,317848034.13,209965822.15,84083900.05,280089368.64,198470858.21,133886947.30,165571718.69,105764515.06,0.0
3,二、营业总成本,6562416229.05,4475911252.18,2049559863.84,9705539712.16,7411332759.34,4443139427.84,1609364636.18,9906059342.00,7362285992.24,4518866078.55,1382763418.03,6290234761.36,4363583169.34,2722444321.98,1072475143.43,5012153909.43,3702350100.10,2281776175.76,976111327.51,4946535587.12,3753975257.23,2076089693.51,791659078.34,4093258909.35,2968127409.95,1901725788.64,723687753.38,3844928964.39,2753045242.42,1596920666.50,649905320.68,3332488658.83,2362243445.18,1514615443.70,644295071.89,2849369247.98,1962374676.16,1231205450.88,501565271.32,1984666281.51,1280293112.27,779037705.06,308059149.36,1627073664.02,1245224043.52,822682187.41,353090411.92,1324599881.46,943434285.38,544737363.21,206432348.21,770335236.10,509001077.17,310523510.84,129936393.84,516677826.37,368368218.31,212043086.17,91749776.84,379124410.41,294645082.44,191153778.99,78200458.52,251728503.94,177273169.01,119384246.46,139480027.97,85603287.54,0.0
4,营业成本,4602458534.85,3148833600.65,1332685431.87,6895719421.20,5345373862.23,3092147217.72,1005403119.44,6789349971.22,5081253842.60,3149846039.45,901432370.67,4298297553.07,2993925959.98,1851627459.71,716002599.64,3472393630.66,2573404839.08,1578088629.62,642238968.12,3361338535.00,2522521722.51,1439817283.22,532768562.47,2766174580.10,2004198022.40,1285294524.53,482544866.77,2416121676.11,1761050676.52,1010009304.53,426864163.78,2204033326.68,1581942362.94,999647638.66,419343308.44,1834935614.50,1299116309.85,819065838.84,322863382.77,1217908928.20,824001789.59,494518594.67,180761772.81,990201212.49,790811079.40,525088156.64,218009783.74,855541079.42,631323239.97,359650436.79,130623875.79,503210916.46,331254837.68,195294184.74,78901325.04,335270461.93,245499547.69,135553738.54,54075497.40,244568810.70,190070217.57,126388566.80,51731248.33,166740020.21,119613149.31,80757499.72,93477126.74,59935199.19,0.0
5,营业税金及附加,64180555.00,50479390.83,37649165.73,96928549.58,73468175.76,52099772.36,30094698.18,111544142.27,72032078.48,40868332.79,10407275.81,72596804.07,35874132.30,19679665.32,9198858.87,52206558.53,33242515.31,21674065.04,11115052.14,55015457.41,33726563.43,20651833.39,8127081.74,41575008.48,28973328.57,18324444.46,6937358.82,48927764.39,21932210.74,13691871.63,5592262.30,30338235.65,21356347.02,12945602.11,4820634.39,13538987.65,8365512.87,4612003.11,2067739.78,7989040.49,5777457.03,3156165.37,1130614.23,7116716.69,5384766.64,3494454.99,1630627.73,4532945.49,3094857.21,1370821.39,650760.33,1961331.25,1063402.13,677101.69,160568.53,1260439.30,604325.12,362023.44,66251.19,827158.07,589429.11,457263.00,128488.04,788163.51,492018.39,377377.14,494303.01,480893.91,0.0
6,销售费用,756808657.47,484800050.60,230987892.73,1090704104.02,792409575.97,495110020.84,204530317.00,1135457169.38,842282191.11,498123703.35,188397058.65,771368887.25,543230383.43,340982792.35,138747707.73,608058829.92,474469626.92,280891448.69,127455673.75,602122363.07,474751565.22,239486158.97,97472829.79,485230988.09,347353566.94,211053630.41,82088248.77,567801051.46,404283995.81,226567473.90,78437475.57,460214325.08,329173651.00,216982060.20,92899791.96,436384672.65,285240051.99,175154136.33,74775349.41,325145155.06,226410703.22,142763661.05,64227208.01,288251959.77,204179478.04,129966087.61,62864578.69,240563308.23,162466029.26,91215769.15,40880610.64,139500535.44,94224119.12,61879125.11,28709138.30,91981180.20,64778384.94,39683139.94,19355561.33,69735411.55,52879283.76,31720586.00,14159229.27,48776061.09,33980228.53,23216618.71,26286153.69,16175132.70,0.0
7,管理费用,460755867.78,316803233.35,154462540.19,572880888.44,498400884.32,728630903.96,282526052.89,1537935319.74,1104468771.79,684869412.99,267245377.77,1067225165.13,743505766.91,478372360.73,209800636.83,833951775.68,598352322.39,383075250.56,192967428.12,778755676.70,587098830.81,339227952.36,137378054.83,679170892.83,494780106.43,320126423.28,133471891.22,585161100.00,408820285.52,263444738.31,106303055.49,456547576.95,325091583.11,215745070.83,99583261.06,421854610.07,282690586.74,183232051.51,82191459.48,309465833.74,199544272.21,127408962.73,57445583.22,291013863.64,198411615.56,132230981.89,58995324.98,183175044.27,119476529.80,73397351.04,27935286.54,113058117.88,73031379.43,47198953.02,20026950.53,84739204.94,54887752.18,34121977.26,17004995.00,57981803.37,46479606.74,30040678.70,11073318.90,32496906.32,21493422.95,12987214.52,17686816.67,8714483.36,0.0
8,财务费用,32849792.47,76754263.93,124187822.07,-4380331.33,-33157232.96,20602294.37,97766477.94,221871552.40,147831023.92,56238155.28,16297545.93,-6715627.63,3799997.62,-10732958.49,-5196469.39,-11610390.72,-13566661.58,-8047400.33,-8159757.50,105004394.33,68323148.69,24246081.92,15391380.42,105341683.47,78447386.59,53932707.43,22511722.31,112398128.43,82487459.46,56270582.11,31763274.54,115604856.72,80444351.12,47754729.51,20928129.99,78325688.76,56152179.42,33573781.10,17084518.05,21393087.28,13114981.87,5934201.34,5242273.56,43177316.65,40426243.40,26337961.38,12709993.59,29958198.77,16976451.72,12648679.75,6341814.91,12604335.07,9427338.81,5474146.28,2138411.44,3426540.00,2598208.38,2322206.99,1247471.92,6011226.72,4626545.26,2546684.49,1108173.98,2927352.81,1694349.83,2045536.37,1535627.86,297578.38,0.0
