,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5765526765.69,3867375725.69,1836045098.57,8683381746.84,6719427162.61,4651169915.08,3045451020.04,6235108150.19,4092171291.10,2608022394.08,1227987835.37,4696277327.61,3422381057.75,2302666254.40,1086614300.36,3822542971.63,2831269443.62,1931358143.65,957675625.58,4164209211.21,3030199536.56,2130497928.40,964098719.23,4237635148.40,2877517748.50,2018440079.96,1020516894.48,3631417484.17,2723665941.84,1875140948.11,947710729.88,3803991667.84,2925578558.90,2032219186.33,951757670.76,3445263620.93,2411493251.69,1624387142.57,831018416.43,2898225227.01,2001561520.27,1215847411.40,523208103.62,3313962339.23,2870721091.67,1936201770.19,817536286.66,1747875375.56,1209695364.34,814808746.17,373825395.18,1595195392.95,1150210499.61,763596179.57,382799913.73,1261524668.87,946581619.29,656888918.66,345011387.81,1136584075.89,839116237.22,565881872.66,277977899.17,952451586.37,691730373.61,464009805.50,692777413.66,539881691.21,0.0
2,营业收入,5765526765.69,3867375725.69,1836045098.57,8683381746.84,6719427162.61,4651169915.08,3045451020.04,6235108150.19,4092171291.10,2608022394.08,1227987835.37,4696277327.61,3422381057.75,2302666254.40,1086614300.36,3822542971.63,2831269443.62,1931358143.65,957675625.58,4164209211.21,3030199536.56,2130497928.40,964098719.23,4237635148.40,2877517748.50,2018440079.96,1020516894.48,3631417484.17,2723665941.84,1875140948.11,947710729.88,3803991667.84,2925578558.90,2032219186.33,951757670.76,3445263620.93,2411493251.69,1624387142.57,831018416.43,2898225227.01,2001561520.27,1215847411.40,523208103.62,3313962339.23,2870721091.67,1936201770.19,817536286.66,1747875375.56,1209695364.34,814808746.17,373825395.18,1589086642.60,1144435211.07,760753719.70,382129889.98,1256656782.71,940819000.28,654144079.67,341939677.80,1134088604.47,832583087.39,561466990.03,276344968.26,950967683.31,679868393.95,455432195.59,691284598.45,539100935.49,0.0
3,二、营业总成本,3934486890.82,2648494056.61,1292663572.05,5287292821.73,3849669248.11,2282113297.19,1260602346.34,4203538902.77,3097922696.80,1968677298.07,966702689.76,3286152180.66,2416046386.03,1674975605.72,892871594.49,3410173680.08,2528859314.43,1739430743.84,863766341.49,3153794084.97,2189146521.98,1466405831.73,717014526.56,3201688091.02,2140862201.65,1514702585.55,780963913.72,2499622605.44,1806699105.67,1208037439.78,593808338.37,2499205586.13,1857574189.08,1298058020.57,614801334.15,2128789998.56,1425857746.29,950898324.79,517037464.36,1699142589.84,1207434738.14,786991964.69,363888338.90,1676656841.34,1328144968.17,922802810.37,488439822.07,1644681914.85,1181625778.43,809426656.77,375000941.87,1545957259.66,1096822542.05,711220949.25,365181895.59,1172312467.92,872631402.27,602683619.57,325341899.65,1036890642.58,772776025.54,508353956.34,261065899.72,844289344.90,628007730.51,412395625.70,604428729.05,494130906.36,0.0
4,营业成本,3065381422.49,2064248465.84,980464582.23,4048697102.16,2953738545.01,1649141235.66,808970632.64,3088304632.09,2341441684.76,1487570641.11,750286845.69,2562871106.97,1914040112.74,1330396261.97,714175305.82,2782091640.13,2076297258.39,1413379859.84,691509315.22,2499553915.51,1755596015.99,1197060639.00,584071700.26,2627626731.38,1786517310.63,1269845528.44,651749928.72,2045044653.99,1488717936.41,997469070.39,509577799.33,2012107884.58,1521086813.61,1088744791.92,524004639.69,1659234253.45,1097855394.86,701102601.18,416188610.58,1304645249.72,972105718.66,635615860.08,265984095.28,1169006715.16,995740388.23,706232578.23,384663667.43,1388959177.78,1010091080.56,691674687.36,320567427.93,1343898987.32,953930033.23,622477477.84,318629533.73,1014239123.11,749939679.42,517830666.24,271660156.43,902320294.34,659739181.38,432801589.62,214587355.81,746822468.03,547381305.86,357841590.91,533115993.13,424886949.54,0.0
5,营业税金及附加,61580073.72,41399640.06,19894761.45,143737198.57,106109021.29,76769751.91,44342249.22,96787146.96,61766363.87,42893693.82,18728860.26,74674303.28,34168818.29,22927767.81,8904391.70,39859145.54,29599275.44,18124562.15,9942385.18,40033402.45,27363904.40,17726327.53,7405022.71,60422197.76,22262107.01,12877409.57,15075609.49,29002177.68,25180439.16,17693068.59,9970048.44,30195761.95,28116105.13,18929843.70,8470979.86,25181221.45,17885527.79,12106159.46,7894994.42,23378738.30,13907567.14,9166366.34,4028663.88,31624116.83,19422994.23,10887833.50,3693037.93,8315046.29,4479938.45,2909858.75,891923.41,2464058.81,1116205.44,788260.47,247029.09,1672546.58,1357510.01,1052547.65,96185.32,863402.21,461997.22,326029.88,168480.41,851951.50,449836.51,376802.98,1977052.85,2572986.68,0.0
6,销售费用,175290279.40,115153973.90,51688646.07,252097246.25,191469539.71,123437770.67,60025418.90,211386991.96,169911291.61,85471203.98,41105435.86,149416634.33,107023125.24,74400098.62,35968160.28,157137148.53,118982853.04,88034552.71,37742764.68,115362837.19,78666109.24,56212817.04,30655108.44,97908468.28,60650135.97,40281140.06,18475891.57,65289766.95,45068661.59,32203352.46,13994457.66,85489688.34,69054137.66,43922615.23,20667587.55,96500817.76,60915929.49,40802162.84,15249107.48,71745896.31,38084477.52,21084358.63,10597718.82,72894331.85,58389250.12,40878383.09,20426034.95,60586735.62,44804489.04,31826894.82,15170900.73,59893189.58,45343797.40,28089888.47,13696046.05,47754046.26,35065119.63,22843501.31,11299096.33,46169245.89,33705526.40,21786073.86,10179171.63,30559842.19,21375970.27,13471671.95,22488582.14,17731740.92,0.0
7,管理费用,253586568.04,169971215.63,87892906.73,351049761.40,262750921.36,379352999.60,182833672.25,598317980.00,395157731.39,269843177.92,138723498.14,477973810.59,348351377.60,232928924.47,115847451.00,430104070.04,302791594.18,201559567.10,102862469.29,434163715.16,292118833.59,190851069.70,92981937.38,359972095.11,232217030.04,146975188.95,82739554.40,308127905.84,242194373.29,148380375.54,73211723.15,298556754.74,203491594.29,133107061.29,66534105.61,272421487.71,193323664.73,126438903.24,49252183.41,222737661.76,144863498.66,90397375.50,52060205.61,191339302.79,92211731.10,68143282.50,32090156.91,97738592.78,67372790.84,44873529.62,23083119.16,82826708.96,60255667.80,39309277.59,22431257.18,62745348.93,51109506.11,36441059.06,31708959.32,76860575.82,62947189.22,41298741.37,27385097.02,60029919.65,53619637.17,39635969.90,43979004.81,33596625.08,0.0
8,财务费用,86209079.90,66065873.22,49977754.38,24220943.50,26189100.60,52894145.62,110604045.43,151149034.66,115965192.41,69855323.91,17650947.59,-4394431.20,-453376.46,-1878204.90,11320857.62,-915542.71,-3306917.56,15642419.40,21871323.34,60137036.65,34684065.71,2264723.62,649537.55,46328973.70,33302487.55,28748222.28,18190940.96,26483259.56,8581975.61,11907942.25,-5871495.51,69743160.72,40203468.69,4372009.37,-7236911.26,68790060.70,48588025.41,66581470.33,27437204.18,55954056.52,31654782.19,29447007.51,24761687.46,186664440.83,131765751.98,66758581.57,24886276.78,80154267.19,53610598.41,38775740.92,16887861.83,56874314.99,36176838.18,20556044.88,10178029.54,45901403.04,35159587.10,24515845.31,10577502.25,10677124.32,15922131.32,12141521.61,8745794.85,6025163.53,5180980.70,1069589.96,2868096.12,15342604.14,0.0
