,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,40351319168.00,173484800604.00,127232482273.00,83417373675.00,45651700763.00,169861164810.00,125989106036.00,82404918640.00,43255634634.00,152459443954.00,111074350642.00,71433688713.00,37577079025.00,113814235972.00,83220630924.00,52924371152.00,28822825636.00,128904872501.00,97249318901.00,65305472046.00,34277583268.00,125406855036.00,94627497267.00,64605521127.00,32825134731.00,133832874654.00,99237917261.00,64062328755.00,32136095981.00,133966658882.00,100116966873.00,67180472922.00,34261272913.00,133420768944.00,99811022907.00,64054145779.00,30399826807.00,104307701910.00,76791599299.00,48853858545.00,24338577084.00,79742330872.00,56677500280.00,33609727083.00,16116035683.00,67825137078.00,50119578505.00,30790535853.00,13533952821.00,50434614049.00,35927871120.00,23199792184.00,11183347938.00,44361654667.00,31481862182.00,19880680317.00,10122129212.00,40310770304.00,29172415375.00,18891273256.00,9330138637.00,30358009010.00,21458757744.00,13053344111.00,6467452726.00,23510221593.00,16862044588.00,10640922680.00,5178535123.00,18742162770.00,13242956917.00,7967111579.00,3853058450.00,15816127318.00,7468576710.00,0,10499749516.00,8084150123.00,0.0
2,营业收入,40351319168.00,173484800604.00,127232482273.00,83417373675.00,45651700763.00,169861164810.00,125989106036.00,82404918640.00,43255634634.00,152459443954.00,111074350642.00,71433688713.00,37577079025.00,113814235972.00,83220630924.00,52924371152.00,28822825636.00,128904872501.00,97249318901.00,65305472046.00,34277583268.00,125406855036.00,94627497267.00,64605521127.00,32825134731.00,133832874654.00,99237917261.00,64062328755.00,32136095981.00,133966658882.00,100116966873.00,67180472922.00,34261272913.00,133420768944.00,99811022907.00,64054145779.00,30399826807.00,104307701910.00,76791599299.00,48853858545.00,24338577084.00,79742330872.00,56677500280.00,33609727083.00,16116035683.00,67825137078.00,50119578505.00,30790535853.00,13533952821.00,50434614049.00,35927871120.00,23199792184.00,11183347938.00,44312826811.00,31450749315.00,19862116060.00,10107733081.00,40247775556.00,29125622148.00,18860674631.00,9317001922.00,30292698696.00,21420124536.00,13040289339.00,6461086326.00,23479646958.00,16829569182.00,10618086009.00,5170147366.00,18725340857.00,13240542838.00,7965521030.00,3852625867.00,15816656338.00,7469498234.00,0,10493406451.00,8085809118.00,0.0
3,二、营业总成本,36841636455.00,165449505857.00,120054641352.00,78106722194.00,41418286173.00,168447273797.00,122510686915.00,79411146004.00,41238000413.00,151166076797.00,108464181560.00,70207927105.00,36331013313.00,102045380315.00,69296734539.00,43525644294.00,22534379726.00,107579606287.00,76240054390.00,51829365996.00,26846070761.00,108321283638.00,79477169770.00,54246623339.00,27571770230.00,116330269358.00,84903417016.00,55189114367.00,27908196302.00,125662022249.00,93943571481.00,64166660307.00,32964979995.00,133084696640.00,98711160697.00,62936499197.00,30194475092.00,100829406827.00,73682482365.00,46911045083.00,23186280592.00,74584727552.00,52725722215.00,32043923941.00,15576470971.00,72557209691.00,53617305241.00,31496603741.00,13342870394.00,44550817579.00,31627129970.00,20388070927.00,9810860106.00,36772517167.00,26578312504.00,17019867989.00,8472072844.00,33721652250.00,24932529409.00,16568328325.00,8098347556.00,23923562328.00,16793271422.00,9989413040.00,4748298690.00,16736719486.00,12072369424.00,7725261170.00,3726005182.00,13456647672.00,9423193151.00,5710470832.00,2892683525.00,11377837540.00,5456936555.00,0,8082139382.00,6331514053.00,0.0
4,营业成本,32733977129.00,148172342204.00,107141874870.00,69734967753.00,37292527036.00,150659436086.00,110237978214.00,71567295784.00,37422399257.00,135209271798.00,97685151927.00,63226662437.00,32953324536.00,89389949206.00,60844051526.00,37833849750.00,19677730468.00,91521263827.00,67746083025.00,45409328816.00,23665292043.00,94010501145.00,70397820685.00,48112817999.00,24708031033.00,102865045328.00,75385539500.00,49322515061.00,24944125479.00,112136538026.00,84505227912.00,57832205962.00,29787486701.00,121816767862.00,90689952976.00,57748250344.00,27686622911.00,92818451828.00,67922181450.00,43286965986.00,21416655991.00,66961169769.00,47704098180.00,28847065170.00,13839127755.00,66876299597.00,49808937942.00,29345259228.00,12320622217.00,40943065668.00,29014643335.00,18703261349.00,8992805016.00,33776945854.00,24433427929.00,15630952383.00,7794634567.00,31374075751.00,23287828606.00,15381295296.00,7544915698.00,22548970713.00,15854404984.00,9498640593.00,4492816339.00,15690199491.00,11324191332.00,7203913330.00,3480207293.00,12528622594.00,8824145966.00,5366300705.00,2678551730.00,10333929258.00,4882259533.00,0,7154398204.00,5725528553.00,0.0
5,营业税金及附加,441268892.00,1832974908.00,1354049257.00,923938794.00,518860475.00,1807206081.00,1385542542.00,876084659.00,466518580.00,1376312133.00,1038208495.00,648556150.00,313714151.00,1177817607.00,669559625.00,457279352.00,276743982.00,1157760341.00,891648250.00,610521003.00,347942761.00,932484852.00,709459593.00,488912740.00,246262687.00,1043855056.00,808989895.00,521252666.00,252014569.00,672040241.00,475892451.00,318556402.00,164176677.00,484018981.00,335144203.00,217998804.00,98401054.00,147641203.00,93014420.00,61986453.00,29354433.00,165586134.00,130194628.00,79005521.00,38052393.00,106385323.00,83921475.00,58678005.00,29106447.00,151105639.00,105654652.00,69894814.00,35764284.00,148056933.00,110511976.00,67324186.00,34683597.00,113475364.00,84694084.00,54980528.00,29960349.00,32323702.00,43514761.00,25297711.00,13570586.00,45334549.00,31485938.00,27469565.00,14584834.00,38116331.00,26118100.00,12083246.00,5116491.00,25294665.00,13589809.00,0,5248300.00,3313429.00,0.0
6,销售费用,24578433.00,116893772.00,76550325.00,48411586.00,22304590.00,42176050.00,22592907.00,13642668.00,6183643.00,17474146.00,10282723.00,6347940.00,2802414.00,15623534.00,9525550.00,5404119.00,744951.00,4437495.00,3053737.00,1950208.00,992420.00,4352164.00,3220774.00,2314452.00,1103595.00,9127968.00,7787724.00,6488005.00,5088261.00,5996744.00,4551400.00,3209078.00,1895233.00,9095133.00,6475143.00,3399445.00,1575426.00,4007471.00,2508715.00,1713960.00,612714.00,3423738.00,1269467.00,596354.00,298574.00,2505051.00,1314128.00,694579.00,0,0,0,0,0,0,0,0,0,0,0,0,192356708.00,0,0,0,0,0,0,0,0,0,0,0,43946351.00,0,0,0,0,0,0.0
7,管理费用,983238553.00,4553687087.00,2922335993.00,1888294812.00,897585020.00,4233217379.00,2806354171.00,1848917961.00,899164226.00,3968792776.00,2761246315.00,1808724996.00,884601239.00,3336491561.00,2510260696.00,1677952252.00,900271056.00,3996645229.00,2746545213.00,1783966344.00,921138922.00,3588329063.00,2404392581.00,1534615806.00,769212430.00,3433352291.00,2386932199.00,1497531047.00,773508955.00,3087408193.00,2153678878.00,1410715915.00,710198115.00,2916160374.00,2080308327.00,1328758007.00,675503184.00,2724475373.00,1949681477.00,1279473006.00,617488291.00,2360326271.00,1514158559.00,911255836.00,452367291.00,1854930669.00,1371053453.00,855770369.00,402142750.00,1524034619.00,1140810818.00,767505586.00,358812486.00,1140616516.00,780433055.00,489969740.00,266736429.00,948661775.00,627786410.00,444897068.00,331114801.00,543097354.00,381739618.00,210090841.00,112726124.00,441548979.00,282046719.00,202878405.00,92263701.00,327188932.00,148685760.00,80194856.00,165068953.00,175836006.00,103850312.00,251740042.00,195237013.00,128288970.00,0.0
8,财务费用,2655996801.00,10708586167.00,8523801632.00,5502413644.00,2754866883.00,10470289200.00,7874578712.00,5099227348.00,2444766542.00,9405739098.00,6929574410.00,4516740179.00,2176396597.00,6920540140.00,5116134547.00,3403633794.00,1679245944.00,7809346597.00,5962978320.00,3846419224.00,1910411577.00,7664056567.00,5551512893.00,3697215680.00,1847219982.00,7522640063.00,5666362714.00,3779071021.00,1933834614.00,8888473248.00,6743495082.00,4539169771.00,2301864370.00,7493529355.00,5574460447.00,3603254097.00,1731924175.00,5105559276.00,3716512304.00,2282588313.00,1122426738.00,4435425518.00,3379113903.00,2209098572.00,1249106492.00,3624421205.00,2415825657.00,1238712803.00,591028011.00,1939092478.00,1360738158.00,840726839.00,423591036.00,1706897864.00,1253939544.00,831621680.00,376018251.00,1285439360.00,932220309.00,687155433.00,0,799170559.00,513612059.00,255383895.00,129185641.00,559636467.00,434645435.00,290999870.00,138949354.00,562719815.00,424243325.00,251892025.00,0,842777611.00,457236901.00,979866598.00,727255865.00,474383101.00,0.0
