,报表日期,20191231,20190630,20181231,20180630,20171231,20161231,20151231,19700101
0,单位,元,元,元,元,元,元,元,
1,一、营业总收入,779439687.65,366449778.86,675367666.62,327792152.76,437982412.66,300663790.49,252903192.54,0.0
2,营业收入,779439687.65,366449778.86,675367666.62,327792152.76,437982412.66,300663790.49,252903192.54,0.0
3,二、营业总成本,647904059.06,303117748.63,575684502.53,276626209.24,383789394.44,284016694.01,250159871.60,0.0
4,营业成本,540828044.53,255621459.25,476736687.19,225247485.50,303957393.11,216555560.94,179998245.39,0.0
5,营业税金及附加,3652271.31,1835212.69,3663220.51,1592938.77,2900338.75,2821668.66,971908.84,0.0
6,销售费用,15283039.60,6971580.53,15108466.95,5675970.07,11306145.53,8254612.80,8214659.22,0.0
7,管理费用,23851420.93,10370131.75,21937058.05,10868341.24,19952526.80,16305392.15,19059428.66,0.0
8,财务费用,10292807.48,5071288.71,9194329.31,3808076.76,7262444.56,11423532.70,10623546.67,0.0
9,研发费用,53996475.21,23248075.70,49044740.52,27232911.41,38410545.69,28655926.76,28289254.93,0.0
10,资产减值损失,0,0,0,2200485.49,0,0,3002827.89,0.0
11,公允价值变动收益,60423.61,60423.61,0,0,0,0,0,0.0
12,投资收益,295854.33,130356.11,277047.81,31271.40,191367.07,-146405.65,224891.00,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0.0
15,三、营业利润,144856581.16,71981801.32,109118975.77,54820187.20,58894001.63,13870888.64,2968211.94,0.0
16,加:营业外收入,7789.65,4603.86,5878.31,4992.03,4000.00,10522807.89,11314142.61,0.0
17,减：营业外支出,57360.85,2300.00,65729.17,60500.00,239765.88,108581.48,12202.87,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0.0
19,四、利润总额,144807009.96,71984105.18,109059124.91,54764679.23,58658235.75,24285115.05,14270151.68,0.0
20,减：所得税费用,9003450.03,7504748.83,12564576.80,8379980.74,7398769.09,4288714.14,2400354.12,0.0
21,五、净利润,135803559.93,64479356.35,96494548.11,46384698.49,51259466.66,19996400.91,11869797.56,0.0
22,归属于母公司所有者的净利润,135278512.36,64384304.62,96742806.82,46560184.66,52719617.43,21464728.85,12915392.71,0.0
23,少数股东损益,525047.57,95051.73,-248258.71,-175486.17,-1460150.77,-1468327.94,-1045595.15,0.0
24,六、每股收益,,,,,,,,
25,基本每股收益(元/股),1.130000,0.540000,0.810000,0.390000,0.440000,0.180000,0.110000,0.0
26,稀释每股收益(元/股),1.130000,0.540000,0.810000,0.390000,0.440000,0.180000,0.110000,0.0
27,七、其他综合收益,-447498.27,-167841.07,-497491.25,72831.14,260772.79,-190613.90,86356.03,0.0
28,八、综合收益总额,135356061.66,64311515.28,95997056.86,46457529.63,51520239.45,19805787.01,11956153.59,0.0
29,归属于母公司所有者的综合收益总额,134965263.57,64266815.87,96394562.94,46611166.46,52902158.38,21331299.12,12975841.94,0.0
30,归属于少数股东的综合收益总额,390798.09,44699.41,-397506.08,-153636.83,-1381918.93,-1525512.11,-1019688.35,0.0
